material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Zr_wyckoff,num_Zr_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-2712703,Na2CaZr3P4(SO12)2,1.9032724519133863,0.506975483093015,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,15.0,6.0,2.044027576581705,2.2392583591519837,2.114737175272093,0.060547840556126845,0.19523078257027882,48.094973608447354,24.063185264946625,7.568784123734995,84.47209865541193,6.0,1.0,7,Octahedron
mp-2712703,Na2CaZr3P4(SO12)2,1.9032724519133863,0.506975483093015,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,16.0,6.0,2.0433504960891744,2.268021827204861,2.126228187127385,0.07053229942020316,0.2246713311156867,106.01798449291923,32.74837440585794,79.80922918203635,173.04812293494118,6.0,1.0,8,Octahedron
mp-2712703,Na2CaZr3P4(SO12)2,1.9032724519133863,0.506975483093015,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,17.0,6.0,2.0485881993241963,2.1590062429044794,2.085718856157575,0.03861688292384301,0.11041804358028307,106.92147936646602,33.99359308993881,86.00695877337151,175.96464663218734,6.0,1.0,9,Octahedron
mp-2712716,Na6Ca6Zr2SiS11O48,1.925151950052691,0.5008734472813376,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,36.0,6.0,1.9421048745877705,2.2527504955778292,2.142794233150381,0.0989412989899703,0.31064562099005877,38.20698606646104,16.246458378186812,8.052738912187642,62.92567308689889,6.0,1.0,1,Octahedron
mp-2712716,Na6Ca6Zr2SiS11O48,1.925151950052691,0.5008734472813376,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,37.0,6.0,1.9500183914365876,2.251342184070372,2.144980114270247,0.09699725669065988,0.3013237926337844,59.45774423360096,27.320977180937472,18.964554345813266,98.3117162538018,6.0,1.0,2,Octahedron
mp-2712716,Na6Ca6Zr2SiS11O48,1.925151950052691,0.5008734472813376,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,38.0,6.0,1.9547372901742524,2.287959073152489,2.1303851092932065,0.09669760845177472,0.33322178297823646,66.41757035191367,33.3162119121295,10.06036149299507,116.46069183779018,6.0,1.0,3,Octahedron
mp-2712716,Na6Ca6Zr2SiS11O48,1.925151950052691,0.5008734472813376,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,39.0,6.0,1.9444671206053985,2.3031562176449687,2.142142103644513,0.10475055895629432,0.3586890970395702,107.00172659775444,34.20122584265561,83.6214837274357,178.09077214243098,6.0,1.0,4,Octahedron
mp-2712716,Na6Ca6Zr2SiS11O48,1.925151950052691,0.5008734472813376,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,40.0,6.0,1.9499715744182406,2.2658199543468385,2.1385275068193583,0.09484759963480734,0.3158483799285978,106.91591307673646,34.041987546861264,83.64791841008436,177.69090934199772,6.0,1.0,5,Octahedron
mp-2712716,Na6Ca6Zr2SiS11O48,1.925151950052691,0.5008734472813376,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,41.0,6.0,2.000782082298814,2.221577613937832,2.1117460543123285,0.06952612892751905,0.220795531639018,106.55146435831261,33.54838194431194,83.49913094452418,178.20030556039458,6.0,1.0,6,Octahedron
mp-2712726,Na6Zr2Zn6SiS11O48,1.915745074709534,0.4568845174018001,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True,18.0,6.0,1.922058598558319,2.2347781084355574,2.1102204472464927,0.0931797741466277,0.3127195098772384,38.77957085517715,16.596949603345447,8.261295325128389,64.81338791468751,6.0,1.0,1,no_data
mp-2712726,Na6Zr2Zn6SiS11O48,1.915745074709534,0.4568845174018001,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True,19.0,6.0,1.9289591123502625,2.2383956165849037,2.111550796463891,0.09189047627400615,0.3094365042346412,59.36979112628707,27.196319316891035,19.902276410403537,99.48077080886142,6.0,1.0,2,no_data
mp-2712726,Na6Zr2Zn6SiS11O48,1.915745074709534,0.4568845174018001,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True,20.0,6.0,1.932624451531815,2.2143615295871335,2.109850876643105,0.08680345330574368,0.28173707805531856,65.7888077587955,32.7713949984702,10.597620795682804,115.26419891285313,6.0,1.0,3,no_data
mp-2712726,Na6Zr2Zn6SiS11O48,1.915745074709534,0.4568845174018001,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True,21.0,6.0,1.9600328300937897,2.2170576369655084,2.1085371578906735,0.07584480503132336,0.2570248068717187,107.10739992584189,34.44476355992057,82.16101129760109,177.25318254079355,6.0,1.0,4,no_data
mp-2712726,Na6Zr2Zn6SiS11O48,1.915745074709534,0.4568845174018001,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True,22.0,6.0,1.9623483791673788,2.20209515648982,2.1069246983384917,0.07216269490377948,0.23974677732244132,106.91356566123825,34.110255872755666,82.14170013607568,177.1778023234093,6.0,1.0,5,no_data
mp-2712726,Na6Zr2Zn6SiS11O48,1.915745074709534,0.4568845174018001,[6.0],4.0,4.0,4.0,no_data,no_data,1,6.0,Zr,0.0,True,23.0,6.0,1.995057671553526,2.160318267576981,2.0964355064597395,0.05478719575087286,0.16526059602345522,106.37129809027948,33.380528856989265,81.5102924310423,178.70117741235154,6.0,1.0,6,no_data
mp-2712737,NaYZrP2SO12,1.987422461164248,0.3613917817388829,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,12.0,6.0,2.0694703665301057,2.2078893667193684,2.1374489490826902,0.05143470441916557,0.13841900018926268,61.42303663973043,26.819874130019212,22.05943433947924,114.33465460510521,6.0,1.0,1,Octahedron
mp-2712737,NaYZrP2SO12,1.987422461164248,0.3613917817388829,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,13.0,6.0,2.0694703213280694,2.20788939522249,2.137448945331293,0.05143472875645738,0.13841907389442065,61.1302510447031,26.72816347461577,22.584302453909615,112.04110627028284,6.0,1.0,2,Octahedron
mp-2712737,NaYZrP2SO12,1.987422461164248,0.3613917817388829,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,14.0,6.0,2.0694703665301075,2.2078893667193684,2.1374489490826902,0.05143470441916498,0.1384190001892609,106.81120677289267,33.94183448362793,83.0208562780215,174.95811437710728,6.0,1.0,3,Octahedron
mp-2712737,NaYZrP2SO12,1.987422461164248,0.3613917817388829,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,15.0,6.0,2.0694703213280703,2.2078893952224887,2.137448945331292,0.051434728756457306,0.13841907389441843,106.81120701965114,33.94183487072025,83.02085766666927,174.9581152125085,6.0,1.0,4,Octahedron
mp-2712737,NaYZrP2SO12,1.987422461164248,0.3613917817388829,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,16.0,6.0,2.069470366530106,2.2078893667193684,2.1374489490826893,0.05143470441916536,0.13841900018926223,48.24867288884437,24.11968919772471,7.546958829463562,83.46227636173336,6.0,1.0,5,Octahedron
mp-2712737,NaYZrP2SO12,1.987422461164248,0.3613917817388829,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,17.0,6.0,2.06947032132807,2.20788939522249,2.137448945331292,0.05143472875645767,0.1384190738944202,106.8112070196511,33.941834870720236,83.0208576666693,174.95811521250837,6.0,1.0,6,Octahedron
mp-2712745,NaZrInP2SO12,2.005423532376264,0.2551121245119011,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,6.0,6.0,2.0599591305128353,2.1590288808070737,2.111330339149062,0.03644889039826441,0.09906975029423837,61.256257151909566,26.76384997650423,22.117988921928024,114.37705583696416,6.0,1.0,1,Octahedron
mp-2712745,NaZrInP2SO12,2.005423532376264,0.2551121245119011,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,7.0,6.0,2.059959174250753,2.1590288533311046,2.1113303345334695,0.03644889077400253,0.09906967908035158,61.187507727962334,26.832918632513394,22.509317309226578,113.00135993566649,6.0,1.0,2,Octahedron
mp-2712745,NaZrInP2SO12,2.005423532376264,0.2551121245119011,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,8.0,6.0,2.059959130512835,2.1590288808070714,2.111330339149061,0.03644889039826404,0.09906975029423659,107.03638430923603,34.2989279621731,83.89245749784855,175.63432780917162,6.0,1.0,3,Octahedron
mp-2712745,NaZrInP2SO12,2.005423532376264,0.2551121245119011,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,9.0,6.0,2.0599591742507504,2.159028853331106,2.1113303345334704,0.036448890774003616,0.09906967908035558,107.03638428460981,34.29892792255571,83.89245852350605,175.63432694757924,6.0,1.0,4,Octahedron
mp-2712745,NaZrInP2SO12,2.005423532376264,0.2551121245119011,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,10.0,6.0,2.059959130512837,2.1590288808070723,2.111330339149062,0.03644889039826337,0.09906975029423526,48.841166686372084,24.436078729431767,7.582965249749943,84.6292438897308,6.0,1.0,5,Octahedron
mp-2712745,NaZrInP2SO12,2.005423532376264,0.2551121245119011,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,11.0,6.0,2.0599591742507504,2.159028853331107,2.11133033453347,0.03644889077400353,0.09906967908035647,107.0363842846098,34.298927922555656,83.892458523506,175.6343269475791,6.0,1.0,6,Octahedron
mp-2712751,Na2ZrTiSi(PO6)2,1.8963379880199456,0.516935700588406,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,12.0,6.0,1.98982163365519,2.1680268645860177,2.1054455111475865,0.058003834744081786,0.17820523093082774,36.19865553691657,13.962662896780344,16.042279146434087,59.30302461631664,6.0,1.0,1,Octahedron
mp-2712751,Na2ZrTiSi(PO6)2,1.8963379880199456,0.516935700588406,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,13.0,6.0,2.063456965388715,2.1756701315708806,2.106093546810629,0.046110726059619876,0.11221316618216548,36.61394156412247,13.876831183049632,16.460698960807708,59.49083588171297,6.0,1.0,2,Octahedron
mp-2712751,Na2ZrTiSi(PO6)2,1.8963379880199456,0.516935700588406,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,14.0,6.0,2.0654979165462617,2.220543571830167,2.120075705770633,0.06253358427076613,0.15504565528390524,36.53144707629391,14.006323360210398,16.169991051132953,59.52503793386223,6.0,1.0,3,Octahedron
mp-2712751,Na2ZrTiSi(PO6)2,1.8963379880199456,0.516935700588406,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,15.0,6.0,2.025792420844644,2.182975940744825,2.10832432112891,0.05329507645966244,0.15718351990018098,106.7808833557524,33.87722753956322,80.92185729501428,175.5241459361931,6.0,1.0,4,Octahedron
mp-2712751,Na2ZrTiSi(PO6)2,1.8963379880199456,0.516935700588406,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,16.0,6.0,2.0575096744680095,2.2092906688243765,2.1096741575777713,0.058823257490981336,0.15178099435636705,106.0407106221934,32.85554324874089,80.05164585453313,173.75749013715946,6.0,1.0,5,Octahedron
mp-2712751,Na2ZrTiSi(PO6)2,1.8963379880199456,0.516935700588406,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,17.0,6.0,1.9820252526156588,2.1958401422651703,2.1002906158874475,0.06371410671991737,0.21381488964951156,105.9164070924195,32.687576543419695,79.21169746405734,175.71906302852418,6.0,1.0,6,Octahedron
mp-2712783,Na2HfZrSi(PO6)2,1.888739618207044,0.5305046036677673,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,18.0,6.0,1.9903232924600105,2.1637009054679712,2.105239225375173,0.05696784936369628,0.17337761300796073,36.527160270966625,14.05296925309943,16.192163874718734,60.028601333484715,6.0,1.0,1,Octahedron
mp-2712783,Na2HfZrSi(PO6)2,1.888739618207044,0.5305046036677673,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,19.0,6.0,2.053543168004006,2.1808057624579376,2.105028628065537,0.05088723744741606,0.1272625944539314,36.33332364363915,13.81562888033225,16.114058724607478,58.94194980543988,6.0,1.0,2,Octahedron
mp-2712783,Na2HfZrSi(PO6)2,1.888739618207044,0.5305046036677673,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,20.0,6.0,2.0568429573636604,2.192126805197668,2.109751778816119,0.05414196496890295,0.1352838478340077,36.345388939581554,13.855032010653344,16.045661348705572,59.04852823611361,6.0,1.0,3,Octahedron
mp-2712783,Na2HfZrSi(PO6)2,1.888739618207044,0.5305046036677673,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,21.0,6.0,2.0348039138154395,2.18274468801884,2.106495390708989,0.054686757788645346,0.14794077420340068,106.53863100930913,33.487148184656306,81.16141783731214,175.40764785534049,6.0,1.0,4,Octahedron
mp-2712783,Na2HfZrSi(PO6)2,1.888739618207044,0.5305046036677673,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,22.0,6.0,2.0586005259291733,2.2024828713580566,2.106461767261422,0.05621016531295905,0.14388234542888334,106.11204153208219,32.91013780789834,80.8043070612606,175.1187794666277,6.0,1.0,5,Octahedron
mp-2712783,Na2HfZrSi(PO6)2,1.888739618207044,0.5305046036677673,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,23.0,6.0,1.9771443651524578,2.2035019906846256,2.1046659721020853,0.06877012076680383,0.22635762553216776,106.13413155425513,32.914726631162694,79.5244057414429,175.10833755132515,6.0,1.0,6,Octahedron
mp-2712794,Na6Mg6Zr2SiS11O48,1.9131903575924705,0.4603677393898828,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,36.0,6.0,1.9176436297369965,2.212710267135236,2.1079920531632115,0.0912237449360771,0.2950666373982396,37.984931374961825,16.0160508324728,8.354643175046293,61.924807493022094,6.0,1.0,1,Octahedron
mp-2712794,Na6Mg6Zr2SiS11O48,1.9131903575924705,0.4603677393898828,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,37.0,6.0,1.9244303913080014,2.204957407503706,2.1085978523315965,0.08797483069476257,0.28052701619570475,59.028702421189074,26.89124690108127,20.26643178451339,97.18933697618903,6.0,1.0,2,Octahedron
mp-2712794,Na6Mg6Zr2SiS11O48,1.9131903575924705,0.4603677393898828,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,38.0,6.0,1.9291679224216423,2.220832772724884,2.1111253243294175,0.0888585105726176,0.29166485030324196,65.3382152867734,32.82104640051761,10.682343428089743,114.31115180568861,6.0,1.0,3,Octahedron
mp-2712794,Na6Mg6Zr2SiS11O48,1.9131903575924705,0.4603677393898828,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,39.0,6.0,1.932301670291786,2.2219403851138955,2.1059337032974845,0.08661162439218659,0.28963871482210957,107.12507776529563,34.438108863680185,84.72652246887043,176.2579584279303,6.0,1.0,4,Octahedron
mp-2712794,Na6Mg6Zr2SiS11O48,1.9131903575924705,0.4603677393898828,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,40.0,6.0,1.9359139298633994,2.208690374984625,2.1048078863205717,0.08227073338312178,0.27277644512122556,107.00854323856068,34.23954641832935,84.53460934169732,176.49648160502292,6.0,1.0,5,Octahedron
mp-2712794,Na6Mg6Zr2SiS11O48,1.9131903575924705,0.4603677393898828,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,41.0,6.0,1.9872860960573968,2.1694532168074336,2.099169878902021,0.06115578220510938,0.18216712075003683,106.42074542155015,33.461527450039256,80.85141629047217,178.80277992058376,6.0,1.0,6,Octahedron
mp-2712804,NaZrAlP2SO12,2.0112289872907945,0.1344342263942621,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,6.0,6.0,2.027430879055923,2.0964836659972725,2.0670371454158327,0.025194067108746304,0.06905278694134953,36.48674312267625,14.128319859482145,16.0383836213878,60.63180401245003,6.0,1.0,1,Octahedron
mp-2712804,NaZrAlP2SO12,2.0112289872907945,0.1344342263942621,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,7.0,6.0,2.027430879031718,2.0964836660181643,2.0670371338372777,0.025194064434187414,0.06905278698644635,61.35352540169652,27.185744764100548,21.826209468473408,116.0050135321291,6.0,1.0,2,Octahedron
mp-2712804,NaZrAlP2SO12,2.0112289872907945,0.1344342263942621,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,8.0,6.0,2.027430879055923,2.0964836659972708,2.067037145415833,0.025194067108745905,0.06905278694134775,107.40765129960377,34.87934201800578,86.52088216432348,177.50589989923026,6.0,1.0,3,Octahedron
mp-2712804,NaZrAlP2SO12,2.0112289872907945,0.1344342263942621,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,9.0,6.0,2.0274308790317193,2.096483666018168,2.0670371338372786,0.025194064434187778,0.06905278698644857,107.40765120277212,34.87934184868964,86.52088216413269,177.50589989921843,6.0,1.0,4,Octahedron
mp-2712804,NaZrAlP2SO12,2.0112289872907945,0.1344342263942621,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,10.0,6.0,2.0274308790559252,2.096483665997274,2.067037145415834,0.025194067108745898,0.06905278694134864,50.83934862034066,25.44216101417138,7.7275847017373875,88.58212222596778,6.0,1.0,5,Octahedron
mp-2712804,NaZrAlP2SO12,2.0112289872907945,0.1344342263942621,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,11.0,6.0,2.0274308790317184,2.0964836660181665,2.0670371338372777,0.025194064434187168,0.06905278698644812,107.40765120277212,34.87934184868964,86.52088216413271,177.50589989921815,6.0,1.0,6,Octahedron
mp-2712821,ZrGaP(SO6)2,1.9726926958735889,0.2484047397426418,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True,0.0,6.0,2.019547952722804,2.1377378538996568,2.0761919150534047,0.03981015698311148,0.1181899011768528,60.77861494946817,27.02796637875721,21.627808736808156,115.05745658825194,6.0,1.0,1,Octahedron
mp-2712821,ZrGaP(SO6)2,1.9726926958735889,0.2484047397426418,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True,1.0,6.0,2.019547953228378,2.1377378537823053,2.076191915044569,0.03981015670050219,0.11818990055392709,36.24058683354449,14.022140395064817,15.456147303212626,59.64995177072826,6.0,1.0,2,Octahedron
mp-2712821,ZrGaP(SO6)2,1.9726926958735889,0.2484047397426418,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True,2.0,6.0,2.028019390539434,2.115291528902806,2.075222760929977,0.033687485962873624,0.08727213836337189,53.882122872479975,27.011944548623024,7.746596759573563,92.77207946557775,6.0,1.0,3,Octahedron
mp-2712821,ZrGaP(SO6)2,1.9726926958735889,0.2484047397426418,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True,3.0,6.0,2.028019463556324,2.1152915293962575,2.0752227847990077,0.03368745668970458,0.08727206583993352,107.39877428291456,34.85829719395049,87.77646366082756,177.64367008912268,6.0,1.0,4,Octahedron
mp-2712821,ZrGaP(SO6)2,1.9726926958735889,0.2484047397426418,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True,4.0,6.0,1.9850747124839516,2.1764477892196483,2.079737149417666,0.06838387915584543,0.1913730767356967,106.75980393144758,33.80986095266593,85.7506531463023,176.4437670402593,6.0,1.0,5,Octahedron
mp-2712821,ZrGaP(SO6)2,1.9726926958735889,0.2484047397426418,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Zr,0.0,True,5.0,6.0,1.9850747123373902,2.1764477175348724,2.0797371345333118,0.06838385040017446,0.19137300519748224,106.75980451038994,33.80986181483794,85.7506560149784,176.4437671174063,6.0,1.0,6,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,21.0,6.0,2.0353356256517476,2.1978457155722095,2.1131899355176187,0.07309839197932086,0.1625100899204619,59.57235715273143,27.11064888711079,20.490896898758855,112.24504017153619,6.0,1.0,1,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,22.0,6.0,2.0376261605404635,2.168712295357262,2.1064506827854923,0.03879009885739567,0.13108613481679843,62.078490952641936,27.62940299951254,20.611233239133693,116.0845431471398,6.0,1.0,2,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,23.0,6.0,2.0909225838905026,2.143688728147444,2.117792074516765,0.024738097569323537,0.052766144256941594,59.41443141792355,27.274545104376102,19.9665519541267,111.42366289716297,6.0,1.0,3,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,24.0,6.0,2.0527851389560214,2.1605017351620805,2.1057443777646614,0.05218013053111837,0.10771659620605911,105.54915593226687,32.003424984481555,83.15167153020774,168.81999789783296,6.0,1.0,4,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,25.0,6.0,2.0546749883794773,2.161901587121667,2.109580980930931,0.04308995893227873,0.10722659874218987,106.39600323750001,33.27942561644997,82.14398111226359,177.12338231035366,6.0,1.0,5,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,26.0,6.0,2.046399532375355,2.223222331623045,2.136228693152336,0.05307608977579779,0.17682279924768984,47.717123349303435,23.58328073013547,8.21953474214565,85.62432960151082,6.0,1.0,6,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,27.0,6.0,2.070818646007424,2.170498834147519,2.1191319966315647,0.04749121461663365,0.09968018814009483,105.9595417384882,32.57062100256009,83.16842134829791,170.59476272900434,6.0,1.0,7,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,28.0,6.0,2.0491821009660502,2.164182714659347,2.1055052220412698,0.05112501416757041,0.11500061369329684,48.99973777962159,24.302895397606466,8.120659334254091,84.71593569413925,6.0,1.0,8,Octahedron
mp-2712824,Na7Zr3Ta(SiO4)6,1.7634691212045706,0.8603146258581946,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,29.0,6.0,2.0477661398878,2.169386202037308,2.108443448835361,0.05899899350375186,0.12162006214950782,105.18588063869441,31.58791268308698,81.86419587264939,168.00253173646348,6.0,1.0,9,Octahedron
mp-2712826,Na2ZrNbSi2PO12,1.9142059761287995,0.429878930221984,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,12.0,6.0,1.9998538300170656,2.1753077226612896,2.091375577309713,0.058295636434876744,0.17545389264422395,36.46396651914552,14.158471008610073,15.093697464530145,59.755948862857814,6.0,1.0,1,Octahedron
mp-2712826,Na2ZrNbSi2PO12,1.9142059761287995,0.429878930221984,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,13.0,6.0,1.9998538715510805,2.175307728532199,2.0913755778002154,0.05829562475971214,0.1754538569811186,36.46396640224418,14.158470917618615,15.09369707084013,59.755948343999464,6.0,1.0,2,Octahedron
mp-2712826,Na2ZrNbSi2PO12,1.9142059761287995,0.429878930221984,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,14.0,6.0,1.9998538300170667,2.175307722661288,2.0913755773097127,0.05829563643487644,0.17545389264422107,106.49537999164214,33.381173832312136,82.16098289907389,174.65556201626632,6.0,1.0,3,Octahedron
mp-2712826,Na2ZrNbSi2PO12,1.9142059761287995,0.429878930221984,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,15.0,6.0,1.999853871551079,2.175307728532201,2.0913755778002154,0.05829562475971284,0.17545385698112193,106.4953799767973,33.38117384269681,82.16098231159503,174.65556211198745,6.0,1.0,4,Octahedron
mp-2712826,Na2ZrNbSi2PO12,1.9142059761287995,0.429878930221984,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,16.0,6.0,1.9998538300170674,2.1753077226612896,2.0913755773097145,0.05829563643487637,0.17545389264422218,49.74278334726319,24.86455670974661,7.836971086817059,88.7535949039325,6.0,1.0,5,Octahedron
mp-2712826,Na2ZrNbSi2PO12,1.9142059761287995,0.429878930221984,[6.0],4.0,4.0,4.0,Octahedron,6a,1,6.0,Zr,0.0,True,17.0,6.0,1.9998538715510807,2.1753077285322,2.0913755778002145,0.05829562475971172,0.17545385698111926,106.4953799767973,33.381173842696825,82.1609823115951,174.65556211198745,6.0,1.0,6,Octahedron
mp-2712834,Na3Zr2Ta2Si3(PO8)3,1.8935013258232551,0.5169433722509158,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,9.0,6.0,1.9709515210716704,2.268014219122712,2.116465034659924,0.09400553949650278,0.2970626980510416,35.769454093411206,13.545108163775073,16.675722234426775,57.53589115184544,6.0,1.0,1,Octahedron
mp-2712834,Na3Zr2Ta2Si3(PO8)3,1.8935013258232551,0.5169433722509158,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,10.0,6.0,2.0233531857235656,2.166061831623026,2.1031836328313833,0.0503366187964901,0.14270864589946042,60.90590308020181,26.978178899292345,20.530321641465616,114.14090479525441,6.0,1.0,2,Octahedron
mp-2712834,Na3Zr2Ta2Si3(PO8)3,1.8935013258232551,0.5169433722509158,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,11.0,6.0,2.021059277560181,2.1627049008364616,2.1003032801003054,0.050044748225489634,0.14164562327628083,106.60798700587584,33.607116544064205,81.09905149030334,175.66318938474578,6.0,1.0,3,Octahedron
mp-2712834,Na3Zr2Ta2Si3(PO8)3,1.8935013258232551,0.5169433722509158,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,12.0,6.0,1.9831751564176296,2.2106095687291996,2.103303963278355,0.07657471574745686,0.2274344123115699,47.875995225725504,23.798749124356895,7.990150589201833,84.80315077577828,6.0,1.0,4,Octahedron
