material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Zr_wyckoff,num_Zr_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1019792,K2ZrSi2O7,2.169619372432994,-0.1285520658120224,[6.0],4.0,4.0,4.0,Octahedron,"4j, 2i",1,6.0,Zr,0.0,True,18.0,6.0,2.0679217903843465,2.1702576441003307,2.1253252782036705,0.03599748656722544,0.10233585371598419,106.76121526961688,33.77699264789491,85.04634433642852,175.74982921570066,6.0,1.0,3,Octahedron
mp-1019792,K2ZrSi2O7,2.169619372432994,-0.1285520658120224,[6.0],4.0,4.0,4.0,Octahedron,"4j, 2i",1,6.0,Zr,0.0,True,19.0,6.0,2.0679217903843488,2.1702576441003307,2.125325278203672,0.035997486567224936,0.10233585371598197,106.76121526961688,33.77699264789493,85.04634433642856,175.74982921570066,6.0,1.0,4,Octahedron
mp-1019792,K2ZrSi2O7,2.169619372432994,-0.1285520658120224,[6.0],4.0,4.0,4.0,Octahedron,"4j, 2i",1,6.0,Zr,0.0,True,20.0,6.0,2.094247460124196,2.1258808707977543,2.107867752506143,0.010024413122352036,0.031633410673558515,58.559998428559076,30.769012025769904,12.621118516001014,101.55798054154019,6.0,1.0,5,Octahedron
mp-1019792,K2ZrSi2O7,2.169619372432994,-0.1285520658120224,[6.0],4.0,4.0,4.0,Octahedron,"4j, 2i",1,6.0,Zr,0.0,True,21.0,6.0,2.0942474601241963,2.125880870797753,2.1078677525061424,0.010024413122351772,0.03163341067355674,58.55999842855908,30.769012025769925,12.621118516000955,101.55798054154022,6.0,1.0,6,Octahedron
mp-1019792,K2ZrSi2O7,2.169619372432994,-0.1285520658120224,[6.0],4.0,4.0,4.0,Octahedron,"4j, 2i",1,6.0,Zr,0.0,True,22.0,6.0,2.0942474601241954,2.125880870797753,2.1078677525061433,0.010024413122352152,0.03163341067355763,58.55999842855906,30.76901202576991,12.621118516001014,101.5579805415402,6.0,1.0,7,Octahedron
mp-1019792,K2ZrSi2O7,2.169619372432994,-0.1285520658120224,[6.0],4.0,4.0,4.0,Octahedron,"4j, 2i",1,6.0,Zr,0.0,True,23.0,6.0,2.094247460124197,2.12588087079775,2.1078677525061416,0.010024413122350905,0.03163341067355274,58.55999842855907,30.769012025769932,12.621118516000955,101.55798054154023,6.0,1.0,8,Octahedron
mp-1020622,SrZrO3,2.091341086867865,0.0024502343960084,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Zr,0.0,True,2.0,6.0,2.0922149991898706,2.0925927450000006,2.0923409144599137,0.0001780710826047618,0.000377745810129948,95.99999991950544,39.799497314374655,0.0,180.0,4.0,0.6666666666666666,1,Octahedron
mp-1020622,SrZrO3,2.091341086867865,0.0024502343960084,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Zr,0.0,True,3.0,6.0,2.092214999189871,2.092592745,2.0923409144599145,0.00017807108260460482,0.00037774581012905983,59.80544626919676,34.2512448349801,0.0,90.0,4.0,0.6666666666666666,2,Octahedron
mp-1025349,Sr2ZrO4,2.2674525806176566,-0.4044967362014035,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Zr,0.0,True,2.0,6.0,2.087583000831626,2.133415716367349,2.102860572676867,0.021605749303668962,0.04583271553572299,71.99999999557777,35.99999999778888,0.0,89.99999999673354,2.0,0.3333333333333333,1,Octahedron
mp-10499,LiZr2(PO4)3,1.874483369223648,0.4943017590583008,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Zr,0.0,True,4.0,6.0,2.0098347871379403,2.1268888865566615,2.080289792518158,0.04816115921767097,0.11705409941872125,105.5535273638058,31.443050300242348,78.31798773567903,168.96238308681046,6.0,1.0,1,Octahedron
mp-10499,LiZr2(PO4)3,1.874483369223648,0.4943017590583008,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Zr,0.0,True,5.0,6.0,2.046939613271455,2.0880533538079242,2.0719417999982688,0.01565617422381311,0.04111374053646921,98.1196157114486,35.23994860486466,25.771334384174967,174.57500282644176,6.0,1.0,2,Octahedron
