CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
0.0,4,6,1.0,4.0
1.0,4,22,1.0,4.0
2.0,4,24,1.0,4.0
3.0,4,28,1.0,4.0
4.0,4,17,1.0,4.0
5.0,4,13,1.0,4.0
6.0,3,1,0.002,0.006
6.0,4,499,0.998,3.992
7.0,4,51,1.0,4.0
8.0,4,17,1.0,4.0
10.0,4,1,1.0,4.0
