CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
1.0,52,14,1.8305157109530477,1.8305157109530477,0.0,1.0
3.0,39,9,1.9774814015587412,2.001444270417909,0.022396036013061085,0.8717948717948718
4.0,1067,240,1.695042761865223,1.7294961029535043,0.034963128827510875,0.7029750479846449
5.0,129,51,1.9613244046978913,2.0984911748286716,0.1456768861645215,0.9695238095238095
6.0,2831,717,1.9769587177885133,2.030704925825679,0.04778825997268954,0.9995271867612293
7.0,10,2,2.0681986675882795,2.353863265234983,0.24046267130049825,1.0
