material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cr_wyckoff,num_Cr_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1013922,LiCr2P2O9,1.8640656677333536,0.2135729551773587,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,10.0,6.0,2.002061662560991,2.039655267875781,2.0239855014806536,0.015970269707164253,0.03759360531479006,55.57863501402346,26.76902356781291,25.340010801873042,99.87406831731239,6.0,1.0,7,Octahedron
mp-1013922,LiCr2P2O9,1.8640656677333536,0.2135729551773587,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,11.0,6.0,2.0020616625609917,2.03965526787578,2.0239870465110807,0.01597252677186709,0.03759360531478828,55.04311530150336,21.37512654341062,13.127273620520253,80.3926517261279,6.0,1.0,8,Octahedron
mp-1031034,LiMg6CrO8,2.7167804055872,-0.9138767643704372,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Cr,0.0,True,7.0,6.0,2.044416619896203,2.1021905,2.0829325399654004,0.027234868264568852,0.057773880103797026,72.0,36.0,0.0,90.00000000000001,6.0,1.0,1,Octahedron
mp-1034594,NaMg14CrO16,1.3976875232364976,0.9688062317147064,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Cr,0.0,True,15.0,6.0,2.037444163356102,2.136054835,2.0703143872374015,0.04648551641117332,0.09861067164389814,96.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1034602,NaMg14CrO16,1.3948007795156143,0.9584596606097384,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Cr,0.0,True,15.0,6.0,1.9800075383900677,2.1357273400000003,2.061281930009901,0.06375547242359446,0.1557198016099326,84.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1035402,LiMg14CrO16,1.5877574945459991,0.6756511728109921,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Cr,0.0,True,15.0,6.0,2.0033733337282236,2.114682255000001,2.0575843668417213,0.045487503322039234,0.11130892127177727,84.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1035434,LiMg14CrO16,1.5475922987207706,0.7448952623672519,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Cr,0.0,True,15.0,6.0,2.0394885728811714,2.115308985,2.064762043587448,0.03574208504105478,0.07582041211882862,96.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1039737,NaMg30CrO32,1.3684388067529754,0.9841221788564964,[6.0],3.0,3.0,3.0,Octahedron,1b,1,6.0,Cr,0.0,True,31.0,6.0,1.9986672675199983,2.0776003524,2.051289324106666,0.037209413052414576,0.07893308488000184,84.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1039764,NaMg30CrO32,1.3587970471273147,1.0083118803513391,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Cr,0.0,True,31.0,6.0,2.051422256914,2.070390203847001,2.0577449058916666,0.008941575934340622,0.018967946933000857,96.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1040079,LiMg30CrO32,1.6534160184549545,0.5765050247830145,[6.0],3.0,3.0,3.0,Octahedron,1b,1,6.0,Cr,0.0,True,31.0,6.0,2.0226072181109993,2.068847761304,2.053434246906333,0.02179800110501305,0.04624054319300086,84.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1040266,KMg30CrO32,0.7086686474773506,1.9247108865621376,[6.0],3.0,3.0,3.0,Octahedron,1b,1,6.0,Cr,0.0,True,31.0,6.0,1.9412475054779996,2.0956218689190003,2.044163747772,0.07277277282032527,0.15437436344100064,84.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1040460,NaCr2P2O9,1.8540404106941508,0.2482937040909322,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,4.0,6.0,1.8347693104387037,2.054980308498749,1.9562235596476487,0.07275386233827731,0.22021099806004507,94.15498136518666,36.063380378577065,2.1018730288767675,166.79292474310574,6.0,1.0,1,Octahedron
mp-1040460,NaCr2P2O9,1.8540404106941508,0.2482937040909322,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,5.0,6.0,1.834776763177478,2.054985698403991,1.9562313067598467,0.07275095260729425,0.22020893522651286,94.15500293373269,36.06340715616627,2.101947760396792,166.79344676416875,6.0,1.0,2,Octahedron
mp-1040460,NaCr2P2O9,1.8540404106941508,0.2482937040909322,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,6.0,6.0,1.8347767631774752,2.0549803084987515,1.9562256611188318,0.07275099840498249,0.22020354532127628,69.33275999552139,30.880536309352763,2.1018828459234045,94.85111261221296,6.0,1.0,3,Octahedron
mp-1040460,NaCr2P2O9,1.8540404106941508,0.2482937040909322,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,7.0,6.0,1.83478325944184,2.0549803084987492,1.9562285428518367,0.07275137018428168,0.22019704905690918,69.33272882654619,30.880548914405797,2.1018730288767675,94.85097356121291,6.0,1.0,4,Octahedron
mp-1040460,NaCr2P2O9,1.8540404106941508,0.2482937040909322,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,8.0,6.0,1.9939631109991018,2.05941093258931,2.032198042047736,0.027831219865715278,0.06544782159020812,48.19846794553711,27.08853823467059,13.390718694563637,85.57295839067572,6.0,1.0,5,Octahedron
mp-1040460,NaCr2P2O9,1.8540404106941508,0.2482937040909322,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,9.0,6.0,1.993964173888406,2.0594022533865486,2.0321963713800772,0.02782894513157192,0.06543807949814262,107.99995863344817,36.82082464782094,75.13418866750317,179.9999403640483,6.0,1.0,6,Octahedron
mp-1040460,NaCr2P2O9,1.8540404106941508,0.2482937040909322,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,10.0,6.0,1.9939641738884069,2.0594113674944308,2.032199878313245,0.0278309851696119,0.06544719360602391,55.04072935443211,26.405383317100295,25.394628295908,98.38991898452298,6.0,1.0,7,Octahedron
mp-1040460,NaCr2P2O9,1.8540404106941508,0.2482937040909322,[6.0],3.5,3.0,4.0,Octahedron,"4a, 4c",1,6.0,Cr,1.0,False,11.0,6.0,1.9939641738884057,2.0594113674944285,2.0322015489772487,0.027833259793422285,0.0654471936060228,55.26551780195065,21.458079174676612,13.213552032485,81.08879271205042,6.0,1.0,8,Octahedron
mp-1040806,CaLaTaCrO6,3.138772756880861,-0.8294314305817464,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cr,0.0,True,12.0,6.0,2.067551184124522,2.486632408356029,2.221781295079825,0.17852048675505577,0.41908122423150695,53.50487708757797,22.993581110033546,14.610524777316645,82.96462098538726,6.0,1.0,1,Octahedron
mp-1040806,CaLaTaCrO6,3.138772756880861,-0.8294314305817464,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cr,0.0,True,13.0,6.0,2.0673355092063526,2.4866929776306614,2.221795658545664,0.1785421993814657,0.4193574684243089,56.60343834909223,20.36949809644737,17.166580670685903,97.07776161639279,6.0,1.0,2,Octahedron
mp-1040806,CaLaTaCrO6,3.138772756880861,-0.8294314305817464,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cr,0.0,True,14.0,6.0,2.0676938024710956,2.4867005255214325,2.221786066580702,0.17852743186452366,0.4190067230503369,45.640410030816774,20.575808232124782,16.423468424821145,83.88546355814704,6.0,1.0,3,Octahedron
mp-1040806,CaLaTaCrO6,3.138772756880861,-0.8294314305817464,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cr,0.0,True,15.0,6.0,2.0676495123313257,2.486593229099549,2.2217947806333385,0.17852422899832526,0.4189437167682235,107.82356179223194,35.83883289910434,82.62191117238488,179.56889198771512,6.0,1.0,4,Octahedron
mp-1040822,CaCr3(P2O7)2,1.3938475287769445,0.7452894437041484,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cr,0.0,True,6.0,6.0,2.1177794259226768,2.3246563094720023,2.2097536674674183,0.0859992050254165,0.20687688354932554,32.82408637192212,13.786249188192333,8.610573411914718,59.78339118104447,6.0,1.0,1,Octahedron
mp-1040822,CaCr3(P2O7)2,1.3938475287769445,0.7452894437041484,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cr,0.0,True,7.0,6.0,2.117779425922677,2.3246563094720023,2.2097536674674187,0.08599920502541614,0.2068768835493251,59.63375755102566,32.72486671832858,18.37626514734424,113.99682825536274,6.0,1.0,2,Octahedron
mp-1040886,MgCr2P2O9,1.8629946536708728,0.2145919555531102,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,4.0,6.0,1.925962022913402,2.08611380064249,2.0025622909173246,0.05328607156030376,0.16015177772908817,94.92573847610112,37.16606320518137,4.824740601564,178.22340267645177,6.0,1.0,1,Octahedron
mp-1040886,MgCr2P2O9,1.8629946536708728,0.2145919555531102,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,5.0,6.0,1.9259620229133991,2.0861138006424924,2.002562290917324,0.05328607156030555,0.16015177772909328,94.92573847610112,37.166063205181345,4.824740601564151,178.22340267645177,6.0,1.0,2,Octahedron
mp-1040886,MgCr2P2O9,1.8629946536708728,0.2145919555531102,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,6.0,6.0,1.9259620229134014,2.0861138006424906,2.002562290917324,0.053286071560304675,0.16015177772908928,87.88494544489166,37.642347600988316,4.824740601564,178.22340267645134,6.0,1.0,3,Octahedron
mp-1040886,MgCr2P2O9,1.8629946536708728,0.2145919555531102,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,7.0,6.0,1.9259620229134002,2.086113800642493,2.002562290917325,0.0532860715603055,0.16015177772909261,87.88494544489167,37.64234760098833,4.824740601564,178.22340267645134,6.0,1.0,4,Octahedron
mp-1040886,MgCr2P2O9,1.8629946536708728,0.2145919555531102,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,8.0,6.0,1.9852767278475065,2.065298222301341,2.029922682549017,0.03331981731296227,0.08002149445383466,47.17738119831427,26.800075746391588,9.97705082773659,83.66743073615028,6.0,1.0,5,Octahedron
mp-1040886,MgCr2P2O9,1.8629946536708728,0.2145919555531102,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,9.0,6.0,1.9852767278475074,2.0652982223013434,2.0299226825490173,0.0333198173129628,0.080021494453836,108.0,36.928080803916146,74.69617188983545,180.0,6.0,1.0,6,Octahedron
mp-1040886,MgCr2P2O9,1.8629946536708728,0.2145919555531102,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,10.0,6.0,1.985276727847508,2.0652982223013434,2.0299226825490178,0.03331981731296238,0.08002149445383533,55.65606560906878,27.37830102010674,24.126147754291914,101.65772983506344,6.0,1.0,7,Octahedron
mp-1040886,MgCr2P2O9,1.8629946536708728,0.2145919555531102,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,11.0,6.0,1.9852767278475083,2.065298222301341,2.029922682549017,0.033319817312961776,0.08002149445383289,54.639436004167266,21.34720777586948,12.99550670968268,79.47425741944132,6.0,1.0,8,Octahedron
mp-1040889,CaCr2P2O9,1.8760444182810017,0.2212973033565948,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,4.0,6.0,1.9327306510295355,2.1501047113459393,2.02393946134452,0.07103135948718496,0.21737406031640383,94.51303673651664,36.696429369505864,3.106171415321161,175.12319123780574,6.0,1.0,1,Octahedron
mp-1040889,CaCr2P2O9,1.8760444182810017,0.2212973033565948,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,5.0,6.0,1.9327306510295343,2.150104711345941,2.0239394613445203,0.07103135948718538,0.21737406031640671,94.51303673651663,36.69642936950584,3.106171415321161,175.12319123780563,6.0,1.0,2,Octahedron
mp-1040889,CaCr2P2O9,1.8760444182810017,0.2212973033565948,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,6.0,6.0,1.9327306510295366,2.150104711345938,2.02393946134452,0.07103135948718396,0.21737406031640139,88.13496357408722,37.6048984366856,3.106171415321161,175.12319123780563,6.0,1.0,3,Octahedron
mp-1040889,CaCr2P2O9,1.8760444182810017,0.2212973033565948,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,7.0,6.0,1.932730651029535,2.150104711345942,2.0239394613445207,0.07103135948718546,0.21737406031640694,88.13496357408722,37.6048984366856,3.106171415321161,175.12319123780563,6.0,1.0,4,Octahedron
mp-1040889,CaCr2P2O9,1.8760444182810017,0.2212973033565948,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,8.0,6.0,2.0245028282300463,2.062713094495689,2.042042493699462,0.015754446393592917,0.03821026626564272,47.66634384041729,26.548406017855523,12.176749361460363,84.53839882149713,6.0,1.0,5,Octahedron
mp-1040889,CaCr2P2O9,1.8760444182810017,0.2212973033565948,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,9.0,6.0,2.024502828230047,2.0627130944956873,2.042042493699462,0.01575444639359271,0.0382102662656405,107.99998902163118,37.10954674775114,72.85544995217354,180.0,6.0,1.0,6,Octahedron
mp-1040889,CaCr2P2O9,1.8760444182810017,0.2212973033565948,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Cr,0.0,True,10.0,6.0,2.0245028282300472,2.0627130944956877,2.042042493699462,0.015754446393592587,0.0382102662656405,54.67146116273266,26.597930366429726,25.295960899256986,98.71236095617502,6.0,1.0,7,Octahedron
