material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Nb_wyckoff,num_Nb_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1046744,Mg2Nb2CoO8,1.948261373320306,0.7882775365360489,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,5.0,6.0,1.850655060248974,2.425795686830892,2.062281217597575,0.1784176776761028,0.5751406265819181,74.37834929625691,30.11868891083926,17.63580506596577,124.96692300462499,6.0,1.0,2,Octahedron
mp-1046744,Mg2Nb2CoO8,1.948261373320306,0.7882775365360489,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,6.0,6.0,1.850655060248974,2.4257956868308925,2.0622812175975755,0.17841767767610292,0.5751406265819186,74.11467442448244,33.00683872005474,19.317883716460724,126.16895911063824,6.0,1.0,3,Octahedron
mp-1046744,Mg2Nb2CoO8,1.948261373320306,0.7882775365360489,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,7.0,6.0,1.8506550602489735,2.425795686830893,2.0622812175975755,0.1784176776761032,0.5751406265819194,74.37834929625691,30.118688910839246,17.63580506596585,124.96692300462499,6.0,1.0,4,Octahedron
mp-1046751,Nb2Zn2FeO8,1.953358306576776,0.6281131579473458,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,0.0,6.0,1.8482358388101177,2.2862527274493365,2.047919306670012,0.12807557774901523,0.43801688863921884,73.75996916348491,33.33310431356037,18.800567792900143,127.35270164177416,6.0,1.0,1,Octahedron
mp-1046751,Nb2Zn2FeO8,1.953358306576776,0.6281131579473458,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,1.0,6.0,1.8482358388101177,2.2862527274493356,2.047919306670011,0.128075577749015,0.43801688863921795,74.15303980718252,30.628687816212338,17.458344404518826,127.35270164177415,6.0,1.0,2,Octahedron
mp-1046751,Nb2Zn2FeO8,1.953358306576776,0.6281131579473458,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,2.0,6.0,1.8482358388101174,2.286252727449337,2.047919306670012,0.12807557774901546,0.4380168886392195,73.75996916348495,33.33310431356037,18.800567792900186,127.35270164177416,6.0,1.0,3,Octahedron
mp-1046751,Nb2Zn2FeO8,1.953358306576776,0.6281131579473458,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,3.0,6.0,1.8482358388101177,2.286252727449337,2.047919306670011,0.12807557774901548,0.4380168886392193,74.15303980718252,30.628687816212338,17.458344404518826,127.35270164177415,6.0,1.0,4,Octahedron
mp-1046836,Mg2Nb2VO8,1.9521576396102096,0.7739681393530393,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,4.0,6.0,1.854753634601605,2.419724245525669,2.062626387691471,0.17564704201563475,0.5649706109240642,74.27189184650666,30.20360814052389,17.68911435778999,125.16013129744441,6.0,1.0,1,Octahedron
mp-1046836,Mg2Nb2VO8,1.9521576396102096,0.7739681393530393,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,5.0,6.0,1.8547536346016045,2.4197242455256687,2.062626387691471,0.17564704201563444,0.5649706109240642,73.97446901265131,33.09085727453642,19.250407036304498,126.17923061488595,6.0,1.0,2,Octahedron
mp-1046836,Mg2Nb2VO8,1.9521576396102096,0.7739681393530393,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,6.0,6.0,1.854753634601605,2.4197242455256682,2.0626263876914703,0.17564704201563433,0.5649706109240633,74.27189184650668,30.20360814052388,17.68911435778999,125.1601312974444,6.0,1.0,3,Octahedron
mp-1046836,Mg2Nb2VO8,1.9521576396102096,0.7739681393530393,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,7.0,6.0,1.8547536346016062,2.4197242455256673,2.062626387691471,0.17564704201563386,0.5649706109240611,73.97446901265131,33.09085727453642,19.250407036304498,126.17923061488592,6.0,1.0,4,Octahedron
mp-1046839,Mg2Nb2CrO8,1.951312344844244,0.7344534637219478,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True,4.0,6.0,1.8486421647757627,2.3638780696853177,2.05366503733085,0.1594303691327688,0.515235904909555,73.6667334668502,32.56190706192289,19.00976617061321,124.31458791851877,6.0,1.0,1,Octahedron
mp-1046839,Mg2Nb2CrO8,1.951312344844244,0.7344534637219478,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True,5.0,6.0,1.8715935543840216,2.4303873246555803,2.0611120916508745,0.17801721270515383,0.5587937702715586,74.23015329359197,30.27961213385626,17.377056292839576,124.7173036972228,6.0,1.0,2,Octahedron
mp-1046839,Mg2Nb2CrO8,1.951312344844244,0.7344534637219478,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True,6.0,6.0,1.8715935543840223,2.4303873246555794,2.061112091650875,0.1780172127051531,0.5587937702715571,74.30634723835502,32.927951521032114,19.251136828375436,125.39295904545077,6.0,1.0,3,Octahedron
mp-1046839,Mg2Nb2CrO8,1.951312344844244,0.7344534637219478,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True,7.0,6.0,1.8486421647757636,2.363878069685316,2.05366503733085,0.1594303691327681,0.5152359049095523,74.03421597876162,29.944598310675715,17.200392290518895,123.81425711286163,6.0,1.0,4,Octahedron
mp-1046844,Mg2MnNb2O8,1.947015185936152,0.7958832961651636,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True,6.0,6.0,1.8477183718989043,2.429436846953575,2.0605732967726396,0.181115392413547,0.5817184750546709,73.9868650028348,33.03880489090028,19.0796786986359,126.76436626581088,6.0,1.0,1,Octahedron
