material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Nb_wyckoff,num_Nb_chemenvs,CN,element,charge_range,is_single_charge
mp-1076412,K5Na3Nb6(WO12)2,2.02527922485404,-0.0190490178114344,"[6.0, 6.0]",4.5,4.0,5.0,no_data,no_data,1,6.0,Nb,1.0,False
mp-1076412,K5Na3Nb6(WO12)2,2.02527922485404,-0.0190490178114344,"[6.0, 6.0]",4.5,4.0,5.0,no_data,no_data,1,6.0,Nb,1.0,False
mp-1076481,K5Na3Nb5(WO8)3,2.010109247157446,0.0237330430437661,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,1a,1,6.0,Nb,1.0,False
mp-1076481,K5Na3Nb5(WO8)3,2.010109247157446,0.0237330430437661,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,1a,1,6.0,Nb,1.0,False
mp-1076751,K4Na4NbW7O24,1.98758451966292,0.0314369528779988,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Nb,0.0,True
mp-1076812,K2Na2Nb(WO4)3,1.953552172267481,0.0498480362310189,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Nb,0.0,True
mp-1078341,EuNbO3,2.049646873586503,0.0035093111631862,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-10942,KNaLaNbO5,1.9660466295839,-0.9289481310907516,[5.0],5.0,5.0,5.0,Square pyramid,2c,1,5.0,Nb,0.0,True
mp-1096815,Ba3Ta4NbO15,2.012456343400153,0.0213037055084335,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1096858,Ba3TaNb4O15,2.0693210103433977,-0.1518826124057713,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1099622,K5Na3Nb7WO24,2.0052674788938125,0.0938286573820179,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2b, 1a",1,6.0,Nb,1.0,False
mp-1099622,K5Na3Nb7WO24,2.0052674788938125,0.0938286573820179,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2b, 1a",1,6.0,Nb,1.0,False
mp-1099687,K4Na4Nb3W5O24,2.003164027068021,0.0269419685234753,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1d, 1b",1,6.0,Nb,1.0,False
mp-1099687,K4Na4Nb3W5O24,2.003164027068021,0.0269419685234753,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1d, 1b",1,6.0,Nb,1.0,False
mp-1099943,K5Na3Nb4(WO6)4,1.8808963494974749,0.3503141444397281,[6.0],4.0,4.0,4.0,Octahedron,"2b, 1a",1,6.0,Nb,0.0,True
mp-1100957,UNbO5,2.309991292287324,-1.024133718862032,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1101448,NbVO4,1.979433596721952,0.1841213127953229,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1101460,NbCrO4,1.9255832614323605,0.5606783889405852,[6.0],5.0,5.0,5.0,Octahedron,"2i, 2g",1,6.0,Nb,0.0,True
mp-1101724,Nb10Pb14O39,1.910751833651348,0.5885762940250513,[6.0],5.0,5.0,5.0,Octahedron,"2e, 2d, 2c",1,6.0,Nb,0.0,True
mp-1103792,Nb2O2F3,2.030727973752464,0.0099902626114381,"[3.0, 3.0]",3.5,3.0,4.0,Octahedron,2i,1,3.0,Nb,1.0,False
mp-1103792,Nb2O2F3,2.030727973752464,0.0099902626114381,"[3.0, 3.0]",3.5,3.0,4.0,Octahedron,2i,1,3.0,Nb,1.0,False
mp-1103862,Ba3SrNb2O9,1.7649413008823256,1.5433780946680886,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Nb,0.0,True
mp-1104131,NbPO5,2.4892408805868027,-1.6450224648620253,[6.0],5.0,5.0,5.0,Square pyramid,2c,1,6.0,Nb,0.0,True
mp-1120749,BaNb4O11,1.9817415772908225,0.2579087695687764,[6.0],5.0,5.0,5.0,"Octahedron, Pentagonal bipyramid","6g, 2c",2,6.0,Nb,0.0,True
mp-1173080,Sr6Nb7O21,1.8563834357194915,0.501211518008399,[6.0],4.29,4.29,4.29,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1173097,BaLa7Mg5Nb3O24,2.0116100605482536,0.0499987964986781,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1173098,Ba6Ti2Nb10Si8O51,1.9295992223753315,0.4340343252408004,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1173261,Sr2NdNb(CuO4)2,1.6249821129457618,2.089134680483306,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Nb,0.0,True
mp-1173431,NbFeNi(O2F)2,1.919446715798448,0.6350348406440324,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Nb,0.0,True
mp-1173439,PrNb3O9,1.922323872196769,0.4941207993034012,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1173450,NdNb3O9,1.9421446039940744,0.3770144856143636,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1173489,Nb2Zn(PbO3)3,2.1375751958508213,-0.2675361810276798,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1173546,Nb4Pb3O13,1.93826701729278,0.3625160962876758,[6.0],5.0,5.0,5.0,Octahedron,"2a, 4k, 2d",1,6.0,Nb,0.0,True
mp-1173557,Nb10N11O,2.364625210155228,-0.1017095811090393,"[1.0, 0, 1.0, 0]",3.5,3.0,4.0,"Octahedron, Trigonal prism",2a,2,1.0,Nb,1.0,False
mp-1173557,Nb10N11O,2.364625210155228,-0.1017095811090393,"[1.0, 0, 1.0, 0]",3.5,3.0,4.0,"Octahedron, Trigonal prism",2a,2,0.0,Nb,1.0,False
mp-1173557,Nb10N11O,2.364625210155228,-0.1017095811090393,"[1.0, 0, 1.0, 0]",3.5,3.0,4.0,"Octahedron, Trigonal prism",2a,2,1.0,Nb,1.0,False
mp-1173557,Nb10N11O,2.364625210155228,-0.1017095811090393,"[1.0, 0, 1.0, 0]",3.5,3.0,4.0,"Octahedron, Trigonal prism",2a,2,0.0,Nb,1.0,False
mp-1173563,Nb8Pb6O25,1.995085488192196,0.0688793988122766,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,2c,1,6.0,Nb,1.0,False
mp-1173563,Nb8Pb6O25,1.995085488192196,0.0688793988122766,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,2c,1,6.0,Nb,1.0,False
mp-1173619,NbAlO4,1.9272549886706096,0.6972106246765156,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1173701,Na3TmTi2Nb2O12,2.0697230700814853,-0.3221318062722984,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1173706,Na3TbTi2Nb2O12,1.970601443958204,0.5402484466565186,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1173711,Na3ErTi2Nb2O12,2.06814272476307,-0.3090306673305402,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1173713,Na3PrTi2Nb2O12,1.4477948269762608,3.555561176357574,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1173718,Na3NdTi2Nb2O12,1.3999326027417094,3.8252610491322137,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1173732,Na3SmTi2Nb2O12,1.55250160850476,2.902834556457424,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1173764,Na5Ce3Ti6Nb2O24,1.9499528705286049,0.3593378048247145,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1173782,Na3GdTi2Nb2O12,2.060365437051128,-0.2767162956003401,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1173802,Na3EuTi2Nb2O12,2.036359165237647,-0.090731616596798,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1176502,LuNbO4,1.959278541866609,0.820650757665941,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1177314,Li4NbCr(TeO6)2,2.0265739204011823,-0.0946591163873549,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1177321,Li4Nb2V3Ni3O16,2.012065567253732,0.2370776900405649,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1177575,Li3Nb(FeO2)4,1.842038994223477,1.1278799506182562,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Nb,0.0,True
mp-1178166,K2LiNbO4,1.9843250889767567,0.4449005308969875,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,Nb,0.0,True
mp-1178380,DyNbO4,1.88065317823274,1.4472688050967892,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Nb,0.0,True
mp-1180150,Nb2FeO6,1.946208930077025,0.5057672583369716,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1180571,Nb2FeO6,1.952793959190786,0.5828778688500196,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Nb,0.0,True
mp-1185383,Eu5Nb4O15,1.8585830428229777,0.8181484470809581,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1187317,Sr4Nb2O9,1.8662122927931373,0.9963190544650472,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1188528,NaNbO3,2.357794653704917,-1.4289826913539851,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1188621,Eu3NbO6,2.0429376721852472,-0.0855093584483857,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1188841,BaNb2V2O11,1.9295120987680303,0.3694474805964866,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1190015,NaNbO3,1.6149142639737932,2.491351620629777,[6.0],5.0,5.0,5.0,Octahedron,4b,1,6.0,Nb,0.0,True
mp-1190450,NaNbSe2O7,2.166700985775683,-0.4828580558292659,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1191145,Rb2LaNb2O7,1.878762480479268,0.9305879908989056,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Nb,0.0,True
mp-1191890,Gd3NbO7,1.974859026315144,0.1651615215922711,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1192336,Nb2PbO6,2.0395677779295744,0.2153042188040813,[6.0],5.0,5.0,5.0,Octahedron,6f,1,6.0,Nb,0.0,True
mp-1192537,Nb2PbO6,2.000763633180088,0.2576033111157083,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Nb,0.0,True
mp-1192640,Na2Nb4Se4O19,2.030651336205086,0.1516109971379601,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1193166,Ba4Nb2O9,1.8368543675875733,1.1057641655351529,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True
mp-1193560,NbPb2Se2ClO8,1.9504085982262809,0.427505578740947,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1194612,YNb(TeO4)2,2.1183663769339147,-0.0678960139578344,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1194659,CsNbV2O8,1.9519162455431824,0.3142141920920888,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Nb,0.0,True
mp-1194823,NaNbO3,2.356913398336741,-1.515973923037802,[6.0],5.0,5.0,5.0,Octahedron,"4c, 4a, 8d",1,6.0,Nb,0.0,True
mp-1194869,NbTlV2O8,2.123987307430064,-0.7461449338778254,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1194929,KNbV2O8,1.984962418746279,0.1064232355030061,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1194954,NaNb2H7O9,1.962125486866198,0.3523928735821504,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1194961,NbTlV2O8,1.922836871736419,0.357257391367249,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1195222,NbIn(TeO4)2,2.1806084799310894,-0.1716809039298906,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1195415,RbNbV2O8,2.048460748228253,-0.2438614161219434,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1195803,NaNbO3,2.544568082654274,-2.612063068110754,[6.0],5.0,5.0,5.0,Octahedron,"4b, 8d",1,6.0,Nb,0.0,True
mp-1196213,LiNbO3,1.877010200373333,0.8641336161514019,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1196826,CsNbS2O9,1.9275862036089,0.7903419701863608,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1196847,Mg5Nb(BO4)3,1.707421685687719,1.2342755396907965,[7.0],5.0,5.0,5.0,Face-capped octahedron,4c,1,7.0,Nb,0.0,True
mp-1198057,NbBi2O5F,1.981733041338836,0.3904349529087267,[5.0],5.0,5.0,5.0,Octahedron,4a,1,5.0,Nb,0.0,True
mp-1198142,NaNbO3,1.9909994640835376,0.1093662768055646,[6.0],5.0,5.0,5.0,Octahedron,"4c, 4d, 8g",1,6.0,Nb,0.0,True
mp-1198513,Pr2Nb2S7O30,1.918563663324692,0.5012075781299902,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1198693,LaNb2CuClO7,1.9606739787945937,0.3749351116705438,[6.0],5.0,5.0,5.0,Octahedron,8i,1,6.0,Nb,0.0,True
mp-1198790,Nb12WO33,1.962207410097243,0.4249356242979182,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1198841,NbBi4BrO8,1.8667177922504727,1.5642498852466564,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1198996,K3Li2Nb5O15,2.0347788255592265,-0.0854637657474763,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1199011,Nb4Ag2O11,1.9250723376897665,0.5991545497786436,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","1a, 3b",2,6.0,Nb,0.0,True
mp-1199011,Nb4Ag2O11,1.9250723376897665,0.5991545497786436,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","1a, 3b",2,7.0,Nb,0.0,True
mp-1199265,Nb2Pb2Se4O15,2.0930243516261617,-0.0416643377310288,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True
mp-1199593,NaNbO3,1.992905369321841,0.093261452845653,[6.0],5.0,5.0,5.0,Octahedron,"4c, 4d, 8g",1,6.0,Nb,0.0,True
mp-1199624,Ba2NaNb5O15,2.117950707258935,-0.478220281229276,[6.0],5.0,5.0,5.0,Octahedron,"4c, 2b",1,6.0,Nb,0.0,True
mp-1199668,K2EuNb5O15,1.9588189533710945,0.2218376299964953,[6.0],5.0,5.0,5.0,Octahedron,"2d, 8i",1,6.0,Nb,0.0,True
mp-1199771,Ce2Nb2S7O30,1.9234623529868613,0.4567499661150113,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1199992,Nb3Te4ClO15,2.0613760967878143,-0.1384536150797598,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True
mp-1200323,Na3NbAs2O9,1.8332116365150173,1.0712893943031467,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1200391,KNb(BO3)2,2.063081831188959,-0.1711418547390976,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1200403,Nb4Ag2O11,1.8159594316518763,1.0555640616160118,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","6e, 2b",2,6.0,Nb,0.0,True
mp-1200403,Nb4Ag2O11,1.8159594316518763,1.0555640616160118,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron","6e, 2b",2,7.0,Nb,0.0,True
mp-1200960,K2Na2Sm4Nb2O13,1.960766390818049,1.1917458569700363,[5.0],5.0,5.0,5.0,Trigonal bipyramid,4f,1,5.0,Nb,0.0,True
mp-1201050,Sm2Nb2S7O30,2.0836660361943755,0.4930480577987995,[6.0],7.0,7.0,7.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1201130,EuNb2O6,1.744062156276735,1.9814940233265776,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1201335,LaNb2CuBrO7,1.957914457063982,0.3703975457958903,[6.0],5.0,5.0,5.0,Octahedron,8i,1,6.0,Nb,0.0,True
mp-1201406,Cs2Nb3Cl7O5,1.972809599460301,-0.0649904164270889,"[3.0, 4.0]",5.0,5.0,5.0,"Octahedron, Square pyramid","2e, 4f",2,3.0,Nb,0.0,True
mp-1201406,Cs2Nb3Cl7O5,1.972809599460301,-0.0649904164270889,"[3.0, 4.0]",5.0,5.0,5.0,"Octahedron, Square pyramid","2e, 4f",2,4.0,Nb,0.0,True
mp-1201443,Cs3Nb9(TeO8)4,1.9392992511053184,0.4217030012948741,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1201519,K2Na2Nd4Nb2O13,1.9551102625474133,1.30903544684997,[5.0],5.0,5.0,5.0,Trigonal bipyramid,4f,1,5.0,Nb,0.0,True
mp-1201687,RbNb3(TeO6)2,2.1021123303460563,-0.0194778188909241,[6.0],5.0,5.0,5.0,Octahedron,"4d, 8e",1,6.0,Nb,0.0,True
mp-1201852,Nb2O5,1.960924303595185,0.3922592614334059,[6.0],5.0,5.0,5.0,"Octahedron, Square pyramid",2i,2,6.0,Nb,0.0,True
mp-1202095,K5Nb3O3F14,1.7757156373628304,0.0759144949539381,[1.0],5.0,5.0,5.0,Octahedron,"2a, 4b",1,1.0,Nb,0.0,True
mp-1202153,Na2Nb4O11,1.9629219630518653,0.3399312699578365,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron",2a,2,6.0,Nb,0.0,True
mp-1202153,Na2Nb4O11,1.9629219630518653,0.3399312699578365,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron",2a,2,7.0,Nb,0.0,True
mp-1202170,KNb3(TeO6)2,2.094576765709455,0.0036515998916243,[6.0],5.0,5.0,5.0,Octahedron,"4d, 8e",1,6.0,Nb,0.0,True
mp-1202434,KNb3(SeO6)2,2.0641576807384125,0.1401605212987852,[6.0],5.0,5.0,5.0,Octahedron,"4d, 8e",1,6.0,Nb,0.0,True
mp-1202965,Nb4Ag2O11,1.9316512738412623,0.4674629454906333,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron",2a,2,6.0,Nb,0.0,True
mp-1202965,Nb4Ag2O11,1.9316512738412623,0.4674629454906333,"[6.0, 7.0]",5.0,5.0,5.0,"Pentagonal bipyramid, Octahedron",2a,2,7.0,Nb,0.0,True
mp-1203143,Nb2S3O14,1.966412379008348,0.3368994258177613,[6.0],5.0,5.0,5.0,Square pyramid,4a,1,6.0,Nb,0.0,True
mp-1203293,NaNbO3,2.110457355827429,-0.4916195107212651,[6.0],5.0,5.0,5.0,Octahedron,8d,1,6.0,Nb,0.0,True
mp-1203481,NbAgO3,1.7864715020924318,1.9280436297283408,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1203589,Sr5Nb5O17,1.9253473184530123,0.5076905670136245,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2a, 4c",1,6.0,Nb,1.0,False
mp-1203589,Sr5Nb5O17,1.9253473184530123,0.5076905670136245,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2a, 4c",1,6.0,Nb,1.0,False
mp-1203846,NaNb13O33,1.9501275932076445,0.4076203436379734,[6.0],5.0,5.0,5.0,Octahedron,"2i, 1a",1,6.0,Nb,0.0,True
mp-1204213,Tb2Nb2S7O30,1.9171572434542623,0.4873030531860136,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1204490,Nb2CuO6,1.9575654549161337,0.6301576482528435,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1204543,Ba6Nb3HO14,1.965303520979845,0.5703151769931679,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",2a,2,4.0,Nb,0.0,True
mp-1204543,Ba6Nb3HO14,1.965303520979845,0.5703151769931679,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",2a,2,6.0,Nb,0.0,True
mp-1204714,Ca4NbGaO8,1.7906342055897977,1.3743466114866356,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1205468,BaNb8O14,1.898005966379855,0.4288006042698818,"[5.0, 6.0]",3.5,3.0,4.0,"Octahedron, Square pyramid",8c,2,5.0,Nb,1.0,False
mp-1205468,BaNb8O14,1.898005966379855,0.4288006042698818,"[5.0, 6.0]",3.5,3.0,4.0,"Octahedron, Square pyramid",8c,2,6.0,Nb,1.0,False
mp-1208770,Sr3Li6Nb2O11,1.9530582500039784,0.399392784832778,"[5.0, 6.0]",5.0,5.0,5.0,"Octahedron, Trigonal bipyramid","2a, 2f",2,5.0,Nb,0.0,True
mp-1208770,Sr3Li6Nb2O11,1.9530582500039784,0.399392784832778,"[5.0, 6.0]",5.0,5.0,5.0,"Octahedron, Trigonal bipyramid","2a, 2f",2,6.0,Nb,0.0,True
mp-1209483,Rb2LaNb2ClO7,1.9842213817875431,0.4842485376517352,[6.0],5.0,5.0,5.0,Octahedron,2g,1,6.0,Nb,0.0,True
mp-1209583,Rb2LaNb5O15,1.844694169910862,0.9023520220483524,[6.0],5.0,5.0,5.0,Octahedron,"2d, 8i",1,6.0,Nb,0.0,True
mp-1210013,Nb2Fe4O9,1.823225550459988,1.1956975103858405,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1210028,Nb3Pb2(O2F)4,1.951085969432276,0.0980060287634789,"[5.0, 6.0]",4.67,4.67,4.67,Octahedron,"2e, 1a",1,5.0,Nb,0.0,True
mp-1210028,Nb3Pb2(O2F)4,1.951085969432276,0.0980060287634789,"[5.0, 6.0]",4.67,4.67,4.67,Octahedron,"2e, 1a",1,6.0,Nb,0.0,True
mp-1210059,NdNb3O9,1.977406753074056,0.3568949250177949,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1210152,NaNb7V2O14,1.9118000064724647,0.3263752333898152,[5.0],3.0,3.0,3.0,"Trigonal bipyramid, Square pyramid","2d, 12k",2,5.0,Nb,0.0,True
mp-1210214,NaNb2Bi2O9,2.14825787226398,-0.1251471488574395,[6.0],4.5,4.5,4.5,Octahedron,4b,1,6.0,Nb,0.0,True
mp-1210256,RbNbGeO5,1.985671603473375,0.2196058836821795,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1210284,Nb13AgO33,1.9499541189675007,0.4092904079029956,[6.0],5.0,5.0,5.0,Octahedron,"2i, 1c",1,6.0,Nb,0.0,True
mp-1210326,Nb3Zn2Bi3O14,2.003636939163489,0.0660383221254414,[6.0],5.0,5.0,5.0,Octahedron,12d,1,6.0,Nb,0.0,True
mp-1210688,Na11TiNb2Si4P2(O12F)2,1.911051364850896,0.6985133878523226,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1210786,Na2Ca4ZrNbSi4(O8F)2,1.742931197574683,0.8788426805585076,[5.0],4.0,4.0,4.0,Octahedron,2a,1,5.0,Nb,0.0,True
mp-1211101,NbNi11(BO5)4,1.8231892143558603,1.1497353866832638,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Nb,0.0,True
mp-1211369,KNb(BO3)2,2.1523960133258058,-0.455908454532986,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1211629,La2Nb3(SO4)2,1.9375945621700112,0.5675034409168118,"[2.0, 6.0]",4.5,4.0,5.0,Octahedron,"4e, 8h",1,2.0,Nb,1.0,False
mp-1211629,La2Nb3(SO4)2,1.9375945621700112,0.5675034409168118,"[2.0, 6.0]",4.5,4.0,5.0,Octahedron,"4e, 8h",1,6.0,Nb,1.0,False
mp-1211647,K2PrNb5O15,1.8621003920179724,0.8524408889421149,[6.0],5.0,5.0,5.0,Octahedron,"2d, 8i",1,6.0,Nb,0.0,True
mp-1211668,LaNb8O14,1.9075019460304308,0.4273276912003522,"[5.0, 6.0]",3.5,3.0,4.0,"Octahedron, Square pyramid","4h, 8i, 4g",2,5.0,Nb,1.0,False
mp-1211668,LaNb8O14,1.9075019460304308,0.4273276912003522,"[5.0, 6.0]",3.5,3.0,4.0,"Octahedron, Square pyramid","4h, 8i, 4g",2,6.0,Nb,1.0,False
mp-1211721,KNb13O33,1.949635552401522,0.4151752831205372,[6.0],5.0,5.0,5.0,Octahedron,"2i, 1a",1,6.0,Nb,0.0,True
mp-1211765,K2SmNb5O15,1.8665446319459529,0.8279464471949994,[6.0],5.0,5.0,5.0,Octahedron,"2d, 8i",1,6.0,Nb,0.0,True
mp-1211773,K2TbNb5O15,1.875931248555314,0.7532080367988186,[6.0],5.0,5.0,5.0,Octahedron,"2d, 8i",1,6.0,Nb,0.0,True
mp-1211895,K2NdNb5O15,1.8583027094704696,0.8808061140190315,[6.0],5.0,5.0,5.0,Octahedron,"2d, 8i",1,6.0,Nb,0.0,True
mp-1211979,KNb3CuO9,1.9253266082118323,0.5684251220762445,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1212064,K2DyNb5O15,1.8797860358220628,0.7276895948571959,[6.0],5.0,5.0,5.0,Octahedron,"2d, 8i",1,6.0,Nb,0.0,True
mp-1212978,K7Nb14(P3O20)3,1.934196321590487,0.3464553879194552,"[6.0, 6.0]",4.5,4.0,5.0,no_data,no_data,1,6.0,Nb,1.0,False
mp-1212978,K7Nb14(P3O20)3,1.934196321590487,0.3464553879194552,"[6.0, 6.0]",4.5,4.0,5.0,no_data,no_data,1,6.0,Nb,1.0,False
mp-1213102,Eu2Nb5O9,2.16014865120749,-0.1208537372194091,"[6.0, 4.0, 5.0]",2.6666666666666665,2.0,3.0,"Octahedron, Square pyramid, Square plane","2e, 1a, 2g",3,6.0,Nb,1.0,False
mp-1213102,Eu2Nb5O9,2.16014865120749,-0.1208537372194091,"[6.0, 4.0, 5.0]",2.6666666666666665,2.0,3.0,"Octahedron, Square pyramid, Square plane","2e, 1a, 2g",3,4.0,Nb,1.0,False
mp-1213102,Eu2Nb5O9,2.16014865120749,-0.1208537372194091,"[6.0, 4.0, 5.0]",2.6666666666666665,2.0,3.0,"Octahedron, Square pyramid, Square plane","2e, 1a, 2g",3,5.0,Nb,1.0,False
