CN,geometry_type,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean,fraction_within_cn_geometry
5.0,Square pyramid,3.0,2,1,2.0251251259324508,2.0531614482575318,0.030038282924554557,1.0,1.0
6.0,Octahedron,3.5,498,15,2.011366179720771,2.0450571426206166,0.02561882332972164,1.0,0.6757123473541384
6.0,Octahedron,4.0,124,21,1.9781144682119207,2.0191506093179865,0.029994436949802708,0.9301075268817204,0.16824966078697423
6.0,Octahedron,3.0,115,32,2.0359480619917325,2.0583656412969256,0.018603498441529094,1.0,0.1560379918588874
6.0,"Trigonal prism, Octahedron",3.5,98,3,2.038164986222154,2.0621621449955043,0.022963074924176576,1.0,1.0
6.0,no_data,3.5,16,1,2.034157362334037,2.063186354356659,0.02286379734475693,1.0,1.0
