CN,2.0,2.167,2.333,2.5,3.0,3.333,3.444,3.5,3.667,3.75,4.0,4.5,4.667,5.0,5.333,5.5,6.0
1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,23.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,21.0,1.0,5.0,134.0
5,24.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,16.0,4.0,0.0,0.0
6,84.0,1.0,2.0,32.0,425.0,2.0,1.0,59.0,0.0,2.0,39.0,25.0,0.0,20.0,0.0,0.0,1.0
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
