CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
2.0,1,1,2.0,1.0,s_avg ≤ 1,2+:1.0000
3.0,2,2,2.0,0.6666666666666666,s_avg ≤ 1,2+:1.0000
4.0,28,28,2.0,0.5,s_avg ≤ 1,2+:1.0000
5.0,27,27,2.0,0.4,s_avg ≤ 1,2+:1.0000
6.0,170,169,2.0,0.3333333333333333,s_avg ≤ 1,2+:1.0000
7.0,21,21,2.0,0.2857142857142857,s_avg ≤ 1,2+:1.0000
8.0,32,32,2.0,0.25,s_avg ≤ 1,2+:1.0000
12.0,1,1,2.0,0.16666666666666666,s_avg ≤ 1,2+:1.0000
