CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
2.0,2,1,1.0,2.0
3.0,2,2,1.0,2.0
4.0,2,28,1.0,2.0
5.0,2,27,1.0,2.0
6.0,2,170,1.0,2.0
7.0,2,21,1.0,2.0
8.0,2,32,1.0,2.0
12.0,2,1,1.0,2.0
