material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cd_wyckoff,num_Cd_chemenvs,CN,element,charge_range,is_single_charge
mp-531238,Cd(GaO2)2,1.9952671085031723,0.2540994426281925,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,4.0,Cd,0.0,True
mp-531238,Cd(GaO2)2,1.9952671085031723,0.2540994426281925,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Cd,0.0,True
mp-532027,Cd(FeO2)2,2.000509109923265,0.260149231694896,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,4.0,Cd,0.0,True
mp-532027,Cd(FeO2)2,2.000509109923265,0.260149231694896,"[4.0, 6.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Cd,0.0,True
mp-540685,V2CdO6,2.378166883281565,-0.0769973251553607,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cd,0.0,True
mp-540736,BaCd(PO3)4,1.9959557740896805,0.3047056513333502,[6.0],2.0,2.0,2.0,Trigonal prism,4e,1,6.0,Cd,0.0,True
mp-541108,Cd2Si(P2O7)2,1.964960008824303,0.3243245039369004,[6.0],2.0,2.0,2.0,Octahedron,4f,1,6.0,Cd,0.0,True
mp-541157,EuCd(BO2)5,1.9738551781317912,0.3384761476223292,[6.0],2.0,2.0,2.0,Pentagonal bipyramid,4e,1,6.0,Cd,0.0,True
mp-541367,SrCd(PO3)4,2.047666206935756,0.260596116436898,[6.0],2.0,2.0,2.0,Trigonal prism,4e,1,6.0,Cd,0.0,True
mp-541433,Cd(BiO2)2,2.4736587020192427,-0.0716085400642756,[6.0],2.0,2.0,2.0,Octahedron,8f,1,6.0,Cd,0.0,True
mp-541538,K2CdSiO4,2.025995443811392,0.2580467702688872,[4.0],2.0,2.0,2.0,Tetrahedron,4a,1,4.0,Cd,0.0,True
mp-541708,VCdAgO4,1.93067898010164,0.3773518721672619,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-542117,Cd3Se3O10,2.354746573913571,-0.0015837508283656,"[5.0, 6.0, 7.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square-face capped trigonal prism, Square antiprism",2a,3,5.0,Cd,0.0,True
mp-542117,Cd3Se3O10,2.354746573913571,-0.0015837508283656,"[5.0, 6.0, 7.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square-face capped trigonal prism, Square antiprism",2a,3,6.0,Cd,0.0,True
mp-542117,Cd3Se3O10,2.354746573913571,-0.0015837508283656,"[5.0, 6.0, 7.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square-face capped trigonal prism, Square antiprism",2a,3,7.0,Cd,0.0,True
mp-542567,Rb2Cd3H6S3O16,2.328743318677009,0.0178706976822248,[6.0],2.0,2.0,2.0,Octahedron,"4b, 2a",1,6.0,Cd,0.0,True
mp-545598,UCdO4,2.334372048291551,-0.0317323957613762,[6.0],2.0,2.0,2.0,Octahedron,1c,1,6.0,Cd,0.0,True
mp-5472,Nb2Cd2O7,2.0266324179973108,0.344748321085957,[8.0],2.0,2.0,2.0,Hexagonal bipyramid,4c,1,8.0,Cd,0.0,True
mp-550622,V2CdO6,2.0672796331548136,0.1992549616213926,[6.0],2.0,2.0,2.0,Octahedron,1c,1,6.0,Cd,0.0,True
mp-553877,CdMoPO6,2.2667589694102404,0.0771674947539659,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cd,0.0,True
mp-554740,CdGe(BiO3)2,3.0361563549855863,-0.4606946228475944,[6.0],2.0,2.0,2.0,Trigonal prism,4e,1,6.0,Cd,0.0,True
mp-5548,Ta2Cd2O7,2.008598383401799,0.3536118247386782,[8.0],2.0,2.0,2.0,Hexagonal bipyramid,4d,1,8.0,Cd,0.0,True
mp-554838,Rb2Cr2Cd(H2O5)2,2.285861886360001,0.0346430732847647,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cd,0.0,True
mp-555027,CdGe(BiO3)2,3.0678169867735283,-0.4813218739826936,[6.0],2.0,2.0,2.0,Trigonal prism,4c,1,6.0,Cd,0.0,True
mp-555114,VCdClO3,2.1935763133325814,0.111790258015816,[3.0],2.0,2.0,2.0,Octahedron,4c,1,3.0,Cd,0.0,True
mp-555363,Na2Cd(SiO3)2,1.2599685695041292,1.0242739870027615,[6.0],2.0,2.0,2.0,"Hexagonal bipyramid, Octahedron",2a,2,6.0,Cd,0.0,True
mp-555560,CdTeMoO6,1.9777329492166973,0.3186804475363238,[8.0],2.0,2.0,2.0,Cube,2b,1,8.0,Cd,0.0,True
mp-555851,Na2Cd3(P2O7)2,2.133902823041056,0.2109738950847994,[6.0],2.0,2.0,2.0,Octahedron,"1a, 2i",1,6.0,Cd,0.0,True
mp-556313,V2CdO6,2.655740767361613,-0.2233618545658239,[6.0],2.0,2.0,2.0,Square antiprism,4c,1,6.0,Cd,0.0,True
mp-556369,CdHg2SeO6,2.395859767393669,-0.0381821404580738,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cd,0.0,True
mp-556413,Na4Cd2Si3O10,1.3460622528233204,1.06094197542224,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4f,1,5.0,Cd,0.0,True
mp-556462,Cd5Mo2(P2O7)4,2.004102761086736,0.2699352876518416,[6.0],2.0,2.0,2.0,Octahedron,"4f, 2e",1,6.0,Cd,0.0,True
mp-556653,Cd2BiAsO6,2.0354412036822027,0.3912547504286263,[7.0],2.0,2.0,2.0,Pentagonal bipyramid,4b,1,7.0,Cd,0.0,True
mp-556786,LiCdPO4,1.959994343023201,0.3872754945047987,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-556819,Tl2Cd2(SO4)3,1.8674672594484385,0.4170101762196331,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-556857,VCdO3,2.2744917584245665,0.0645985108437384,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cd,0.0,True
mp-557614,Cd(PO3)2,1.806447264054751,0.47686533438197,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-558011,Cd2H2SO6,2.127858403315412,0.1803173226492174,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cd,0.0,True
mp-558198,Na2Cd(SO4)2,3.621005143118908,-1.1524459767984812,[6.0],2.0,2.0,2.0,Dodecahedron with triangular faces - p2345 plane normalized,2e,1,6.0,Cd,0.0,True
mp-558221,Ba2V4Cd3O15,1.844116772843865,0.4830780768962394,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",4a,2,5.0,Cd,0.0,True
mp-558221,Ba2V4Cd3O15,1.844116772843865,0.4830780768962394,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",4a,2,6.0,Cd,0.0,True
mp-558568,Rb2CdSiO4,1.0851148906746344,1.3605414858759888,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4c,1,5.0,Cd,0.0,True
mp-558711,V3Cd5P6O25,1.4520074926319566,0.8506766379186965,[6.0],2.0,2.0,2.0,Octahedron,"4f, 2a",1,6.0,Cd,0.0,True
mp-558859,VCdBiO5,2.1494091629442567,0.1916094566612035,[6.0],2.0,2.0,2.0,"Octahedron, Trigonal prism",4a,2,6.0,Cd,0.0,True
mp-558909,RbV3Cd3O11,2.2867082552407294,0.0642478028166878,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cd,0.0,True
mp-559503,KVCdO4,1.7340725357182272,0.5764418800386337,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",4e,2,5.0,Cd,0.0,True
mp-559503,KVCdO4,1.7340725357182272,0.5764418800386337,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",4e,2,6.0,Cd,0.0,True
mp-559715,Li2Cd(PO3)4,2.093708571969819,0.1909169115712144,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cd,0.0,True
mp-560167,KV3Cd4O12,2.12906573013346,0.2120384939479847,[6.0],2.0,2.0,2.0,"Octahedron, Trigonal prism",2a,2,6.0,Cd,0.0,True
mp-560259,NaVCdO4,0.4988396962174716,2.5465160408975764,[4.0],2.0,2.0,2.0,Tetrahedron,2c,1,4.0,Cd,0.0,True
mp-560530,Nb2Cd2O7,2.0170673310526857,0.3679103599338331,[8.0],2.0,2.0,2.0,Hexagonal bipyramid,"2b, 2a",1,8.0,Cd,0.0,True
mp-560560,CdSiO3,2.112144293907304,0.2070159335892786,[6.0],2.0,2.0,2.0,"Octahedron, Face-capped octahedron",4e,2,6.0,Cd,0.0,True
mp-561266,Sr3V4CdO14,2.1350704933049016,0.2024806681560338,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-561273,V2Cd6Se5O21,2.171319163054698,0.220037030759048,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,6.0,Cd,0.0,True
mp-561273,V2Cd6Se5O21,2.171319163054698,0.220037030759048,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,7.0,Cd,0.0,True
mp-561273,V2Cd6Se5O21,2.171319163054698,0.220037030759048,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,8.0,Cd,0.0,True
mp-6067,Tl2Cd2(SO4)3,2.12414204403376,0.1769319747886379,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-6078,Na2Cd3Si3O10,2.016568381017515,0.3238998187188147,"[5.0, 6.0]",2.0,2.0,2.0,Octahedron,"4f, 2d",1,5.0,Cd,0.0,True
mp-6078,Na2Cd3Si3O10,2.016568381017515,0.3238998187188147,"[5.0, 6.0]",2.0,2.0,2.0,Octahedron,"4f, 2d",1,6.0,Cd,0.0,True
mp-6126,LiCdBO3,1.7957012794609404,0.5545821941692809,[5.0],2.0,2.0,2.0,Square pyramid,3j,1,5.0,Cd,0.0,True
mp-625094,Cd(HO)2,2.276892850645122,0.0955387732726196,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cd,0.0,True
mp-6276,K2Cd2(SO4)3,2.201779271889061,0.1076209634291566,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-634113,Cd2H2SO6,2.3095004705791053,0.0414799828849388,[6.0],2.0,2.0,2.0,Octahedron,4f,1,6.0,Cd,0.0,True
mp-650532,Cs2K2Cd3O5,1.7495043514907134,0.7770026322087455,[4.0],2.0,2.0,2.0,Tetrahedron,2i,1,4.0,Cd,0.0,True
mp-6623,Rb2Cd2(SO4)3,2.105263587779106,0.1941146872141804,[6.0],2.0,2.0,2.0,no_data,no_data,1,6.0,Cd,0.0,True
mp-6684,NaCdPO4,1.4212432003224913,0.8785549416175487,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cd,0.0,True
mp-6695,BaCdP2O7,2.523557134908403,-0.1329001565841282,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cd,0.0,True
mp-6724,K2Cd2(SO4)3,2.3194618665068094,0.0060291923718633,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-674298,Al22CdO34,2.290164696492844,0.2443159680857178,[5.0],2.0,2.0,2.0,Square pyramid,2e,1,5.0,Cd,0.0,True
mp-675693,Na2CdO2,1.8733739281708224,0.5300763213649492,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Cd,0.0,True
mp-675857,Cd2SnO4,2.0286219139088417,0.2591070267608625,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","2c, 2e",2,4.0,Cd,0.0,True
mp-675857,Cd2SnO4,2.0286219139088417,0.2591070267608625,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","2c, 2e",2,6.0,Cd,0.0,True
mp-680761,Cd3(PO4)2,1.723708651888216,0.5659681484871483,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Pentagonal bipyramid, Trigonal bipyramid, Trigonal prism",4e,4,5.0,Cd,0.0,True
mp-680761,Cd3(PO4)2,1.723708651888216,0.5659681484871483,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Pentagonal bipyramid, Trigonal bipyramid, Trigonal prism",4e,4,6.0,Cd,0.0,True
mp-683967,Cd7Te7Cl8O17,2.380257435582608,0.0656603237643069,[4.0],2.0,2.0,2.0,Face-capped octahedron,4a,1,4.0,Cd,0.0,True
mp-684826,CdFeSn(PO4)3,1.9840339152434825,0.3576418908218378,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cd,0.0,True
mp-690912,Cd10As6HClO25,2.168884554143706,0.1914251332275351,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Tricapped triangular prism (three square-face caps)",2a,2,5.0,Cd,0.0,True
mp-690912,Cd10As6HClO25,2.168884554143706,0.1914251332275351,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Tricapped triangular prism (three square-face caps)",2a,2,6.0,Cd,0.0,True
mp-695054,TiCdFe(PO4)3,2.2445413050815235,0.1009852548062188,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cd,0.0,True
mp-697313,Al24Tl10Cd7(SiO4)24,2.0550816932145066,0.3030801939059576,"[3.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane, Trigonal plane",1a,3,3.0,Cd,0.0,True
mp-697313,Al24Tl10Cd7(SiO4)24,2.0550816932145066,0.3030801939059576,"[3.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane, Trigonal plane",1a,3,6.0,Cd,0.0,True
mp-697888,Na2CdH4(SeO5)2,2.215750512467141,0.1050273909494995,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cd,0.0,True
mp-697926,LiCd2HSe2O7,1.4895589480064504,0.7888065615247177,"[6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Face-capped octahedron",4e,2,6.0,Cd,0.0,True
mp-697926,LiCd2HSe2O7,1.4895589480064504,0.7888065615247177,"[6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Face-capped octahedron",4e,2,7.0,Cd,0.0,True
mp-697945,K2CdH4(SeO5)2,2.34435437971415,-0.0130862164719922,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cd,0.0,True
mp-697981,Cd3H2CSeO8,1.9985315782855817,0.3753210508260373,"[6.0, 8.0]",2.0,2.0,2.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized","4c, 8d",2,6.0,Cd,0.0,True
mp-697981,Cd3H2CSeO8,1.9985315782855817,0.3753210508260373,"[6.0, 8.0]",2.0,2.0,2.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized","4c, 8d",2,8.0,Cd,0.0,True
mp-698056,Na2CdH4(SO5)2,2.402360968053816,-0.0678520629237053,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cd,0.0,True
mp-698292,K2ZrCdH16(CO3)8,2.109782570620459,0.2505677533356309,[8.0],2.0,2.0,2.0,Dodecahedron with triangular faces - p2345 plane normalized,1a,1,8.0,Cd,0.0,True
mp-699558,K10Zr3Cd(MoO4)12,1.9357882333882848,0.3153273721137809,[6.0],2.0,2.0,2.0,no_data,no_data,1,6.0,Cd,0.0,True
mp-699566,BaVCdP2O9,2.204258075636628,0.203213666629852,[6.0],2.0,2.0,2.0,Trigonal prism,8c,1,6.0,Cd,0.0,True
mp-7210,Cd2B2O5,2.085549861043629,0.2268336114877391,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cd,0.0,True
mp-721583,CdH2SeO5,2.251573339126983,0.094232749725802,[6.0],2.0,2.0,2.0,Square-face capped trigonal prism,4e,1,6.0,Cd,0.0,True
mp-722862,CdH3NO5,2.6700380238611183,-0.2470240107477827,[6.0],2.0,2.0,2.0,Face-capped octahedron,8c,1,6.0,Cd,0.0,True
mp-7534,K2Cd2O3,1.616933326576687,0.8816126991826113,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Cd,0.0,True
mp-754042,Cd(CoO2)2,1.597214843854435,0.6749576294449243,[6.0],2.0,2.0,2.0,Trigonal prism,"2b, 2a",1,6.0,Cd,0.0,True
mp-754725,UCd3O6,2.194227793917314,0.0994810623433572,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square-face bicapped trigonal prism","2d, 4e",2,4.0,Cd,0.0,True
mp-754725,UCd3O6,2.194227793917314,0.0994810623433572,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square-face bicapped trigonal prism","2d, 4e",2,6.0,Cd,0.0,True
mp-754978,CdCu2O3,0.8836955016170641,1.498289629073803,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cd,0.0,True
mp-757428,Cd2Si(P2O7)2,0.9599555587092784,1.3543189364997292,[6.0],2.0,2.0,2.0,Octahedron,4f,1,6.0,Cd,0.0,True
mp-758413,Na2CdO2,1.861241601272327,0.5513397098387894,[4.0],2.0,2.0,2.0,Tetrahedron,2c,1,4.0,Cd,0.0,True
mp-7588,CdGeO3,1.8401481955036587,0.4613375292758367,"[6.0, 8.0]",2.0,2.0,2.0,"Octahedron, Cube","4c, 4e, 8f",2,6.0,Cd,0.0,True
mp-7588,CdGeO3,1.8401481955036587,0.4613375292758367,"[6.0, 8.0]",2.0,2.0,2.0,"Octahedron, Cube","4c, 4e, 8f",2,8.0,Cd,0.0,True
mp-761036,CdSeO4,2.0575722588612004,0.2228341086017258,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cd,0.0,True
mp-767430,Na3CdPCO7,1.4385842658086907,0.8317483321022895,[6.0],2.0,2.0,2.0,Octahedron,2e,1,6.0,Cd,0.0,True
mp-772052,CdSeO4,1.0817310393646964,1.3084919550373328,[7.0],2.0,2.0,2.0,Square-face capped trigonal prism,2a,1,7.0,Cd,0.0,True
mp-772228,CdP4O11,2.023646223857491,0.2312949074333542,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cd,0.0,True
mp-773090,Nb6CdO16,1.625272916551142,0.6673822913949828,"[6.0, 8.0]",2.0,2.0,2.0,Cube,"2b, 2a",1,6.0,Cd,0.0,True
mp-773090,Nb6CdO16,1.625272916551142,0.6673822913949828,"[6.0, 8.0]",2.0,2.0,2.0,Cube,"2b, 2a",1,8.0,Cd,0.0,True
mp-776023,CdSiO3,1.7686009760238854,0.556485210509613,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cd,0.0,True
mp-7762,CdGe2O5,1.613588893583518,0.6373860888636766,[8.0],2.0,2.0,2.0,Square antiprism,2i,1,8.0,Cd,0.0,True
mp-779156,CdSeO4,1.9714359494668048,0.3018219665092869,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cd,0.0,True
mp-780395,Cd(BO2)2,2.1724518857119675,0.2257639868826758,"[6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces - p2345 plane normalized, Cube, Pentagonal bipyramid",4a,3,6.0,Cd,0.0,True
mp-780395,Cd(BO2)2,2.1724518857119675,0.2257639868826758,"[6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces - p2345 plane normalized, Cube, Pentagonal bipyramid",4a,3,8.0,Cd,0.0,True
mp-781861,Nb2CdO6,2.444661994922574,-0.1057001415016923,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cd,0.0,True
mp-7899,BaCdO2,0.9108903397795304,1.6506933310082168,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4c,1,5.0,Cd,0.0,True
mp-8212,Cd(PtO2)3,1.9859528147167824,0.2896613745494304,[8.0],2.0,2.0,2.0,Cube,1b,1,8.0,Cd,0.0,True
mp-8459,CdSO4,2.105838188981161,0.1764752305682525,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cd,0.0,True
mp-849246,Ti2CdO5,1.7409729056548089,0.5023186433017925,[6.0],2.0,2.0,2.0,Trigonal prism,2c,1,6.0,Cd,0.0,True
mp-866339,Cd(PO3)2,1.995508221320878,0.2564019174574331,[6.0],2.0,2.0,2.0,Octahedron,"2d, 2e",1,6.0,Cd,0.0,True
mp-9018,LiCdPO4,1.9872454106952784,0.3616687034541667,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cd,0.0,True
mp-9178,CdSe2O5,2.186898112267724,0.1097355652198401,[6.0],2.0,2.0,2.0,no_data,no_data,1,6.0,Cd,0.0,True
mp-950214,Cd2TeCl2O3,2.49206000942321,-0.1863167154723129,"[2.0, 4.0]",2.0,2.0,2.0,"Tetrahedron, Square pyramid",8e,2,2.0,Cd,0.0,True
mp-950214,Cd2TeCl2O3,2.49206000942321,-0.1863167154723129,"[2.0, 4.0]",2.0,2.0,2.0,"Tetrahedron, Square pyramid",8e,2,4.0,Cd,0.0,True
mp-972600,UCd(PbO3)2,2.178980435083784,0.1702839288801386,[6.0],2.0,2.0,2.0,Octahedron,2c,1,6.0,Cd,0.0,True
mp-996963,CdAgO2,2.261097618678592,0.1588477425090898,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Cd,0.0,True
mp-996964,CdAgO2,2.16997802932243,0.2198742245709061,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Cd,0.0,True
