CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
2.0,1,1,2.49206000942321,-0.1863167154723129,2.0
3.0,2,2,2.124329003273544,0.2074352259608868,2.0
4.0,28,28,1.9821585698582076,0.38325090604622414,2.0
5.0,27,27,1.870872197865778,0.49598660695409463,2.0
6.0,170,169,2.07791877050075,0.24712232995849695,2.0
7.0,21,21,1.9005258831577472,0.45675910645070544,2.0
8.0,32,32,1.7935957639193776,0.5094969853116998,2.0
12.0,1,1,2.019101663980808,0.3536928993073421,2.0
