material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,La_wyckoff,num_La_chemenvs,CN,element,charge_range,is_single_charge
mp-1222453,LiLa4CuO8,2.363180689392445,0.2686155430747974,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2i,1,9.0,La,0.0,True
mp-1222487,LiLa8Cu3O16,2.488569055235491,0.1826064470102565,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2i,1,9.0,La,0.0,True
mp-1222517,LiLa5Si4N10O,1.756783132022323,0.8249325874814752,"[0, 1.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common), Hexagonal bipyramid",1a,3,0.0,La,0.0,True
mp-1222517,LiLa5Si4N10O,1.756783132022323,0.8249325874814752,"[0, 1.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common), Hexagonal bipyramid",1a,3,1.0,La,0.0,True
mp-1222623,LiLa3MnO7,2.241542286386115,0.3754540416763928,"[8.0, 11.0]",3.0,3.0,3.0,"Diminished icosahedron, Tricapped triangular prism (three square-face caps), Dodecahedron with triangular faces - p2345 plane normalized",2e,3,8.0,La,0.0,True
mp-1222623,LiLa3MnO7,2.241542286386115,0.3754540416763928,"[8.0, 11.0]",3.0,3.0,3.0,"Diminished icosahedron, Tricapped triangular prism (three square-face caps), Dodecahedron with triangular faces - p2345 plane normalized",2e,3,11.0,La,0.0,True
mp-1222723,LaUO4,2.358817570608682,0.1242806394784354,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,La,0.0,True
mp-1222734,LaU2O6,2.557576338781995,-0.0672702593557513,[8.0],2.0,2.0,2.0,Cube,1a,1,8.0,La,0.0,True
mp-1222738,LaTiNO2,2.2736910255797853,0.3289850418001603,[3.0],3.0,3.0,3.0,Diminished icosahedron,2b,1,3.0,La,0.0,True
mp-1222764,LaTaTiO6,2.1685111459858293,0.4221186500795708,[8.0],3.0,3.0,3.0,Bicapped octahedron (cap faces with one edge in common),"1a, 1b",1,8.0,La,0.0,True
mp-1222787,LaTiNbO6,2.3602296519406982,0.215166890944122,[8.0],3.0,3.0,3.0,Square antiprism,"1a, 1b",1,8.0,La,0.0,True
mp-1222802,LaNdCuO4,1.9819835213754,0.5588295229090737,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,La,0.0,True
mp-1222804,LaY3Ti4O14,1.901693415209427,0.5973635743640069,[8.0],3.0,3.0,3.0,Cube,1b,1,8.0,La,0.0,True
mp-1222841,LaSiBO5,2.398754592722578,0.2386333364460934,[9.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),3a,1,9.0,La,0.0,True
mp-1222843,LaTb3(Mo2O7)2,1.9079003306663465,0.6065317949591293,[8.0],3.0,3.0,3.0,Cube,1b,1,8.0,La,0.0,True
mp-1222847,LaY3Sc4O12,2.027800346431416,0.5578830283579042,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,La,0.0,True
mp-1222850,LaSmCr2O6,1.6996455056669089,1.0138584730067357,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),2b,1,8.0,La,0.0,True
mp-1222852,LaNdZr2O7,1.903226070953723,0.6653597081046627,[8.0],3.0,3.0,3.0,Cube,2b,1,8.0,La,0.0,True
mp-1222859,Li2La3Nd(SbO6)2,1.7104052843935311,0.9206656698890504,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,La,0.0,True
mp-1222864,LaPr3(GaO3)4,1.964909384453477,0.6452765674919858,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),1b,1,8.0,La,0.0,True
mp-1222878,LaTaTiO6,2.6199581953760056,-0.1020734031741535,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4a,1,8.0,La,0.0,True
mp-1222894,LaNd3(GaO3)4,1.9117651972393497,0.6816311062287309,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),1b,1,8.0,La,0.0,True
mp-1222895,LaSm3(FeO3)4,1.8155902380475104,0.7686203051447305,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,La,0.0,True
mp-1222927,LaMn8Bi3O20,2.751410734569858,-0.2481105284732988,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,La,0.0,True
mp-1222933,LaTiNbO6,2.7038456908911344,-0.1747509474180056,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4a,1,8.0,La,0.0,True
mp-1222944,LaNd3Cr4O12,1.850876471505048,0.741048274201671,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,La,0.0,True
mp-1222947,LaNO4,2.4220567138412785,0.2036965319931694,[9.0],3.0,3.0,3.0,Square-face monocapped antiprism,2a,1,9.0,La,0.0,True
mp-1222955,LaPrCr2O6,1.8827540505843656,0.834915080587067,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),2b,1,8.0,La,0.0,True
mp-1222961,LaSm3O6,1.996485946525015,0.5872961530342566,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,1a,1,7.0,La,0.0,True
mp-1222962,LaNd3Mn4O12,1.9198941681472024,0.6640705845373622,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,La,0.0,True
mp-1222967,LaNi4(BiO4)3,2.228857416059601,0.3221745955850383,[7.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,7.0,La,0.0,True
mp-1222968,LaSm3Cr4O12,1.8213466658359312,0.7609916639029065,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,La,0.0,True
mp-1222979,LaHoSi2O7,1.6545108993629911,1.0373585920830295,[8.0],3.0,3.0,3.0,Cube,4e,1,8.0,La,0.0,True
mp-1222983,LaFe4(BiO4)3,1.8985592765056607,0.6864815601441243,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,La,0.0,True
mp-1222992,LaNd(CoO3)2,0.2220230687308617,2.181009774434548,[10.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),2b,1,10.0,La,0.0,True
mp-1222999,LaZrTa3O11,2.29632315730987,0.246680428793316,[8.0],3.0,3.0,3.0,Bicapped octahedron (opposed cap faces),"1a, 1b",1,8.0,La,0.0,True
mp-1223035,LaHo3Mn8O20,2.479457705103498,0.0175140314621414,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,La,0.0,True
mp-1223043,La4Nd4S4O7,2.3611510671768405,0.0519540989621417,"[3.0, 4.0]",3.0,3.0,3.0,"Octahedron, Face-capped octahedron","1a, 2b",2,3.0,La,0.0,True
mp-1223043,La4Nd4S4O7,2.3611510671768405,0.0519540989621417,"[3.0, 4.0]",3.0,3.0,3.0,"Octahedron, Face-capped octahedron","1a, 2b",2,4.0,La,0.0,True
mp-1223049,La4Br3ClO4,2.347456165261074,0.0777380304809226,[4.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,"1a, 2e",1,4.0,La,0.0,True
mp-1223050,La4Ga3FeO12,1.5935979057552891,1.095866045127463,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),8i,1,8.0,La,0.0,True
mp-1223055,La4MgCr3O12,1.768732597085247,0.9100781801799236,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),4i,1,8.0,La,0.0,True
mp-1223063,La2Ti3ZnO10,2.071040972792333,0.4563044905850767,[12.0],3.0,3.0,3.0,Cuboctahedron,2e,1,12.0,La,0.0,True
mp-1223078,La4PtO7,1.963446337353652,0.6504900265940068,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism, Face-capped octahedron",1a,3,8.0,La,0.0,True
mp-1223078,La4PtO7,1.963446337353652,0.6504900265940068,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism, Face-capped octahedron",1a,3,7.0,La,0.0,True
mp-1223089,La3Nd(CuO4)2,1.996850228598304,0.5315574726907333,[8.0],3.0,3.0,3.0,Cube,"1a, 1b",1,8.0,La,0.0,True
mp-1223092,La3NdZr4O14,1.8749900068452128,0.6990761678391457,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,La,0.0,True
mp-1223093,La4Mn(NiO4)3,2.6248294550900595,0.0624267501610285,[9.0],3.0,3.0,3.0,Tridiminished icosahedron,2i,1,9.0,La,0.0,True
mp-1223094,La3YTi4O14,1.7549732480439073,0.7708620431448485,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,La,0.0,True
mp-1223095,La2Ti3(BiO6)2,1.94024313128957,0.5926839150704625,[12.0],3.0,3.0,3.0,Cuboctahedron,2c,1,12.0,La,0.0,True
mp-1223104,La3Nd(GaO3)4,1.1770327772777596,1.3697593524910316,[9.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),"1a, 1b",1,9.0,La,0.0,True
mp-1223112,La3Al2Ga3SnO14,1.6663787135847072,1.0905733710731738,[8.0],3.0,3.0,3.0,Square antiprism,3e,1,8.0,La,0.0,True
mp-1223128,LaTi6Bi7O24,2.577865375927133,-0.0561380872639363,[7.0],3.0,3.0,3.0,Square-face bicapped square antiprism,1a,1,7.0,La,0.0,True
mp-1223134,La3YSc4O12,1.658171414875791,0.981881826045464,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,"1a, 1b",1,8.0,La,0.0,True
mp-1223135,La3NdCr4O12,1.961843505412595,0.6518863180840553,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),"1a, 1b",1,8.0,La,0.0,True
mp-1223137,La3Sm(FeO3)4,1.8482008155897909,0.7518997754281241,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,"1a, 1b",1,8.0,La,0.0,True
mp-1223138,La2TiMnO6,1.2545833101976578,1.5396913023368064,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,8e,1,8.0,La,0.0,True
mp-1223143,La3SmCr4O12,1.8983317397290576,0.7004060776114513,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),"1a, 1b",1,8.0,La,0.0,True
mp-1223145,La4S4Cl2O,2.991997988617596,-0.8513579305090696,[1.0],3.0,3.0,3.0,"Square-face capped trigonal prism, Square-face bicapped trigonal prism","4b, 2a",2,1.0,La,0.0,True
mp-1223146,La3Tb(PO4)4,1.9448413858073303,0.5765155361858104,[9.0],3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face monocapped antiprism",1a,2,9.0,La,0.0,True
mp-1223148,La3Ga5SiO14,1.9841609315677176,0.6940244782352754,[8.0],3.0,3.0,3.0,Square antiprism,3d,1,8.0,La,0.0,True
mp-1223152,LaMgAl11O19,2.3865011793137345,0.2602809045432958,[12.0],3.0,3.0,3.0,Anticuboctahedron,2b,1,12.0,La,0.0,True
mp-1223163,La4ZnCu(RhO6)2,1.3744256261821768,1.299834628826721,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2i,1,8.0,La,0.0,True
mp-1223180,LaCoSbPbO6,0.9696514676502264,1.6865267510887427,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4a,1,8.0,La,0.0,True
mp-1223185,La4Fe3NiO12,1.5840115402820367,1.1177544529671957,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),2i,1,8.0,La,0.0,True
mp-1223194,La4As2(S2O)3,2.0656883917831426,0.4566464227536808,"[2.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4c,2,2.0,La,0.0,True
mp-1223194,La4As2(S2O)3,2.0656883917831426,0.4566464227536808,"[2.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4c,2,4.0,La,0.0,True
mp-1223199,La6NbGa11O28,2.1408477281759724,0.4700334158374504,[8.0],3.0,3.0,3.0,Square antiprism,"1a, 1b, 2c",1,8.0,La,0.0,True
mp-1223200,La6TaGa11O28,2.148101385476478,0.4662863452526675,[8.0],3.0,3.0,3.0,Square antiprism,"1a, 1b, 2c",1,8.0,La,0.0,True
mp-1223205,La5Si2BO13,2.174934630056098,0.4125169583054903,"[9.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid","1a, 2c, 1b",2,9.0,La,0.0,True
mp-1223205,La5Si2BO13,2.174934630056098,0.4125169583054903,"[9.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid","1a, 2c, 1b",2,7.0,La,0.0,True
mp-1223214,La2NiRhO6,1.8322801769751096,0.7972174848455957,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1223217,La4Ti3(SO2)4,2.5712291463338333,0.0487819289675589,"[4.0, 5.0]",3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2c,1,4.0,La,0.0,True
mp-1223217,La4Ti3(SO2)4,2.5712291463338333,0.0487819289675589,"[4.0, 5.0]",3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2c,1,5.0,La,0.0,True
mp-1223233,La2VFeO6,1.5253738389705596,1.2470732237336366,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1223240,La5AlSi2O13,2.176272826586271,0.4394194512940637,"[9.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid","1a, 2c, 1b",2,9.0,La,0.0,True
mp-1223240,La5AlSi2O13,2.176272826586271,0.4394194512940637,"[9.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid","1a, 2c, 1b",2,7.0,La,0.0,True
mp-1223243,La2Cu2SeSO2,2.3725407218568835,0.0018465998515145,[4.0],3.0,3.0,3.0,Square antiprism,"1a, 1b",1,4.0,La,0.0,True
mp-1223257,La2CrMoO6,1.8328685104352505,0.8244954452232157,[8.0],3.0,3.0,3.0,Bicapped octahedron (cap faces with one atom in common),2d,1,8.0,La,0.0,True
mp-1223314,La7Nb3(W2O15)2,2.523654873766686,0.096437026349709,"[9.0, 12.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Icosahedron","1a, 2i",2,9.0,La,0.0,True
mp-1223314,La7Nb3(W2O15)2,2.523654873766686,0.096437026349709,"[9.0, 12.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Icosahedron","1a, 2i",2,12.0,La,0.0,True
mp-1223323,La8Ti2Ga2O19,2.201323974901363,0.3538199417499161,"[6.0, 7.0]",3.0,3.0,3.0,"Cube, Octahedron, Face-capped octahedron","1a, 1b",3,6.0,La,0.0,True
mp-1223323,La8Ti2Ga2O19,2.201323974901363,0.3538199417499161,"[6.0, 7.0]",3.0,3.0,3.0,"Cube, Octahedron, Face-capped octahedron","1a, 1b",3,7.0,La,0.0,True
mp-1223326,La3Mg2TaO9,1.9121486591316668,0.7592475415080985,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1223327,La2CO5,2.106587046887165,0.4610813054774428,[8.0],3.0,3.0,3.0,Cube,4c,1,8.0,La,0.0,True
mp-1223331,La2Nd(GaO3)3,1.9465982758680684,0.6575275646888042,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),1a,1,8.0,La,0.0,True
mp-1223344,La3Co2CuO9,3.2318390897540104,-0.4812044454337438,[9.0],3.0,3.0,3.0,Tridiminished icosahedron,"4d, 2a",1,9.0,La,0.0,True
mp-1223346,La4Ti5(TeO8)3,2.435874264421667,0.0468460998508218,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-1223348,La5Fe4NiO15,2.1118449885630204,0.5253435829504959,[7.0],3.0,3.0,3.0,"Square-face capped square prism, Diminished icosahedron",2i,2,7.0,La,0.0,True
mp-1223350,La2GaFeO6,1.6529741993934643,1.1394784994352434,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),8e,1,8.0,La,0.0,True
mp-1223362,La7Ta3(W2O15)2,2.500137472061321,0.1157590626433902,"[9.0, 12.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Icosahedron","1a, 2i",2,9.0,La,0.0,True
mp-1223362,La7Ta3(W2O15)2,2.500137472061321,0.1157590626433902,"[9.0, 12.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Icosahedron","1a, 2i",2,12.0,La,0.0,True
mp-1223365,La2CuRhO6,1.459526820509803,1.2372182506563596,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1223368,La2Mn(SeO)2,2.29671004212824,0.1410969686550829,"[3.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Pentagonal pyramid",2a,2,3.0,La,0.0,True
mp-1223368,La2Mn(SeO)2,2.29671004212824,0.1410969686550829,"[3.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Pentagonal pyramid",2a,2,4.0,La,0.0,True
mp-1223369,La2CrFeO6,1.6607732288001589,1.150154389442815,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),4e,1,8.0,La,0.0,True
mp-1223370,La8Si5N14O,0.8880718739021862,1.4722595271866716,"[0, 1.0, 2.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face bicapped trigonal prism, Octahedron, Square antiprism, Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2i,7,0.0,La,0.0,True
mp-1223370,La8Si5N14O,0.8880718739021862,1.4722595271866716,"[0, 1.0, 2.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face bicapped trigonal prism, Octahedron, Square antiprism, Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2i,7,1.0,La,0.0,True
mp-1223370,La8Si5N14O,0.8880718739021862,1.4722595271866716,"[0, 1.0, 2.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face bicapped trigonal prism, Octahedron, Square antiprism, Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2i,7,2.0,La,0.0,True
mp-1223375,La5Cu6S7O4,2.5657581290715386,-0.2675806829872262,"[2.0, 4.0]",3.0,3.0,3.0,Square antiprism,"2b, 4c",1,2.0,La,0.0,True
mp-1223375,La5Cu6S7O4,2.5657581290715386,-0.2675806829872262,"[2.0, 4.0]",3.0,3.0,3.0,Square antiprism,"2b, 4c",1,4.0,La,0.0,True
mp-1223384,La3TaCo2O9,1.895543703076192,0.7612630950853395,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1223395,La5Dy3(CuO4)4,2.050843065828149,0.472375517303261,"[8.0, 9.0]",3.0,3.0,3.0,"Cube, Tricapped triangular prism (three square-face caps)","1a, 1b",2,8.0,La,0.0,True
mp-1223395,La5Dy3(CuO4)4,2.050843065828149,0.472375517303261,"[8.0, 9.0]",3.0,3.0,3.0,"Cube, Tricapped triangular prism (three square-face caps)","1a, 1b",2,9.0,La,0.0,True
mp-1223413,La5Fe4NiO15,2.2795358772996,0.3597427841959721,"[5.0, 7.0]",3.0,3.0,3.0,"Square-face capped square prism, Diminished icosahedron",2i,2,5.0,La,0.0,True
mp-1223413,La5Fe4NiO15,2.2795358772996,0.3597427841959721,"[5.0, 7.0]",3.0,3.0,3.0,"Square-face capped square prism, Diminished icosahedron",2i,2,7.0,La,0.0,True
mp-1223417,La2(MoO4)3,2.258508938551937,0.2665622398475623,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4f,1,8.0,La,0.0,True
mp-1223448,LaCeSi2(BO5)2,2.266653375951732,0.3142000715662595,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,1a,1,10.0,La,0.0,True
mp-1223498,KLaTa2O7,2.5077972463500027,0.1586329710510104,[12.0],3.0,3.0,3.0,Cuboctahedron,1a,1,12.0,La,0.0,True
mp-1223501,KLaNb2O7,2.47005611462609,0.1911774155198464,[12.0],3.0,3.0,3.0,Cuboctahedron,1a,1,12.0,La,0.0,True
mp-1223572,La5Ti6S3(ClO5)3,2.443419860108396,0.1982151868679623,[6.0],3.0,3.0,3.0,"Icosahedron, Bicapped square prism (adjacent faces)","2f, 2i, 2e, 2g",2,6.0,La,0.0,True
mp-1223604,La4Ti5(S6O)2,2.3856156687197285,0.0912841443149616,[1.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2c,1,1.0,La,0.0,True
mp-1223627,La10MgTi7O30,2.163058933607437,0.4417045603715923,"[9.0, 6.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Tridiminished icosahedron, Tricapped triangular prism (three square-face caps)","1a, 1c, 1b",3,9.0,La,0.0,True
mp-1223627,La10MgTi7O30,2.163058933607437,0.4417045603715923,"[9.0, 6.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Tridiminished icosahedron, Tricapped triangular prism (three square-face caps)","1a, 1c, 1b",3,6.0,La,0.0,True
mp-1223629,La4ZnCu2MoO12,2.2937835892626395,0.2574032827402402,[8.0],3.0,3.0,3.0,Cube,"1d, 1a, 1e, 1c, 2i",1,8.0,La,0.0,True
mp-1223691,La3ZnCuRh2PbO12,2.0458587547613973,0.5360623800369905,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,La,0.0,True
mp-1223721,La12Ga23WO56,2.2497730455600973,0.3565737616768947,[8.0],3.0,3.0,3.0,Square antiprism,1a,1,8.0,La,0.0,True
mp-1223729,La5Ti4GaO17,2.325275864464845,0.3064014931238724,"[12.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Cuboctahedron","2b, 4g",2,12.0,La,0.0,True
mp-1223729,La5Ti4GaO17,2.325275864464845,0.3064014931238724,"[12.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Cuboctahedron","2b, 4g",2,7.0,La,0.0,True
mp-1223983,LaTi6(PO4)9,2.254461122849542,0.3743249105050386,[6.0],3.0,3.0,3.0,Cuboctahedron,2i,1,6.0,La,0.0,True
mp-1224232,La12Ga23MoO56,2.299560870974529,0.3093393776468198,[8.0],3.0,3.0,3.0,Square antiprism,1a,1,8.0,La,0.0,True
mp-1224288,La3Si(Mo2O7)2,2.485434194455858,0.1181147531848504,"[8.0, 6.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common)",4a,3,8.0,La,0.0,True
mp-1224288,La3Si(Mo2O7)2,2.485434194455858,0.1181147531848504,"[8.0, 6.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common)",4a,3,6.0,La,0.0,True
mp-1224621,La20Al3Si9O52,2.2536766178220784,0.348040397975312,"[9.0, 7.0]",2.6666666666666665,2.0,3.0,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",1a,2,9.0,La,1.0,False
mp-1224621,La20Al3Si9O52,2.2536766178220784,0.348040397975312,"[9.0, 7.0]",2.6666666666666665,2.0,3.0,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",1a,2,7.0,La,1.0,False
mp-1224647,La3Nd11(Si3O13)3,2.026549116097053,0.5502116972339341,"[9.0, 6.0]",3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2b,1,9.0,La,0.0,True
mp-1224647,La3Nd11(Si3O13)3,2.026549116097053,0.5502116972339341,"[9.0, 6.0]",3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2b,1,6.0,La,0.0,True
mp-1224718,La6TaGa11O28,2.162328552751146,0.4468163140210207,"[8.0, 7.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism",1a,2,8.0,La,0.0,True
mp-1224718,La6TaGa11O28,2.162328552751146,0.4468163140210207,"[8.0, 7.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism",1a,2,7.0,La,0.0,True
mp-1224969,La6NbGa11O28,2.159539201125136,0.4602362582111919,[8.0],3.0,3.0,3.0,Square antiprism,1a,1,8.0,La,0.0,True
mp-1225024,La8ScTi6NbO28,2.178196996731877,0.4024268395732524,"[9.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face capped trigonal prism, Face-capped octahedron, Bicapped square prism (adjacent faces)",2a,4,9.0,La,0.0,True
mp-1225024,La8ScTi6NbO28,2.178196996731877,0.4024268395732524,"[9.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face capped trigonal prism, Face-capped octahedron, Bicapped square prism (adjacent faces)",2a,4,7.0,La,0.0,True
mp-1225594,LaPbNO5,1.9105802000863243,0.6939613911310751,[8.0],3.0,3.0,3.0,Square antiprism,1a,1,8.0,La,0.0,True
mp-1225974,CsLa2Ti2NbO10,2.039123539735683,0.5699875009754326,"[10.0, 12.0]",3.0,3.0,3.0,Cuboctahedron,1a,1,10.0,La,0.0,True
mp-1225974,CsLa2Ti2NbO10,2.039123539735683,0.5699875009754326,"[10.0, 12.0]",3.0,3.0,3.0,Cuboctahedron,1a,1,12.0,La,0.0,True
mp-1227111,CaLaAl3O7,2.321603670355752,0.2609051142072651,[8.0],3.0,3.0,3.0,Square antiprism,2e,1,8.0,La,0.0,True
mp-1227132,La3Pb3I13O40,2.395368789575481,0.1603492654398371,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),6b,1,9.0,La,0.0,True
mp-1227143,CaLa3(CoO4)2,2.716247981014664,-0.0707971432329251,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),1a,1,9.0,La,0.0,True
mp-1227153,CaLaGa3O7,2.371483356632386,0.2233301534186546,[8.0],3.0,3.0,3.0,Square antiprism,2e,1,8.0,La,0.0,True
mp-1227173,CaLaMnNbO6,1.0282873453545804,1.6004922136721669,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4a,1,8.0,La,0.0,True
mp-1227186,CaLaAl3O7,1.9418723247590468,0.7002785752428092,[8.0],3.0,3.0,3.0,Square antiprism,2a,1,8.0,La,0.0,True
mp-1227216,CaLa2BeO5,2.311952575410775,0.3375294507132466,"[8.0, 9.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True
mp-1227216,CaLa2BeO5,2.311952575410775,0.3375294507132466,"[8.0, 9.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Dodecahedron with triangular faces - p2345 plane normalized",4a,2,9.0,La,0.0,True
mp-1227220,CaLa4Si3O13,2.131139366717588,0.4906629369045741,"[9.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid","6c, 2b",2,9.0,La,0.0,True
