material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Tl_wyckoff,num_Tl_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1216957,TlGeSbO5,2.663362054614143,0.1283779407564291,[5.0],1.0,1.0,1.0,Square-face bicapped trigonal prism,4a,1,5.0,Tl,0.0,True,3.0,5.0,2.6775129964251407,3.051371739459572,2.857716578012762,0.12261250221340673,0.3738587430344311,48.44539624337982,23.44691570558932,14.79053139247403,93.28748992860423,5.0,1.0,4,Square-face bicapped trigonal prism
mp-1216957,TlGeSbO5,2.663362054614143,0.1283779407564291,[5.0],1.0,1.0,1.0,Square-face bicapped trigonal prism,4a,1,5.0,Tl,0.0,True,4.0,5.0,2.754738075603401,3.1799420819649615,2.8840333908948574,0.1537326227665085,0.4252040063615605,47.77007207419516,23.3430589454472,16.21180027102351,92.57634573004657,5.0,1.0,5,Square-face bicapped trigonal prism
mp-1216957,TlGeSbO5,2.663362054614143,0.1283779407564291,[5.0],1.0,1.0,1.0,Square-face bicapped trigonal prism,4a,1,5.0,Tl,0.0,True,5.0,5.0,2.754738075603401,3.179942081964963,2.8840333908948588,0.15373262276650887,0.42520400636156186,47.77007207419515,23.3430589454472,16.211800271023463,92.57634573004654,5.0,1.0,6,Square-face bicapped trigonal prism
mp-1216957,TlGeSbO5,2.663362054614143,0.1283779407564291,[5.0],1.0,1.0,1.0,Square-face bicapped trigonal prism,4a,1,5.0,Tl,0.0,True,6.0,5.0,2.7547380756034,3.179942081964962,2.884033390894858,0.15373262276650873,0.42520400636156186,64.64670586475197,34.29117915125385,13.853317843698937,123.080718898324,5.0,1.0,7,Square-face bicapped trigonal prism
mp-1216957,TlGeSbO5,2.663362054614143,0.1283779407564291,[5.0],1.0,1.0,1.0,Square-face bicapped trigonal prism,4a,1,5.0,Tl,0.0,True,7.0,5.0,2.7547380756033997,3.1799420819649606,2.884033390894858,0.15373262276650815,0.42520400636156097,64.64670586475197,34.29117915125385,13.85331784369899,123.08071889832402,5.0,1.0,8,Square-face bicapped trigonal prism
mp-1217830,TaTlWO6,2.8895046909771707,0.0796480700654628,[3.0],1.0,1.0,1.0,Tricapped octahedron (all 3 cap faces are sharingone edge of a face),2b,1,3.0,Tl,0.0,True,2.0,3.0,2.9690363075290915,2.981312971299426,2.977220749912375,0.0057872747094501135,0.01227666377033465,34.93690345920232,12.826134367893873,19.562488274704194,50.95988351331163,3.0,1.0,1,Tricapped octahedron (all 3 cap faces are sharingone edge of a face)
mp-1217830,TaTlWO6,2.8895046909771707,0.0796480700654628,[3.0],1.0,1.0,1.0,Tricapped octahedron (all 3 cap faces are sharingone edge of a face),2b,1,3.0,Tl,0.0,True,3.0,3.0,2.969036307417342,2.981312971312024,2.97722074984671,0.005787274742037279,0.012276663894682294,45.14078532373185,15.59325642467658,26.20345653571348,64.39503363846055,3.0,1.0,2,Tricapped octahedron (all 3 cap faces are sharingone edge of a face)
mp-1217858,TaTiTlO5,3.314140756558698,-0.0614147597013133,[8.0],1.0,1.0,1.0,Cube,4c,1,8.0,Tl,0.0,True,,,,,,,,,,,,,,0,Cube
mp-1218099,Ta6TiTl2O18,3.185502077242732,-0.039685244759978,[6.0],1.0,1.0,1.0,Metabidiminished icosahedron,2c,1,6.0,Tl,0.0,True,,,,,,,,,,,,,,0,Metabidiminished icosahedron
mp-1218170,SrLaTlCuO5,1.338622156673106,1.5876670405182682,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True,2.0,6.0,2.090553756466,2.6978413400317356,2.4965132823601572,0.2847272574213968,0.6072875835657356,60.0,53.725557192396245,0.0,180.0,6.0,1.0,1,Octahedron
mp-1218439,Sr4TlCu2BiO10,0.9740377711797382,2.1154055365040643,[6.0],3.0,3.0,3.0,Octahedron,1b,1,6.0,Tl,0.0,True,4.0,6.0,2.0831996990879715,2.6443760008209205,2.4573172335766045,0.26454104559770375,0.561176301732949,66.04907729490826,71.8579560215796,0.0,180.0,2.0,0.3333333333333333,1,Octahedron
mp-1218486,Sr2YTlCu2O7,4.761115795195523,-8.668751889538864,[4.0],3.0,3.0,3.0,See-saw,1a,1,4.0,Tl,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-1218526,Sr2Tl2O5,1.7446545667185915,0.8323895825041463,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,4.0,6.0,2.1173459874365026,2.508636551907769,2.361857691832793,0.1660362014073354,0.3912905644712663,39.545006278847964,27.599567463567933,0.0,72.74260367210269,6.0,1.0,1,Octahedron
mp-1218526,Sr2Tl2O5,1.7446545667185915,0.8323895825041463,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,5.0,6.0,2.1170996673386964,2.5086275371827345,2.3618181475025977,0.16613438142548448,0.3915278698440381,45.49607924292955,25.164069495589143,0.0,85.1711506595512,6.0,1.0,2,Octahedron
mp-1218526,Sr2Tl2O5,1.7446545667185915,0.8323895825041463,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,6.0,6.0,2.0684569460674553,2.5141133330707808,2.3601924610756337,0.17804272707979904,0.44565638700332544,75.59724345341961,34.4871220533089,0.0,109.62605621206812,6.0,1.0,3,Octahedron
mp-1218526,Sr2Tl2O5,1.7446545667185915,0.8323895825041463,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,7.0,6.0,2.068312714338565,2.5138034451903235,2.3601911648174863,0.1779702505352487,0.4454907308517586,83.66794131921394,39.63106962956047,0.0,177.853069564615,6.0,1.0,4,Octahedron
mp-1218536,Sr4CaLaTl2(Cu2O7)2,1.9442667519890875,0.742589818004706,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Tl,0.0,True,6.0,6.0,2.1198092927071195,2.7127722656874362,2.515117941360423,0.27952542612443976,0.5929629729803167,80.65624236750863,56.38567394917273,0.0,180.0,6.0,1.0,1,Octahedron
mp-1218536,Sr4CaLaTl2(Cu2O7)2,1.9442667519890875,0.742589818004706,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Tl,0.0,True,7.0,6.0,2.1198092927071204,2.712772265687435,2.5151179413604225,0.2795254261244402,0.5929629729803145,80.65624242442688,56.38567386775466,0.0,180.0,6.0,1.0,2,Octahedron
mp-1218552,Sr4Tl2CO9,1.6372062337500397,1.1056219703209984,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Tl,0.0,True,4.0,6.0,2.1209748830621638,2.5656471906421783,2.414839110194457,0.1970947178867066,0.4446723075800145,83.92166698705084,39.68869589818889,0.0,179.2589178213129,6.0,1.0,1,Octahedron
mp-1218552,Sr4Tl2CO9,1.6372062337500397,1.1056219703209984,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Tl,0.0,True,5.0,6.0,2.120974959795413,2.5656471906118483,2.4148391230307547,0.19709469864760648,0.4446722308164355,83.96976524255741,39.69063029599429,0.0,179.25878051800117,6.0,1.0,2,Octahedron
mp-1218716,Sr2Pr2TlNi2O9,3.652843730136344,-0.3895773121641311,[6.0],1.0,1.0,1.0,Square pyramid,1a,1,6.0,Tl,0.0,True,4.0,6.0,2.1203956713119516,3.0972229613189795,2.5196319814400527,0.3569225515113801,0.9768272900070278,52.773044477687215,47.20164593269139,0.0,158.31913343306164,6.0,1.0,1,Square pyramid
mp-1218719,Sr2Sm2TlNi2O9,3.532255949371158,-0.3566058649157705,[6.0],1.0,1.0,1.0,Square pyramid,1a,1,6.0,Tl,0.0,True,4.0,6.0,2.12950505759771,3.023646394832709,2.510578993141148,0.3280839248133629,0.8941413372349989,52.644456901567146,47.08663370818483,0.0,157.9333707047014,6.0,1.0,1,Square pyramid
mp-1218757,Sr2La2TlNi2O9,3.7192391324350416,-0.4062163371887373,[6.0],1.0,1.0,1.0,Square pyramid,2c,1,6.0,Tl,0.0,True,8.0,6.0,2.1209640661229625,3.139877394789824,2.534258455707793,0.37285470711252106,1.0189133286668617,62.774541218370466,53.95176098673284,8.537736462515939e-07,166.12729554815093,6.0,1.0,1,Square pyramid
mp-1218757,Sr2La2TlNi2O9,3.7192391324350416,-0.4062163371887373,[6.0],1.0,1.0,1.0,Square pyramid,2c,1,6.0,Tl,0.0,True,9.0,6.0,2.120914623681914,3.139628180988116,2.5341590633596596,0.37285493356775595,1.018713557306202,30.867226439272713,32.83180826102067,0.0,79.41901412907592,6.0,1.0,2,Square pyramid
mp-1218767,Sr2Nd2TlNi2O9,3.654716516909712,-0.3878270012564322,[6.0],1.0,1.0,1.0,Square pyramid,1a,1,6.0,Tl,0.0,True,4.0,6.0,2.1291635833322977,3.101586933434372,2.5235388716139635,0.3563413690409043,0.9724233501020745,52.727439604415174,47.16085569399478,0.0,158.18231881324553,6.0,1.0,1,Square pyramid
mp-1218785,Sr8Ca3NdTl2Cu8(PbO14)2,1.8817532658559828,0.847657645202441,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Tl,0.0,True,12.0,6.0,2.0959142759234797,2.6940066051997906,2.4944449602793095,0.2818038532681426,0.598092329276311,43.723479715498996,19.091157237744962,12.067112425991159,66.79473118485456,4.0,0.6666666666666666,1,Octahedron
mp-1218785,Sr8Ca3NdTl2Cu8(PbO14)2,1.8817532658559828,0.847657645202441,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Tl,0.0,True,13.0,6.0,2.095914275928835,2.6940066051965235,2.4944449602800067,0.28180385326484586,0.5980923292676885,57.825741104499365,33.87427959939376,12.093962379533254,101.36621801043997,4.0,0.6666666666666666,2,Octahedron
mp-1218819,Sr2Gd2TlNi2O9,3.5845253783538285,-0.3715808375043171,[6.0],1.0,1.0,1.0,Square pyramid,1a,1,6.0,Tl,0.0,True,4.0,6.0,2.122860760316441,3.0545736947124946,2.511764736856535,0.34068434055248203,0.9317129343960535,52.65285388679875,47.09414420009841,0.0,157.95856166039627,6.0,1.0,1,Square pyramid
mp-1219153,RbTlP2(HO2)4,1.96857800803352,0.5696469767100538,[7.0],1.0,1.0,1.0,Square-face bicapped trigonal prism,2a,1,7.0,Tl,0.0,True,,,,,,,,,,,,,,0,Square-face bicapped trigonal prism
mp-1219659,Rb3Ti4Tl(PO5)4,3.08146401758745,-0.0211437983187505,[9.0],1.0,1.0,1.0,Tricapped triangular prism (one square-face cap and two triangular-face caps),2a,1,9.0,Tl,0.0,True,,,,,,,,,,,,,,0,Tricapped triangular prism (one square-face cap and two triangular-face caps)
mp-1219683,Rb3Ti4Tl(PO5)4,3.045525401761393,-0.0077296024176086,[9.0],1.0,1.0,1.0,Tricapped triangular prism (one square-face cap and two triangular-face caps),2a,1,9.0,Tl,0.0,True,14.0,9.0,2.7212291371312434,3.1802793457118788,3.0275622176782444,0.15489899850435673,0.4590502085806354,64.56327896386824,30.531599255590347,14.418558005476429,131.8178195900442,9.0,1.0,1,Tricapped triangular prism (one square-face cap and two triangular-face caps)
mp-1219683,Rb3Ti4Tl(PO5)4,3.045525401761393,-0.0077296024176086,[9.0],1.0,1.0,1.0,Tricapped triangular prism (one square-face cap and two triangular-face caps),2a,1,9.0,Tl,0.0,True,15.0,9.0,2.721229137131243,3.18027934571188,3.0275622176782444,0.15489899850435718,0.45905020858063716,79.07505873845061,31.46959587489149,15.335700254098223,145.46268824658347,9.0,1.0,2,Tricapped triangular prism (one square-face cap and two triangular-face caps)
mp-1220301,NbTlWO6,3.124506207682534,0.0937708393057288,[6.0],1.0,1.0,1.0,no_data,no_data,1,6.0,Tl,0.0,True,,,,,,,,,,,,,,0,no_data
mp-1220473,NbTlTeO6,2.662537947406292,0.2434101174353488,[3.0],1.0,1.0,1.0,Pentagonal-face capped pentagonal antiprism,2b,1,3.0,Tl,0.0,True,2.0,3.0,2.905591024081073,2.987486223559141,2.9328894239976275,0.03860576720102905,0.08189519947806811,100.80424070847204,0.33428201621252357,100.33149455174924,101.04066876440615,3.0,1.0,1,Pentagonal-face capped pentagonal antiprism
mp-1220473,NbTlTeO6,2.662537947406292,0.2434101174353488,[3.0],1.0,1.0,1.0,Pentagonal-face capped pentagonal antiprism,2b,1,3.0,Tl,0.0,True,3.0,3.0,2.905591024034241,2.9874818131710015,2.932887953854325,0.0386036881339664,0.0818907891367604,55.95720468375807,27.290288138554764,18.3451579139827,82.25590405050875,3.0,1.0,2,Pentagonal-face capped pentagonal antiprism
mp-1227293,Ca4Tl2CO9,1.8046534570367747,0.7739756513659052,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Tl,0.0,True,4.0,6.0,2.139482656706708,2.4546082517636694,2.341812104186304,0.13367415297635254,0.3151255950569616,65.43497220030487,72.63993794018376,0.0,179.34263693037587,6.0,1.0,1,Octahedron
mp-1227293,Ca4Tl2CO9,1.8046534570367747,0.7739756513659052,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Tl,0.0,True,5.0,6.0,2.139491873937742,2.454610444576409,2.341813467364638,0.13367168871017093,0.315118570638667,83.83785633854168,39.698903634475016,0.0,179.34270485124722,6.0,1.0,2,Octahedron
mp-1227445,BaSrNdTlCu2O7,4.368172714620238,-7.335137125053038,[4.0],3.0,3.0,3.0,See-saw,1a,1,4.0,Tl,0.0,True,3.0,4.0,2.1422649993445972,2.365856909504249,2.257180099982467,0.10876629563361163,0.22359191015965196,60.14476436277344,29.96036553380746,0.0,89.87046860332656,3.0,0.75,1,See-saw
mp-1227475,BeTlAsO4,0.3479574531582611,1.589261547442748,[5.0],1.0,1.0,1.0,Square pyramid,4a,1,5.0,Tl,0.0,True,4.0,5.0,2.6616440709177986,3.19554432243155,2.8542835221887737,0.19077958113461133,0.5339002515137512,37.77584288944645,19.272087483258744,1.2074182697257333e-06,62.692277099351145,5.0,1.0,1,Square pyramid
mp-1227475,BeTlAsO4,0.3479574531582611,1.589261547442748,[5.0],1.0,1.0,1.0,Square pyramid,4a,1,5.0,Tl,0.0,True,5.0,5.0,2.6616440709178,3.1955443224315503,2.854283522188774,0.19077958113461108,0.5339002515137503,76.1868489163098,35.04657767062445,0.0,127.38602724367082,5.0,1.0,2,Square pyramid
mp-1227475,BeTlAsO4,0.3479574531582611,1.589261547442748,[5.0],1.0,1.0,1.0,Square pyramid,4a,1,5.0,Tl,0.0,True,6.0,5.0,2.661644070917799,3.1955443224315503,2.8542835221887737,0.1907795811346113,0.5339002515137512,50.46861018632119,22.63031344953556,0.0,78.89837317736952,5.0,1.0,3,Square pyramid
mp-1227475,BeTlAsO4,0.3479574531582611,1.589261547442748,[5.0],1.0,1.0,1.0,Square pyramid,4a,1,5.0,Tl,0.0,True,7.0,5.0,2.661644070917798,3.19554432243155,2.854283522188773,0.19077958113461138,0.5339002515137516,37.536805453292324,16.94081663156107,0.0,57.69996414670068,5.0,1.0,4,Square pyramid
mp-1227606,BaSrYTlCu2O7,4.402802934578774,-7.460773570697306,[4.0],3.0,3.0,3.0,See-saw,1a,1,4.0,Tl,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-1227625,Ca3Tl4O9,1.8696721367558808,0.609097139412209,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True,3.0,6.0,2.095925218758832,2.4148423927359404,2.3210114064820178,0.13189578671261235,0.31891717397710817,65.0391788904282,54.51887593068133,0.0,175.79681710785997,6.0,1.0,1,Octahedron
mp-1227625,Ca3Tl4O9,1.8696721367558808,0.609097139412209,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True,4.0,6.0,2.1580389375541635,2.403964840813182,2.3068624181424138,0.10110347835953717,0.24592590325901842,64.10559939326961,54.594309498011675,0.0,176.22639779727257,6.0,1.0,2,Octahedron
mp-1227625,Ca3Tl4O9,1.8696721367558808,0.609097139412209,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True,5.0,6.0,2.121289481840476,2.422735705958392,2.323400289477369,0.1267209232074957,0.3014462241179161,36.155706206987325,25.365013472871222,0.0,65.84076072942757,6.0,1.0,3,Octahedron
mp-1227625,Ca3Tl4O9,1.8696721367558808,0.609097139412209,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True,6.0,6.0,2.1371131408104787,2.3806680838033145,2.310876955845715,0.08991859744639215,0.24355494299283587,60.04036298406318,47.33325976662898,0.0,131.82147294056765,6.0,1.0,4,Octahedron
mp-1227713,Ca2Tl2O5,1.8401540093624715,0.6590383513105307,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,4.0,6.0,2.123697211296404,2.427981955861442,2.3266407456389158,0.1316619187267788,0.30428474456503807,56.03262151477388,37.47243454655924,0.0,101.26021369462813,6.0,1.0,1,Octahedron
mp-1227713,Ca2Tl2O5,1.8401540093624715,0.6590383513105307,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,5.0,6.0,2.1236972112964048,2.427981955861443,2.326640745638917,0.13166191872677882,0.30428474456503807,106.7733988352486,62.45940147357226,0.0,178.5204071048949,6.0,1.0,2,Octahedron
mp-1227713,Ca2Tl2O5,1.8401540093624715,0.6590383513105307,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,6.0,6.0,2.0942617525305893,2.412640437710369,2.323078988123999,0.12366772038633513,0.31837868517977963,46.9808758207219,36.27213393528275,0.0,100.68158559740756,6.0,1.0,3,Octahedron
mp-1227713,Ca2Tl2O5,1.8401540093624715,0.6590383513105307,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,7.0,6.0,2.0942617525305898,2.412640437710368,2.3230789881239993,0.12366772038633454,0.3183786851797783,61.17028367102916,52.21724021666413,0.0,174.00974289818654,6.0,1.0,4,Octahedron
mp-1227794,BaSrCa2Tl(CuO3)3,4.554981469985536,-8.006350107436187,[4.0],3.0,3.0,3.0,See-saw,1a,1,4.0,Tl,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-1228177,AlTlSi3O8,2.734540551122992,0.1856602735646777,[10.0],1.0,1.0,1.0,Pentagonal prism,2i,1,10.0,Tl,0.0,True,,,,,,,,,,,,,,0,Pentagonal prism
mp-1228298,Ba3SrTl2Cu2HgO10,1.9284962055794408,0.6020358022928478,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True,4.0,6.0,2.0486387300327062,2.7665339729325105,2.5362683192046838,0.32602042060369407,0.7178952428998042,60.00000034150944,84.85281350090207,0.0,180.0,5.0,0.8333333333333334,1,Octahedron
mp-1228298,Ba3SrTl2Cu2HgO10,1.9284962055794408,0.6020358022928478,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True,5.0,6.0,2.039355258256451,2.7651717505597295,2.5307614141042265,0.3317626352311924,0.7258164923032786,60.000000113836464,84.85281317892382,0.0,180.0,4.0,0.6666666666666666,2,Octahedron
mp-1228363,Ba2Tl2CuO6,1.745788785481155,1.5259554706328526,[6.0],3.0,3.0,3.0,Square pyramid,2i,1,6.0,Tl,0.0,True,2.0,6.0,2.0311206275307354,3.01914334980149,2.5366939399432002,0.3654509985909934,0.9880227222707547,59.63596134204063,53.122249193065414,8.537736462515939e-07,175.96114993101185,5.0,0.8333333333333334,1,Square pyramid
mp-1228363,Ba2Tl2CuO6,1.745788785481155,1.5259554706328526,[6.0],3.0,3.0,3.0,Square pyramid,2i,1,6.0,Tl,0.0,True,3.0,6.0,2.031120627530735,3.0191433498014897,2.5366939399432,0.3654509985909938,0.9880227222707547,59.63596134204064,53.122249193065436,8.537736462515939e-07,175.96114993101202,5.0,0.8333333333333334,2,Square pyramid
mp-1228402,Ba2NdTlCu2O7,3.89618615445315,-5.716591479270567,[4.0],3.0,3.0,3.0,See-saw,1a,1,4.0,Tl,0.0,True,3.0,4.0,2.166327355797676,2.3356663092603327,2.250996832529005,0.08466947673132774,0.1693389534626566,54.192445966695026,27.614949996049795,0.0,79.98017567479916,2.0,0.5,1,See-saw
mp-1228434,Ba2LaTlCu2O7,4.049234110667971,-6.265502080709032,[4.0],3.0,3.0,3.0,See-saw,1a,1,4.0,Tl,0.0,True,3.0,4.0,2.1532443024191985,2.3389030613449022,2.246073681882051,0.09282937946285096,0.18565875892570372,54.27370663330817,27.620079346810172,8.537736462515939e-07,80.0047581183987,2.0,0.5,1,See-saw
mp-1228463,Ba3Sr5Tl5Cu3O19,1.926355654868136,0.7975538689324331,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron",1a,4,4.0,Tl,0.0,True,,,,,,,,,,,,,,0,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron"
mp-1228463,Ba3Sr5Tl5Cu3O19,1.926355654868136,0.7975538689324331,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron",1a,4,5.0,Tl,0.0,True,10.0,5.0,2.224095436831153,2.388307629599662,2.293556246869991,0.07592697024792137,0.16421219276850874,94.85101422704179,39.28690708467553,1.2074182697257333e-06,162.07940347147613,3.0,0.6,1,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron"
mp-1228463,Ba3Sr5Tl5Cu3O19,1.926355654868136,0.7975538689324331,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron",1a,4,5.0,Tl,0.0,True,11.0,5.0,2.2317406452305613,2.3860384931593566,2.2908261073249223,0.072186339448257,0.1542978479287953,79.0717317534829,40.22718840482449,1.2074182697257333e-06,122.43183189854642,3.0,0.6,2,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron"
mp-1228463,Ba3Sr5Tl5Cu3O19,1.926355654868136,0.7975538689324331,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron",1a,4,6.0,Tl,0.0,True,8.0,6.0,2.1000121531651144,3.170875406734226,2.5649997295157627,0.4481451921271167,1.0708632535691116,82.6646163583659,37.01177709780685,0.0,157.7779758896244,3.0,0.5,1,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron"
mp-1228463,Ba3Sr5Tl5Cu3O19,1.926355654868136,0.7975538689324331,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron",1a,4,6.0,Tl,0.0,True,9.0,6.0,2.099793330335945,3.1757435127697535,2.5671066014429536,0.45020082237746567,1.0759501824338087,82.47725794955109,36.76917074517616,0.0,155.34705734117617,2.0,0.3333333333333333,2,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron"
mp-1228463,Ba3Sr5Tl5Cu3O19,1.926355654868136,0.7975538689324331,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron",1a,4,6.0,Tl,0.0,True,12.0,6.0,2.0408568350708207,2.8464477123499328,2.5354304268726344,0.35283762743838265,0.805590877279112,70.7349143535867,44.49577677950715,0.0,179.57202664977578,5.0,0.8333333333333334,3,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron"
mp-1228589,Ba2Ca3TlCu4O11,3.877914969235386,-5.663433687882646,[4.0],3.0,3.0,3.0,See-saw,1d,1,4.0,Tl,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-1228620,Ba2Ca2Tl2Cu3O10,1.9743083927987084,1.3015979996463167,[4.0],3.0,3.0,3.0,See-saw,2d,1,4.0,Tl,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-1229126,Ba2Ca4TlCu5O13,4.365766289619786,-7.374430830838546,[4.0],3.0,3.0,3.0,See-saw,1d,1,4.0,Tl,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-13187,Mg2Tl2(MoO4)3,2.475016592267911,0.3512308144899001,"[6.0, 9.0]",1.0,1.0,1.0,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)",4a,2,6.0,Tl,0.0,True,8.0,6.0,3.080490013157004,3.0838351558682886,3.082162584512646,0.0016725713556416575,0.003345142711284499,73.6199899980685,28.949784876911536,17.86875502709618,98.16930164510264,6.0,1.0,1,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)"
mp-13187,Mg2Tl2(MoO4)3,2.475016592267911,0.3512308144899001,"[6.0, 9.0]",1.0,1.0,1.0,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)",4a,2,6.0,Tl,0.0,True,9.0,6.0,3.0804900131570028,3.083835155868288,3.0821625845126452,0.0016725713556423234,0.003345142711285387,81.62623990907794,30.803175014363315,17.86875502709618,132.74076948242313,6.0,1.0,2,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)"
mp-13187,Mg2Tl2(MoO4)3,2.475016592267911,0.3512308144899001,"[6.0, 9.0]",1.0,1.0,1.0,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)",4a,2,6.0,Tl,0.0,True,10.0,6.0,3.0804900131570028,3.0838351558682886,3.0821625845126452,0.0016725713556419533,0.003345142711285831,81.62623990907794,30.803175014363315,17.86875502709618,132.74076948242313,6.0,1.0,3,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)"
mp-13187,Mg2Tl2(MoO4)3,2.475016592267911,0.3512308144899001,"[6.0, 9.0]",1.0,1.0,1.0,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)",4a,2,6.0,Tl,0.0,True,11.0,6.0,3.0804900131570028,3.0838351558682895,3.082162584512646,0.0016725713556420274,0.0033451427112867194,81.62623990907794,30.803175014363312,17.86875502709618,132.74076948242313,6.0,1.0,4,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)"
mp-13187,Mg2Tl2(MoO4)3,2.475016592267911,0.3512308144899001,"[6.0, 9.0]",1.0,1.0,1.0,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)",4a,2,9.0,Tl,0.0,True,,,,,,,,,,,,,,0,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)"
mp-13676,TlPO4,1.9551260378698123,0.4257623821525646,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,0.0,6.0,2.143242169055514,2.3158751329045493,2.258330806959239,0.08137995629924709,0.17263296384903537,55.840024814927624,21.017993758684504,26.957731126079565,102.84812481537703,6.0,1.0,1,Octahedron
mp-13676,TlPO4,1.9551260378698123,0.4257623821525646,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Tl,0.0,True,1.0,6.0,2.1432421690555143,2.3158751329045493,2.2583308069592394,0.08137995629924724,0.17263296384903493,36.979277703001465,19.23193528283192,9.176460408050733,74.40355300505425,6.0,1.0,2,Octahedron
mp-13801,Tl2Pt2O7,1.7683695460442823,0.6364306175047041,[8.0],3.0,3.0,3.0,Cube,4c,1,8.0,Tl,0.0,True,0.0,8.0,2.2095106821515142,2.4675564075316645,2.403044976186626,0.11173707675859544,0.25804572538015025,85.98182085963715,44.21161503223558,17.985558070782506,180.0,8.0,1.0,1,Cube
