CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
4.0,46,46,2.2608695652173916,0.5652173913043479,s_avg ≤ 1,2+:0.7826; 3+:0.1739; 4+:0.0435
5.0,75,74,2.1333333333333333,0.4266666666666666,s_avg ≤ 1,2+:0.8667; 3+:0.1333
6.0,642,639,2.2383177570093458,0.3730529595015576,s_avg ≤ 1,1+:0.0031; 2+:0.7741; 3+:0.2040; 4+:0.0187
