material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ni_wyckoff,num_Ni_chemenvs,CN,element,charge_range,is_single_charge
mp-1283966,Sr2NiClO3,1.918621955153018,0.095040409012026,[5.0],3.0,3.0,3.0,Square pyramid,"2e, 2f",1,5.0,Ni,0.0,True
mp-1284090,NaNi5O6,2.132405204583979,-0.0274193788875738,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2c, 1a, 1b",1,6.0,Ni,1.0,False
mp-1284090,NaNi5O6,2.132405204583979,-0.0274193788875738,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2c, 1a, 1b",1,6.0,Ni,1.0,False
mp-1287495,LiNiO2,1.7522278165256473,0.3218311179858294,[6.0],3.0,3.0,3.0,Octahedron,"1d, 2e, 1b",1,6.0,Ni,0.0,True
mp-1289276,Li3Ni2SnO6,1.850445566974904,0.2637043259198688,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2i,1,6.0,Ni,1.0,False
mp-1289276,Li3Ni2SnO6,1.850445566974904,0.2637043259198688,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2i,1,6.0,Ni,1.0,False
mp-1290471,Li4Ni3BiO8,1.8872838188494807,0.2114612475180202,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1290471,Li4Ni3BiO8,1.8872838188494807,0.2114612475180202,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1290742,Li4MgNi3O8,1.7351514798600145,0.3884588686758103,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1g, 2i, 1h, 1d, 1a",1,6.0,Ni,1.0,False
mp-1290742,Li4MgNi3O8,1.7351514798600145,0.3884588686758103,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1g, 2i, 1h, 1d, 1a",1,6.0,Ni,1.0,False
mp-1290806,LiTiNiO4,3.5781023215317207,-2.1649477266868824,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Ni,0.0,True
mp-1291861,Sr2NiClO3,1.9085235438353805,0.1222668116593006,[5.0],3.0,3.0,3.0,Square pyramid,2i,1,5.0,Ni,0.0,True
mp-1292604,Li3Ni2SnO6,1.8539096623069464,0.260619207260674,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2i,1,6.0,Ni,1.0,False
mp-1292604,Li3Ni2SnO6,1.8539096623069464,0.260619207260674,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2i,1,6.0,Ni,1.0,False
mp-1298695,Li4TiNi3O8,1.8205241205628269,0.2528619707938034,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1298695,Li4TiNi3O8,1.8205241205628269,0.2528619707938034,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1299546,LiNiO2,1.810564422904346,0.2679429517645687,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ni,0.0,True
mp-1301359,Li3Co2NiO6,1.8909241666308088,0.1364701031839315,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Ni,0.0,True
mp-1302089,NaNi2O3,2.0307290436646035,0.0769765397447071,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"4j, 2i, 1b, 1c",1,6.0,Ni,1.0,False
mp-1302089,NaNi2O3,2.0307290436646035,0.0769765397447071,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"4j, 2i, 1b, 1c",1,6.0,Ni,1.0,False
mp-1302740,Li4Ni3SbO8,1.9020220351892607,0.1805576696584386,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2c,1,6.0,Ni,1.0,False
mp-1302740,Li4Ni3SbO8,1.9020220351892607,0.1805576696584386,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2c,1,6.0,Ni,1.0,False
mp-1302787,Li2Al(NiO2)3,2.1886375691786704,-0.1293712741588218,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2c, 1a, 1b",1,6.0,Ni,1.0,False
mp-1302787,Li2Al(NiO2)3,2.1886375691786704,-0.1293712741588218,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2c, 1a, 1b",1,6.0,Ni,1.0,False
mp-1303200,NaNi2O3,1.924564418696209,0.17806867306584,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1a, 1b",1,6.0,Ni,1.0,False
mp-1303200,NaNi2O3,1.924564418696209,0.17806867306584,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1a, 1b",1,6.0,Ni,1.0,False
mp-1303223,Li3TiNi3O8,1.920965989153484,0.0981102209504543,[6.0],3.0,3.0,3.0,Octahedron,"2a, 2b, 2e",1,6.0,Ni,0.0,True
mp-1303744,Li4TiNi3O8,1.945305198875117,0.105867099043671,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2i, 1c, 1b, 1e, 1f",1,6.0,Ni,1.0,False
mp-1303744,Li4TiNi3O8,1.945305198875117,0.105867099043671,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2i, 1c, 1b, 1e, 1f",1,6.0,Ni,1.0,False
mp-1303958,Li2Ni3SbO8,1.5617638119690176,0.6319280760895165,[6.0],3.0,3.0,3.0,Octahedron,"2d, 2c, 2e",1,6.0,Ni,0.0,True
mp-1304002,Li4Ni3BiO8,1.9062069726691824,0.1878062052476797,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2b, 1a",1,6.0,Ni,1.0,False
mp-1304002,Li4Ni3BiO8,1.9062069726691824,0.1878062052476797,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2b, 1a",1,6.0,Ni,1.0,False
mp-1304149,Li2Ni3SnO8,1.754609121080699,0.3524467450324507,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1304149,Li2Ni3SnO8,1.754609121080699,0.3524467450324507,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1305455,Li2Ni3TeO8,1.8604511181328989,0.2060029342048019,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2c, 2a, 2b",1,6.0,Ni,1.0,False
mp-1305455,Li2Ni3TeO8,1.8604511181328989,0.2060029342048019,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2c, 2a, 2b",1,6.0,Ni,1.0,False
mp-1305541,Li3TiNi3O8,1.8701377609589525,0.1773626140592765,[6.0],3.0,3.0,3.0,Octahedron,"2i, 1h, 1d, 1e, 1f",1,6.0,Ni,0.0,True
mp-1305992,Li4Ni3SbO8,1.868492425781703,0.2136900451310382,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1305992,Li4Ni3SbO8,1.868492425781703,0.2136900451310382,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1305999,Li3Ti(NiO2)4,1.8800300665806309,0.1919310300054369,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1d, 1g, 1a, 1e",1,6.0,Ni,1.0,False
mp-1305999,Li3Ti(NiO2)4,1.8800300665806309,0.1919310300054369,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1d, 1g, 1a, 1e",1,6.0,Ni,1.0,False
mp-1306001,Li4Ni3SbO8,1.8647907100585328,0.2159525598335197,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1306001,Li4Ni3SbO8,1.8647907100585328,0.2159525598335197,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1306592,Li2Ni3SbO8,1.6166422198782917,0.551031929705089,[6.0],3.0,3.0,3.0,Octahedron,"2d, 2c, 2e",1,6.0,Ni,0.0,True
mp-1306670,Li3TiNi3O8,1.908984894908708,0.1194975733456823,[6.0],3.0,3.0,3.0,Octahedron,"2d, 2b, 2f",1,6.0,Ni,0.0,True
mp-1306720,Li2Ni3SbO8,1.5998194909488888,0.5693585916387718,[6.0],3.0,3.0,3.0,Octahedron,"1g, 1c, 1d, 1b, 1e, 1f",1,6.0,Ni,0.0,True
mp-1306771,Li4TiNi3O8,1.8636038381339608,0.2016947680900953,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1306771,Li4TiNi3O8,1.8636038381339608,0.2016947680900953,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1306908,Li4Si2NiO7,1.9727048980244064,0.0226177251944089,[4.0],2.0,2.0,2.0,Tetrahedron,2c,1,4.0,Ni,0.0,True
mp-1307356,Li4Ni3BiO8,1.889714436177098,0.2097509550887926,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2e, 1b, 1c",1,6.0,Ni,1.0,False
mp-1307356,Li4Ni3BiO8,1.889714436177098,0.2097509550887926,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"2e, 1b, 1c",1,6.0,Ni,1.0,False
mp-1311345,Li3(NiO2)5,1.7714367119655638,0.2906722598806168,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1311345,Li3(NiO2)5,1.7714367119655638,0.2906722598806168,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1311728,Li4Ni3SbO8,1.941741269175342,0.1398400228458445,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1g, 1c, 1d, 1f, 1e, 1b",1,6.0,Ni,1.0,False
mp-1311728,Li4Ni3SbO8,1.941741269175342,0.1398400228458445,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1g, 1c, 1d, 1f, 1e, 1b",1,6.0,Ni,1.0,False
mp-1312304,Li5Ni3(SnO5)2,1.862556953958812,0.22811538108828,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1312304,Li5Ni3(SnO5)2,1.862556953958812,0.22811538108828,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1313788,Li3(NiO2)4,2.169676689941911,-0.3621827072350978,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"2c, 1a",1,6.0,Ni,1.0,False
mp-1313788,Li3(NiO2)4,2.169676689941911,-0.3621827072350978,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"2c, 1a",1,6.0,Ni,1.0,False
mp-1314210,Li(NiO2)2,1.706676052243521,0.3903563975088572,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"2c, 2b",1,6.0,Ni,1.0,False
mp-1314210,Li(NiO2)2,1.706676052243521,0.3903563975088572,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"2c, 2b",1,6.0,Ni,1.0,False
mp-1314950,Li2Ni3SnO8,1.7497989536553056,0.3753976837800817,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"2d, 2f",1,6.0,Ni,1.0,False
mp-1314950,Li2Ni3SnO8,1.7497989536553056,0.3753976837800817,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"2d, 2f",1,6.0,Ni,1.0,False
mp-1320203,Li5Co2Ni3O10,1.8399755725799511,0.2127660186973238,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1320203,Li5Co2Ni3O10,1.8399755725799511,0.2127660186973238,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1327705,CaCrNiP2O9,2.1109286336096176,-0.0273904294539037,[6.0],2.0,2.0,2.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-1332813,MgVNiP2O9,1.9744401889658625,0.0818798965850447,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Ni,0.0,True
mp-1333286,CaV2Ni2(P2O9)2,2.059190753155365,0.0130458820539027,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Ni,0.0,True
mp-1333330,MgCrNiP2O9,2.005654629806413,0.0571288890581786,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Ni,0.0,True
mp-1333433,VZnNiP2O9,1.969900855388504,0.0839859590567314,[6.0],2.0,2.0,2.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-1342975,Ca(NiO2)2,1.5739411026528334,0.5925332740191023,[6.0],3.0,3.0,3.0,Octahedron,"4g, 2a, 2d",1,6.0,Ni,0.0,True
mp-1344325,ZnNiP2O7,1.901640895782592,0.223164782674252,[6.0],2.0,2.0,2.0,Octahedron,4i,1,6.0,Ni,0.0,True
mp-1345538,Mg2NiIrO6,2.4857689068223485,-0.6213822859827622,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Ni,0.0,True
mp-1370002,Ca3Ni2O7,1.885502245843868,0.1306062647362752,[6.0],4.0,4.0,4.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-1373103,Ca(NiO2)2,1.3327378672278714,0.9156369311350744,[6.0],3.0,3.0,3.0,Octahedron,"4c, 4e",1,6.0,Ni,0.0,True
mp-1374437,MgNiP2O7,1.79532500329261,0.2941948520591245,[5.0],2.0,2.0,2.0,Square pyramid,4i,1,5.0,Ni,0.0,True
mp-1387694,Ca2Ni3O8,1.787654609183234,0.2493884775335744,[6.0],4.0,4.0,4.0,Octahedron,"2g, 1c",1,6.0,Ni,0.0,True
mp-14884,Sr2Ni(PO4)2,1.712249136711924,0.3652414525815636,[6.0],2.0,2.0,2.0,Octahedron,"2c, 4e",1,6.0,Ni,0.0,True
mp-15598,K2Ni2(SO4)3,1.879176688390484,0.1836409517505548,[6.0],2.0,2.0,2.0,no_data,no_data,1,6.0,Ni,0.0,True
mp-1569254,Li2Ni2BiO6,1.8621271963603256,0.2172311829142595,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1a, 1b",1,6.0,Ni,1.0,False
mp-1569254,Li2Ni2BiO6,1.8621271963603256,0.2172311829142595,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1a, 1b",1,6.0,Ni,1.0,False
mp-1569694,Na6NiO4,1.8333503903814223,0.2140827792562953,[4.0],2.0,2.0,2.0,Tetrahedron,2a,1,4.0,Ni,0.0,True
mp-1638745,CaLaFeNiO6,1.992522857008296,0.0958176493045112,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1638745,CaLaFeNiO6,1.992522857008296,0.0958176493045112,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-1639253,LiNi2O3,2.1165331553581845,-0.0829072680753346,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1e, 2i, 1f",1,6.0,Ni,1.0,False
mp-1639253,LiNi2O3,2.1165331553581845,-0.0829072680753346,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1e, 2i, 1f",1,6.0,Ni,1.0,False
mp-1639439,Li2Ni2SbO6,1.8629517430394813,0.2100500527704711,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1a, 1b",1,6.0,Ni,1.0,False
mp-1639439,Li2Ni2SbO6,1.8629517430394813,0.2100500527704711,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1a, 1b",1,6.0,Ni,1.0,False
mp-1644676,LiNi2O3,1.899757701636016,0.163601451812991,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1644676,LiNi2O3,1.899757701636016,0.163601451812991,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,2a,1,6.0,Ni,1.0,False
mp-1645783,Li2Si2NiO6,1.762988247375444,0.3129336404062141,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Ni,0.0,True
mp-1665344,LiNiPO4,1.4744990881176985,0.6064247269317015,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Ni,0.0,True
mp-16779,Ho2Ni(B2O5)2,1.665074247776684,0.3751098889002409,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Ni,0.0,True
mp-17258,Fe4Ni3(PO4)6,1.822177770678424,0.2663638464330761,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","1a, 2i",2,5.0,Ni,0.0,True
mp-17258,Fe4Ni3(PO4)6,1.822177770678424,0.2663638464330761,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","1a, 2i",2,6.0,Ni,0.0,True
mp-17360,Ni2Te3O8,1.980400136311354,0.0764996632808996,[6.0],2.0,2.0,2.0,Octahedron,4f,1,6.0,Ni,0.0,True
mp-17551,SrNiP2O7,1.7559744891446272,0.3213798630724609,[5.0],2.0,2.0,2.0,Square pyramid,4e,1,5.0,Ni,0.0,True
mp-17631,Fe2Ni(PO4)2,2.080568404792901,0.0306135245157272,[6.0],2.0,2.0,2.0,Octahedron,2b,1,6.0,Ni,0.0,True
mp-18252,SrNi2(PO4)2,1.8927819881754369,0.1896191279469096,"[5.0, 6.0]",2.0,2.0,2.0,Octahedron,2i,1,5.0,Ni,0.0,True
mp-18252,SrNi2(PO4)2,1.8927819881754369,0.1896191279469096,"[5.0, 6.0]",2.0,2.0,2.0,Octahedron,2i,1,6.0,Ni,0.0,True
mp-18281,Ti2Ni(PO5)2,2.0446119771084765,0.0270361023604199,[6.0],2.0,2.0,2.0,Octahedron,2d,1,6.0,Ni,0.0,True
mp-18726,CrNiO4,1.858165257349112,0.1404300907273497,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Ni,0.0,True
mp-18749,NiSO4,1.808933093367029,0.2282516934733721,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Ni,0.0,True
mp-18765,Na2NiO2,1.7902097524196172,0.1931884820387174,[4.0],2.0,2.0,2.0,Square plane,2a,1,4.0,Ni,0.0,True
mp-18817,NiSeO4,1.823754829087481,0.2118783828835094,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Ni,0.0,True
mp-18899,Nd2MnNiO6,1.9825923765809907,0.0767641853371717,[6.0],2.0,2.0,2.0,Octahedron,2c,1,6.0,Ni,0.0,True
mp-18926,La3Ni2O7,1.9933656495184977,0.0756539017692947,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Ni,0.0,True
mp-18974,HoNiO3,1.694520988291401,0.3873897863675816,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-18983,ErNiO3,1.6858561990481449,0.3992693688961489,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-18984,Na2ZrNi(P2O7)2,1.757963803860224,0.3445881018986918,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Ni,0.0,True
mp-18991,Ba(NiO2)4,1.9543011639844567,-0.0149117939773929,"[6.0, 6.0]",3.0,3.0,3.0,Octahedron,"1a, 3d, 3e, 1b",1,6.0,Ni,0.0,True
mp-18991,Ba(NiO2)4,1.9543011639844567,-0.0149117939773929,"[6.0, 6.0]",3.0,3.0,3.0,Octahedron,"1a, 3d, 3e, 1b",1,6.0,Ni,0.0,True
mp-19002,TmNiO3,1.6895712534529888,0.3915752653300605,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-19019,NiMoO4,2.1044907096199066,-0.0463836174109743,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Ni,0.0,True
mp-19057,CaNiP2O7,1.8836620567343387,0.2320183870983344,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Ni,0.0,True
mp-19114,Ca2NiWO6,1.997226698041246,0.098127875234557,[6.0],2.0,2.0,2.0,Octahedron,2b,1,6.0,Ni,0.0,True
mp-19135,Ni(PO3)2,1.8077025798174453,0.2174680827951342,[6.0],2.0,2.0,2.0,Octahedron,"2c, 2e",1,6.0,Ni,0.0,True
mp-19176,La2NiRuO6,1.9518735906417024,0.1239847574833472,[6.0],2.0,2.0,2.0,Octahedron,2b,1,6.0,Ni,0.0,True
mp-19192,Y2MnNiO6,1.9309184533400487,0.1259380693203954,[6.0],2.0,2.0,2.0,Octahedron,2c,1,6.0,Ni,0.0,True
mp-19211,SrNi3(P2O7)2,1.7492129013909878,0.3314825921654694,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Ni,0.0,True
mp-19220,CaSi2NiO6,1.8937112319128808,0.2033755046073704,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Ni,0.0,True
mp-19242,YNiO3,1.7076984280426004,0.3680571952209622,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-19265,DyNiO3,1.7220935901218275,0.3439228840018046,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-19298,La4Ni3O10,2.0997426308842404,-0.1264729441965264,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1a, 2e",1,6.0,Ni,1.0,False
mp-19298,La4Ni3O10,2.0997426308842404,-0.1264729441965264,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1a, 2e",1,6.0,Ni,1.0,False
mp-19327,LuNiO3,1.700154179801531,0.3757146652309198,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Ni,0.0,True
mp-19470,Na4Ni7(PO4)6,1.973199513338665,0.121140473133215,[6.0],2.0,2.0,2.0,Octahedron,"2b, 1a",1,6.0,Ni,0.0,True
mp-19473,CaNi3(P2O7)2,1.9134854226353408,0.1736741642754077,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Ni,0.0,True
mp-19491,Ba2Ni(PO4)2,1.7543609290605282,0.3385720848736498,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Ni,0.0,True
mp-19519,Ni3(AsO4)2,1.7526185348753085,0.2827063908984532,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Ni,0.0,True
mp-19520,NdNi(BO2)5,1.3252575043197148,0.7675355015999421,[6.0],2.0,2.0,2.0,Trigonal prism,4e,1,6.0,Ni,0.0,True
mp-20964,La2NiIrO6,1.927064980563987,0.1507787140695607,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Ni,0.0,True
mp-21179,NiWO4,2.0802579803944505,-0.0206492704321047,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Ni,0.0,True
mp-21275,Ni(SbO2)2,2.030805467706249,0.0280256060446992,[6.0],2.0,2.0,2.0,Octahedron,4d,1,6.0,Ni,0.0,True
mp-21522,FeNi2BO5,1.70507113857188,0.3536055748950241,[6.0],2.0,2.0,2.0,Octahedron,"2c, 4h, 2b",1,6.0,Ni,0.0,True
mp-21600,NbNi2BO6,1.965457438794061,0.1172902580684295,[6.0],2.0,2.0,2.0,Octahedron,8d,1,6.0,Ni,0.0,True
mp-21646,CaVNiP2O9,2.1631480858935275,-0.0682916133601254,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Ni,0.0,True
mp-21874,La2NiO4,2.736892694585571,-0.5831334871346845,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Ni,0.0,True
mp-21957,KNi4(PO4)3,1.8203743736798568,0.2321191869274231,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4g, 8h",2,5.0,Ni,0.0,True
mp-21957,KNi4(PO4)3,1.8203743736798568,0.2321191869274231,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4g, 8h",2,6.0,Ni,0.0,True
mp-21966,NaNi4(PO4)3,1.8573250541110755,0.2119898696402672,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4g, 8h",2,5.0,Ni,0.0,True
mp-21966,NaNi4(PO4)3,1.8573250541110755,0.2119898696402672,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4g, 8h",2,6.0,Ni,0.0,True
mp-22020,Ca2NiOsO6,1.94437316506232,0.3583925696612123,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Ni,0.0,True
mp-22106,NdNiO3,1.913540381155915,0.0465307991096936,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-22198,Nb2NiO6,2.020614589598091,0.0255622036621363,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Ni,0.0,True
mp-22243,LiNiAsO4,1.3033883391712695,0.7749231788866671,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Ni,0.0,True
mp-2227074,NaMgNiIO6,2.465161352919349,-0.3218696297944763,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Ni,0.0,True
mp-2231875,Na4Mg(Ni2O5)2,1.7811198950510208,0.3113731889794984,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-2231875,Na4Mg(Ni2O5)2,1.7811198950510208,0.3113731889794984,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,1a,1,6.0,Ni,1.0,False
mp-22417,LiNiPO4,1.498793353657608,0.5827486442674902,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Ni,0.0,True
mp-22495,SmNiO3,1.824620871263876,0.1847111059744871,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-22655,KNiPO4,1.3695343044801098,0.7762138731311172,[5.0],2.0,2.0,2.0,Square pyramid,4a,1,5.0,Ni,0.0,True
mp-22697,Ni3(PO4)2,1.9086806720216216,0.1611497976903785,[6.0],2.0,2.0,2.0,Octahedron,"2b, 4e",1,6.0,Ni,0.0,True
mp-23532,NiBiO3,2.0323599138792487,0.0907902742305276,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-23811,CaNiBP2H3O10,1.9930627462236843,0.0799239165813,[6.0],2.0,2.0,2.0,Octahedron,2c,1,6.0,Ni,0.0,True
mp-23968,NiH2SeO5,2.1108242981223766,-0.0482455327201751,[6.0],2.0,2.0,2.0,Octahedron,4b,1,6.0,Ni,0.0,True
mp-24133,K2NiH12(SO7)2,2.037609750290244,0.0420729558040432,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Ni,0.0,True
mp-24540,Ni3H2Se3O10,1.9152398537167827,0.1701758905897317,[6.0],2.0,2.0,2.0,Octahedron,"1h, 1a, 2i",1,6.0,Ni,0.0,True
mp-24544,NiH4SeO5,2.0311663536521163,0.0691521063772464,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Ni,0.0,True
mp-24573,K2NiH8(CO5)2,2.191314263562039,-0.0792145646518286,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Ni,0.0,True
mp-24623,Rb2NiH8(CO5)2,1.966433569420448,-0.0090943215665114,[4.0],2.0,2.0,2.0,Square plane,2a,1,4.0,Ni,0.0,True
mp-24731,Ni3AgP3(HO6)2,1.9196637450110456,0.1781330886223187,[6.0],2.0,2.0,2.0,Octahedron,"4f, 2e",1,6.0,Ni,0.0,True
mp-24755,Rb2NiH12(SeO7)2,2.0348290278736534,0.0484240037111351,[6.0],2.0,2.0,2.0,Octahedron,2c,1,6.0,Ni,0.0,True
mp-25096,NiBiO3,2.247068312927176,-0.2248395152310451,[6.0],3.0,3.0,3.0,Octahedron,"2d, 2a",1,6.0,Ni,0.0,True
mp-25397,Li2NiPO4F,1.992206163536947,0.0692958400220508,[4.0],2.0,2.0,2.0,Octahedron,1a,1,4.0,Ni,0.0,True
