material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ag_wyckoff,num_Ag_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-10070,BaAg(PO3)3,1.8305971438761737,0.4214160960300739,[6.0],1.0,1.0,1.0,Square-face capped trigonal prism,4a,1,6.0,Ag,0.0,True,4.0,6.0,2.3888826904140648,2.7838969614675895,2.6000640542338638,0.1709568248748904,0.3950142710535247,68.51620594359157,28.063931195869426,17.569147021124895,109.66738768577662,6.0,1.0,1,Square-face capped trigonal prism
mp-10070,BaAg(PO3)3,1.8305971438761737,0.4214160960300739,[6.0],1.0,1.0,1.0,Square-face capped trigonal prism,4a,1,6.0,Ag,0.0,True,5.0,6.0,2.3888826904140648,2.7838969614675895,2.6000640542338647,0.17095682487489025,0.3950142710535247,55.50633541677154,23.40671219161172,12.811358626726012,89.92512401913102,6.0,1.0,2,Square-face capped trigonal prism
mp-10070,BaAg(PO3)3,1.8305971438761737,0.4214160960300739,[6.0],1.0,1.0,1.0,Square-face capped trigonal prism,4a,1,6.0,Ag,0.0,True,6.0,6.0,2.388882690414063,2.783896961467592,2.600064054233865,0.17095682487489083,0.39501427105352915,49.08966184015506,26.38013056480771,14.02455507278492,92.3135619349883,6.0,1.0,3,Square-face capped trigonal prism
mp-10070,BaAg(PO3)3,1.8305971438761737,0.4214160960300739,[6.0],1.0,1.0,1.0,Square-face capped trigonal prism,4a,1,6.0,Ag,0.0,True,7.0,6.0,2.388882690414065,2.7838969614675877,2.6000640542338638,0.17095682487488995,0.3950142710535225,98.0495396843625,35.3951955495815,43.30724792455839,174.39894216064437,6.0,1.0,4,Square-face capped trigonal prism
mp-1041246,CaAg3P3O13,1.758115646101023,0.6964604194606206,[6.0],3.0,3.0,3.0,Octahedron,"2a, 2e",1,6.0,Ag,0.0,True,2.0,6.0,2.050838507069618,2.482331344940977,2.239585784547718,0.17375789074136405,0.43149283787135895,93.42707819336965,35.33937593029074,6.786561930037498,175.62396478744628,6.0,1.0,1,Octahedron
mp-1041246,CaAg3P3O13,1.758115646101023,0.6964604194606206,[6.0],3.0,3.0,3.0,Octahedron,"2a, 2e",1,6.0,Ag,0.0,True,3.0,6.0,2.0508385070696185,2.482331344940978,2.239585784547718,0.17375789074136422,0.4314928378713594,93.42707819336967,35.33937593029077,6.786561930037337,175.62396478744628,6.0,1.0,2,Octahedron
mp-1041246,CaAg3P3O13,1.758115646101023,0.6964604194606206,[6.0],3.0,3.0,3.0,Octahedron,"2a, 2e",1,6.0,Ag,0.0,True,4.0,6.0,2.0578500616084057,2.5997381960802715,2.2723242749778003,0.21446760807701157,0.5418881344718658,83.8861074743987,38.538735074154694,3.371985757802767,174.47956123441136,6.0,1.0,3,Octahedron
mp-1041246,CaAg3P3O13,1.758115646101023,0.6964604194606206,[6.0],3.0,3.0,3.0,Octahedron,"2a, 2e",1,6.0,Ag,0.0,True,5.0,6.0,2.065396689988905,2.50613737003475,2.225114053439868,0.199331277798099,0.4407406800458449,41.466645678621724,17.65136735832868,19.955885984324343,71.67297725821469,6.0,1.0,4,Octahedron
mp-1041246,CaAg3P3O13,1.758115646101023,0.6964604194606206,[6.0],3.0,3.0,3.0,Octahedron,"2a, 2e",1,6.0,Ag,0.0,True,6.0,6.0,2.057850061608409,2.5997381960802715,2.2723242749778003,0.21446760807701107,0.5418881344718622,83.8861074743987,38.538735074154665,3.371985757802767,174.47956123441122,6.0,1.0,5,Octahedron
mp-1041246,CaAg3P3O13,1.758115646101023,0.6964604194606206,[6.0],3.0,3.0,3.0,Octahedron,"2a, 2e",1,6.0,Ag,0.0,True,7.0,6.0,2.065396689988905,2.50613737003475,2.2251140534398672,0.19933127779809862,0.4407406800458449,38.60316573946087,16.804234599097924,15.721940202312485,70.4250558760024,6.0,1.0,6,Octahedron
mp-1047110,YAg(WO4)2,3.508058495952768,-0.7480035319632036,[4.0],1.0,1.0,1.0,Octahedron,1f,1,4.0,Ag,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1096845,BaAgO2,4.229769286350544,-1.3775561557670843,[4.0],1.0,1.0,1.0,Square plane,"1d, 1c",1,4.0,Ag,0.0,True,2.0,4.0,2.10627095859336,2.9399115465219685,2.523091252557664,0.416820293964304,0.8336405879286084,37.34941610384174,9.23197973364631,29.639222433178485,56.82968440612509,4.0,1.0,1,Square plane
mp-1096845,BaAgO2,4.229769286350544,-1.3775561557670843,[4.0],1.0,1.0,1.0,Square plane,"1d, 1c",1,4.0,Ag,0.0,True,3.0,4.0,2.068131453287189,2.109195910033498,2.0886636816603437,0.020532228373154382,0.04106445674630921,119.99999979876361,42.42640658660163,89.99999999999997,180.0,2.0,0.5,2,Square plane
mp-1100940,VCu6AgMo5O24,2.3091646200960425,-0.0302453923470076,[4.0],1.0,1.0,1.0,Square pyramid,1a,1,4.0,Ag,0.0,True,,,,,,,,,,,,,,0,Square pyramid
mp-1100952,V16Ag7O40,1.889185710772042,0.4066993470526386,"[5.0, 6.0, 7.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",1a,3,5.0,Ag,0.0,True,18.0,5.0,2.2831828800463216,2.939269406475824,2.4693688862215786,0.24238673778134237,0.6560865264295024,60.590774111878396,31.951537386258018,0.0,95.30244045835457,5.0,1.0,1,"Square pyramid, Square-face capped trigonal prism, Trigonal prism"
mp-1100952,V16Ag7O40,1.889185710772042,0.4066993470526386,"[5.0, 6.0, 7.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",1a,3,6.0,Ag,0.0,True,17.0,6.0,2.3079483878686355,3.101987169541272,2.5789629905857634,0.2635346490170638,0.7940387816726364,71.83253034620746,33.92903474242387,0.0,124.10516669029427,6.0,1.0,1,"Square pyramid, Square-face capped trigonal prism, Trigonal prism"
mp-1100952,V16Ag7O40,1.889185710772042,0.4066993470526386,"[5.0, 6.0, 7.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",1a,3,6.0,Ag,0.0,True,19.0,6.0,2.3402407001435535,2.91825320909098,2.561541836096101,0.1922961864680157,0.5780125089474266,68.83645226106772,35.64373302579601,0.0,130.31344487408046,6.0,1.0,2,"Square pyramid, Square-face capped trigonal prism, Trigonal prism"
mp-1100952,V16Ag7O40,1.889185710772042,0.4066993470526386,"[5.0, 6.0, 7.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",1a,3,6.0,Ag,0.0,True,20.0,6.0,2.2654245140228464,2.9859995820724037,2.6144573065886276,0.27444850823797223,0.7205750680495573,76.23335627512175,41.13845198248988,0.0,126.06004675455304,6.0,1.0,3,"Square pyramid, Square-face capped trigonal prism, Trigonal prism"
mp-1100952,V16Ag7O40,1.889185710772042,0.4066993470526386,"[5.0, 6.0, 7.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",1a,3,6.0,Ag,0.0,True,21.0,6.0,2.3680942777410543,2.974122367389688,2.5953606183646323,0.2321784518936883,0.6060280896486336,68.29377842120265,34.96647383380122,0.0,129.06123280306204,6.0,1.0,4,"Square pyramid, Square-face capped trigonal prism, Trigonal prism"
mp-1100952,V16Ag7O40,1.889185710772042,0.4066993470526386,"[5.0, 6.0, 7.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",1a,3,6.0,Ag,0.0,True,22.0,6.0,2.370338639616969,3.1880454724762313,2.572034310846819,0.2828356697740137,0.8177068328592623,70.75882573000032,33.04449574906041,0.0,120.1641059465284,6.0,1.0,5,"Square pyramid, Square-face capped trigonal prism, Trigonal prism"
mp-1100952,V16Ag7O40,1.889185710772042,0.4066993470526386,"[5.0, 6.0, 7.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",1a,3,7.0,Ag,0.0,True,16.0,7.0,2.338495962967722,2.9837383003740308,2.644147813460896,0.28233519994481093,0.6452423374063088,68.65748345577009,32.54622022206607,0.0,122.87279059720728,7.0,1.0,1,"Square pyramid, Square-face capped trigonal prism, Trigonal prism"
mp-1101326,Ta3AgO8,2.3001862835853446,0.1649090801388029,[8.0],1.0,1.0,1.0,Cube,2a,1,8.0,Ag,0.0,True,6.0,8.0,2.5710052345867087,2.7741954037683896,2.67260031917669,0.10159508452272298,0.20319016918168087,65.99943469861294,32.21141668659986,15.701236598416191,134.17197657648813,8.0,1.0,1,Cube
mp-1101326,Ta3AgO8,2.3001862835853446,0.1649090801388029,[8.0],1.0,1.0,1.0,Cube,2a,1,8.0,Ag,0.0,True,7.0,8.0,2.5710052345867087,2.7741954037683914,2.67260031917669,0.10159508452272314,0.20319016918168264,44.060402904650836,36.633424855609555,9.953641101993489,124.38901820474885,8.0,1.0,2,Cube
mp-1101933,AgClO4,1.8231920563653852,0.5171489492332179,[9.0],1.0,1.0,1.0,Tricapped octahedron (all 3 cap faces are sharingone edge of a face),2e,1,9.0,Ag,0.0,True,0.0,9.0,2.5922880575746836,3.116280800905536,2.8501966351650188,0.19678751671103617,0.5239927433308522,45.73078103100795,24.656824212906674,0.0,87.1162471928772,9.0,1.0,1,Tricapped octahedron (all 3 cap faces are sharingone edge of a face)
