material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ag_wyckoff,num_Ag_chemenvs,CN,element,charge_range,is_single_charge
mp-680202,Ag2SnO3,1.852416594490871,0.3770899405639274,"[2.0, 6.0]",1.0,1.0,1.0,"Linear, Octahedron",4a,2,2.0,Ag,0.0,True
mp-680202,Ag2SnO3,1.852416594490871,0.3770899405639274,"[2.0, 6.0]",1.0,1.0,1.0,"Linear, Octahedron",4a,2,6.0,Ag,0.0,True
mp-684006,Ag3TeIO4,2.331926004905915,0.1099140676789466,"[1.0, 2.0, 3.0, 5.0]",1.0,1.0,1.0,"Trigonal bipyramid, Pentagonal pyramid, Trigonal prism, Square pyramid, Octahedron",4e,5,1.0,Ag,0.0,True
mp-684006,Ag3TeIO4,2.331926004905915,0.1099140676789466,"[1.0, 2.0, 3.0, 5.0]",1.0,1.0,1.0,"Trigonal bipyramid, Pentagonal pyramid, Trigonal prism, Square pyramid, Octahedron",4e,5,2.0,Ag,0.0,True
mp-684006,Ag3TeIO4,2.331926004905915,0.1099140676789466,"[1.0, 2.0, 3.0, 5.0]",1.0,1.0,1.0,"Trigonal bipyramid, Pentagonal pyramid, Trigonal prism, Square pyramid, Octahedron",4e,5,3.0,Ag,0.0,True
mp-684006,Ag3TeIO4,2.331926004905915,0.1099140676789466,"[1.0, 2.0, 3.0, 5.0]",1.0,1.0,1.0,"Trigonal bipyramid, Pentagonal pyramid, Trigonal prism, Square pyramid, Octahedron",4e,5,5.0,Ag,0.0,True
mp-686747,K2Nb6Ag(PO8)3,2.71214332772066,-0.0958470849102593,[6.0],1.0,1.0,1.0,Trigonal prism,1b,1,6.0,Ag,0.0,True
mp-699550,KCu3Ag(MoO4)4,2.808446406960521,-0.1130588912757817,[7.0],1.0,1.0,1.0,Square-face capped trigonal prism,4e,1,7.0,Ag,0.0,True
mp-704268,Mn3(AgO2)4,1.8908428524515053,0.3809338249378627,"[2.0, 3.0, 4.0]",1.0,1.0,1.0,"Tetrahedron, See-saw, Trigonal prism, Octahedron","3a, 6c, 3b",4,2.0,Ag,0.0,True
mp-704268,Mn3(AgO2)4,1.8908428524515053,0.3809338249378627,"[2.0, 3.0, 4.0]",1.0,1.0,1.0,"Tetrahedron, See-saw, Trigonal prism, Octahedron","3a, 6c, 3b",4,3.0,Ag,0.0,True
mp-704268,Mn3(AgO2)4,1.8908428524515053,0.3809338249378627,"[2.0, 3.0, 4.0]",1.0,1.0,1.0,"Tetrahedron, See-saw, Trigonal prism, Octahedron","3a, 6c, 3b",4,4.0,Ag,0.0,True
mp-704944,VAg2O3F,2.413834463244266,0.0583465757714318,"[4.0, 4.0, 4.0, 5.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",4e,3,4.0,Ag,0.0,True
mp-704944,VAg2O3F,2.413834463244266,0.0583465757714318,"[4.0, 4.0, 4.0, 5.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",4e,3,4.0,Ag,0.0,True
mp-704944,VAg2O3F,2.413834463244266,0.0583465757714318,"[4.0, 4.0, 4.0, 5.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",4e,3,4.0,Ag,0.0,True
mp-704944,VAg2O3F,2.413834463244266,0.0583465757714318,"[4.0, 4.0, 4.0, 5.0]",1.0,1.0,1.0,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",4e,3,5.0,Ag,0.0,True
mp-705778,Mn3(AgO2)4,1.9334322355740663,0.3594677463647212,"[2.0, 3.0, 4.0, 6.0]",1.0,1.0,1.0,"Tetrahedron, Linear, T-shaped, See-saw, Trigonal prism, Square pyramid",1a,6,2.0,Ag,0.0,True
mp-705778,Mn3(AgO2)4,1.9334322355740663,0.3594677463647212,"[2.0, 3.0, 4.0, 6.0]",1.0,1.0,1.0,"Tetrahedron, Linear, T-shaped, See-saw, Trigonal prism, Square pyramid",1a,6,3.0,Ag,0.0,True
mp-705778,Mn3(AgO2)4,1.9334322355740663,0.3594677463647212,"[2.0, 3.0, 4.0, 6.0]",1.0,1.0,1.0,"Tetrahedron, Linear, T-shaped, See-saw, Trigonal prism, Square pyramid",1a,6,4.0,Ag,0.0,True
mp-705778,Mn3(AgO2)4,1.9334322355740663,0.3594677463647212,"[2.0, 3.0, 4.0, 6.0]",1.0,1.0,1.0,"Tetrahedron, Linear, T-shaped, See-saw, Trigonal prism, Square pyramid",1a,6,6.0,Ag,0.0,True
mp-707138,Ag2PHO4,1.9625770525712165,0.3939656277483679,"[4.0, 6.0]",1.0,1.0,1.0,"See-saw, Trigonal prism",3a,2,4.0,Ag,0.0,True
mp-707138,Ag2PHO4,1.9625770525712165,0.3939656277483679,"[4.0, 6.0]",1.0,1.0,1.0,"See-saw, Trigonal prism",3a,2,6.0,Ag,0.0,True
mp-729516,Ag2As2O7,1.9781475950328553,0.5980502032053654,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",4e,2,4.0,Ag,0.0,True
mp-729516,Ag2As2O7,1.9781475950328553,0.5980502032053654,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",4e,2,5.0,Ag,0.0,True
mp-754338,Ag2O,1.7936899834207076,0.426936156776191,"[2.0, 4.0]",1.0,1.0,1.0,"Tetrahedron, Linear","4e, 2b, 2c",2,2.0,Ag,0.0,True
mp-754338,Ag2O,1.7936899834207076,0.426936156776191,"[2.0, 4.0]",1.0,1.0,1.0,"Tetrahedron, Linear","4e, 2b, 2c",2,4.0,Ag,0.0,True
mp-754959,CrAgO4,1.4751745089338872,0.6761505363525229,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Ag,0.0,True
mp-756139,AgBrO4,2.192902849607749,0.5520736694119224,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Ag,0.0,True
mp-757033,V6AgO15,2.4697980164984923,0.0393007484210046,[7.0],1.0,1.0,1.0,Square-face capped trigonal prism,2i,1,7.0,Ag,0.0,True
mp-757612,Ag7(PbO3)3,1.9514596716915824,0.3720172016390176,"[2.0, 3.0]",1.14,1.14,1.14,"Linear, Triangular non-coplanar","4j, 2e, 2i",2,2.0,Ag,0.0,True
mp-757612,Ag7(PbO3)3,1.9514596716915824,0.3720172016390176,"[2.0, 3.0]",1.14,1.14,1.14,"Linear, Triangular non-coplanar","4j, 2e, 2i",2,3.0,Ag,0.0,True
mp-759209,Ag2SnO3,1.8400246058503615,0.3465774524046477,"[2.0, 6.0]",1.0,1.0,1.0,"Linear, Octahedron","2d, 6g",2,2.0,Ag,0.0,True
mp-759209,Ag2SnO3,1.8400246058503615,0.3465774524046477,"[2.0, 6.0]",1.0,1.0,1.0,"Linear, Octahedron","2d, 6g",2,6.0,Ag,0.0,True
mp-759792,Ag2B8O13,2.048616786532893,0.3216955066668936,"[3.0, 8.0, 9.0]",1.0,1.0,1.0,"Face-capped octahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap), Bicapped square prism (adjacent faces)",1a,3,3.0,Ag,0.0,True
mp-759792,Ag2B8O13,2.048616786532893,0.3216955066668936,"[3.0, 8.0, 9.0]",1.0,1.0,1.0,"Face-capped octahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap), Bicapped square prism (adjacent faces)",1a,3,8.0,Ag,0.0,True
mp-759792,Ag2B8O13,2.048616786532893,0.3216955066668936,"[3.0, 8.0, 9.0]",1.0,1.0,1.0,"Face-capped octahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap), Bicapped square prism (adjacent faces)",1a,3,9.0,Ag,0.0,True
mp-766293,Al11AgO17,3.4742170886904225,-0.3761044322512683,[6.0],1.0,1.0,1.0,Metabidiminished icosahedron,2c,1,6.0,Ag,0.0,True
mp-771241,Ta3AgO8,3.624747244817029,-0.6359351653379856,[6.0],1.0,1.0,1.0,Octahedron,4e,1,6.0,Ag,0.0,True
mp-775774,AgBiO3,0.520257917618443,1.0243182870259535,"[4.0, 8.0]",1.0,1.0,1.0,"Cube, Square plane","1b, 1a",2,4.0,Ag,0.0,True
mp-775774,AgBiO3,0.520257917618443,1.0243182870259535,"[4.0, 8.0]",1.0,1.0,1.0,"Cube, Square plane","1b, 1a",2,8.0,Ag,0.0,True
mp-776199,AgClO3,1.755606944058775,0.5449786859839089,[8.0],1.0,1.0,1.0,Bicapped octahedron (cap faces with one edge in common),4e,1,8.0,Ag,0.0,True
mp-849308,CrAgO4,1.8151821798956096,0.5870519469774372,[7.0],2.0,2.0,2.0,Pentagonal bipyramid,4e,1,7.0,Ag,0.0,True
mp-849326,Ta3AgO8,1.7127171677483708,0.4512400771710498,"[6.0, 8.0]",1.0,1.0,1.0,Cube,4e,1,6.0,Ag,0.0,True
mp-849326,Ta3AgO8,1.7127171677483708,0.4512400771710498,"[6.0, 8.0]",1.0,1.0,1.0,Cube,4e,1,8.0,Ag,0.0,True
mp-849760,Al11AgO17,3.696181203610286,-0.3635455628664384,[8.0],1.0,1.0,1.0,Diminished icosahedron,2b,1,8.0,Ag,0.0,True
mp-860963,Ag2H4(SO4)3,2.4552351576653964,0.068657038419216,"[6.0, 7.0]",1.0,1.0,1.0,"Pentagonal bipyramid, Octahedron",4a,2,6.0,Ag,0.0,True
mp-860963,Ag2H4(SO4)3,2.4552351576653964,0.068657038419216,"[6.0, 7.0]",1.0,1.0,1.0,"Pentagonal bipyramid, Octahedron",4a,2,7.0,Ag,0.0,True
mp-983589,Ag2GeO3,2.036234484169188,0.2734210606878933,[4.0],1.0,1.0,1.0,"See-saw, Square plane",4a,2,4.0,Ag,0.0,True
mp-996968,AgBiO2,2.0576018340614097,0.0743736366755634,[2.0],1.0,1.0,1.0,Linear,2e,1,2.0,Ag,0.0,True
mp-996979,BaAgO2,1.3069672501462333,1.2117546894919162,[4.0],2.0,2.0,2.0,Square plane,2c,1,4.0,Ag,0.0,True
mp-997000,AgHgO2,2.14499919029416,0.0134539332661926,[4.0],1.0,1.0,1.0,Square plane,"1h, 1d",1,4.0,Ag,0.0,True
mp-997005,CaAgO2,2.4316966531986,-0.0319638361227804,[6.0],1.0,1.0,1.0,Octahedron,"1d, 1c",1,6.0,Ag,0.0,True
mp-997006,AgPtO2,2.181919092890959,0.3214120484246355,"[2.0, 6.0]",2.0,2.0,2.0,"Linear, Octahedron","1g, 1d",2,2.0,Ag,0.0,True
mp-997006,AgPtO2,2.181919092890959,0.3214120484246355,"[2.0, 6.0]",2.0,2.0,2.0,"Linear, Octahedron","1g, 1d",2,6.0,Ag,0.0,True
mp-997007,AgPtO2,1.2160356565463428,2.8964239986729106,[3.0],2.0,2.0,2.0,T-shaped,2i,1,3.0,Ag,0.0,True
mp-997022,AgAsO2,1.2884894140324743,1.2985959456660852,[4.0],1.0,1.0,1.0,Square non-coplanar,2c,1,4.0,Ag,0.0,True
mp-997030,CaAgO2,2.310999833185525,0.0388603301082034,[6.0],1.0,1.0,1.0,Octahedron,1c,1,6.0,Ag,0.0,True
mp-997085,SrAgO2,1.832539506003701,0.4423703830132514,[4.0],2.0,2.0,2.0,Square plane,2a,1,4.0,Ag,0.0,True
mp-997086,SrAgO2,3.738225350268987,-1.0816438898845868,[4.0],1.0,1.0,1.0,Square plane,"1d, 1c",1,4.0,Ag,0.0,True
