CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
4.0,7,7,2.0846711161556795,0.7431178426457701,5.857142857142857
5.0,7,7,1.864065885533556,0.7995387711847016,5.095238095238095
6.0,300,251,1.9115444055822297,0.3979398480134804,4.572777777777778
