material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cu_wyckoff,num_Cu_chemenvs,CN,element,charge_range,is_single_charge
mp-21868,Ba2Lu(CuO2)3,1.2515582017478586,1.0724808097685787,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1a, 2g",2,2.0,Cu,1.0,False
mp-21868,Ba2Lu(CuO2)3,1.2515582017478586,1.0724808097685787,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1a, 2g",2,5.0,Cu,1.0,False
mp-2214791,Cu3(MoO3)4,1.9604667004445573,0.0211115195964918,[4.0],2.0,2.0,2.0,Square plane,"1e, 1g, 1f",1,4.0,Cu,0.0,True
mp-22202,BaTm2CuO5,4.670000033215567,-2.8417901511336963,[5.0],2.0,2.0,2.0,Square pyramid,4c,1,5.0,Cu,0.0,True
mp-22215,Ba2Y(CuO2)3,1.1946914398335229,1.142959250377852,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1a, 2g",2,2.0,Cu,1.0,False
mp-22215,Ba2Y(CuO2)3,1.1946914398335229,1.142959250377852,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1a, 2g",2,5.0,Cu,1.0,False
mp-2224869,CuTeO4,1.1852907334796914,0.8599886984966689,[6.0],2.0,2.0,2.0,Square plane,1a,1,6.0,Cu,0.0,True
mp-22271,Cu(AsO2)2,1.3352845950636552,0.7107215947002643,[6.0],2.0,2.0,2.0,Octahedron,4d,1,6.0,Cu,0.0,True
mp-22301,Sr2DyCu3(PbO4)2,1.374122402887949,0.813503559191964,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2h, 1b",2,2.0,Cu,1.0,False
mp-22301,Sr2DyCu3(PbO4)2,1.374122402887949,0.813503559191964,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2h, 1b",2,5.0,Cu,1.0,False
mp-22407,BaCu2Si2O7,1.86401471009103,0.1244213380472828,[4.0],2.0,2.0,2.0,Square plane,8d,1,4.0,Cu,0.0,True
mp-22420,CuTeO4,1.9563996292404584,0.1151483226882971,[6.0],2.0,2.0,2.0,Octahedron,"2a, 2c",1,6.0,Cu,0.0,True
mp-22543,Sr2GdCu3(PbO4)2,1.355919860680628,0.826487086734951,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2h, 1b",2,2.0,Cu,1.0,False
mp-22543,Sr2GdCu3(PbO4)2,1.355919860680628,0.826487086734951,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2h, 1b",2,5.0,Cu,1.0,False
mp-22550,BaDy2CuO5,4.798679091502498,-2.972190958826596,[5.0],2.0,2.0,2.0,Square pyramid,4c,1,5.0,Cu,0.0,True
mp-22688,CuSeO3,1.7453482589563634,0.354728713527982,[5.0],2.0,2.0,2.0,Square pyramid,8c,1,5.0,Cu,0.0,True
mp-22719,Ba2NdCu3O7,1.7153513467058594,0.3615493367973266,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2q, 1a",2,4.0,Cu,0.0,True
mp-22719,Ba2NdCu3O7,1.7153513467058594,0.3615493367973266,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2q, 1a",2,5.0,Cu,0.0,True
mp-23119,Cu5Se2(ClO4)2,1.6910964067128476,0.3828867560688295,"[3.0, 4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane","4e, 2b",3,3.0,Cu,0.0,True
mp-23119,Cu5Se2(ClO4)2,1.6910964067128476,0.3828867560688295,"[3.0, 4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane","4e, 2b",3,4.0,Cu,0.0,True
mp-23119,Cu5Se2(ClO4)2,1.6910964067128476,0.3828867560688295,"[3.0, 4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane","4e, 2b",3,5.0,Cu,0.0,True
mp-23733,Cu3H2(CO4)2,1.8769772979501265,0.2230087457432052,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2a, 4e",2,4.0,Cu,0.0,True
mp-23733,Cu3H2(CO4)2,1.8769772979501265,0.2230087457432052,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2a, 4e",2,5.0,Cu,0.0,True
mp-23955,CuH2SeO5,1.4959907278289846,0.6034969292149074,"[4.0, 6.0]",2.0,2.0,2.0,Octahedron,"1h, 1a",1,4.0,Cu,0.0,True
mp-23955,CuH2SeO5,1.4959907278289846,0.6034969292149074,"[4.0, 6.0]",2.0,2.0,2.0,Octahedron,"1h, 1a",1,6.0,Cu,0.0,True
mp-24038,K2CuH12(SO7)2,1.7798874161725688,0.3020593543792897,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-2408760,NaCu2O3,1.7457878743527862,0.1916438704918754,"[4.0, 6.0, 4.0]",1.3333333333333333,1.0,2.0,"Octahedron, Square plane","1d, 1a, 2g",2,4.0,Cu,1.0,False
mp-2408760,NaCu2O3,1.7457878743527862,0.1916438704918754,"[4.0, 6.0, 4.0]",1.3333333333333333,1.0,2.0,"Octahedron, Square plane","1d, 1a, 2g",2,6.0,Cu,1.0,False
mp-2408760,NaCu2O3,1.7457878743527862,0.1916438704918754,"[4.0, 6.0, 4.0]",1.3333333333333333,1.0,2.0,"Octahedron, Square plane","1d, 1a, 2g",2,4.0,Cu,1.0,False
mp-24164,CuH2(SeO3)2,1.676679371206367,0.4131886367737768,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-24196,Tl2CuH12(SO7)2,1.4706185185097012,0.588275721756966,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-24228,Na2CuH6C2O9,2.5996421025483225,-0.3807941994671359,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-24522,CuH2SO5,2.2474210552600127,-0.0786160669739209,[6.0],2.0,2.0,2.0,Octahedron,"1h, 1a",1,6.0,Cu,0.0,True
mp-25248,Li4(CuO2)3,1.9549108167148008,-0.0994149771311122,"[4.0, 4.0]",2.0,2.0,2.0,Square plane,"2i, 4j",1,4.0,Cu,0.0,True
mp-25248,Li4(CuO2)3,1.9549108167148008,-0.0994149771311122,"[4.0, 4.0]",2.0,2.0,2.0,Square plane,"2i, 4j",1,4.0,Cu,0.0,True
mp-25317,Li3(CuO2)2,1.8496738835507127,0.0501789717098117,"[4.0, 4.0]",1.5,1.0,2.0,Square plane,"1a, 1b",1,4.0,Cu,1.0,False
mp-25317,Li3(CuO2)2,1.8496738835507127,0.0501789717098117,"[4.0, 4.0]",1.5,1.0,2.0,Square plane,"1a, 1b",1,4.0,Cu,1.0,False
mp-25456,Li2CuPCO7,1.1693690385929334,1.2525047307719317,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Cu,0.0,True
mp-25460,Li3CuPCO7,3.354571001677975,-1.9708266360840028,[4.0],2.0,2.0,2.0,See-saw,2e,1,4.0,Cu,0.0,True
mp-25871,Li3Cu2P5O16,1.9267198018080336,0.2099801365617718,[6.0],2.0,2.0,2.0,Octahedron,4g,1,6.0,Cu,0.0,True
mp-25943,Li2CuP2O7,1.3232902240454485,0.8464791712596881,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Cu,0.0,True
mp-25976,Cu(PO3)2,1.1664574246004484,1.0577432169232903,[6.0],2.0,2.0,2.0,Octahedron,2e,1,6.0,Cu,0.0,True
mp-26223,Li4Cu(PO4)2,2.2762581182236,-0.4302459420750867,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Cu,0.0,True
mp-26267,Li2Cu(PO3)4,1.2777537358371986,0.7954240642044645,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cu,0.0,True
mp-26303,Li6Cu9(PO4)8,1.5894763406287855,0.5325751205680256,"[4.0, 5.0]",2.0,2.0,2.0,"Octahedron, Square pyramid, Square plane","1e, 2i, 1g, 1a",3,4.0,Cu,0.0,True
mp-26303,Li6Cu9(PO4)8,1.5894763406287855,0.5325751205680256,"[4.0, 5.0]",2.0,2.0,2.0,"Octahedron, Square pyramid, Square plane","1e, 2i, 1g, 1a",3,5.0,Cu,0.0,True
mp-26304,Cu9(PO4)8,1.855159729457991,0.1604451499685841,"[4.0, 4.0, 5.0]",2.6666666666666665,2.0,3.0,"Square pyramid, Square plane","1e, 2i, 1g, 1a",2,4.0,Cu,1.0,False
mp-26304,Cu9(PO4)8,1.855159729457991,0.1604451499685841,"[4.0, 4.0, 5.0]",2.6666666666666665,2.0,3.0,"Square pyramid, Square plane","1e, 2i, 1g, 1a",2,4.0,Cu,1.0,False
mp-26304,Cu9(PO4)8,1.855159729457991,0.1604451499685841,"[4.0, 4.0, 5.0]",2.6666666666666665,2.0,3.0,"Square pyramid, Square plane","1e, 2i, 1g, 1a",2,5.0,Cu,1.0,False
mp-26312,Li4Cu(PO4)2,1.3300692092805486,0.965241337651333,[4.0],2.0,2.0,2.0,Tetrahedron,2a,1,4.0,Cu,0.0,True
mp-26467,LiCuPO4,0.1697846309786644,2.229627661656413,[5.0],2.0,2.0,2.0,Square pyramid,4e,1,5.0,Cu,0.0,True
mp-26531,LiCu2P3O10,3.9499255550280976,-1.611960588934163,[6.0],2.0,2.0,2.0,Octahedron,4f,1,6.0,Cu,0.0,True
mp-26532,Cu2P3O10,1.926830348799503,0.1135695913327522,[5.0],2.5,2.5,2.5,Octahedron,4f,1,5.0,Cu,0.0,True
mp-26741,LiCu4(PO4)3,1.8721644353965907,0.2487958714350747,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2e, 4f",2,4.0,Cu,0.0,True
mp-26741,LiCu4(PO4)3,1.8721644353965907,0.2487958714350747,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2e, 4f",2,6.0,Cu,0.0,True
mp-26742,Cu4(PO4)3,1.9681736816137425,0.0812173123926681,"[5.0, 6.0, 4.0]",2.333333333333333,2.0,3.0,"Octahedron, Trigonal bipyramid, Square plane","2e, 4f",3,5.0,Cu,1.0,False
mp-26742,Cu4(PO4)3,1.9681736816137425,0.0812173123926681,"[5.0, 6.0, 4.0]",2.333333333333333,2.0,3.0,"Octahedron, Trigonal bipyramid, Square plane","2e, 4f",3,6.0,Cu,1.0,False
mp-26742,Cu4(PO4)3,1.9681736816137425,0.0812173123926681,"[5.0, 6.0, 4.0]",2.333333333333333,2.0,3.0,"Octahedron, Trigonal bipyramid, Square plane","2e, 4f",3,4.0,Cu,1.0,False
mp-26795,LiCu5P3O13,1.4928422276805149,0.6036308352543299,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane",2i,3,4.0,Cu,0.0,True
mp-26795,LiCu5P3O13,1.4928422276805149,0.6036308352543299,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane",2i,3,5.0,Cu,0.0,True
mp-26795,LiCu5P3O13,1.4928422276805149,0.6036308352543299,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane",2i,3,6.0,Cu,0.0,True
mp-26796,Cu5P3O13,1.8916836046151653,0.1771315439548922,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane",2i,4,4.0,Cu,0.0,True
mp-26796,Cu5P3O13,1.8916836046151653,0.1771315439548922,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane",2i,4,5.0,Cu,0.0,True
mp-26796,Cu5P3O13,1.8916836046151653,0.1771315439548922,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid, Square plane",2i,4,6.0,Cu,0.0,True
mp-26823,Li2Cu3(P2O7)2,1.2220363502925682,0.8403180725724632,[6.0],2.0,2.0,2.0,Octahedron,"4e, 2c",1,6.0,Cu,0.0,True
mp-26851,Li2CuPO4,0.7603451813455016,1.0388035485002007,"[4.0, 5.0]",1.0,1.0,1.0,"Trigonal bipyramid, Tetrahedron","2c, 1b",2,4.0,Cu,0.0,True
mp-26851,Li2CuPO4,0.7603451813455016,1.0388035485002007,"[4.0, 5.0]",1.0,1.0,1.0,"Trigonal bipyramid, Tetrahedron","2c, 1b",2,5.0,Cu,0.0,True
mp-2725306,NaCu3O4,1.85721372967454,0.0476743319489079,"[4.0, 4.0]",1.5,1.0,2.0,Square plane,1a,1,4.0,Cu,1.0,False
mp-2725306,NaCu3O4,1.85721372967454,0.0476743319489079,"[4.0, 4.0]",1.5,1.0,2.0,Square plane,1a,1,4.0,Cu,1.0,False
mp-27383,Nb3CuO8,3.597266465039648,-0.7624792346997582,[6.0],1.0,1.0,1.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-27548,CuTe2O5,3.151048796464246,-1.1055711407430036,[5.0],2.0,2.0,2.0,Square pyramid,4e,1,5.0,Cu,0.0,True
mp-27550,V2(CuO2)5,1.6409429818358134,0.4512753046340749,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid, Trigonal bipyramid, Square plane, See-saw",4e,5,4.0,Cu,0.0,True
mp-27550,V2(CuO2)5,1.6409429818358134,0.4512753046340749,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid, Trigonal bipyramid, Square plane, See-saw",4e,5,5.0,Cu,0.0,True
mp-27550,V2(CuO2)5,1.6409429818358134,0.4512753046340749,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid, Trigonal bipyramid, Square plane, See-saw",4e,5,6.0,Cu,0.0,True
mp-27589,Cu5(PO5)2,1.5324952006314725,0.5840494942936001,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","2i, 1a",2,4.0,Cu,0.0,True
mp-27589,Cu5(PO5)2,1.5324952006314725,0.5840494942936001,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","2i, 1a",2,5.0,Cu,0.0,True
mp-28073,UCuO4,1.9380922016618367,0.0198121835348379,[4.0],2.0,2.0,2.0,Octahedron,2d,1,4.0,Cu,0.0,True
mp-28556,Na3CuO3,1.810898049265471,0.0459109105152209,"[4.0, 4.0, 4.0]",2.333333333333333,2.0,3.0,Square plane,4f,1,4.0,Cu,1.0,False
mp-28556,Na3CuO3,1.810898049265471,0.0459109105152209,"[4.0, 4.0, 4.0]",2.333333333333333,2.0,3.0,Square plane,4f,1,4.0,Cu,1.0,False
mp-28556,Na3CuO3,1.810898049265471,0.0459109105152209,"[4.0, 4.0, 4.0]",2.333333333333333,2.0,3.0,Square plane,4f,1,4.0,Cu,1.0,False
mp-2900776,LiCu4(PO4)3,1.5245511522445767,0.5882392898488664,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",1a,2,4.0,Cu,0.0,True
mp-2900776,LiCu4(PO4)3,1.5245511522445767,0.5882392898488664,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",1a,2,6.0,Cu,0.0,True
mp-29049,SrCuO3,1.902904178445702,0.0442797539359343,[6.0],2.0,2.0,2.0,Octahedron,"1e, 2q",1,6.0,Cu,0.0,True
mp-2912169,CrCuPPb2O9,1.6114457762442094,0.5144879659274414,[6.0],3.0,3.0,3.0,Octahedron,"2d, 2b",1,6.0,Cu,0.0,True
mp-29507,V6Cu11O26,1.688399781776793,0.3888230766739628,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid","2i, 1a",3,5.0,Cu,0.0,True
mp-29507,V6Cu11O26,1.688399781776793,0.3888230766739628,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square pyramid","2i, 1a",3,6.0,Cu,0.0,True
mp-29917,Ca5(CuO2)6,1.9221091008594589,0.016455481989938,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"2a, 2e, 4g",1,4.0,Cu,0.0,True
mp-29917,Ca5(CuO2)6,1.9221091008594589,0.016455481989938,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"2a, 2e, 4g",1,4.0,Cu,0.0,True
mp-29917,Ca5(CuO2)6,1.9221091008594589,0.016455481989938,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"2a, 2e, 4g",1,4.0,Cu,0.0,True
mp-33737,Mn3Cu3O8,2.141940996319158,-0.1000004252120014,"[4.0, 6.0]",1.5,1.0,2.0,"Octahedron, Tetrahedron","1b, 2c",2,4.0,Cu,1.0,False
mp-33737,Mn3Cu3O8,2.141940996319158,-0.1000004252120014,"[4.0, 6.0]",1.5,1.0,2.0,"Octahedron, Tetrahedron","1b, 2c",2,6.0,Cu,1.0,False
mp-34237,Mn2CuO4,2.016985171738209,0.0337566888395049,"[4.0, 4.0, 6.0]",1.6666666666666667,1.0,2.0,"Octahedron, Tetrahedron",1a,2,4.0,Cu,1.0,False
mp-34237,Mn2CuO4,2.016985171738209,0.0337566888395049,"[4.0, 4.0, 6.0]",1.6666666666666667,1.0,2.0,"Octahedron, Tetrahedron",1a,2,4.0,Cu,1.0,False
mp-34237,Mn2CuO4,2.016985171738209,0.0337566888395049,"[4.0, 4.0, 6.0]",1.6666666666666667,1.0,2.0,"Octahedron, Tetrahedron",1a,2,6.0,Cu,1.0,False
mp-3638,Cu2P2O7,1.5665156478536382,0.5641716740497504,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4f,1,5.0,Cu,0.0,True
mp-39091,Co2CuO4,1.881490973954148,0.1248556873738119,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Tetrahedron",1a,2,4.0,Cu,0.0,True
mp-39091,Co2CuO4,1.881490973954148,0.1248556873738119,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Tetrahedron",1a,2,6.0,Cu,0.0,True
mp-39888,NdTi3Fe(CuO4)3,1.91832508660976,0.097045286517146,[4.0],2.0,2.0,2.0,Square plane,3e,1,4.0,Cu,0.0,True
mp-4093,Cu3(PO4)2,1.685564026229995,0.396049153544166,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","2i, 1a",2,4.0,Cu,0.0,True
mp-4093,Cu3(PO4)2,1.685564026229995,0.396049153544166,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","2i, 1a",2,5.0,Cu,0.0,True
mp-4320,CuTeO3,1.7841379781990023,0.3033087726722422,[5.0],2.0,2.0,2.0,Trigonal bipyramid,8d,1,5.0,Cu,0.0,True
mp-4386,Cu2SO5,1.5860771548280144,0.4754470842016965,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","2e, 2i",2,5.0,Cu,0.0,True
mp-4386,Cu2SO5,1.5860771548280144,0.4754470842016965,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","2e, 2i",2,6.0,Cu,0.0,True
mp-4643,Nb2CuO6,3.154165355661504,-0.6531045619199867,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cu,0.0,True
mp-504260,LiCu4(PO4)3,1.5131528403927743,0.6612515324552325,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",8d,2,4.0,Cu,0.0,True
mp-504260,LiCu4(PO4)3,1.5131528403927743,0.6612515324552325,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",8d,2,6.0,Cu,0.0,True
mp-504264,LiCuPO4,1.4163303347242218,0.7051623681256214,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2a, 2d",2,4.0,Cu,0.0,True
mp-504264,LiCuPO4,1.4163303347242218,0.7051623681256214,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane","2a, 2d",2,6.0,Cu,0.0,True
mp-504265,CuPO4,1.6181097921502676,0.5791577032489597,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Square plane","2a, 2d",2,4.0,Cu,0.0,True
mp-504265,CuPO4,1.6181097921502676,0.5791577032489597,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Square plane","2a, 2d",2,6.0,Cu,0.0,True
mp-504567,Mn3(CuO4)2,1.8464614397026868,0.2389506050440817,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True
mp-504588,Cu2H2CO5,1.672882802466845,0.5058138854119066,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",4e,2,4.0,Cu,0.0,True
mp-504588,Cu2H2CO5,1.672882802466845,0.5058138854119066,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",4e,2,6.0,Cu,0.0,True
mp-504747,V2Cu3O8,1.91674442796356,0.0299136710465864,[4.0],2.0,2.0,2.0,Square plane,"2i, 1a",1,4.0,Cu,0.0,True
mp-504864,YCu(WO4)2,3.7865912506263713,-1.0275576150257044,[4.0],1.0,1.0,1.0,Linear,1h,1,4.0,Cu,0.0,True
mp-504871,SrV2CuO7,2.301450659685775,-0.3352675697608172,[5.0],2.0,2.0,2.0,Square pyramid,4c,1,5.0,Cu,0.0,True
mp-504927,CrCuO4,3.191082156763687,-0.9628816063268127,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-504966,Ba2Y2CuPtO8,2.9518109887242385,-0.9905405111051891,[5.0],2.0,2.0,2.0,Square pyramid,4c,1,5.0,Cu,0.0,True
mp-504997,NdCu(WO4)2,3.8403161696458574,-1.0519469590438306,[4.0],1.0,1.0,1.0,Linear,1h,1,4.0,Cu,0.0,True
mp-505090,Na(CuO)2,1.748410992221913,0.2323505925784545,"[2.0, 4.0]",1.5,1.0,2.0,"Linear, Square plane",4c,2,2.0,Cu,1.0,False
mp-505090,Na(CuO)2,1.748410992221913,0.2323505925784545,"[2.0, 4.0]",1.5,1.0,2.0,"Linear, Square plane",4c,2,4.0,Cu,1.0,False
mp-505094,KMgV3Cu4O13,1.7915652275212222,0.2555639819808712,[5.0],2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid","2e, 4f",2,5.0,Cu,0.0,True
mp-505104,Cu3BiSe2ClO8,1.9124449799217216,0.0675951866665013,[4.0],2.0,2.0,2.0,Square plane,"4c, 2a",1,4.0,Cu,0.0,True
mp-505166,ErCu(WO4)2,3.7641676081027233,-1.013174271142803,[4.0],1.0,1.0,1.0,Linear,1h,1,4.0,Cu,0.0,True
mp-505168,DyCu(WO4)2,3.766718241904291,-1.014368022543445,[4.0],1.0,1.0,1.0,Linear,1h,1,4.0,Cu,0.0,True
mp-505268,BaLu2CuO5,4.6701599215307965,-2.845496759440939,[5.0],2.0,2.0,2.0,Square pyramid,4c,1,5.0,Cu,0.0,True
mp-505342,MnCu(Te2O5)2,1.5090064889300527,0.5851609434250074,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Cu,0.0,True
mp-505349,KCuPO4,1.8490726908141029,0.2053078581035587,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, See-saw",2a,2,4.0,Cu,0.0,True
mp-505349,KCuPO4,1.8490726908141029,0.2053078581035587,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, See-saw",2a,2,5.0,Cu,0.0,True
mp-505424,VCdCuO4,0.338526713119154,2.6020159255211306,[4.0],2.0,2.0,2.0,Tetrahedron,2c,1,4.0,Cu,0.0,True
mp-505436,CuP4O11,0.9658157348519566,1.0404491209741138,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cu,0.0,True
mp-505508,V2Cu2O7,1.4644264520033954,0.7347022888762104,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4b,1,5.0,Cu,0.0,True
mp-505808,BaEr2CuO5,4.795119413051432,-2.9734269691345,[5.0],2.0,2.0,2.0,Square pyramid,4c,1,5.0,Cu,0.0,True
mp-505811,FeCuPO5,1.315067895417533,0.733721252489826,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True
mp-510018,Rb2CuH12(SeO7)2,1.7893056986524492,0.2970000196157345,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-510294,Sr2CuWO6,0.7184136812316936,1.2728147117998363,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Cu,0.0,True
mp-510459,MnVCuO4,0.880263876039459,1.7460430215886524,[4.0],2.0,2.0,2.0,Tetrahedron,2c,1,4.0,Cu,0.0,True
mp-510475,Y2Cu2O5,1.7787156823583934,0.2815861013418043,"[3.0, 4.0]",2.0,2.0,2.0,"T-shaped, See-saw",4c,2,3.0,Cu,0.0,True
mp-510475,Y2Cu2O5,1.7787156823583934,0.2815861013418043,"[3.0, 4.0]",2.0,2.0,2.0,"T-shaped, See-saw",4c,2,4.0,Cu,0.0,True
mp-510547,Cu2H3ClO3,0.7662271164828117,1.573583153989237,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4c, 4a",2,4.0,Cu,0.0,True
mp-510547,Cu2H3ClO3,0.7662271164828117,1.573583153989237,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4c, 4a",2,5.0,Cu,0.0,True
mp-510608,ZnCuAsHO5,2.152411673982938,0.0074147866525109,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-510654,Cu2PHO5,1.6790647598784123,0.4105801940663262,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4g, 4f",2,5.0,Cu,0.0,True
mp-510654,Cu2PHO5,1.6790647598784123,0.4105801940663262,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4g, 4f",2,6.0,Cu,0.0,True
mp-510729,CaCuAsHO5,1.4149365961447251,0.6842410803805736,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True
mp-5169,Cu4P2O9,1.449824091753292,0.645190057356631,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square plane",2i,3,4.0,Cu,0.0,True
mp-5169,Cu4P2O9,1.449824091753292,0.645190057356631,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square plane",2i,3,5.0,Cu,0.0,True
mp-5169,Cu4P2O9,1.449824091753292,0.645190057356631,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid, Square plane",2i,3,6.0,Cu,0.0,True
mp-530641,Y4Cu7O16,1.8651736049654843,0.0289772252429109,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,Square plane,"1d, 1h, 1f, 2i, 1a",1,4.0,Cu,1.0,False
mp-530641,Y4Cu7O16,1.8651736049654843,0.0289772252429109,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,Square plane,"1d, 1h, 1f, 2i, 1a",1,4.0,Cu,1.0,False
mp-530641,Y4Cu7O16,1.8651736049654843,0.0289772252429109,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,Square plane,"1d, 1h, 1f, 2i, 1a",1,4.0,Cu,1.0,False
mp-530641,Y4Cu7O16,1.8651736049654843,0.0289772252429109,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,Square plane,"1d, 1h, 1f, 2i, 1a",1,4.0,Cu,1.0,False
