material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cu_wyckoff,num_Cu_chemenvs,CN,element,charge_range,is_single_charge
mp-1218582,Sr2YCu3(PbO4)2,1.6898024697692366,0.3907235669640748,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2n, 1c",2,5.0,Cu,1.0,False
mp-1218599,Sr6Pr3Cu6O17,1.7801031439641335,0.2646356740206723,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4e, 2d",2,4.0,Cu,0.0,True
mp-1218599,Sr6Pr3Cu6O17,1.7801031439641335,0.2646356740206723,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4e, 2d",2,5.0,Cu,0.0,True
mp-1218607,Sr4CeNd3Nb2(CuO5)4,2.0553985838051627,0.0114985408594179,"[5.0, 5.0, 5.0, 5.0]",1.5,1.0,2.0,Square pyramid,"1a, 1b",1,5.0,Cu,1.0,False
mp-1218607,Sr4CeNd3Nb2(CuO5)4,2.0553985838051627,0.0114985408594179,"[5.0, 5.0, 5.0, 5.0]",1.5,1.0,2.0,Square pyramid,"1a, 1b",1,5.0,Cu,1.0,False
mp-1218607,Sr4CeNd3Nb2(CuO5)4,2.0553985838051627,0.0114985408594179,"[5.0, 5.0, 5.0, 5.0]",1.5,1.0,2.0,Square pyramid,"1a, 1b",1,5.0,Cu,1.0,False
mp-1218607,Sr4CeNd3Nb2(CuO5)4,2.0553985838051627,0.0114985408594179,"[5.0, 5.0, 5.0, 5.0]",1.5,1.0,2.0,Square pyramid,"1a, 1b",1,5.0,Cu,1.0,False
mp-1218617,Sr4CaHoCu6(PbO4)4,1.7760505755398512,0.2557392202962532,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear","1h, 2i, 1b",2,2.0,Cu,1.0,False
mp-1218617,Sr4CaHoCu6(PbO4)4,1.7760505755398512,0.2557392202962532,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear","1h, 2i, 1b",2,2.0,Cu,1.0,False
mp-1218617,Sr4CaHoCu6(PbO4)4,1.7760505755398512,0.2557392202962532,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear","1h, 2i, 1b",2,5.0,Cu,1.0,False
mp-1218619,Sr4CePr3Nb2(CuO5)4,2.0281342333628265,0.0356686979447902,"[5.0, 5.0]",1.5,1.0,2.0,Square pyramid,"1a, 1b",1,5.0,Cu,1.0,False
mp-1218619,Sr4CePr3Nb2(CuO5)4,2.0281342333628265,0.0356686979447902,"[5.0, 5.0]",1.5,1.0,2.0,Square pyramid,"1a, 1b",1,5.0,Cu,1.0,False
mp-1218622,Sr4CeSm3Nb2(CuO5)4,2.097860185455618,-0.0214765457932367,"[5.0, 5.0]",2.0,2.0,2.0,Square pyramid,"1a, 1b",1,5.0,Cu,0.0,True
mp-1218622,Sr4CeSm3Nb2(CuO5)4,2.097860185455618,-0.0214765457932367,"[5.0, 5.0]",2.0,2.0,2.0,Square pyramid,"1a, 1b",1,5.0,Cu,0.0,True
mp-1218623,Sr3La(CuO2)4,1.13940129659436,1.080622316653072,"[2.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Linear, Square plane",2a,2,2.0,Cu,1.0,False
mp-1218623,Sr3La(CuO2)4,1.13940129659436,1.080622316653072,"[2.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Linear, Square plane",2a,2,4.0,Cu,1.0,False
mp-1218623,Sr3La(CuO2)4,1.13940129659436,1.080622316653072,"[2.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Linear, Square plane",2a,2,5.0,Cu,1.0,False
mp-1218645,Sr4CeY3Fe2(Cu2O9)2,1.787450070703393,0.2220897206518654,"[4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 1a",2,4.0,Cu,0.0,True
mp-1218645,Sr4CeY3Fe2(Cu2O9)2,1.787450070703393,0.2220897206518654,"[4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 1a",2,4.0,Cu,0.0,True
mp-1218645,Sr4CeY3Fe2(Cu2O9)2,1.787450070703393,0.2220897206518654,"[4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 1a",2,5.0,Cu,0.0,True
mp-1218649,Sr2Y4Fe2Cu2O13,2.29995803689011,-0.2832308562336513,[5.0],2.0,2.0,2.0,Square pyramid,4f,1,5.0,Cu,0.0,True
mp-1218662,Sr6Ce2Y4Fe3(CuO8)3,2.2234222138633672,-0.2268651798248486,"[5.0, 5.0]",2.0,2.0,2.0,Square pyramid,1a,1,5.0,Cu,0.0,True
mp-1218662,Sr6Ce2Y4Fe3(CuO8)3,2.2234222138633672,-0.2268651798248486,"[5.0, 5.0]",2.0,2.0,2.0,Square pyramid,1a,1,5.0,Cu,0.0,True
mp-1218669,Sr6Y3Fe(Cu4O11)2,1.7047642420314308,0.289920599005259,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2m,2,4.0,Cu,0.0,True
mp-1218669,Sr6Y3Fe(Cu4O11)2,1.7047642420314308,0.289920599005259,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2m,2,5.0,Cu,0.0,True
mp-1218669,Sr6Y3Fe(Cu4O11)2,1.7047642420314308,0.289920599005259,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2m,2,5.0,Cu,0.0,True
mp-1218681,Sr4Mn2CuO9,1.6458343794264363,0.4848264698759232,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Cu,0.0,True
mp-1218685,Sr4CaYCu6(PbO4)4,1.814801008990635,0.306200592172338,"[2.0, 5.0]",1.83,1.83,1.83,"Square pyramid, Linear","2e, 4g",2,2.0,Cu,0.0,True
mp-1218685,Sr4CaYCu6(PbO4)4,1.814801008990635,0.306200592172338,"[2.0, 5.0]",1.83,1.83,1.83,"Square pyramid, Linear","2e, 4g",2,5.0,Cu,0.0,True
mp-1218712,Sr6CaY2Ga3(Cu2O7)3,1.985817796366626,0.0512765297186477,"[5.0, 5.0]",2.0,2.0,2.0,Square pyramid,2a,1,5.0,Cu,0.0,True
mp-1218712,Sr6CaY2Ga3(Cu2O7)3,1.985817796366626,0.0512765297186477,"[5.0, 5.0]",2.0,2.0,2.0,Square pyramid,2a,1,5.0,Cu,0.0,True
mp-1218726,Sr2NdCu3(PbO4)2,1.6080877132905211,0.4798200135055498,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2i, 1b",2,2.0,Cu,1.0,False
mp-1218726,Sr2NdCu3(PbO4)2,1.6080877132905211,0.4798200135055498,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2i, 1b",2,5.0,Cu,1.0,False
mp-1218727,Sr2PrCu3(PbO4)2,1.556013453304335,0.5347726649700169,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2i, 1b",2,2.0,Cu,1.0,False
mp-1218727,Sr2PrCu3(PbO4)2,1.556013453304335,0.5347726649700169,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2i, 1b",2,5.0,Cu,1.0,False
mp-1218732,Sr7Cu2HgBiSbO15,1.3734611588762518,0.6254484724317427,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2f,1,6.0,Cu,0.0,True
mp-1218732,Sr7Cu2HgBiSbO15,1.3734611588762518,0.6254484724317427,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2f,1,6.0,Cu,0.0,True
mp-1218734,Sr4CaYCu6(PbO4)4,1.77156388210568,0.2537294075130346,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear","1h, 2i, 1b",2,2.0,Cu,1.0,False
mp-1218734,Sr4CaYCu6(PbO4)4,1.77156388210568,0.2537294075130346,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear","1h, 2i, 1b",2,2.0,Cu,1.0,False
mp-1218734,Sr4CaYCu6(PbO4)4,1.77156388210568,0.2537294075130346,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear","1h, 2i, 1b",2,5.0,Cu,1.0,False
mp-1218736,Sr6Ce2Y4Fe3(CuO8)3,2.276682415176613,-0.2754420884471231,"[5.0, 5.0]",2.0,2.0,2.0,Square pyramid,1a,1,5.0,Cu,0.0,True
mp-1218736,Sr6Ce2Y4Fe3(CuO8)3,2.276682415176613,-0.2754420884471231,"[5.0, 5.0]",2.0,2.0,2.0,Square pyramid,1a,1,5.0,Cu,0.0,True
mp-1218738,Sr6Ca4Cu17O29,1.8740589184480008,0.0593850571347307,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"1d, 2i, 2h, 4j",1,4.0,Cu,0.0,True
mp-1218738,Sr6Ca4Cu17O29,1.8740589184480008,0.0593850571347307,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"1d, 2i, 2h, 4j",1,4.0,Cu,0.0,True
mp-1218738,Sr6Ca4Cu17O29,1.8740589184480008,0.0593850571347307,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"1d, 2i, 2h, 4j",1,4.0,Cu,0.0,True
mp-1218745,Sr4CuIr2O9,1.8122910939141668,0.3332744552255569,[4.0],2.0,2.0,2.0,"Square plane, Trigonal prism",1a,2,4.0,Cu,0.0,True
mp-1218785,Sr8Ca3NdTl2Cu8(PbO14)2,1.9871396654335751,0.0818464538327985,"[5.0, 5.0]",2.5,2.0,3.0,Square pyramid,"4n, 4m",1,5.0,Cu,1.0,False
mp-1218785,Sr8Ca3NdTl2Cu8(PbO14)2,1.9871396654335751,0.0818464538327985,"[5.0, 5.0]",2.5,2.0,3.0,Square pyramid,"4n, 4m",1,5.0,Cu,1.0,False
mp-1218827,Sr9Nd3Cu12(PbO4)8,1.7772860437510647,0.2972208937118085,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear",2i,2,2.0,Cu,1.0,False
mp-1218827,Sr9Nd3Cu12(PbO4)8,1.7772860437510647,0.2972208937118085,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear",2i,2,2.0,Cu,1.0,False
mp-1218827,Sr9Nd3Cu12(PbO4)8,1.7772860437510647,0.2972208937118085,"[2.0, 2.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Linear",2i,2,5.0,Cu,1.0,False
mp-1218854,Sr2CeYCu2RuO10,0.6463326550448573,1.5072646205982068,[5.0],2.0,2.0,2.0,Square pyramid,1a,1,5.0,Cu,0.0,True
mp-1218869,Sr2Cu2RuPb2ClO8,0.0231023802362369,2.1679574476683703,[5.0],2.0,2.0,2.0,Square pyramid,2c,1,5.0,Cu,0.0,True
mp-1218870,Sr4CaYCu4Bi2(PbO8)2,0.955193614712919,1.000831815422791,[5.0],1.75,1.75,1.75,Square pyramid,4g,1,5.0,Cu,0.0,True
mp-1218877,Sr2CePrCu3(PbO5)2,1.813719616372677,0.2818761257534292,"[2.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Linear",1a,2,2.0,Cu,0.0,True
mp-1218877,Sr2CePrCu3(PbO5)2,1.813719616372677,0.2818761257534292,"[2.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Linear",1a,2,5.0,Cu,0.0,True
mp-1218930,Sr2CaCu2(BiO4)2,0.4221205925487221,1.7875801282357249,[5.0],2.0,2.0,2.0,Square plane,4d,1,5.0,Cu,0.0,True
mp-1219316,Sm2Ti12(CuO4)9,1.9830003367723044,-0.013810323005894,[4.0],2.0,2.0,2.0,"Octahedron, Square pyramid","3e, 6g",2,4.0,Cu,0.0,True
mp-1219621,RbCu2H3(SO5)2,1.9600985809661844,0.1886180060699149,[6.0],2.0,2.0,2.0,Octahedron,2b,1,6.0,Cu,0.0,True
mp-1220123,NdMn5(CuO6)2,1.9094995510930304,0.0155964110388213,"[4.0, 4.0]",1.5,1.0,2.0,Square plane,"1d, 1b",1,4.0,Cu,1.0,False
mp-1220123,NdMn5(CuO6)2,1.9094995510930304,0.0155964110388213,"[4.0, 4.0]",1.5,1.0,2.0,Square plane,"1d, 1b",1,4.0,Cu,1.0,False
mp-1220529,Nd2Ti12(CuO4)9,1.976190072208021,0.0002050708396439,[4.0],2.0,2.0,2.0,"Octahedron, Square plane","3f, 6g",2,4.0,Cu,0.0,True
mp-1221084,NaCu2H3(SO5)2,2.100686479616148,0.0248982759095481,[6.0],2.0,2.0,2.0,Octahedron,2b,1,6.0,Cu,0.0,True
mp-1221493,Na2Cu4P2ClO9,1.553820813515409,0.4792082052253736,"[2.0, 4.0, 6.0]",1.6666666666666667,1.0,2.0,"Octahedron, Trigonal bipyramid, T-shaped","2a, 4g, 2c",3,2.0,Cu,1.0,False
mp-1221493,Na2Cu4P2ClO9,1.553820813515409,0.4792082052253736,"[2.0, 4.0, 6.0]",1.6666666666666667,1.0,2.0,"Octahedron, Trigonal bipyramid, T-shaped","2a, 4g, 2c",3,4.0,Cu,1.0,False
mp-1221493,Na2Cu4P2ClO9,1.553820813515409,0.4792082052253736,"[2.0, 4.0, 6.0]",1.6666666666666667,1.0,2.0,"Octahedron, Trigonal bipyramid, T-shaped","2a, 4g, 2c",3,6.0,Cu,1.0,False
mp-1221671,Na2Cu2Si5(H3O8)2,1.6768008356245332,0.4605235789493804,[5.0],2.0,2.0,2.0,Square pyramid,2a,1,5.0,Cu,0.0,True
mp-1221712,MnCu(AgO2)2,2.033743494152629,0.027308815673878,[6.0],2.0,2.0,2.0,Octahedron,1g,1,6.0,Cu,0.0,True
mp-1221729,Na5(CuO2)3,1.9388539103118656,-0.0125517280426498,"[4.0, 4.0]",2.0,2.0,2.0,Square plane,4e,1,4.0,Cu,0.0,True
mp-1221729,Na5(CuO2)3,1.9388539103118656,-0.0125517280426498,"[4.0, 4.0]",2.0,2.0,2.0,Square plane,4e,1,4.0,Cu,0.0,True
mp-1221799,Mn3Cu2NiO8,2.080812064838706,-0.0671374249418202,[4.0],1.0,1.0,1.0,Tetrahedron,2c,1,4.0,Cu,0.0,True
mp-1221994,Mn3Cu(Te2O5)4,1.531981557666444,0.5510702541577548,[6.0],2.0,2.0,2.0,Octahedron,2d,1,6.0,Cu,0.0,True
mp-1222038,MgCu2(PO4)2,1.8001015532215745,0.2766324162208899,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane",1a,2,4.0,Cu,0.0,True
mp-1222038,MgCu2(PO4)2,1.8001015532215745,0.2766324162208899,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane",1a,2,5.0,Cu,0.0,True
mp-1222077,Mn5Cu3(Te2O5)8,1.5764880475553418,0.5124871134114211,[6.0],2.0,2.0,2.0,Octahedron,"1d, 1c, 1a",1,6.0,Cu,0.0,True
mp-1222146,MgIn2Ga2CuO8,0.7428144888056194,1.429563837070153,[5.0],2.0,2.0,2.0,Trigonal bipyramid,1b,1,5.0,Cu,0.0,True
mp-1222156,Mn5Cu(PO4)4,1.8870196490178464,0.182030070689051,[4.0],2.0,2.0,2.0,See-saw,2a,1,4.0,Cu,0.0,True
mp-1222158,MgV4Cu3O14,1.7034585473445834,0.3557451152111748,[5.0],2.0,2.0,2.0,Trigonal bipyramid,1a,1,5.0,Cu,0.0,True
mp-1222453,LiLa4CuO8,1.613396864170764,0.5950611006858113,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Cu,0.0,True
mp-1222487,LiLa8Cu3O16,2.010682300154313,0.0569184025628489,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1g, 1a, 1b",1,6.0,Cu,1.0,False
mp-1222487,LiLa8Cu3O16,2.010682300154313,0.0569184025628489,"[6.0, 6.0]",2.5,2.0,3.0,Octahedron,"1g, 1a, 1b",1,6.0,Cu,1.0,False
mp-1222546,LiCuSbO4,0.9392057914968136,1.0940854058479714,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-1222666,LiMn2Cu(RuO4)2,1.993826786527248,0.015001132274233,[4.0],1.0,1.0,1.0,Tetrahedron,1a,1,4.0,Cu,0.0,True
mp-1222686,LiCuRu2(RhO4)2,1.1052115410113532,0.7005313106686085,[4.0],1.0,1.0,1.0,Tetrahedron,1b,1,4.0,Cu,0.0,True
mp-1222709,Li3(CuO2)2,1.87955053002122,0.008029245682952,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,1a,1,4.0,Cu,1.0,False
mp-1222709,Li3(CuO2)2,1.87955053002122,0.008029245682952,"[4.0, 4.0]",2.5,2.0,3.0,Square plane,1a,1,4.0,Cu,1.0,False
mp-1222758,Mg3V6Cd2Cu3PbO24,1.7082299786550323,0.3488714053339471,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",1a,2,4.0,Cu,0.0,True
mp-1222758,Mg3V6Cd2Cu3PbO24,1.7082299786550323,0.3488714053339471,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",1a,2,6.0,Cu,0.0,True
mp-1223163,La4ZnCu(RhO6)2,1.969418728641637,0.0960667261610696,[6.0],2.0,2.0,2.0,Octahedron,1e,1,6.0,Cu,0.0,True
mp-1223365,La2CuRhO6,1.479903462261841,0.5694988145105624,[6.0],2.0,2.0,2.0,Octahedron,2d,1,6.0,Cu,0.0,True
mp-1223515,KCu2H3(SO5)2,2.0050084822450147,0.1220058309601992,[6.0],2.0,2.0,2.0,Octahedron,2b,1,6.0,Cu,0.0,True
mp-1223573,KBaV2CuClO7,1.217487441464527,0.7998585736046904,[4.0],2.0,2.0,2.0,Square pyramid,2c,1,4.0,Cu,0.0,True
mp-1223612,Mg2V6Cu4O21,1.7120436493906652,0.3464763560406622,[5.0],2.0,2.0,2.0,Trigonal bipyramid,1a,1,5.0,Cu,0.0,True
mp-1223629,La4ZnCu2MoO12,1.2927360274884572,1.002928036286649,"[4.0, 5.0]",2.0,2.0,2.0,T-shaped,2i,1,4.0,Cu,0.0,True
mp-1223629,La4ZnCu2MoO12,1.2927360274884572,1.002928036286649,"[4.0, 5.0]",2.0,2.0,2.0,T-shaped,2i,1,5.0,Cu,0.0,True
mp-1223691,La3ZnCuRh2PbO12,2.123599005756676,-0.0179064160367254,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-1223744,K2Mg5Cu3(AsO4)6,1.724289332301015,0.3460326798184122,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",1a,2,4.0,Cu,0.0,True
mp-1223744,K2Mg5Cu3(AsO4)6,1.724289332301015,0.3460326798184122,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square plane",1a,2,6.0,Cu,0.0,True
mp-1223921,K2VCo6Cu2As5O24,0.074661978181211,2.712132367476563,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Cu,0.0,True
mp-1224030,InCuO3,1.7808976985709914,0.1662607742389421,[5.0],2.0,2.0,2.0,Trigonal bipyramid,1a,1,5.0,Cu,0.0,True
mp-1224553,K8Cu9S8(ClO18)2,1.497962994113593,0.6376630006617561,"[4.0, 5.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",1a,2,4.0,Cu,0.0,True
mp-1224553,K8Cu9S8(ClO18)2,1.497962994113593,0.6376630006617561,"[4.0, 5.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",1a,2,5.0,Cu,0.0,True
mp-1224662,Ho5Cu(WO4)8,2.5743137621514114,-0.1013634047873067,[6.0],1.0,1.0,1.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-1224824,Mn5Cu(Te2O5)6,1.5023593124335215,0.5824048308065187,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-1225821,Cu2P2O7,1.6152408985404283,0.4979472958545517,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, See-saw",1a,2,4.0,Cu,0.0,True
mp-1225821,Cu2P2O7,1.6152408985404283,0.4979472958545517,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, See-saw",1a,2,6.0,Cu,0.0,True
mp-1225822,Cu5SeCl5O4,1.788593460162683,0.2182108521654197,"[0, 1.0, 2.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Tetrahedron, Square plane",2a,3,0.0,Cu,1.0,False
mp-1225822,Cu5SeCl5O4,1.788593460162683,0.2182108521654197,"[0, 1.0, 2.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Tetrahedron, Square plane",2a,3,1.0,Cu,1.0,False
mp-1225822,Cu5SeCl5O4,1.788593460162683,0.2182108521654197,"[0, 1.0, 2.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Tetrahedron, Square plane",2a,3,2.0,Cu,1.0,False
mp-1225822,Cu5SeCl5O4,1.788593460162683,0.2182108521654197,"[0, 1.0, 2.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Tetrahedron, Square plane",2a,3,3.0,Cu,1.0,False
mp-1225822,Cu5SeCl5O4,1.788593460162683,0.2182108521654197,"[0, 1.0, 2.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Tetrahedron, Square plane",2a,3,4.0,Cu,1.0,False
mp-1225837,Cu4PtO5,1.954088195674448,0.0128208085492288,[4.0],1.5,1.5,1.5,Square plane,"1e, 2n, 2m, 1a",1,4.0,Cu,0.0,True
mp-1225851,Cu2Bi3Sb3O14,1.2267135162627407,0.8340321141903445,"[6.0, 8.0]",2.0,2.0,2.0,"Octahedron, Hexagonal bipyramid","1a, 1b",2,6.0,Cu,0.0,True
mp-1225851,Cu2Bi3Sb3O14,1.2267135162627407,0.8340321141903445,"[6.0, 8.0]",2.0,2.0,2.0,"Octahedron, Hexagonal bipyramid","1a, 1b",2,8.0,Cu,0.0,True
mp-1225882,Cu2AgO4,1.837164100902564,0.00279938448217,[4.0],2.0,2.0,2.0,Square plane,"1g, 1f",1,4.0,Cu,0.0,True
mp-1225986,Cu2Ag5Se4NO15,1.4668837064656948,0.6652526315354981,"[4.0, 6.0]",2.0,2.0,2.0,Octahedron,1a,1,4.0,Cu,0.0,True
mp-1225986,Cu2Ag5Se4NO15,1.4668837064656948,0.6652526315354981,"[4.0, 6.0]",2.0,2.0,2.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-1226029,Fe14Cu7(PO4)18,1.7226118664662795,0.3830244755802195,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","2i, 1a",2,5.0,Cu,0.0,True
mp-1226029,Fe14Cu7(PO4)18,1.7226118664662795,0.3830244755802195,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","2i, 1a",2,6.0,Cu,0.0,True
mp-1226046,CsInCu(PO3)6,1.523496982665147,0.5432934331188902,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-1226080,CuAg10(PbO4)3,1.3420264190035802,0.683465621702289,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-1226214,Co7CuAs4(HO5)4,3.073799553023172,-1.1336974754014566,[5.0],2.0,2.0,2.0,Trigonal bipyramid,1b,1,5.0,Cu,0.0,True
mp-1226362,Cu6Te2Mo2H2Cl4O15,1.9356132904780907,0.0193549059070746,"[3.0, 4.0]",2.0,2.0,2.0,Square plane,1a,1,3.0,Cu,0.0,True
mp-1226362,Cu6Te2Mo2H2Cl4O15,1.9356132904780907,0.0193549059070746,"[3.0, 4.0]",2.0,2.0,2.0,Square plane,1a,1,4.0,Cu,0.0,True
mp-1226426,Cu12Mo3S5O36,1.781569943921903,0.3226473843558606,"[5.0, 6.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid","1b, 1a, 2c",2,5.0,Cu,1.0,False
mp-1226426,Cu12Mo3S5O36,1.781569943921903,0.3226473843558606,"[5.0, 6.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid","1b, 1a, 2c",2,6.0,Cu,1.0,False
mp-1226426,Cu12Mo3S5O36,1.781569943921903,0.3226473843558606,"[5.0, 6.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid","1b, 1a, 2c",2,6.0,Cu,1.0,False
mp-1227234,CaMn2Cu3(RuO6)2,1.9076748361357336,0.0222118726087639,[4.0],2.0,2.0,2.0,Square plane,"1d, 1c, 1b",1,4.0,Cu,0.0,True
mp-1227254,CaMnCu3(RuO4)3,1.9106847889089984,0.0194501076261112,[4.0],1.67,1.67,1.67,Square plane,3e,1,4.0,Cu,0.0,True
mp-1227431,BaSrSm(CuO2)3,1.2847059828767151,0.9490029990523244,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear",1a,2,2.0,Cu,1.0,False
mp-1227431,BaSrSm(CuO2)3,1.2847059828767151,0.9490029990523244,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear",1a,2,5.0,Cu,1.0,False
mp-1227433,BaSrY(CuO2)4,1.8546190467467447,0.1450300985057185,"[4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,4.0,Cu,0.0,True
mp-1227433,BaSrY(CuO2)4,1.8546190467467447,0.1450300985057185,"[4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,4.0,Cu,0.0,True
mp-1227433,BaSrY(CuO2)4,1.8546190467467447,0.1450300985057185,"[4.0, 4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,5.0,Cu,0.0,True
mp-1227458,BaSrPrCu3O7,1.704951119020682,0.3409976120813057,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,4.0,Cu,0.0,True
mp-1227458,BaSrPrCu3O7,1.704951119020682,0.3409976120813057,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,5.0,Cu,0.0,True
mp-1227472,BaYCoCuO5,3.6759480117992864,-1.7760370710746192,[5.0],2.0,2.0,2.0,Square pyramid,2c,1,5.0,Cu,0.0,True
mp-1227474,BaSrSmCu3O7,1.9079864201000003,0.0904295488068333,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,4.0,Cu,0.0,True
mp-1227474,BaSrSmCu3O7,1.9079864201000003,0.0904295488068333,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,5.0,Cu,0.0,True
mp-1227474,BaSrSmCu3O7,1.9079864201000003,0.0904295488068333,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,5.0,Cu,0.0,True
mp-1227498,BaSrNdCu3O7,1.9012285167749856,0.0972072109478582,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,4.0,Cu,0.0,True
mp-1227498,BaSrNdCu3O7,1.9012285167749856,0.0972072109478582,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,5.0,Cu,0.0,True
mp-1227498,BaSrNdCu3O7,1.9012285167749856,0.0972072109478582,"[4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",1a,2,5.0,Cu,0.0,True
mp-1227647,BaSrYCu3PbO7,1.704624089852065,0.4057557627891194,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear",1a,2,2.0,Cu,1.0,False
