material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cu_wyckoff,num_Cu_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,15.0,5.0,1.9504651544938816,2.27527175768056,2.03003470790886,0.12370146816545487,0.32480660318667853,74.90966663471934,37.71051710293977,8.537736462515939e-07,98.78165860405412,5.0,1.0,1,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,16.0,5.0,1.9543278900829273,2.2848961186519023,2.035072270611549,0.12597841784984282,0.33056822856897505,75.11044277041387,37.86143932151948,0.0,99.4866709239267,5.0,1.0,2,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,17.0,5.0,1.9543533238609858,2.2838061222367756,2.0347810075322625,0.1255688532479179,0.3294527983757898,75.10595445935837,37.858009836416024,0.0,99.4911320428359,5.0,1.0,3,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,18.0,5.0,1.9544331126063605,2.2835513562633807,2.0347857101651123,0.12543902746835534,0.32911824365702014,75.10934173450076,37.86061772024515,0.0,99.50511288128588,5.0,1.0,4,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,19.0,5.0,1.9537139066262468,2.29030472342329,2.035656710752554,0.12836959428244615,0.3365908167970433,75.07993039157716,37.83803870868995,0.0,99.37830371217711,5.0,1.0,5,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,20.0,5.0,1.9504651544938814,2.275271757680561,2.03003470790886,0.12370146816545528,0.32480660318667964,74.90966646396461,37.710517442133714,0.0,98.78165860405409,5.0,1.0,6,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,21.0,5.0,1.9537139066262474,2.2903047234232936,2.035656710752554,0.1283695942824478,0.33659081679704617,75.07993047695452,37.83803853928035,0.0,99.37830371217721,5.0,1.0,7,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,22.0,5.0,1.95443311260636,2.2835513562633913,2.0347857101651146,0.12543902746835975,0.32911824365703124,75.10934190525545,37.860617381495366,8.537736462515939e-07,99.50511288128578,5.0,1.0,8,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,23.0,5.0,1.9543533238609834,2.2838061222367685,2.0347810075322603,0.1255688532479156,0.3294527983757851,75.10595463011309,37.8580094976582,8.537736462515939e-07,99.49113204283579,5.0,1.0,9,"Square pyramid, Square plane"
mp-1229303,Ba10GdY4(Cu3O7)5,2.1814603035591986,-0.1810263785224724,"[4.0, 5.0, 4.0, 5.0]",1.75,1.0,2.0,"Square pyramid, Square plane","2q, 1c",2,5.0,Cu,1.0,False,24.0,5.0,1.9543278900829253,2.2848961186519006,2.0350722706115474,0.1259784178498429,0.3305682285689753,75.11044277041383,37.86143932151945,0.0,99.48667092392654,5.0,1.0,10,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,25.0,4.0,1.8860062799445145,1.9635280366475336,1.9244157843502259,0.03841271867483397,0.07752175670301908,14.410358930346993,11.05702112002375,0.0,26.990429150821384,4.0,1.0,1,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,26.0,4.0,1.8871542134179253,1.9633789124265029,1.924757823680016,0.037610492365512574,0.07622469900857753,90.00037287767806,51.960878411931745,0.0022372660683843194,180.0,4.0,1.0,2,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,27.0,4.0,1.888215090110004,1.9604305696039166,1.9243228298569603,0.0361077397469553,0.0722154794939125,90.0,51.96152422706632,0.0,180.0,4.0,1.0,3,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,28.0,4.0,1.887154213417924,1.963378912426501,1.9247578236800156,0.03761049236551267,0.07622469900857709,90.00037287767806,51.960878411931745,0.0022372660683843194,180.0,4.0,1.0,4,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,29.0,4.0,1.8860062799445136,1.9635280366475278,1.9244157843502245,0.03841271867483305,0.0775217567030142,90.00784941478832,51.947941025868296,0.04709648872995008,180.0,4.0,1.0,5,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,15.0,5.0,1.954162737360273,2.279910268765951,2.0332477527684016,0.12431330663799386,0.3257475314056779,56.92427349917214,40.41041581199603,0.0,91.0226548323419,5.0,1.0,1,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,16.0,5.0,1.955851640852829,2.2834925585078807,2.033422635758728,0.12575988913079117,0.32764091765505166,91.32387518788573,36.92375516743736,8.537736462515939e-07,162.08103606158173,5.0,1.0,2,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,17.0,5.0,1.9562782218899066,2.29439711601223,2.0331199630007237,0.1310444627114793,0.33811889412232343,91.32474447325907,36.87344726738403,0.0,161.77389910964263,5.0,1.0,3,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,18.0,5.0,1.955851640852829,2.283492558507881,2.033422635758728,0.12575988913079136,0.3276409176550521,91.32387518788573,36.92375516743736,8.537736462515939e-07,162.08103606158176,5.0,1.0,4,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,19.0,5.0,1.9541627373602728,2.2799102687659514,2.0332477527684008,0.12431330663799442,0.3257475314056786,91.30571785624338,37.024654685832374,0.0,162.77451386076385,5.0,1.0,5,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,20.0,5.0,1.9541627373602728,2.279910268765951,2.033247752768401,0.12431330663799395,0.32574753140567814,56.924273499172145,40.41041581199602,0.0,91.0226548323419,5.0,1.0,6,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,21.0,5.0,1.9558516408528286,2.2834925585078825,2.033422635758728,0.125759889130792,0.3276409176550539,91.32387510250835,36.923755378601996,0.0,162.08103606158173,5.0,1.0,7,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,22.0,5.0,1.9562782218899064,2.294397116012231,2.0331199630007237,0.1310444627114797,0.33811889412232454,91.32474447325907,36.87344726738403,0.0,161.7738991096426,5.0,1.0,8,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,23.0,5.0,1.9558516408528288,2.2834925585078842,2.0334226357587286,0.1257598891307927,0.32764091765505543,91.32387510250837,36.923755378602,0.0,162.08103606158176,5.0,1.0,9,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,24.0,5.0,1.9541627373602728,2.2799102687659514,2.0332477527684008,0.12431330663799448,0.3257475314056786,91.30571785624338,37.02465468583237,0.0,162.77451386076382,5.0,1.0,10,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,25.0,4.0,1.8860062799445145,1.9635280366475336,1.9244157843502259,0.03841271867483397,0.07752175670301908,14.410358930346993,11.05702112002375,0.0,26.990429150821384,4.0,1.0,1,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,26.0,4.0,1.8871542134179253,1.9633789124265029,1.924757823680016,0.037610492365512574,0.07622469900857753,90.00037287767806,51.960878411931745,0.0022372660683843194,180.0,4.0,1.0,2,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,27.0,4.0,1.888215090110004,1.9604305696039166,1.9243228298569603,0.0361077397469553,0.0722154794939125,90.0,51.96152422706632,0.0,180.0,4.0,1.0,3,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,28.0,4.0,1.887154213417924,1.963378912426501,1.9247578236800156,0.03761049236551267,0.07622469900857709,90.00037287767806,51.960878411931745,0.0022372660683843194,180.0,4.0,1.0,4,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,4.0,Cu,0.0,True,29.0,4.0,1.8860062799445136,1.9635280366475278,1.9244157843502245,0.03841271867483305,0.0775217567030142,90.00784941478832,51.947941025868296,0.04709648872995008,180.0,4.0,1.0,5,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,15.0,5.0,1.954162737360273,2.279910268765951,2.0332477527684016,0.12431330663799386,0.3257475314056779,56.92427349917214,40.41041581199603,0.0,91.0226548323419,5.0,1.0,1,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,16.0,5.0,1.955851640852829,2.2834925585078807,2.033422635758728,0.12575988913079117,0.32764091765505166,91.32387518788573,36.92375516743736,8.537736462515939e-07,162.08103606158173,5.0,1.0,2,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,17.0,5.0,1.9562782218899066,2.29439711601223,2.0331199630007237,0.1310444627114793,0.33811889412232343,91.32474447325907,36.87344726738403,0.0,161.77389910964263,5.0,1.0,3,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,18.0,5.0,1.955851640852829,2.283492558507881,2.033422635758728,0.12575988913079136,0.3276409176550521,91.32387518788573,36.92375516743736,8.537736462515939e-07,162.08103606158176,5.0,1.0,4,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,19.0,5.0,1.9541627373602728,2.2799102687659514,2.0332477527684008,0.12431330663799442,0.3257475314056786,91.30571785624338,37.024654685832374,0.0,162.77451386076385,5.0,1.0,5,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,20.0,5.0,1.9541627373602728,2.279910268765951,2.033247752768401,0.12431330663799395,0.32574753140567814,56.924273499172145,40.41041581199602,0.0,91.0226548323419,5.0,1.0,6,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,21.0,5.0,1.9558516408528286,2.2834925585078825,2.033422635758728,0.125759889130792,0.3276409176550539,91.32387510250835,36.923755378601996,0.0,162.08103606158173,5.0,1.0,7,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,22.0,5.0,1.9562782218899064,2.294397116012231,2.0331199630007237,0.1310444627114797,0.33811889412232454,91.32474447325907,36.87344726738403,0.0,161.7738991096426,5.0,1.0,8,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,23.0,5.0,1.9558516408528288,2.2834925585078842,2.0334226357587286,0.1257598891307927,0.32764091765505543,91.32387510250837,36.923755378602,0.0,162.08103606158176,5.0,1.0,9,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,24.0,5.0,1.9541627373602728,2.2799102687659514,2.0332477527684008,0.12431330663799448,0.3257475314056786,91.30571785624338,37.02465468583237,0.0,162.77451386076382,5.0,1.0,10,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,15.0,5.0,1.954162737360273,2.279910268765951,2.0332477527684016,0.12431330663799386,0.3257475314056779,56.92427349917214,40.41041581199603,0.0,91.0226548323419,5.0,1.0,1,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,16.0,5.0,1.955851640852829,2.2834925585078807,2.033422635758728,0.12575988913079117,0.32764091765505166,91.32387518788573,36.92375516743736,8.537736462515939e-07,162.08103606158173,5.0,1.0,2,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,17.0,5.0,1.9562782218899066,2.29439711601223,2.0331199630007237,0.1310444627114793,0.33811889412232343,91.32474447325907,36.87344726738403,0.0,161.77389910964263,5.0,1.0,3,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,18.0,5.0,1.955851640852829,2.283492558507881,2.033422635758728,0.12575988913079136,0.3276409176550521,91.32387518788573,36.92375516743736,8.537736462515939e-07,162.08103606158176,5.0,1.0,4,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,19.0,5.0,1.9541627373602728,2.2799102687659514,2.0332477527684008,0.12431330663799442,0.3257475314056786,91.30571785624338,37.024654685832374,0.0,162.77451386076385,5.0,1.0,5,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,20.0,5.0,1.9541627373602728,2.279910268765951,2.033247752768401,0.12431330663799395,0.32574753140567814,56.924273499172145,40.41041581199602,0.0,91.0226548323419,5.0,1.0,6,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,21.0,5.0,1.9558516408528286,2.2834925585078825,2.033422635758728,0.125759889130792,0.3276409176550539,91.32387510250835,36.923755378601996,0.0,162.08103606158173,5.0,1.0,7,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,22.0,5.0,1.9562782218899064,2.294397116012231,2.0331199630007237,0.1310444627114797,0.33811889412232454,91.32474447325907,36.87344726738403,0.0,161.7738991096426,5.0,1.0,8,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,23.0,5.0,1.9558516408528288,2.2834925585078842,2.0334226357587286,0.1257598891307927,0.32764091765505543,91.32387510250837,36.923755378602,0.0,162.08103606158176,5.0,1.0,9,"Square pyramid, Square plane"
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.0445210252986654,-0.0447836112327975,"[4.0, 5.0, 4.0, 5.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2n, 4u, 2q, 1c",2,5.0,Cu,0.0,True,24.0,5.0,1.9541627373602728,2.2799102687659514,2.0332477527684008,0.12431330663799448,0.3257475314056786,91.30571785624338,37.02465468583237,0.0,162.77451386076382,5.0,1.0,10,"Square pyramid, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,4.0,Cu,0.0,True,22.0,4.0,1.8826076435490657,1.9665559788513765,1.9245818112002218,0.04197416765115469,0.08394833530231072,59.621819646331666,23.617302611289375,24.135480062643715,90.20137967870318,4.0,1.0,1,"Square pyramid, T-shaped, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,4.0,Cu,0.0,True,23.0,4.0,1.882607643549066,1.966555978851377,1.924581811200222,0.0419741676511548,0.08394833530231094,59.621819646331666,23.61730261128938,24.135480062643715,90.20137967870318,4.0,1.0,2,"Square pyramid, T-shaped, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,3.0,Cu,0.0,True,20.0,3.0,1.8214226506908557,1.8781811438005322,1.8403421483940816,0.026756210245187765,0.05675849310967651,70.08437181864959,34.22679100516364,21.80509414426609,97.23122601170756,3.0,1.0,1,"Square pyramid, T-shaped, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,3.0,Cu,0.0,True,21.0,3.0,1.8214226506908555,1.8781811438005307,1.8403421483940814,0.026756210245187134,0.05675849310967518,70.08437181864959,34.22679100516364,21.80509414426609,97.23122601170758,3.0,1.0,2,"Square pyramid, T-shaped, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,5.0,Cu,0.0,True,12.0,5.0,1.947471959463084,2.4238054536601026,2.0570859586429853,0.18403272212500127,0.47633349419701854,98.43687843839814,40.407017105496074,15.073569529363736,165.40028094993917,5.0,1.0,1,"Square pyramid, T-shaped, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,5.0,Cu,0.0,True,13.0,5.0,1.9474719594630843,2.423805453660103,2.057085958642985,0.1840327221250015,0.47633349419701876,98.43687843839815,40.40701710549606,15.073569529363784,165.4002809499392,5.0,1.0,2,"Square pyramid, T-shaped, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,5.0,Cu,0.0,True,14.0,5.0,1.9508699735331076,2.3355712443754815,2.0407637359920487,0.14807898804789538,0.3847012708423738,66.93544362775069,31.225334521856116,15.312314686323916,97.56289034231723,5.0,1.0,3,"Square pyramid, T-shaped, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,5.0,Cu,0.0,True,15.0,5.0,1.9508699735331074,2.335571244375481,2.0407637359920483,0.14807898804789546,0.3847012708423736,66.93544362775069,31.225334521856116,15.312314686323916,97.56289034231723,5.0,1.0,4,"Square pyramid, T-shaped, Square plane"
mp-1229327,Ba8Gd4(Cu4O9)3,1.7127121848508466,0.3554944933011494,"[4.0, 3.0, 5.0]",2.0,2.0,2.0,"Square pyramid, T-shaped, Square plane","2e, 4j, 2g",3,5.0,Cu,0.0,True,16.0,5.0,1.9508699735331079,2.3355712443754846,2.040763735992049,0.14807898804789668,0.3847012708423767,66.93544362775069,31.225334521856112,15.312314686323916,97.56289034231722,5.0,1.0,5,"Square pyramid, T-shaped, Square plane"
