material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cu_wyckoff,num_Cu_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1173231,Sr4CaYCo2(Cu2O7)2,0.1304201255141063,2.0614036355842424,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,8.0,5.0,1.9213657124876216,2.3813558457620316,2.0263482527769456,0.17770185551944243,0.4599901332744101,68.49771161959703,26.92928855808185,27.64389299935652,96.14639366709567,5.0,1.0,1,Square pyramid
mp-1173231,Sr4CaYCo2(Cu2O7)2,0.1304201255141063,2.0614036355842424,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,9.0,5.0,1.9233238562479746,2.374637912534205,2.0265363072329743,0.17425497410842875,0.45131405628623034,68.06914866783082,26.67572428628185,27.599744104594585,94.95770311485374,5.0,1.0,2,Square pyramid
mp-1173231,Sr4CaYCo2(Cu2O7)2,0.1304201255141063,2.0614036355842424,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,10.0,5.0,1.9233238562479746,2.3746379125342045,2.0265363072329743,0.1742549741084285,0.4513140562862299,68.06914866783079,26.675724286281852,27.599744104594556,94.95770311485376,5.0,1.0,3,Square pyramid
mp-1173231,Sr4CaYCo2(Cu2O7)2,0.1304201255141063,2.0614036355842424,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,11.0,5.0,1.9213657124876211,2.3813558457620325,2.0263482527769456,0.17770185551944281,0.4599901332744114,68.49771161959703,26.929288558081844,27.643892999356535,96.14639366709567,5.0,1.0,4,Square pyramid
mp-1173245,Sr6La3Ti3Cu3O20,2.241077597318556,-0.2583067675343415,"[5.0, 6.0]",2.5,2.0,3.0,"Octahedron, Square pyramid",1a,2,5.0,Cu,1.0,False,12.0,5.0,1.883069587029011,2.1595142353505947,1.9762965992262551,0.09683094517473981,0.27644464832158366,72.33119826696078,35.18985985002801,0.0,92.6583990054136,5.0,1.0,1,"Octahedron, Square pyramid"
mp-1173245,Sr6La3Ti3Cu3O20,2.241077597318556,-0.2583067675343415,"[5.0, 6.0]",2.5,2.0,3.0,"Octahedron, Square pyramid",1a,2,5.0,Cu,1.0,False,14.0,5.0,1.9224567905678835,2.402880279333681,2.0363933356637296,0.18403095733304897,0.48042348876579766,90.3284005624856,39.96272551932515,0.0,178.6408542180153,3.0,0.6,2,"Octahedron, Square pyramid"
mp-1173245,Sr6La3Ti3Cu3O20,2.241077597318556,-0.2583067675343415,"[5.0, 6.0]",2.5,2.0,3.0,"Octahedron, Square pyramid",1a,2,6.0,Cu,1.0,False,13.0,6.0,1.9604059607485305,2.1111576030145405,2.019996982820808,0.053526883595621806,0.15075164226601,83.02592918498773,37.82886429945486,8.537736462515939e-07,178.66266134919016,6.0,1.0,1,"Octahedron, Square pyramid"
mp-1173246,Sr2Y4Fe2Cu2O13,2.252486628486348,-0.235294943389013,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,16.0,5.0,1.9788319152935603,2.1913959108770156,2.0359604894152623,0.07842203944259264,0.2125639955834553,42.73691581707342,16.93601670685225,15.441974040880757,64.97711673922693,5.0,1.0,1,Square pyramid
mp-1173246,Sr2Y4Fe2Cu2O13,2.252486628486348,-0.235294943389013,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,17.0,5.0,1.9828955219928013,2.177398855990206,2.036603634835071,0.07118729675386523,0.19450333399740471,101.63260593324506,35.778513091026106,54.76524633273505,172.41808466845387,5.0,1.0,2,Square pyramid
mp-1173246,Sr2Y4Fe2Cu2O13,2.252486628486348,-0.235294943389013,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,18.0,5.0,1.9828955219928,2.177398855990207,2.0366036348350707,0.07118729675386588,0.19450333399740694,101.63260593324506,35.778513091026106,54.76524633273509,172.4180846684539,5.0,1.0,3,Square pyramid
mp-1173246,Sr2Y4Fe2Cu2O13,2.252486628486348,-0.235294943389013,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,19.0,5.0,1.9788319152935596,2.191395910877018,2.0359604894152628,0.07842203944259354,0.21256399558345818,42.73691581707344,16.936016706852254,15.441974040880757,64.97711673922694,5.0,1.0,4,Square pyramid
mp-1173247,Sr3LaCu2HgBiO10,0.9222812128582676,1.649707967213547,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Cu,0.0,True,4.0,6.0,1.914541824205348,2.3905635180954428,2.036844862720368,0.17275738178002784,0.47602169389009474,72.05360457571851,41.70361750715986,0.0,178.4677398126243,6.0,1.0,1,Octahedron
mp-1173247,Sr3LaCu2HgBiO10,0.9222812128582676,1.649707967213547,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Cu,0.0,True,5.0,6.0,1.915986483363761,2.4383810451039265,2.052746262580189,0.19506731153071022,0.5223945617401655,59.89906341380397,32.94436390241444,0.0,92.28259451305492,6.0,1.0,2,Octahedron
mp-1173257,Sr2Nd2MnCuO8,3.177407697080097,-1.0050656696486793,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cu,0.0,True,10.0,6.0,1.8865455056276506,2.3162583887638744,2.038674227010766,0.18543336899525162,0.4297128831362238,42.631969170946306,23.63315041432366,0.0,72.49359016998794,6.0,1.0,1,Octahedron
mp-1173257,Sr2Nd2MnCuO8,3.177407697080097,-1.0050656696486793,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cu,0.0,True,11.0,6.0,1.8845018829602513,2.3174282100521286,2.038823660683751,0.1859694631669496,0.4329263270918773,20.15581803789524,8.135007937546414,8.537736462515939e-07,30.377552140264612,6.0,1.0,2,Octahedron
mp-1173271,Sr2La6FeCu7O20,1.669429649277641,0.3923726558561265,"[4.0, 5.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid, Square plane",1a,3,4.0,Cu,1.0,False,9.0,4.0,1.8882460579957998,1.9906376660274163,1.9396566414742415,0.050981929395880636,0.10239160803161651,68.8309250742105,33.98802314695225,0.0,90.94520045188267,2.0,0.5,1,"Octahedron, Square pyramid, Square plane"
mp-1173271,Sr2La6FeCu7O20,1.669429649277641,0.3923726558561265,"[4.0, 5.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid, Square plane",1a,3,4.0,Cu,1.0,False,10.0,4.0,1.883229939491303,1.9907104876571473,1.9390873713769305,0.05170987186992301,0.10748054816584429,68.25001636757683,33.05603053761322,0.0,88.85506055425664,2.0,0.5,2,"Octahedron, Square pyramid, Square plane"
mp-1173271,Sr2La6FeCu7O20,1.669429649277641,0.3923726558561265,"[4.0, 5.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid, Square plane",1a,3,5.0,Cu,1.0,False,11.0,5.0,1.88159606184308,2.3281458239160853,2.0187417626023043,0.1609888045987237,0.44654976207300523,90.15880116010999,38.05307494127612,0.0,169.44876926742958,5.0,1.0,1,"Octahedron, Square pyramid, Square plane"
mp-1173271,Sr2La6FeCu7O20,1.669429649277641,0.3923726558561265,"[4.0, 5.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid, Square plane",1a,3,5.0,Cu,1.0,False,12.0,5.0,1.879542156260668,2.320891004107049,2.0161328882685603,0.15921972056083644,0.44134884784638095,90.23712315347262,38.15682829837841,0.0,169.7713028075919,3.0,0.6,2,"Octahedron, Square pyramid, Square plane"
mp-1173271,Sr2La6FeCu7O20,1.669429649277641,0.3923726558561265,"[4.0, 5.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid, Square plane",1a,3,5.0,Cu,1.0,False,13.0,5.0,1.8679984571749684,2.2869146491343546,2.005605202263357,0.14945744252320345,0.41891619195938623,89.78788821678968,38.78460522293264,0.0,173.10465573375419,3.0,0.6,3,"Octahedron, Square pyramid, Square plane"
mp-1173271,Sr2La6FeCu7O20,1.669429649277641,0.3923726558561265,"[4.0, 5.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid, Square plane",1a,3,5.0,Cu,1.0,False,14.0,5.0,1.8732130872591293,2.2956552391114933,2.007151291899718,0.15272605275946116,0.422442151852364,89.82087994536455,38.79529190308528,0.0,172.91603415111533,3.0,0.6,4,"Octahedron, Square pyramid, Square plane"
mp-1173271,Sr2La6FeCu7O20,1.669429649277641,0.3923726558561265,"[4.0, 5.0, 6.0]",2.333333333333333,2.0,3.0,"Octahedron, Square pyramid, Square plane",1a,3,6.0,Cu,1.0,False,15.0,6.0,1.9909462316078645,2.012829007127553,1.9990111329973201,0.008577287647300494,0.021882775519688646,95.5948516332374,39.04164025035341,8.537736462515939e-07,179.8596160767077,6.0,1.0,1,"Octahedron, Square pyramid, Square plane"
mp-1173276,Sr2La2FeCu3O10,1.6384063629114298,0.3906233913923144,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4g, 2c",2,4.0,Cu,0.0,True,10.0,4.0,1.8614858125750864,1.9954805000000002,1.9284831562875435,0.06699734371245658,0.13399468742491383,68.34426701081362,33.86475924085579,0.0,90.0,2.0,0.5,1,"Square pyramid, Square plane"
mp-1173276,Sr2La2FeCu3O10,1.6384063629114298,0.3906233913923144,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4g, 2c",2,4.0,Cu,0.0,True,11.0,4.0,1.8614858125750873,1.9954805000000002,1.9284831562875437,0.06699734371245625,0.13399468742491294,69.30165076264359,33.412653935802666,0.0,90.0,2.0,0.5,2,"Square pyramid, Square plane"
mp-1173276,Sr2La2FeCu3O10,1.6384063629114298,0.3906233913923144,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4g, 2c",2,5.0,Cu,0.0,True,12.0,5.0,1.8654668511428971,2.2403469877302142,1.994833519740591,0.13476816388266696,0.3748801365873171,90.02008477658042,38.034418796805184,0.0,168.89639395142294,3.0,0.6,1,"Square pyramid, Square plane"
mp-1173276,Sr2La2FeCu3O10,1.6384063629114298,0.3906233913923144,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4g, 2c",2,5.0,Cu,0.0,True,13.0,5.0,1.8654668511428967,2.2403469877302165,1.9948335197405913,0.13476816388266777,0.3748801365873198,90.02008477658042,38.0344187968052,0.0,168.89639395142302,3.0,0.6,2,"Square pyramid, Square plane"
mp-1173276,Sr2La2FeCu3O10,1.6384063629114298,0.3906233913923144,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4g, 2c",2,5.0,Cu,0.0,True,14.0,5.0,1.865466851142897,2.240346987730215,1.994833519740591,0.13476816388266746,0.3748801365873182,90.02008477658042,38.034418796805184,0.0,168.89639395142294,3.0,0.6,3,"Square pyramid, Square plane"
mp-1173276,Sr2La2FeCu3O10,1.6384063629114298,0.3906233913923144,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","4g, 2c",2,5.0,Cu,0.0,True,15.0,5.0,1.8654668511428978,2.2403469877302156,1.994833519740591,0.13476816388266738,0.3748801365873178,90.02008477658042,38.034418796805184,0.0,168.89639395142294,3.0,0.6,4,"Square pyramid, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,19.0,4.0,1.8585177045693335,1.9487406444933364,1.9036270096469496,0.04506381746647749,0.09022293992400288,45.85472778962194,44.326016324636264,0.6013061818569175,91.141442306583,4.0,1.0,1,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,20.0,4.0,1.946179421661084,1.9626352310582298,1.9544586039424177,0.00808036980018665,0.01645580939714586,36.27062387911275,18.606137098700135,7.066422502230576,62.73869441018112,4.0,1.0,2,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,21.0,4.0,1.9762193410866575,1.9773764371107279,1.9768092218659832,0.0004755310220016724,0.0011570960240703254,36.598979476491365,18.746661645772193,7.169119520102762,63.23963839428488,4.0,1.0,3,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,22.0,4.0,1.9704746937373692,1.9713639781082843,1.970946811932583,0.0003708367121028705,0.0008892843709151776,86.10067671966563,51.297335300879226,7.133644378324217,153.3974487714389,4.0,1.0,4,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,23.0,4.0,1.9705846019202382,1.970958001188251,1.9708103886859756,0.00014697939443369723,0.00037339926801283063,86.10563235213533,51.29577563912859,7.138289449143821,153.40397702709873,4.0,1.0,5,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,24.0,4.0,1.9703272698332246,1.9721719507748985,1.9712661752940452,0.0008924494873607653,0.001844680941673893,51.15567870152251,23.18974946421897,26.490081681665632,90.0030465271798,4.0,1.0,6,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,25.0,4.0,1.9745611057849382,1.9768089366598989,1.975623677648014,0.0010125891929937535,0.002247830874960721,36.598283052853354,18.75119054455886,7.156907077018542,63.24225564964329,4.0,1.0,7,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,26.0,4.0,1.860760647037671,1.9507002936032658,1.9057738954408714,0.04488391933886487,0.08993964656559483,100.5397845642422,51.17188004449513,28.521441551962308,178.5612311163771,4.0,1.0,8,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,27.0,4.0,1.855176310807031,1.9208449874731985,1.888022043157621,0.032766262402739214,0.0656686766661676,100.62034846854813,50.95538960062381,28.970710389734485,177.2489511485454,4.0,1.0,9,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,28.0,4.0,1.854494379931406,1.9201466653197004,1.8873373035600198,0.03272978516885866,0.06565228538829437,50.74265289575132,22.890568748052797,25.926168072926078,89.84088183114511,4.0,1.0,10,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,30.0,4.0,1.8545029954454215,1.921338265731494,1.8879181918937213,0.03340073113082857,0.06683527028607239,50.74900825137946,22.893885791638244,25.932189606139357,89.8477094622356,4.0,1.0,11,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,32.0,4.0,1.9702401088817607,1.9719726071407633,1.9710287804141688,0.0007805484986999821,0.0017324982590025684,51.15318604472018,23.188368422243833,26.51655908843894,89.99941135891636,4.0,1.0,12,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,33.0,4.0,1.9684517826038777,1.9709381213802781,1.9697727476636806,0.0011384655489017038,0.0024863387764004763,51.18553902282688,23.199116369618043,26.566883443426917,90.06948776340381,4.0,1.0,13,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,34.0,4.0,1.969137267380363,1.9720415349996452,1.9706013901995096,0.0013720593909209674,0.002904267619282086,36.70113096929202,18.827304787393423,7.144232845035437,63.47572366036223,4.0,1.0,14,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,35.0,4.0,1.9454978534109322,1.9631123093662668,1.954327062139167,0.008692400992422104,0.017614455955334618,36.28842202018327,18.616438699961545,7.0712912683553295,62.77659610493314,4.0,1.0,15,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,37.0,4.0,1.8543658772472418,1.9195533408193886,1.8870058844437814,0.03249232137727932,0.06518746357214678,100.62071795742236,50.953427227753316,28.978255813887447,177.2086727972146,4.0,1.0,16,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,19.0,4.0,1.8585177045693335,1.9487406444933364,1.9036270096469496,0.04506381746647749,0.09022293992400288,45.85472778962194,44.326016324636264,0.6013061818569175,91.141442306583,4.0,1.0,1,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,20.0,4.0,1.946179421661084,1.9626352310582298,1.9544586039424177,0.00808036980018665,0.01645580939714586,36.27062387911275,18.606137098700135,7.066422502230576,62.73869441018112,4.0,1.0,2,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,21.0,4.0,1.9762193410866575,1.9773764371107279,1.9768092218659832,0.0004755310220016724,0.0011570960240703254,36.598979476491365,18.746661645772193,7.169119520102762,63.23963839428488,4.0,1.0,3,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,22.0,4.0,1.9704746937373692,1.9713639781082843,1.970946811932583,0.0003708367121028705,0.0008892843709151776,86.10067671966563,51.297335300879226,7.133644378324217,153.3974487714389,4.0,1.0,4,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,23.0,4.0,1.9705846019202382,1.970958001188251,1.9708103886859756,0.00014697939443369723,0.00037339926801283063,86.10563235213533,51.29577563912859,7.138289449143821,153.40397702709873,4.0,1.0,5,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,24.0,4.0,1.9703272698332246,1.9721719507748985,1.9712661752940452,0.0008924494873607653,0.001844680941673893,51.15567870152251,23.18974946421897,26.490081681665632,90.0030465271798,4.0,1.0,6,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,25.0,4.0,1.9745611057849382,1.9768089366598989,1.975623677648014,0.0010125891929937535,0.002247830874960721,36.598283052853354,18.75119054455886,7.156907077018542,63.24225564964329,4.0,1.0,7,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,26.0,4.0,1.860760647037671,1.9507002936032658,1.9057738954408714,0.04488391933886487,0.08993964656559483,100.5397845642422,51.17188004449513,28.521441551962308,178.5612311163771,4.0,1.0,8,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,27.0,4.0,1.855176310807031,1.9208449874731985,1.888022043157621,0.032766262402739214,0.0656686766661676,100.62034846854813,50.95538960062381,28.970710389734485,177.2489511485454,4.0,1.0,9,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,28.0,4.0,1.854494379931406,1.9201466653197004,1.8873373035600198,0.03272978516885866,0.06565228538829437,50.74265289575132,22.890568748052797,25.926168072926078,89.84088183114511,4.0,1.0,10,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,30.0,4.0,1.8545029954454215,1.921338265731494,1.8879181918937213,0.03340073113082857,0.06683527028607239,50.74900825137946,22.893885791638244,25.932189606139357,89.8477094622356,4.0,1.0,11,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,32.0,4.0,1.9702401088817607,1.9719726071407633,1.9710287804141688,0.0007805484986999821,0.0017324982590025684,51.15318604472018,23.188368422243833,26.51655908843894,89.99941135891636,4.0,1.0,12,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,33.0,4.0,1.9684517826038777,1.9709381213802781,1.9697727476636806,0.0011384655489017038,0.0024863387764004763,51.18553902282688,23.199116369618043,26.566883443426917,90.06948776340381,4.0,1.0,13,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,34.0,4.0,1.969137267380363,1.9720415349996452,1.9706013901995096,0.0013720593909209674,0.002904267619282086,36.70113096929202,18.827304787393423,7.144232845035437,63.47572366036223,4.0,1.0,14,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,35.0,4.0,1.9454978534109322,1.9631123093662668,1.954327062139167,0.008692400992422104,0.017614455955334618,36.28842202018327,18.616438699961545,7.0712912683553295,62.77659610493314,4.0,1.0,15,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,4.0,Cu,1.0,False,37.0,4.0,1.8543658772472418,1.9195533408193886,1.8870058844437814,0.03249232137727932,0.06518746357214678,100.62071795742236,50.953427227753316,28.978255813887447,177.2086727972146,4.0,1.0,16,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,6.0,Cu,1.0,False,29.0,6.0,1.784744898929426,2.13824413442986,2.0199797576636724,0.16633679120703648,0.35349923550043405,65.31375109481583,51.13736231203664,0.0,155.2347930202117,4.0,0.6666666666666666,1,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,6.0,Cu,1.0,False,31.0,6.0,1.7847517787780562,2.139661114120267,2.0155844806366816,0.1633694323154353,0.3549093353422106,65.30644642931124,51.09931311452474,0.0,155.14883386291456,4.0,0.6666666666666666,2,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,6.0,Cu,1.0,False,36.0,6.0,1.7847584783719497,2.139446974320389,2.0142958161225972,0.16251692755355918,0.35468849594843954,65.31597611567568,51.11222405154114,0.0,155.1718366722146,4.0,0.6666666666666666,3,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,6.0,Cu,1.0,False,29.0,6.0,1.784744898929426,2.13824413442986,2.0199797576636724,0.16633679120703648,0.35349923550043405,65.31375109481583,51.13736231203664,0.0,155.2347930202117,4.0,0.6666666666666666,1,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,6.0,Cu,1.0,False,31.0,6.0,1.7847517787780562,2.139661114120267,2.0155844806366816,0.1633694323154353,0.3549093353422106,65.30644642931124,51.09931311452474,0.0,155.14883386291456,4.0,0.6666666666666666,2,"Octahedron, Square plane"
mp-1173436,Sr19Cu19O41,1.9338815125994344,0.0233135786552773,"[4.0, 4.0, 6.0, 6.0]",2.25,2.0,3.0,"Octahedron, Square plane","2i, 1b",2,6.0,Cu,1.0,False,36.0,6.0,1.7847584783719497,2.139446974320389,2.0142958161225972,0.16251692755355918,0.35468849594843954,65.31597611567568,51.11222405154114,0.0,155.1718366722146,4.0,0.6666666666666666,3,"Octahedron, Square plane"
