CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
0.0,4,4,1.918258701323106,0.18139458036777886,1.7333333333333334
1.0,5,4,1.6851169675247502,0.23768556070979727,1.8266666666666667
2.0,82,70,1.643060562885263,0.4228560519002165,1.5473170731707317
3.0,75,65,1.919599753590861,0.14707701479415547,1.8682222222222222
4.0,597,487,1.8279227917484442,0.21356723413073608,2.008217276860493
5.0,471,434,1.7398292709271677,0.3653163925263934,1.9857698918208473
6.0,507,464,1.7887997433600964,0.3252582256241445,1.9902038132807363
7.0,1,1,1.7443599986842648,0.400010424815821,2.0
8.0,1,1,1.2267135162627407,0.8340321141903445,2.0
