CN,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,fraction_within_cn
1.0,1.85714286,6,1,2.2585686561314695,2.2585686561314695,0.0,1.0
3.0,1.85714286,6,1,2.262723868673624,2.270715197441491,0.007639998594457291,0.6
3.0,2.6666666666666665,2,1,2.093960256929976,2.099646528754972,0.008041602734248464,0.2
3.0,3.0,2,1,2.1519082913374064,2.1519085144231975,1.5774547541103099e-07,0.2
4.0,3.0,114,25,2.100008463333299,2.1238295123189554,0.02176289833457009,0.957983193277311
4.0,2.6666666666666665,3,2,2.072370449762054,2.084047248456042,0.011720873821772726,0.025210084033613446
4.0,2.0,2,2,,,,0.01680672268907563
5.0,3.0,87,27,2.0922579395023124,2.154802765462027,0.058975545685384344,0.9886363636363636
5.0,2.5,1,1,,,,0.011363636363636364
6.0,3.0,2049,391,2.1038445773616905,2.1692398961768125,0.049755806668405796,0.9757142857142858
6.0,2.6666666666666665,28,2,2.1978751950738427,2.219027655205532,0.02035851910360983,0.013333333333333334
6.0,2.5,19,2,2.1510234162219066,2.2264322033796993,0.06858994995305157,0.009047619047619047
6.0,2.0,4,1,2.105034989796413,2.140510712093928,0.026432899686244113,0.0019047619047619048
7.0,3.0,60,14,2.1355597531242383,2.284672473301894,0.15649762172348414,1.0
8.0,3.0,32,9,2.1818245259900078,2.3745900574125907,0.15075696755330523,1.0
