material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,In_wyckoff,num_In_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-2713165,NaTaIn(PO4)3,1.9550041602749253,0.2040245568151818,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,15.0,6.0,2.0713103173263985,2.1250635739688657,2.0981871563304,0.02687283729901399,0.05375325664246722,106.20233644036797,32.87495071532589,84.09507289933417,171.5139325446242,6.0,1.0,4,Octahedron
mp-2713165,NaTaIn(PO4)3,1.9550041602749253,0.2040245568151818,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,16.0,6.0,2.071310903433774,2.125063269001624,2.098187156330232,0.026872837292901984,0.05375236556785001,48.85869809964403,24.303622007735044,7.98945422516169,84.09523005087466,6.0,1.0,5,Octahedron
mp-2713165,NaTaIn(PO4)3,1.9550041602749253,0.2040245568151818,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,17.0,6.0,2.071310850204671,2.125063226091027,2.098187156330225,0.02687283729337143,0.05375237588635606,106.20233644039035,32.8749507153517,84.09506634393489,171.51385608145645,6.0,1.0,6,Octahedron
mp-2713206,Na10Ta7In(SiO4)12,1.722432245142158,0.6105026354272753,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,51.0,6.0,2.0848541878508207,2.194065339202457,2.143756582927372,0.04667501844102942,0.10921115135163628,104.4795041063346,30.75919391958794,80.24701296538191,164.4825642057198,6.0,1.0,1,Octahedron
mp-2713206,Na10Ta7In(SiO4)12,1.722432245142158,0.6105026354272753,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,52.0,6.0,2.0843811483291943,2.2016671654061377,2.1472516553345855,0.04963381497423855,0.11728601707694342,104.2714821600422,30.555513637314945,79.86216963608243,163.6951233051231,6.0,1.0,2,Octahedron
mp-2713206,Na10Ta7In(SiO4)12,1.722432245142158,0.6105026354272753,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,53.0,6.0,2.099693622238712,2.1989821422617735,2.1496698093519893,0.047333771476092946,0.09928852002306154,104.47600826311933,30.739036474149668,80.06861488825515,164.5143680603295,6.0,1.0,3,Octahedron
mp-2713231,Na2ScInP2SO12,1.95222352786828,0.3010512075302484,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,18.0,6.0,2.081611855862297,2.2385546960533294,2.163597149760075,0.05327914888647748,0.15694284019103222,35.93668382703299,13.97438891641109,15.794890885172967,59.45514329308073,6.0,1.0,1,Octahedron
mp-2713231,Na2ScInP2SO12,1.95222352786828,0.3010512075302484,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,19.0,6.0,2.096712226494071,2.2438678135881025,2.158669170607386,0.04737118216923597,0.14715558709403131,35.31811382852592,13.464188980193626,15.863757372854373,57.06607829036096,6.0,1.0,2,Octahedron
mp-2713231,Na2ScInP2SO12,1.95222352786828,0.3010512075302484,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,20.0,6.0,2.0966929278144755,2.234679606179913,2.156191915875063,0.04417112824368309,0.13798667836543732,47.01941809672782,23.17279618187134,8.292328224139068,82.34192667331826,6.0,1.0,3,Octahedron
mp-2713231,Na2ScInP2SO12,1.95222352786828,0.3010512075302484,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,21.0,6.0,2.079541024901705,2.2434243038411745,2.169663284487328,0.05745175359156228,0.16388327893946952,46.75375931590645,23.063833188547285,8.21241055353426,83.56383644270583,6.0,1.0,4,Octahedron
mp-2713231,Na2ScInP2SO12,1.95222352786828,0.3010512075302484,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,22.0,6.0,2.0823558703961274,2.2509293016699594,2.1727889045689897,0.05659229992386083,0.16857343127383206,105.03515464620457,31.468555725619005,78.64862129095044,169.89412539844437,6.0,1.0,5,Octahedron
mp-2713231,Na2ScInP2SO12,1.95222352786828,0.3010512075302484,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,23.0,6.0,2.095611549083643,2.2674865579571852,2.1658980582348213,0.05431074210615878,0.17187500887354235,105.40473756890987,31.9545994017224,77.82707048260797,171.22290519427284,6.0,1.0,6,Octahedron
mp-2713273,Na2TiIn(PO4)3,1.874149742069256,0.3453246937215888,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,18.0,6.0,2.0501393173204847,2.1655623494134035,2.115693965570847,0.04415079336195831,0.11542303209291882,53.74578395472709,24.82426570443383,18.968455501242754,110.5337926043161,6.0,1.0,1,Octahedron
mp-2713273,Na2TiIn(PO4)3,1.874149742069256,0.3453246937215888,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,19.0,6.0,2.050139326074085,2.1655623580853702,2.115693967183096,0.04415079969566905,0.11542303201128501,53.74578326905908,24.824265824797276,18.968454688909432,110.53379201477642,6.0,1.0,2,Octahedron
mp-2713273,Na2TiIn(PO4)3,1.874149742069256,0.3453246937215888,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,20.0,6.0,2.050139317320485,2.165562349413406,2.115693965570848,0.04415079336195875,0.11542303209292104,105.1819886835698,31.637895777535068,80.24006607266988,170.97122584589792,6.0,1.0,3,Octahedron
mp-2713273,Na2TiIn(PO4)3,1.874149742069256,0.3453246937215888,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,21.0,6.0,2.050139326074085,2.1655623580853702,2.115693967183097,0.04415079969566867,0.11542303201128501,105.18198867189221,31.63789581300943,80.24006619942256,170.97122588960264,6.0,1.0,4,Octahedron
mp-2713273,Na2TiIn(PO4)3,1.874149742069256,0.3453246937215888,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,22.0,6.0,2.050139317320483,2.165562349413405,2.115693965570846,0.04415079336195897,0.11542303209292193,49.33419496806927,24.377307431801572,8.230534093906083,87.22569795485788,6.0,1.0,5,Octahedron
mp-2713273,Na2TiIn(PO4)3,1.874149742069256,0.3453246937215888,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,23.0,6.0,2.0501393260740857,2.165562358085371,2.115693967183097,0.04415079969566867,0.11542303201128545,105.18198867189223,31.63789581300943,80.24006619942256,170.97122588960264,6.0,1.0,6,Octahedron
mp-2713274,Na2YInP2SO12,1.955070151878291,0.3186625038922465,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,18.0,6.0,2.094001840503192,2.2785596032405797,2.183300201459043,0.0667232529048564,0.18455776273738778,36.713466083336264,14.588806591049943,15.483526954985507,61.65788345492866,6.0,1.0,1,Octahedron
mp-2713274,Na2YInP2SO12,1.955070151878291,0.3186625038922465,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,19.0,6.0,2.098764104384696,2.278326462144558,2.1797526644498935,0.056796527765199833,0.17956235775986196,36.404272808661624,14.06718319801335,16.06408504495685,60.00732369332701,6.0,1.0,2,Octahedron
mp-2713274,Na2YInP2SO12,1.955070151878291,0.3186625038922465,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,20.0,6.0,2.1256294214151836,2.2707237670390046,2.190628511938556,0.04562439472806462,0.14509434562382095,47.941406690333594,23.692923552285873,8.216042362377172,84.29623810532108,6.0,1.0,3,Octahedron
mp-2713274,Na2YInP2SO12,1.955070151878291,0.3186625038922465,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,21.0,6.0,2.0969645681912157,2.26437329949663,2.180564489400416,0.06131496480939583,0.16740873130541445,47.587724517804055,23.545827453247234,8.171279191630719,85.30337611358445,6.0,1.0,4,Octahedron
mp-2713274,Na2YInP2SO12,1.955070151878291,0.3186625038922465,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,22.0,6.0,2.087512339002528,2.2557879132417185,2.1684080378651647,0.05923674134358198,0.16827557423919037,104.93896721194663,31.414559324147653,77.4669244998544,170.03443299185366,6.0,1.0,5,Octahedron
mp-2713274,Na2YInP2SO12,1.955070151878291,0.3186625038922465,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,23.0,6.0,2.1203847184046163,2.265231925121614,2.175703797877116,0.04601159988914422,0.1448472067169977,105.30681196075456,31.817614975287988,78.28667269998549,170.59143480464041,6.0,1.0,6,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,30.0,6.0,2.0038410010315144,2.2054397055987796,2.159083498206066,0.07043054609224168,0.20159870456726514,61.37345009689294,31.960426321594124,12.340723442300325,116.50259949454191,6.0,1.0,1,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,31.0,6.0,2.015698580501112,2.263061344241228,2.1909939533310245,0.08193780206542238,0.2473627637401159,36.91107985345669,15.254985420135805,8.848552655127802,58.160696977377405,6.0,1.0,2,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,32.0,6.0,2.00734272071545,2.279015474721301,2.196387075178047,0.08814328638622827,0.2716727540058512,60.370359038852875,27.08071181658413,18.961891951866015,98.26178582306898,6.0,1.0,3,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,33.0,6.0,2.0176270585990594,2.226475385207303,2.166960994163632,0.06917015159761261,0.2088483266082437,61.357344480060995,32.41887951328264,12.406366776815846,115.50613000301205,6.0,1.0,4,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,34.0,6.0,1.9836743345274837,2.252316134307024,2.1662542752184613,0.09038243162256848,0.2686417997795405,66.60376871196421,34.74420237834804,11.73876401893292,120.6755856611537,6.0,1.0,5,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,35.0,6.0,2.032088801597249,2.246284007304074,2.1882081006525858,0.07354613725864494,0.21419520570682504,50.85994397425139,32.89380435102269,10.042973987721265,111.07743520680785,6.0,1.0,6,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,36.0,6.0,2.118275861355933,2.2325093606611683,2.1861479668357977,0.039540482231449764,0.11423349930523541,55.82848903965805,26.10570480985244,21.56153597997293,94.63467943832137,6.0,1.0,7,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,37.0,6.0,2.020501362376476,2.3031685689597987,2.175701421620653,0.09596189816385084,0.2826672065833229,104.71039402824125,31.111118537908563,75.56062527556182,169.3898977869885,6.0,1.0,8,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,38.0,6.0,2.1265469576922498,2.226752641544599,2.172374037004253,0.03556974561760533,0.10020568385234929,106.08490265546098,33.00491542956712,77.99994177704778,173.65859728498054,6.0,1.0,9,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,39.0,6.0,2.1564247789339053,2.2208573957342006,2.188426249794246,0.023964969071566956,0.06443261680029533,45.60045086752345,22.523089865138573,7.9666740498044115,78.95049235214934,6.0,1.0,10,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,40.0,6.0,2.1562787169457542,2.2120015883870963,2.1879387830177106,0.01751891896353735,0.055722871441342026,45.99387680183808,22.737736769732475,8.004416142755064,79.71049640967745,6.0,1.0,11,Octahedron
mp-2713288,Na6Ca4In4SiS11O48,1.8950512734718967,0.4050124136971512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,41.0,6.0,2.0778831620209837,2.282444055933536,2.190787562975894,0.0701453816069867,0.20456089391255228,105.17110984275087,31.682457248364734,77.20586854414765,171.25348601617713,6.0,1.0,12,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,12.0,6.0,2.0842343221698525,2.2408828424044547,2.164710118274014,0.05855143644578168,0.15664852023460218,36.507127550019945,14.309355530618246,15.751216481963464,61.08455848839696,6.0,1.0,1,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,13.0,6.0,2.084234370503044,2.2408828431101053,2.1647101186511883,0.05855142456061357,0.15664847260706116,36.507127404408934,14.309355422176573,15.751216068339703,61.08455788273331,6.0,1.0,2,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,14.0,6.0,2.101164004514987,2.2504684105328043,2.1623786288353775,0.04837817922277038,0.14930440601781747,35.91179999889506,13.869919757468336,16.06389528176067,59.08740564282518,6.0,1.0,3,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,15.0,6.0,2.101164017335918,2.250468448288772,2.1623786267950824,0.048378199780247474,0.14930443095285417,35.911799907175144,13.869919706388139,16.063894862211146,59.087405229784295,6.0,1.0,4,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,16.0,6.0,2.084234322169854,2.2408828424044533,2.1647101182740145,0.05855143644578024,0.15664852023459952,104.98709186922575,31.450649316227363,78.7765717704873,170.67102508451796,6.0,1.0,5,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,17.0,6.0,2.0842343705030455,2.240882843110106,2.1647101186511883,0.05855142456061349,0.15664847260706072,104.98709183165313,31.450649293544178,78.77657114408623,170.67102512692233,6.0,1.0,6,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,18.0,6.0,2.1011640045149864,2.250468410532807,2.162378628835378,0.04837817922277126,0.14930440601782058,47.06327504889632,23.222814458852074,8.226119799196235,82.67254308180881,6.0,1.0,7,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,19.0,6.0,2.101164017335917,2.250468448288772,2.1623786267950833,0.048378199780247697,0.14930443095285506,105.25070275777553,31.776594899227366,77.70582917060838,171.11849264644522,6.0,1.0,8,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,20.0,6.0,2.084234322169855,2.2408828424044525,2.1647101182740136,0.058551436445779884,0.1566485202345973,46.85495361245884,23.10394500694837,8.237886528858976,83.63975567331136,6.0,1.0,9,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,21.0,6.0,2.0842343705030464,2.240882843110106,2.1647101186511883,0.05855142456061335,0.15664847260705983,104.98709183165312,31.450649293544185,78.77657114408618,170.67102512692233,6.0,1.0,10,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,22.0,6.0,2.1011640045149864,2.250468410532806,2.1623786288353775,0.048378179222770865,0.1493044060178197,105.25070278918805,31.776595041897473,77.7058265446845,171.11849258580875,6.0,1.0,11,Octahedron
mp-2713294,Na2In2P2SO12,1.9546100122817829,0.2963639922768277,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,23.0,6.0,2.1011640173359183,2.250468448288773,2.1623786267950833,0.04837819978024757,0.14930443095285462,105.25070275777556,31.776594899227362,77.70582917060838,171.11849264644522,6.0,1.0,12,Octahedron
mp-2713354,NbInP2SO12,2.026119520616404,0.1122877715066018,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,6.0,6.0,2.075997727124544,2.151422955202654,2.1075884720558196,0.030596973008870987,0.07542522807811025,35.737569415702296,13.754894724076804,15.482619601544483,58.50879660829446,6.0,1.0,1,Octahedron
mp-2713354,NbInP2SO12,2.026119520616404,0.1122877715066018,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,7.0,6.0,2.0759977273462917,2.1514229210338844,2.1075884643077036,0.030596967427811927,0.0754251936875927,60.63254469015515,27.459914885441435,21.03638592780383,116.5415008673034,6.0,1.0,2,Octahedron
mp-2713354,NbInP2SO12,2.026119520616404,0.1122877715066018,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,8.0,6.0,2.075997727124543,2.1514229552026527,2.107588472055819,0.03059697300887117,0.07542522807810981,107.3605171424587,34.76023196106152,85.437950842991,177.6673212009218,6.0,1.0,3,Octahedron
mp-2713354,NbInP2SO12,2.026119520616404,0.1122877715066018,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,9.0,6.0,2.0759977273462913,2.1514229210338844,2.107588464307703,0.030596967427812247,0.07542519368759315,107.36051731199316,34.76023224841319,85.43795352342289,177.66731904839267,6.0,1.0,4,Octahedron
mp-2713354,NbInP2SO12,2.026119520616404,0.1122877715066018,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,10.0,6.0,2.0759977271245424,2.1514229552026523,2.1075884720558182,0.03059697300887092,0.07542522807810981,53.007189399653655,26.47475490584262,7.8977501774207735,91.37527503189762,6.0,1.0,5,Octahedron
mp-2713354,NbInP2SO12,2.026119520616404,0.1122877715066018,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,11.0,6.0,2.0759977273462913,2.1514229210338813,2.107588464307703,0.030596967427811244,0.07542519368759004,107.36051731199318,34.76023224841322,85.43795352342286,177.66731904839267,6.0,1.0,6,Octahedron
mp-2713404,Na2ZnInP(SO6)2,1.8597544317499664,0.417762804383199,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,In,0.0,True,18.0,6.0,2.0834304440662184,2.208737125692,2.1494254437025506,0.040960105248927285,0.12530668162578174,60.69713133379022,26.48990345671974,21.543617395400982,114.37636741965943,6.0,1.0,1,Octahedron
mp-2713404,Na2ZnInP(SO6)2,1.8597544317499664,0.417762804383199,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,In,0.0,True,19.0,6.0,2.0834304443855647,2.208737163945475,2.1494254666347294,0.04096012355532385,0.12530671955991046,60.99430362700222,27.46406748573347,22.108700374915074,114.00201501007007,6.0,1.0,2,Octahedron
mp-2713404,Na2ZnInP(SO6)2,1.8597544317499664,0.417762804383199,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,In,0.0,True,20.0,6.0,2.0454949903148374,2.2354633225540694,2.153881543428142,0.05973080269523117,0.18996833223923204,47.5615676707504,23.44331042229848,8.378715422809345,83.40317435910372,6.0,1.0,3,Octahedron
mp-2713404,Na2ZnInP(SO6)2,1.8597544317499664,0.417762804383199,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,In,0.0,True,21.0,6.0,2.045494991238284,2.235463322638324,2.153881543406746,0.05973080215738487,0.18996833140003977,105.28310713753855,31.719859732129805,79.2993482036147,169.97451070686853,6.0,1.0,4,Octahedron
mp-2713404,Na2ZnInP(SO6)2,1.8597544317499664,0.417762804383199,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,In,0.0,True,22.0,6.0,2.0505220364550802,2.25272751720609,2.15343267405042,0.060020703024259665,0.20220548075100986,105.15219877105224,31.62143418473017,78.58695240027575,171.6356718700789,6.0,1.0,5,Octahedron
mp-2713404,Na2ZnInP(SO6)2,1.8597544317499664,0.417762804383199,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,In,0.0,True,23.0,6.0,2.05052203720327,2.252727518067353,2.1534326740359497,0.06002070315342482,0.20220548086408296,105.15219877047736,31.6214341834683,78.58695238504981,171.6356718765536,6.0,1.0,6,Octahedron
mp-2713416,TaInP2SO12,2.0171255442816,0.1264416985227666,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,6.0,6.0,2.0763964811086777,2.1592760289819384,2.1088632022607663,0.03395865460275059,0.08287954787326068,35.71688962821925,13.767715892515307,15.386545012279033,58.447191647969994,6.0,1.0,1,Octahedron
mp-2713416,TaInP2SO12,2.0171255442816,0.1264416985227666,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,7.0,6.0,2.0763964821581467,2.1592760280076533,2.1088632089087134,0.03395865034640285,0.08287954584950663,60.677512768061796,27.621409340094598,20.874335638386416,117.53243696201679,6.0,1.0,2,Octahedron
mp-2713416,TaInP2SO12,2.0171255442816,0.1264416985227666,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,8.0,6.0,2.076396481108679,2.1592760289819366,2.1088632022607663,0.033958654602750965,0.08287954787325758,107.28503673147219,34.61469129798835,84.34830942920019,177.17382347083887,6.0,1.0,3,Octahedron
mp-2713416,TaInP2SO12,2.0171255442816,0.1264416985227666,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,9.0,6.0,2.0763964821581467,2.159276028007656,2.1088632089087134,0.03395865034640315,0.0828795458495093,107.28503685113436,34.61469156224707,84.34830948322085,177.17382541467214,6.0,1.0,4,Octahedron
mp-2713416,TaInP2SO12,2.0171255442816,0.1264416985227666,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,10.0,6.0,2.076396481108679,2.1592760289819384,2.1088632022607663,0.033958654602751,0.08287954787325935,53.81386197586277,26.874430284472723,7.928297567589574,92.55609197081664,6.0,1.0,5,Octahedron
mp-2713416,TaInP2SO12,2.0171255442816,0.1264416985227666,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,In,0.0,True,11.0,6.0,2.0763964821581475,2.1592760280076546,2.108863208908714,0.03395865034640258,0.08287954584950707,107.28503685113436,34.614691562247074,84.34830948322083,177.17382541467214,6.0,1.0,6,Octahedron
mp-2713494,Na10Nb7In(SiO4)12,1.72523905322298,0.6280691310389486,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,51.0,6.0,2.0976315644546872,2.211647237619912,2.1586418709390887,0.048732113712292094,0.11401567316522465,104.32995081509081,30.629679918790384,80.27218064660079,163.99927124262376,6.0,1.0,1,Octahedron
mp-2713494,Na10Nb7In(SiO4)12,1.72523905322298,0.6280691310389486,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,52.0,6.0,2.099553987816886,2.2200830403890537,2.162664127008887,0.05152493411837176,0.12052905257216784,104.09256891670017,30.408706407195496,79.85501212662437,163.12447544627483,6.0,1.0,2,Octahedron
mp-2713494,Na10Nb7In(SiO4)12,1.72523905322298,0.6280691310389486,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,53.0,6.0,2.1155589203824645,2.215539097905081,2.1644301772771786,0.0486613173876322,0.09998017752261656,104.32705287712034,30.606761056226727,80.21832241332586,163.92527472148439,6.0,1.0,3,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,15.0,6.0,2.1302372115191446,2.1535979401762306,2.1439690246448713,0.007527253606016268,0.02336072865708605,62.145436611747684,27.65537516570546,21.106699586013168,116.78152504161233,6.0,1.0,1,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,16.0,6.0,2.122123684076774,2.1713172423714395,2.1419393987677786,0.019266850188868274,0.04919355829466543,60.371295165211905,27.592075150576495,21.386119282092842,115.93491494710952,6.0,1.0,2,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,17.0,6.0,2.123288766989968,2.242958663976761,2.180227825616074,0.03603069588250429,0.11966989698679287,61.620771512290624,27.872391440362705,21.788693601160396,114.49539995419359,6.0,1.0,3,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,18.0,6.0,2.1046449642688723,2.2326764358730116,2.1732596817285055,0.03772891881154691,0.1280314716041393,34.62642925813703,13.078581665461941,15.245004719291869,55.34304597389235,6.0,1.0,4,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,19.0,6.0,2.0781332246760313,2.2402549115103114,2.158116639721922,0.04887866401293299,0.16212168683428008,104.58420750496751,30.968118452829955,80.36365280709269,168.26851391320938,6.0,1.0,5,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,20.0,6.0,2.1092862640520025,2.19972529475071,2.1525543854905513,0.04017271517308853,0.09043903069870751,104.32774413253469,30.7005454908772,80.75074658710962,164.3915205422105,6.0,1.0,6,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,21.0,6.0,2.051909886244891,2.2332822484550805,2.1483563722560013,0.06127805064982069,0.18137236221018949,47.52144338216316,23.35662545367351,8.551726694843897,85.10225959355502,6.0,1.0,7,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,22.0,6.0,2.048728253580131,2.2316365843129917,2.1527756556742386,0.0662450243370085,0.1829083307328605,104.47366606907384,30.93266032959451,79.07976779214417,168.89608028831427,6.0,1.0,8,Octahedron
mp-2713505,Na5In3Sn(PO4)6,1.828330613407312,0.4741267815216364,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,In,0.0,True,23.0,6.0,2.107162641679189,2.2574109542534457,2.1791491481661036,0.06970789384350544,0.15024831257425664,103.02074695608698,29.582250888352373,77.65142617554604,159.6542916335997,6.0,1.0,9,Octahedron
