CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
4.0,27,27,2.9259259259259256,0.7314814814814814,s_avg ≤ 1,2+:0.0741; 3+:0.9259
5.0,27,27,3.0,0.6,s_avg ≤ 1,3+:1.0000
6.0,393,393,2.9974554707379135,0.4995759117896522,s_avg ≤ 1,2+:0.0025; 3+:0.9975
