material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ir_wyckoff,num_Ir_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,21,6,2.030563699001232,2.049115837504422,2.041561635452218,0.007539205064680831,0.01855213850318993,107.9673122139216,36.12900775394205,85.07730404864287,179.8792082071956,6,1.0,7,Octahedron
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,22,6,1.9816689716268838,2.0824743797040353,2.0323028919073813,0.045654390978117125,0.10080540807715144,106.83050113276485,34.03165123520479,83.40414783675294,179.81772027315452,6,1.0,8,Octahedron
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,23,6,1.9816689716268865,2.0824743797040335,2.032302891907382,0.04565439097811489,0.100805408077147,106.83050113276485,34.031651235204805,83.40414783675305,179.81772027315452,6,1.0,9,Octahedron
mp-11992,LiLa2IrO6,1.9945786008775304,0.014053982211259,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,1.990147445149093,2.0051409604087094,1.9971572903318782,0.0061596875544831075,0.014993515259616341,68.94220893107679,41.50295040908591,6.05007470079783,119.12817791285897,6,1.0,1,Octahedron
mp-11992,LiLa2IrO6,1.9945786008775304,0.014053982211259,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,1.9901474451490933,2.0051409604087094,1.9971572903318784,0.006159687554483079,0.01499351525961612,60.55070518776373,28.50778704883384,14.632936054984974,105.44682157275402,6,1.0,2,Octahedron
mp-1205402,Ba3SmIr2O9,1.6092423136163478,1.419501724151213,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,8,6,1.9732348510776,2.0634116093263937,2.0183246411560405,0.045086964930014344,0.09017675824879356,107.5091488683394,35.08977150369919,86.64310522520286,177.5949173210776,6,1.0,1,Octahedron
mp-1205402,Ba3SmIr2O9,1.6092423136163478,1.419501724151213,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,9,6,1.9732348510776012,2.0634116093263937,2.0183246411560414,0.04508696493001401,0.09017675824879245,107.50914886833945,35.08977150369926,86.64310522520287,177.59491732107819,6,1.0,2,Octahedron
mp-1205402,Ba3SmIr2O9,1.6092423136163478,1.419501724151213,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,10,6,1.9732348510776012,2.0634116093263937,2.0183246411560414,0.04508696493001378,0.09017675824879245,107.50914886833945,35.08977150369926,86.64310522520287,177.59491732107819,6,1.0,3,Octahedron
mp-1205402,Ba3SmIr2O9,1.6092423136163478,1.419501724151213,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,11,6,1.9732348510776003,2.063411609326394,2.0183246411560405,0.04508696493001449,0.09017675824879379,107.50914886833938,35.08977150369913,86.64310522520286,177.59491732107787,6,1.0,4,Octahedron
mp-1210185,Na4Y2(IrO4)3,1.982941287038391,0.1207175822040542,[6.0],4.67,4.67,4.67,Octahedron,3f,1,6.0,Ir,0.0,True,6,6,1.996574062744863,2.0424963533157237,2.013603755660804,0.02053875250503057,0.045922290570860724,70.49808727443764,32.48874560655488,1.2074182697257333e-06,111.0277214064717,6,1.0,1,Octahedron
mp-1210185,Na4Y2(IrO4)3,1.982941287038391,0.1207175822040542,[6.0],4.67,4.67,4.67,Octahedron,3f,1,6.0,Ir,0.0,True,7,6,1.9965740627448643,2.0424963533157237,2.0136037556608044,0.0205387525050303,0.04592229057085939,70.49808711344855,32.48874595588889,0.0,111.02772140647171,6,1.0,2,Octahedron
mp-1210185,Na4Y2(IrO4)3,1.982941287038391,0.1207175822040542,[6.0],4.67,4.67,4.67,Octahedron,3f,1,6.0,Ir,0.0,True,8,6,1.9965738874924508,2.042496425428978,2.0136037405190206,0.02053882433917231,0.04592253793652734,79.70204698819364,39.02634520745772,0.0,175.53412834651235,6,1.0,3,Octahedron
mp-1211597,La2CuIrO6,2.039845151317436,-0.0185834271109802,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ir,0.0,True,6,6,2.0236404662968774,2.039311484979211,2.0322753195573067,0.006496771441225825,0.01567101868233367,66.81584427468796,33.53966342772931,18.722446018848967,123.15480386658368,6,1.0,1,Octahedron
mp-1211597,La2CuIrO6,2.039845151317436,-0.0185834271109802,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ir,0.0,True,7,6,2.0236404662968783,2.039311484979211,2.0322753195573067,0.006496771441225592,0.015671018682332782,33.48094509573628,11.034882871618837,12.266843955459542,49.81314968392232,6,1.0,2,Octahedron
mp-1214535,Ba3NdIr2O9,1.6077344246550165,1.440740080205943,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,8,6,1.9758206887296383,2.072230258894191,2.0211551999898276,0.04417088444152756,0.09640957016455287,107.52223309215304,35.13258839235308,85.98172991021565,178.96850107299701,6,1.0,1,Octahedron
mp-1214535,Ba3NdIr2O9,1.6077344246550165,1.440740080205943,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,9,6,1.9758206887296355,2.072230258894192,2.021155199989827,0.04417088444152881,0.09640957016455665,107.522233092153,35.13258839235303,85.9817299102156,178.96850107299701,6,1.0,2,Octahedron
mp-1214535,Ba3NdIr2O9,1.6077344246550165,1.440740080205943,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,10,6,1.9758206887296357,2.0722302588941925,2.0211551999898267,0.04417088444152891,0.09640957016455687,107.52223309215296,35.13258839235292,85.98172991021559,178.9685010729963,6,1.0,3,Octahedron
mp-1214535,Ba3NdIr2O9,1.6077344246550165,1.440740080205943,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,11,6,1.9758206887296352,2.0722302588941925,2.021155199989827,0.04417088444152909,0.09640957016455731,107.52223309215297,35.13258839235298,85.9817299102156,178.9685010729963,6,1.0,4,Octahedron
mp-1214618,Ba3CdIr2O9,1.9027529498986089,0.5463586415610173,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ir,0.0,True,8,6,1.9571535388625891,2.0491415208966823,2.001715240040024,0.041578229623638004,0.0919879820340932,107.17517878611321,34.53820610083779,84.28969722411533,177.85478534588162,6,1.0,1,Octahedron
mp-1214618,Ba3CdIr2O9,1.9027529498986089,0.5463586415610173,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ir,0.0,True,9,6,1.9571535388625905,2.049141520896682,2.001715240040024,0.04157822962363632,0.09198798203409142,107.17517878611325,34.53820610083791,84.28969722411537,177.854785345882,6,1.0,2,Octahedron
mp-1214618,Ba3CdIr2O9,1.9027529498986089,0.5463586415610173,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ir,0.0,True,10,6,1.9571535388625907,2.0491415208966806,2.0017152400400233,0.04157822962363623,0.09198798203408987,107.17517878611322,34.538206100837876,84.28969722411537,177.854785345882,6,1.0,3,Octahedron
mp-1214618,Ba3CdIr2O9,1.9027529498986089,0.5463586415610173,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ir,0.0,True,11,6,1.9571535388625905,2.049141520896681,2.0017152400400238,0.04157822962363666,0.09198798203409053,107.17517878611321,34.53820610083782,84.28969722411539,177.85478534588162,6,1.0,4,Octahedron
mp-1214637,Ba3CoIr2O9,1.8607275837321864,0.8539919109133525,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ir,0.0,True,8,6,1.9689721987591013,2.066678623099331,2.017824786259809,0.04885258158569062,0.09770642434022947,106.00011918901694,32.72057451521944,80.49526355764411,170.72042240619209,6,1.0,1,Octahedron
mp-1214637,Ba3CoIr2O9,1.8607275837321864,0.8539919109133525,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ir,0.0,True,9,6,1.9689721987591013,2.0666786230993295,2.017824786259809,0.04885258158569011,0.09770642434022814,106.00011918901694,32.72057451521944,80.49526355764412,170.72042240619209,6,1.0,2,Octahedron
mp-1214637,Ba3CoIr2O9,1.8607275837321864,0.8539919109133525,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ir,0.0,True,10,6,1.9689721987591018,2.0666786230993295,2.017824786259809,0.04885258158569033,0.0977064243402277,106.00011918901696,32.720574515219454,80.49526355764414,170.72042240619209,6,1.0,3,Octahedron
mp-1214637,Ba3CoIr2O9,1.8607275837321864,0.8539919109133525,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ir,0.0,True,11,6,1.968972198759102,2.0666786230993304,2.017824786259809,0.048852581585689885,0.09770642434022836,106.00011918901694,32.72057451521944,80.49526355764411,170.72042240619209,6,1.0,4,Octahedron
mp-1214660,Ba4Nd(IrO4)3,1.7969247669332329,0.7196508114766372,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1d",1,6.0,Ir,0.0,True,5,6,1.9658060934972363,2.0817662069822696,2.02241556856691,0.0551869780656355,0.11596011348503321,107.07944320984618,34.36754493077006,84.6054977314538,177.60460562087783,6,1.0,1,Octahedron
mp-1214660,Ba4Nd(IrO4)3,1.7969247669332329,0.7196508114766372,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1d",1,6.0,Ir,0.0,True,6,6,1.9658060934972346,2.0817662069822704,2.02241556856691,0.05518697806563656,0.11596011348503588,107.07944320984616,34.367544930770045,84.60549773145382,177.60460562087783,6,1.0,2,Octahedron
mp-1214660,Ba4Nd(IrO4)3,1.7969247669332329,0.7196508114766372,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1d",1,6.0,Ir,0.0,True,7,6,2.0431272077439506,2.050480509283083,2.0480294087700393,0.0034663795882865526,0.007353301539132495,107.99999980566896,36.16307850424609,86.0639707894231,180.0,6,1.0,3,Octahedron
mp-1218532,Sr6Ir2RuO12,2.400071897755409,-0.9513734074059008,[6.0],4.0,4.0,4.0,Octahedron,2i,1,6.0,Ir,0.0,True,6,6,1.971232126856203,2.0851468332538663,2.012945163467034,0.05105257966797225,0.11391470639766332,66.23572149851972,41.481812909222455,16.90380117498176,122.27192881860347,6,1.0,1,Octahedron
mp-1218532,Sr6Ir2RuO12,2.400071897755409,-0.9513734074059008,[6.0],4.0,4.0,4.0,Octahedron,2i,1,6.0,Ir,0.0,True,7,6,1.9712321268562039,2.085146833253864,2.0129451634670343,0.05105257966797166,0.11391470639766021,23.34682999579109,7.625878272752142,10.32177910471892,34.24096987850507,6,1.0,2,Octahedron
mp-1218538,Sr4Zn(IrO4)3,1.900360942207072,0.4779670906231456,[6.0],4.67,4.67,4.67,Octahedron,"1f, 1d, 1g",1,6.0,Ir,0.0,True,5,6,2.043764203123426,2.0671899067382125,2.0568850867809063,0.009768608175665657,0.023425703614786464,61.75731920459252,28.97699900817495,14.268239050428772,108.40637238382017,6,1.0,1,Octahedron
mp-1218538,Sr4Zn(IrO4)3,1.900360942207072,0.4779670906231456,[6.0],4.67,4.67,4.67,Octahedron,"1f, 1d, 1g",1,6.0,Ir,0.0,True,6,6,1.9452501655500567,2.057313283438481,2.01837248836796,0.05174178341906104,0.11206311788842416,59.97825645428117,26.404469563241836,18.03696089359385,99.93230511009875,6,1.0,2,Octahedron
mp-1218538,Sr4Zn(IrO4)3,1.900360942207072,0.4779670906231456,[6.0],4.67,4.67,4.67,Octahedron,"1f, 1d, 1g",1,6.0,Ir,0.0,True,7,6,1.9704124520065651,2.027097364440883,1.989755123596374,0.02641064424858052,0.05668491243431806,50.83861411000896,26.271410108256944,9.862470820473938,91.01118470259605,6,1.0,3,Octahedron
mp-1218568,Sr4Co(IrO4)3,1.9468498921711213,0.2185495767792271,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1f, 1d, 1g",1,6.0,Ir,1.0,False,5,6,2.039481186460337,2.0527818645473395,2.0466825805863755,0.005485617224797249,0.013300678087002638,61.3643841554807,28.80506270844015,13.95745665373374,107.83088687689556,6,1.0,1,Octahedron
mp-1218568,Sr4Co(IrO4)3,1.9468498921711213,0.2185495767792271,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1f, 1d, 1g",1,6.0,Ir,1.0,False,6,6,1.949292442283462,2.051202181404186,2.0154254855372034,0.04681545045468517,0.10190973912072376,60.20306651368474,26.54792416408472,18.021627817581138,100.63913352246398,6,1.0,2,Octahedron
mp-1218568,Sr4Co(IrO4)3,1.9468498921711213,0.2185495767792271,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1f, 1d, 1g",1,6.0,Ir,1.0,False,7,6,1.972984676057297,2.0326846457008565,1.9961598096343514,0.026136596453735214,0.05969996964355939,52.620510577405156,24.797574200881183,17.264718538370772,85.44787602621453,6,1.0,3,Octahedron
mp-1218568,Sr4Co(IrO4)3,1.9468498921711213,0.2185495767792271,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1f, 1d, 1g",1,6.0,Ir,1.0,False,5,6,2.039481186460337,2.0527818645473395,2.0466825805863755,0.005485617224797249,0.013300678087002638,61.3643841554807,28.80506270844015,13.95745665373374,107.83088687689556,6,1.0,1,Octahedron
mp-1218568,Sr4Co(IrO4)3,1.9468498921711213,0.2185495767792271,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1f, 1d, 1g",1,6.0,Ir,1.0,False,6,6,1.949292442283462,2.051202181404186,2.0154254855372034,0.04681545045468517,0.10190973912072376,60.20306651368474,26.54792416408472,18.021627817581138,100.63913352246398,6,1.0,2,Octahedron
mp-1218568,Sr4Co(IrO4)3,1.9468498921711213,0.2185495767792271,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1f, 1d, 1g",1,6.0,Ir,1.0,False,7,6,1.972984676057297,2.0326846457008565,1.9961598096343514,0.026136596453735214,0.05969996964355939,52.620510577405156,24.797574200881183,17.264718538370772,85.44787602621453,6,1.0,3,Octahedron
mp-1218745,Sr4CuIr2O9,1.7705491038186814,0.6786937749130791,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ir,0.0,True,15,6,1.9407523637327673,2.1443712103423125,2.0458103495916524,0.07493798710785672,0.2036188466095452,54.11088591589796,21.72408824364889,21.7179879501863,87.78464351837049,6,1.0,1,Octahedron
mp-1218745,Sr4CuIr2O9,1.7705491038186814,0.6786937749130791,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ir,0.0,True,16,6,1.9433765104529919,2.1464047416588787,2.04573928661886,0.07484784635677631,0.20302823120588687,54.151300219887595,21.743968394088782,21.631982976474028,88.25009415432889,6,1.0,2,Octahedron
mp-1218745,Sr4CuIr2O9,1.7705491038186814,0.6786937749130791,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ir,0.0,True,17,6,1.9811089759450005,2.086104268641799,2.0391934011138226,0.036160153724939345,0.10499529269679875,69.23838627742602,28.33393450373811,18.475275173220666,117.73465960771149,6,1.0,3,Octahedron
mp-1218745,Sr4CuIr2O9,1.7705491038186814,0.6786937749130791,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ir,0.0,True,18,6,1.9759942132803767,2.1004589338836195,2.039198927006162,0.03970340607739821,0.12446472060324276,65.13468239173896,32.15860606922734,6.601109336551116,118.66804665050626,6,1.0,4,Octahedron
mp-1218745,Sr4CuIr2O9,1.7705491038186814,0.6786937749130791,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ir,0.0,True,19,6,2.0004310772239213,2.1189987122791565,2.0570526903546082,0.04390045403682857,0.11856763505523515,107.54319993924415,35.1327676284935,84.36301900004702,178.7285275218717,6,1.0,5,Octahedron
mp-1218745,Sr4CuIr2O9,1.7705491038186814,0.6786937749130791,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Ir,0.0,True,20,6,1.9911504886397995,2.131291993116622,2.0566015831342237,0.04785753993977681,0.1401415044768224,107.59894466626618,35.24551884583838,84.65973497963917,178.58523112111666,6,1.0,6,Octahedron
mp-1218849,Sr2GdCu2IrO8,2.111159537020812,-0.698656962831212,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Ir,0.0,True,5,6,1.9274011971799707,2.0304557919323933,1.9723578094619574,0.0430858374466511,0.10305459475242262,82.12861707756477,39.391012919055186,8.537736462515939e-07,177.9844451244489,2,0.3333333333333333,1,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,2,6,1.9671120034225602,2.0622071408325047,2.019604750009515,0.0337919937365579,0.09509513740994446,96.08423238635608,36.850652541843985,27.834697855909685,175.5360944044863,6,1.0,1,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,3,6,1.964549389502068,2.0529711605381675,2.019750173338712,0.03267719227702227,0.0884217710360995,87.84063785090055,36.87643274863957,27.804803385203325,175.34794851415185,6,1.0,2,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,4,6,1.9671707438751431,2.062276607030273,2.0196527016483183,0.03377834695487697,0.09510586315512981,63.00941365225443,29.186225596805222,5.6530681901601385,100.13076597310209,6,1.0,3,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,5,6,1.9671707438751416,2.0622766070302707,2.0196527016483174,0.03377834695487677,0.09510586315512914,63.00941365225445,29.18622559680524,5.65306819016001,100.1307659731021,6,1.0,4,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,6,6,1.9645493895020676,2.0529711605381675,2.019750173338712,0.032677192277021976,0.08842177103609994,87.84063785090055,36.8764327486396,27.804803385203307,175.34794851415202,6,1.0,5,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,7,6,1.9671120034225604,2.0622071408325033,2.0196047500095156,0.033791993736557085,0.09509513740994291,96.08423238635609,36.850652541843964,27.8346978559097,175.53609440448614,6,1.0,6,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,8,6,1.9644373136087072,2.052783371537669,2.0196089758539864,0.03267806858967447,0.08834605792896166,97.00298856456085,37.471804317446164,36.06307882428746,175.35196257018134,6,1.0,7,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,9,6,1.967286224676884,2.0625289442394594,2.0197531982785826,0.03375115772821121,0.09524271956257535,49.026767686324995,22.785718516585206,14.36487161100746,93.59468531208057,6,1.0,8,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,10,6,1.967245595923555,2.062465373935352,2.019721535412551,0.033748759247519244,0.09521977801179693,106.77488193519046,34.60489319761767,76.50063043504355,175.81856017344114,6,1.0,9,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,11,6,1.9672455959235553,2.0624653739353533,2.019721535412551,0.03374875924751919,0.09521977801179804,106.77488193519046,34.60489319761767,76.50063043504356,175.81856017344114,6,1.0,10,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,12,6,1.9672862246768856,2.062528944239457,2.0197531982785826,0.03375115772821006,0.09524271956257158,49.026767686324995,22.785718516585206,14.36487161100746,93.59468531208059,6,1.0,11,Octahedron
mp-1219790,Rb(IrO2)6,1.758284951988344,0.583398603213837,[6.0],3.83,3.83,3.83,Octahedron,"8i, 4h",1,6.0,Ir,0.0,True,13,6,1.9644373136087077,2.0527833715376693,2.019608975853987,0.03267806858967426,0.08834605792896166,97.00298856456084,37.47180431744618,36.06307882428744,175.35196257018134,6,1.0,12,Octahedron
mp-1220760,NaYIrO4,1.971799308722468,0.1921304068854491,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,6,6,2.0133153720269696,2.055951502009951,2.0391511125217963,0.018541630112474235,0.042636129982981164,79.70606815182065,39.06149055783557,0.0,175.7718773843081,6,1.0,1,Octahedron
mp-1220760,NaYIrO4,1.971799308722468,0.1921304068854491,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,7,6,2.0175839931659123,2.0971918481150156,2.0564095104862505,0.03285470760977435,0.07960785494910327,46.25312501873618,29.33827229423815,0.0,88.12626774179407,6,1.0,2,Octahedron
mp-1220760,NaYIrO4,1.971799308722468,0.1921304068854491,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,8,6,2.017583993165912,2.0971918481150147,2.056409510486251,0.03285470760977412,0.07960785494910283,46.253125018736185,29.338272294238145,0.0,88.12626774179405,6,1.0,3,Octahedron
mp-1220804,NaHoIrO4,1.9696715446266253,0.1966676733713559,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,6,6,2.013403172283161,2.055225364518682,2.040533647066972,0.01920617207222172,0.04182219223552108,70.86840564395679,32.61470290829421,0.0,112.18166561711445,6,1.0,1,Octahedron
mp-1220804,NaHoIrO4,1.9696715446266253,0.1966676733713559,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,7,6,2.020356463694576,2.094350928549731,2.0543347780991685,0.032259335640611876,0.0739944648551547,79.98247186053501,39.44621684229144,0.0,178.0074403261655,6,1.0,2,Octahedron
mp-1220804,NaHoIrO4,1.9696715446266253,0.1966676733713559,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,8,6,2.020364753526218,2.094351123504152,2.0543361471142894,0.03225792190236492,0.07398636997793373,62.392988815061656,42.80670904113014,0.0,110.65899511877048,6,1.0,3,Octahedron
mp-1220923,NaTbIrO4,1.9695882634052928,0.2035836134760738,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,6,6,2.017497896170099,2.0578492240546797,2.04315864263695,0.018208248057599314,0.04035132788458062,70.67139395053623,32.61776896333831,0.0,112.09265566684998,6,1.0,1,Octahedron
mp-1220923,NaTbIrO4,1.9695882634052928,0.2035836134760738,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,7,6,2.01606444347615,2.0979316678286657,2.0581412076467918,0.03321160796675291,0.08186722435251559,79.90056286912233,39.364088348314276,0.0,177.5815641199992,6,1.0,2,Octahedron
mp-1220923,NaTbIrO4,1.9695882634052928,0.2035836134760738,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,8,6,2.0160644173166467,2.097931641816076,2.058141205122189,0.03321160858043971,0.08186722449942918,62.4937508733317,43.14303110249463,0.0,110.9791993789428,6,1.0,3,Octahedron
mp-1221061,NaDyIrO4,1.9733760629060348,0.1882292282052429,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,6,6,2.0167116417545534,2.0535007333713224,2.040393328543647,0.016777376208702146,0.03678909161676902,79.80090560869252,39.110465392779304,0.0,176.13634053597048,6,1.0,1,Octahedron
mp-1221061,NaDyIrO4,1.9733760629060348,0.1882292282052429,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,7,6,2.0182967372921783,2.0960275063589457,2.055260161721868,0.032226603126466837,0.07773076906676746,46.29610615824177,29.403825317454846,0.0,88.20656728152701,6,1.0,2,Octahedron
mp-1221061,NaDyIrO4,1.9733760629060348,0.1882292282052429,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2d",1,6.0,Ir,0.0,True,8,6,2.0182970240037497,2.096027790976315,2.0552601900177723,0.032226608513764375,0.07773076697256531,46.2961035928766,29.403825848485184,0.0,88.20656126964455,6,1.0,3,Octahedron
mp-1222630,Li3FeIrO5,2.1370367064953726,-0.1983038174266127,[6.0],4.0,4.0,4.0,Octahedron,2i,1,6.0,Ir,0.0,True,8,6,2.037097998648965,2.070414767100939,2.053072463068381,0.012647450627017255,0.03331676845197418,98.602383990651,38.150975598471796,25.85637384354988,175.94569907268703,6,1.0,1,Octahedron
mp-1222630,Li3FeIrO5,2.1370367064953726,-0.1983038174266127,[6.0],4.0,4.0,4.0,Octahedron,2i,1,6.0,Ir,0.0,True,9,6,2.037097998648965,2.0704147671009396,2.0530724630683808,0.012647450627017349,0.03331676845197462,98.602383990651,38.15097559847181,25.856373843549907,175.9456990726872,6,1.0,2,Octahedron
mp-1222691,Li5Fe2(IrO5)2,1.8567410643459628,0.5815001213243688,[6.0],4.5,4.5,4.5,Octahedron,1b,1,6.0,Ir,0.0,True,7,6,1.9791917413050553,2.055103211497364,2.0220103085456063,0.031744597819504554,0.0759114701923087,80.70102488213438,35.249984527430286,38.528117254447324,179.52932233118602,6,1.0,1,Octahedron
mp-1222691,Li5Fe2(IrO5)2,1.8567410643459628,0.5815001213243688,[6.0],4.5,4.5,4.5,Octahedron,1b,1,6.0,Ir,0.0,True,8,6,2.008905199461665,2.0459732333554665,2.026936285953038,0.015149666691983307,0.037068033893801644,20.788708225704294,8.469673912475171,5.432727436276123,37.0855297560717,6,1.0,2,Octahedron
mp-1227402,Ca2IrPtO6,1.746261434822845,0.7197553245187417,[6.0],4.0,4.0,4.0,Octahedron,1c,1,6.0,Ir,0.0,True,2,6,1.9969572254973293,2.0595843987944313,2.038708674362064,0.029522732616616896,0.06262717329710199,28.346554481443935,28.44104180640703,0.0,77.70863217643797,6,1.0,1,Octahedron
mp-1227404,Ca2IrRhO6,1.656406792550574,0.872770130032863,[6.0],4.0,4.0,4.0,Octahedron,1c,1,6.0,Ir,0.0,True,2,6,1.9603987395775004,2.0363383846727117,2.0110251696328487,0.035798291999403,0.07593964509521123,30.474243156789797,18.452028594019897,0.0,74.31735144181981,6,1.0,1,Octahedron
mp-1227963,Ba3TmIrRuO9,1.745760121249771,0.6715432236729627,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Ir,0.0,True,8,6,1.986803221350251,2.05081187887529,2.018808959019477,0.03200291185779184,0.06400865752503893,107.29497494315511,34.71239789403029,85.7035860014696,176.5742681646872,6,1.0,1,Octahedron
mp-1227963,Ba3TmIrRuO9,1.745760121249771,0.6715432236729627,[6.0],4.0,4.0,4.0,Octahedron,2b,1,6.0,Ir,0.0,True,9,6,1.9868032213502513,2.0508118788752903,2.018808959019477,0.03200291185779236,0.06400865752503893,107.2949749431551,34.71239789403027,85.70358600146957,176.5742681646872,6,1.0,2,Octahedron
