material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ir_wyckoff,num_Ir_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1106213,Nd2MgIrO6,1.9875874661884017,0.1349828213214125,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,2.0309016012316805,2.0508802207680192,2.042573592345135,0.008496295630989416,0.019978619536338726,60.57311590406853,28.10032853187619,14.26209299614828,105.28882034081224,6,1.0,1,Octahedron
mp-1106213,Nd2MgIrO6,1.9875874661884017,0.1349828213214125,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,2.03090160123168,2.0508802207680192,2.0425735923451356,0.008496295630989649,0.01997861953633917,68.81844657119804,41.51957754620058,6.271773703033876,118.60790745414972,6,1.0,2,Octahedron
mp-1182400,Ba3LaIr2O9,1.539596865540095,1.6642997183611974,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,8,6,1.9662506703298572,2.0722136440984102,2.019232224374733,0.052978682686635,0.10596297376855301,107.45936423078268,34.992315591180585,86.66441932371414,177.35646646667882,6,1.0,1,Octahedron
mp-1182400,Ba3LaIr2O9,1.539596865540095,1.6642997183611974,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,9,6,1.9662506703298541,2.072213644098413,2.0192322243747336,0.05297868268663751,0.10596297376855879,107.45936423078265,34.992315591180514,86.66441932371407,177.35646646667882,6,1.0,2,Octahedron
mp-1182400,Ba3LaIr2O9,1.539596865540095,1.6642997183611974,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,10,6,1.966401294143184,2.0720532627084562,2.0192273453705196,0.05282318008914787,0.10565196856527215,107.46188064884115,34.99689831579694,86.67278736761841,177.36850713335036,6,1.0,3,Octahedron
mp-1182400,Ba3LaIr2O9,1.539596865540095,1.6642997183611974,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,11,6,1.9664012941431839,2.0720532627084585,2.01922734537052,0.0528231800891492,0.10565196856527459,107.46188064884116,34.996898315797,86.6727873676184,177.36850713335036,6,1.0,4,Octahedron
mp-1188236,Gd2MgIrO6,1.984243725606944,0.1527811010593549,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,2.033277672597148,2.0547064285312766,2.046481062348097,0.009429861582654884,0.021428755934128407,55.45119836109516,23.614753773808083,19.58742659721226,91.95420883226433,6,1.0,1,Octahedron
mp-1188236,Gd2MgIrO6,1.984243725606944,0.1527811010593549,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,2.0332776725971486,2.054706428531276,2.046481062348097,0.009429861582654936,0.02142875593412752,60.04943164945421,27.876428821497687,12.934499495308227,103.71718758623588,6,1.0,2,Octahedron
mp-1188397,Pr2MgIrO6,1.9883694171357769,0.1235308737435338,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,2.0280057695005977,2.047262593428805,2.0386915220893083,0.008002508962395273,0.01925682392820738,60.69700426174768,28.125209888678363,14.770484225227039,105.5624217273425,6,1.0,1,Octahedron
mp-1188397,Pr2MgIrO6,1.9883694171357769,0.1235308737435338,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,2.0280057695005973,2.047262593428805,2.0386915220893083,0.00800250896239551,0.019256823928207822,69.04095893594817,41.56730347230012,6.234964241731631,118.76763561749385,6,1.0,2,Octahedron
mp-11903,LiEu2IrO6,1.9532202098165192,0.0963615534960616,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,1.964333466879925,1.9749428817447032,1.970906902159759,0.004688207333006185,0.010609414864778177,68.54280469166883,41.44324370474541,5.887424173412407,119.30499371649613,6,1.0,1,Octahedron
mp-11903,LiEu2IrO6,1.9532202098165192,0.0963615534960616,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,1.9643334668799262,1.9749428817447026,1.970906902159759,0.004688207333005591,0.0106094148647764,59.886614702732295,28.392182252842538,13.733211131040042,103.73053590048993,6,1.0,2,Octahedron
mp-11904,LiSm2IrO6,2.023172230448412,-0.2283901806659655,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,1.9414216801400874,2.004606179817477,1.9808381928061374,0.028068101898122616,0.06318449967738937,67.84524844216533,40.733418059133285,6.25377670058761,117.70289432744383,6,1.0,1,Octahedron
mp-11904,LiSm2IrO6,2.023172230448412,-0.2283901806659655,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,1.9420518630691685,2.0051909500112126,1.9814510242033971,0.028054052746138557,0.06313908694204406,60.00238804577001,28.530794729952948,12.483407166810636,104.45315389352879,6,1.0,2,Octahedron
mp-11905,LiNd2IrO6,1.9791902476733607,0.0988093000153508,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,1.9904664836215276,2.0063189074744234,1.997326282295134,0.006645125891983753,0.01585242385289587,68.33356715853706,41.29547601513349,6.164232668014967,118.73104475576454,6,1.0,1,Octahedron
mp-11905,LiNd2IrO6,1.9791902476733607,0.0988093000153508,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,1.9904664836215276,2.006318907474423,1.997326282295134,0.006645125891983588,0.015852423852895425,59.94519238987709,28.46828262373758,13.445681271370448,104.29560464454629,6,1.0,2,Octahedron
mp-11906,LiPr2IrO6,1.9884581486698576,0.0492975900258826,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,1.9931935229892082,2.005248811980321,1.9975051784312157,0.00548734018509941,0.012055288991112967,68.60486361946518,41.34902902139285,6.112675775673306,118.87136100866199,6,1.0,1,Octahedron
mp-11906,LiPr2IrO6,1.9884581486698576,0.0492975900258826,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,1.993193522989208,2.0052488119803216,1.9975051784312159,0.005487340185099614,0.012055288991113633,60.12501469561024,28.528238900360083,13.852605038608537,104.81270089431176,6,1.0,2,Octahedron
mp-1191066,La3IrO7,1.9466355333417424,0.2577478841924333,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ir,0.0,True,6,6,1.9790251320628611,2.025314695465276,1.9945336947520402,0.0217423631837366,0.046289563402414746,107.99956036768738,36.14657756075447,85.59887495746354,179.99824777357372,6,1.0,1,Octahedron
mp-1191066,La3IrO7,1.9466355333417424,0.2577478841924333,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ir,0.0,True,7,6,1.9790975341157866,2.025437567593962,1.9946092559971405,0.02177410051799458,0.04634003347817561,60.031535667427775,33.76693617154885,14.244986977242428,95.54544906063094,6,1.0,2,Octahedron
mp-11912,NaNd2IrO6,2.0002421357842466,-0.0158238028358343,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,1.9942248743527529,1.9993567671262065,1.997338321252376,0.0022335847561591217,0.005131892773453606,66.34638700741999,40.93854946267001,6.2488282007754625,117.18794981494513,6,1.0,1,Octahedron
mp-11912,NaNd2IrO6,2.0002421357842466,-0.0158238028358343,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,1.994224874352753,1.9993567671262067,1.9973383212523759,0.002233584756159143,0.005131892773453606,59.34603395549945,27.560272056535258,14.935018274919221,100.44335582505593,6,1.0,2,Octahedron
mp-11913,NaPr2IrO6,1.9947963584758603,0.0180090710957633,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,1.9968968890215462,2.000271558246637,1.9981014804293415,0.0015375784207403449,0.003374669225090887,59.358142251533195,27.69262676319417,14.880186639244398,100.84794974844905,6,1.0,1,Octahedron
mp-11913,NaPr2IrO6,1.9947963584758603,0.0180090710957633,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,1.996896889021547,2.0002715582466375,1.998101480429342,0.0015375784207403856,0.003374669225090443,66.5989183832411,41.0420249259739,6.151851747662263,117.41024991846326,6,1.0,2,Octahedron
mp-11914,NaLa2IrO6,2.013180265956436,-0.0739963021990192,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,6,6,1.9903373634804002,2.0047435457031946,1.999599920014438,0.00656296249368344,0.014406182222794328,66.75123033333868,41.08152430350732,5.9920586930074755,117.56842604808182,6,1.0,1,Octahedron
mp-11914,NaLa2IrO6,2.013180265956436,-0.0739963021990192,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Ir,0.0,True,7,6,1.990337363480399,2.0047435457031946,1.9995999200144376,0.0065629624936837,0.01440618222279566,59.4838207597647,27.744541431456728,14.894127866157694,101.01039223583906,6,1.0,2,Octahedron
mp-1193907,SrIrO3,1.7926243825367003,0.5810805180684916,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ir,0.0,True,6,6,1.9978793396794172,2.0183426691121875,2.006476449340365,0.006555356992124141,0.020463329432770294,49.30932141716171,26.823531694696875,11.62609179347856,79.65114701378762,6,1.0,1,Octahedron
mp-1193907,SrIrO3,1.7926243825367003,0.5810805180684916,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ir,0.0,True,7,6,1.998157612518806,2.018486350124467,2.006696723223467,0.006495074788943428,0.020328737605660896,58.283800355904035,29.05615949195718,16.99305622723375,106.05384661698676,6,1.0,2,Octahedron
mp-1193907,SrIrO3,1.7926243825367003,0.5810805180684916,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ir,0.0,True,8,6,2.0075300782035352,2.077316817712504,2.0330938642165735,0.02451973289502844,0.06978673950896885,105.39355855004369,32.49875109044812,76.95308509107313,178.8402508821816,6,1.0,3,Octahedron
mp-1193907,SrIrO3,1.7926243825367003,0.5810805180684916,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ir,0.0,True,9,6,2.007599871582841,2.0773672367030955,2.03313135836869,0.024536379974530186,0.06976736512025461,105.39375592563897,32.49800219580691,76.95369016395456,178.83856279057974,6,1.0,4,Octahedron
mp-1193907,SrIrO3,1.7926243825367003,0.5810805180684916,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ir,0.0,True,10,6,2.0026863691096675,2.0738614295693303,2.032392309983129,0.02760386061409164,0.07117506045966282,105.37198126785785,32.47223232465871,76.5276884403882,178.74788986815776,6,1.0,5,Octahedron
mp-1193907,SrIrO3,1.7926243825367003,0.5810805180684916,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Ir,0.0,True,11,6,2.0028168921909915,2.0741223586222404,2.0325188389260287,0.027658744385624073,0.07130546643124891,105.37129583270429,32.4718522040138,76.51667207391581,178.7461286447103,6,1.0,6,Octahedron
mp-1194190,Ba3BiIr2O9,1.851984984384244,0.6159460218336499,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,8,6,1.9877507648296577,2.0769539221713735,2.028049883600448,0.0357607511626997,0.0892031573417158,107.40047386178829,34.92939973980664,85.52774427597447,179.20276292629873,6,1.0,1,Octahedron
mp-1194190,Ba3BiIr2O9,1.851984984384244,0.6159460218336499,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,9,6,1.9877507648296564,2.0769539221713744,2.0280498836004486,0.035760751162700374,0.08920315734171802,107.40047386178823,34.92939973980659,85.52774427597443,179.20276292629873,6,1.0,2,Octahedron
mp-1194190,Ba3BiIr2O9,1.851984984384244,0.6159460218336499,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,10,6,1.9877507648296568,2.076953922171374,2.0280498836004486,0.03576075116270011,0.08920315734171713,107.40047386178831,34.92939973980677,85.52774427597443,179.20276292629964,6,1.0,3,Octahedron
mp-1194190,Ba3BiIr2O9,1.851984984384244,0.6159460218336499,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ir,0.0,True,11,6,1.987750764829656,2.0769539221713744,2.0280498836004486,0.03576075116270046,0.08920315734171846,107.40047386178834,34.92939973980676,85.52774427597444,179.20276292629964,6,1.0,4,Octahedron
mp-1195131,Sr3CaIr2O9,1.890940633295862,0.582042218742522,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,16,6,1.9376489501886058,2.0587633472623326,1.9983475797219186,0.051040121985585864,0.12111439707372673,97.71651006848096,36.529983094163484,29.130068477845878,178.77576633566105,6,1.0,1,Octahedron
mp-1195131,Sr3CaIr2O9,1.890940633295862,0.582042218742522,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,17,6,1.9376489501886067,2.0587633472623326,1.9983475797219186,0.05104012198558576,0.12111439707372584,60.8334993063236,28.57364908127642,18.500372963833335,106.64470179898268,6,1.0,2,Octahedron
mp-1195131,Sr3CaIr2O9,1.890940633295862,0.582042218742522,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,18,6,1.9376489501886056,2.0587633472623335,1.9983475797219183,0.0510401219855861,0.12111439707372784,97.7165100684809,36.5299830941634,29.130068477845903,178.77576633566045,6,1.0,3,Octahedron
mp-1195131,Sr3CaIr2O9,1.890940633295862,0.582042218742522,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,19,6,1.9376489501886043,2.058763347262333,1.9983475797219186,0.05104012198558629,0.12111439707372873,60.8334993063236,28.573649081276404,18.500372963833396,106.64470179898267,6,1.0,4,Octahedron
mp-1195131,Sr3CaIr2O9,1.890940633295862,0.582042218742522,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,20,6,1.9388430334798623,2.0702643371168743,1.9997070944563557,0.05194198415875525,0.131421303637012,61.12059063799528,28.25809265481384,17.735274460409684,107.92092730346002,6,1.0,5,Octahedron
mp-1195131,Sr3CaIr2O9,1.890940633295862,0.582042218742522,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,21,6,1.9388430334798639,2.0702643371168747,1.9997070944563557,0.05194198415875467,0.13142130363701088,107.48748941475658,35.03915044624329,87.33427149137025,178.5315530452466,6,1.0,6,Octahedron
mp-1195131,Sr3CaIr2O9,1.890940633295862,0.582042218742522,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,22,6,1.9388430334798625,2.070264337116873,1.9997070944563555,0.05194198415875493,0.13142130363701043,61.120590637995264,28.258092654813822,17.735274460409666,107.92092730345998,6,1.0,7,Octahedron
mp-1195131,Sr3CaIr2O9,1.890940633295862,0.582042218742522,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,23,6,1.9388430334798623,2.0702643371168734,1.9997070944563555,0.05194198415875504,0.1314213036370111,107.48748941475661,35.03915044624332,87.33427149137027,178.53155304524685,6,1.0,8,Octahedron
mp-1198098,La3IrO7,1.9377396713123392,0.3813069687978847,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,24,6,1.9328413062714789,2.0677534324901776,2.0130623191002677,0.04870191297605978,0.13491212621869875,88.42651995656293,37.06283091933166,12.622880403777467,170.46163862682647,6,1.0,1,Octahedron
mp-1198098,La3IrO7,1.9377396713123392,0.3813069687978847,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,25,6,1.9328413062714789,2.067753432490173,2.0130623191002663,0.04870191297605836,0.1349121262186943,63.78234326026448,28.1400298029545,7.025298133380104,97.66403562304943,6,1.0,2,Octahedron
mp-1198098,La3IrO7,1.9377396713123392,0.3813069687978847,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,26,6,1.9328413062714804,2.0677534324901794,2.0130623191002677,0.04870191297605956,0.13491212621869897,88.4265199565629,37.062830919331674,12.622880403777378,170.46163862682647,6,1.0,3,Octahedron
mp-1198098,La3IrO7,1.9377396713123392,0.3813069687978847,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,27,6,1.9328413062714798,2.067753432490178,2.0130623191002663,0.048701912976059115,0.1349121262186983,63.78234326026443,28.140029802954494,7.025298133380104,97.66403562304943,6,1.0,4,Octahedron
mp-1198098,La3IrO7,1.9377396713123392,0.3813069687978847,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,28,6,1.9645100289618262,2.07051830975969,2.0036387664413167,0.03453431709760258,0.10600828079786395,69.0934724203027,30.708649792364312,2.177379511846246,93.29483719398235,6,1.0,5,Octahedron
mp-1198098,La3IrO7,1.9377396713123392,0.3813069687978847,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,29,6,1.9645100289618267,2.0705183097596884,2.0036387664413176,0.0345343170976018,0.10600828079786173,95.25236271184146,37.87914527784957,2.177379511846246,176.38516134221797,6,1.0,6,Octahedron
mp-1198098,La3IrO7,1.9377396713123392,0.3813069687978847,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,30,6,1.964510028961826,2.0705183097596938,2.0036387664413167,0.03453431709760461,0.10600828079786773,69.09347242030272,30.70864979236431,2.177379511846246,93.29483719398245,6,1.0,7,Octahedron
mp-1198098,La3IrO7,1.9377396713123392,0.3813069687978847,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Ir,0.0,True,31,6,1.9645100289618262,2.070518309759693,2.003638766441317,0.03453431709760386,0.10600828079786662,95.25236271184146,37.87914527784953,2.177379511846246,176.38516134221774,6,1.0,8,Octahedron
mp-1198129,Nd3IrO7,1.9579950964962527,0.1795172973382864,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ir,0.0,True,12,6,1.9125016375968025,2.057880654316407,1.9939194184865443,0.060620749196186804,0.14537901671960474,107.99999994308176,36.3190359837363,81.7887607195632,180.0,6,1.0,1,Octahedron
mp-1198129,Nd3IrO7,1.9579950964962527,0.1795172973382864,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ir,0.0,True,13,6,1.9125016375968027,2.0578806543164077,1.9939194184865447,0.06062074919618666,0.14537901671960496,50.091598838278784,22.982494500201096,17.15750597814105,88.77619203990794,6,1.0,2,Octahedron
mp-1198129,Nd3IrO7,1.9579950964962527,0.1795172973382864,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ir,0.0,True,14,6,1.9191831733324674,2.030892469955727,1.9886101372942069,0.04947972644989367,0.11170929662325957,52.18713851952753,32.153715039862554,12.384789586042222,94.21240528968545,6,1.0,3,Octahedron
mp-1198129,Nd3IrO7,1.9579950964962527,0.1795172973382864,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ir,0.0,True,15,6,1.9191831733324678,2.0308924699557265,1.9886101372942069,0.049479726449893194,0.11170929662325868,60.55976225110813,33.66550154791964,13.15157909230633,97.87563977961597,6,1.0,4,Octahedron
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,15,6,2.0340057386861927,2.051585481748741,2.0457255673945585,0.008287170354029618,0.017579743062548392,32.39846298663217,9.926188465331048,16.443166851642058,46.22387741438453,6,1.0,1,Octahedron
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,16,6,1.982917093271514,2.0755259483689072,2.0332261339812026,0.0392134464058154,0.09260885509739314,36.020956750164125,13.766838565205655,13.970008433466274,57.67738736161809,6,1.0,2,Octahedron
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,17,6,1.9829170932715137,2.075525948368908,2.033226133981202,0.039213446405815214,0.09260885509739447,36.020956750164125,13.766838565205665,13.970008433466274,57.67738736161814,6,1.0,3,Octahedron
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,18,6,1.9766619247679076,2.079628858533973,2.030871030179631,0.043046578760590384,0.10296693376606525,87.18952144707781,39.25528113514502,39.39612974216805,179.8426420479874,6,1.0,4,Octahedron
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,19,6,1.976661924767909,2.079628858533971,2.0308710301796307,0.04304657876058984,0.10296693376606214,87.18952144707846,39.2552811351465,39.396129742168014,179.84264204799666,6,1.0,5,Octahedron
mp-1199190,Ba4Bi(IrO4)3,1.854729290214518,0.5473307874266734,[6.0],4.33,4.33,4.33,Octahedron,"2i, 1c",1,6.0,Ir,0.0,True,20,6,2.0305636990012323,2.0491158375044196,2.0415616354522177,0.007539205064680527,0.018552138503187265,107.96731221392186,36.12900775394257,85.07730404864292,179.8792082071956,6,1.0,6,Octahedron
