CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
4.0,4,2,1.0,4.0
6.0,4,54,0.5142857142857142,2.057142857142857
6.0,5,46,0.4380952380952381,2.1904761904761907
6.0,6,5,0.047619047619047616,0.2857142857142857
