CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
4.0,2,2,4.0,1.0,s_avg ≤ 1,4+:1.0000
6.0,105,105,4.533333333333333,0.7555555555555555,s_avg ≤ 1,4+:0.5143; 5+:0.4381; 6+:0.0476
