CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
4.0,2,2,1.941042284259475,0.0062517904551967485,4.0
6.0,133,129,1.9039090337442908,0.36353906161481275,4.511278195488722
