material_id,chem_formula,R$_0$,B,Na_chemenv,num_Na_chemenvs,Na_wyckoff,num_Na_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Na_sites,num_CN_env,num_charge_states,NaX_coordn,NaO_coordn,mean_coordn_Na-X,min_coordn_Na-X,max_coordn_Na-X,mean_coordn_Na-O,min_coordn_Na-O,max_coordn_Na-O,mean_Na_charge,min_Na_charge,max_Na_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NaO_BondL
mp-1035457,NaMg14FeO16,1.4187820960803972,0.4508690581642495,Octahedron,1,1c,1,[0.07506795724514201],0.0,0.07506795724514201,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Mg-Na-O,0.03883475125,-2.844420076605603,2.2862,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Fe,,,,"N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.230900456995648
mp-1035481,NaMg14FeO16,1.7013510083627137,0.2955614943278791,Octahedron,1,1e,1,[0.092893152392859],0.0,0.092893152392859,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Mg-Na-O,0.03033177,-2.852923057855602,2.5933,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Fe,,,,"N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.237301801464419
mp-1036130,NaMg14MnO16,1.5564750636745113,0.3771010009024046,Octahedron,1,1c,1,[0.052296816869638],0.0,0.052296816869638,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-Na-O,0.043835284140625,-2.867891741540948,0.4718,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.235719171508667
mp-1036133,NaMg14MnO16,1.6756037783462627,0.3133652619049421,Octahedron,1,1e,1,[0.097982795805197],0.0,0.097982795805197,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-Na-O,0.029286712578125,-2.882440313103448,0.9006999999999991,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2438398711503305
mp-1036532,NaMg14AlO16,1.387078249509761,0.4775340625831799,Octahedron,1,1e,1,[0.20198067699042802],0.0,0.20198067699042802,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Mg-Na-O,0.039118166796875,-2.985548835980603,4.059900000000001,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,,,Al,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.253009280414003
mp-1037015,NaMg30CoO32,1.4223278632209118,0.4631323509502625,Octahedron,1,1c,1,[0.002908848808982],0.0,0.002908848808982,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-Mg-Na-O,0.019245616249999,-2.9265132103340523,2.234499999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Co,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.252302384666672
mp-1037022,NaMg30CoO32,1.713422789533929,0.3007826523399067,Octahedron,1,1b,1,[0.025808624142589002],0.0,0.025808624142589002,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-Mg-Na-O,0.013172190468749,-2.9325866361153023,2.5579,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Co,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.254467522514
mp-1037565,NaMg30FeO32,1.6335876969562613,0.3462800874063855,Octahedron,1,1c,1,[0.001629372188489],0.0,0.001629372188489,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Mg-Na-O,0.01545636390625,-2.945325635021552,3.0685,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Fe,,,,"N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.254158235964672
mp-1037595,NaYMg30O32,3.0503146246382338,-0.4565349367800793,no_data,1,no_data,1,no_data,0.0,no_data,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-Y,0.032125768320312,-3.011022875490301,4.225,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Y,,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.2291030080439995
mp-1037628,NaMg30FeO32,1.5244401241472256,0.4146110712495737,Octahedron,1,1b,1,[0.048343925800646004],0.0,0.048343925800646004,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Mg-Na-O,0.0125902134375,-2.948191785490301,2.6485000000000003,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Fe,,,,"N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2702391970059943
mp-1037632,NaYMg30O32,2.552784539138314,-0.1655697919347481,Octahedron,1,1c,1,[0.00038630268965900004],0.0,0.00038630268965900004,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-Y,0.029799687695312,-3.013348956115301,4.229699999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Y,,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.256037948964
mp-1038043,NaMg30MnO32,1.680609154963871,0.3248154197294048,Octahedron,1,1b,1,[0.029814843412418003],0.0,0.029814843412418003,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mn-Na-O,0.011711497695312,-2.963306600145474,1.6848,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2648848101153267
mp-1038199,NaMg30AlO32,1.5933353649810449,0.3666845699942614,Octahedron,1,1c,1,[0.001834893415548],0.0,0.001834893415548,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Mg-Na-O,0.019131876210937,-3.012356210177802,4.3299,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,,,Al,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2504747464539974
mp-1038206,NaMg30AlO32,1.3835470946779505,0.4928807297752168,Octahedron,1,1b,1,[0.068311008773041],0.0,0.068311008773041,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Mg-Na-O,0.014351792929687,-3.017136293459051,4.381299999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,,,Al,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.270138382436
mp-1039675,NaMg30SbO32,2.631977352556625,-0.2090164049776867,Octahedron,1,1a,1,[0.000591405378584],0.0,0.000591405378584,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Mg-Na-O-Sb,0.049273044148437,-2.914921088459052,2.812299999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,,,,Sb,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.2573985160166665
mp-1039695,NaMg30GaO32,1.757605945520162,0.2753690792736472,Octahedron,1,1a,1,[0.0010326144290970002],0.0,0.0010326144290970002,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Ga-Mg-Na-O,0.018071535351563,-2.968886036857488,4.0702,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,,,Ga,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2510960870103323
mp-1039698,NaMg30BiO32,3.571821960447769,-0.752551318964973,Octahedron,1,1a,1,[0.166641324700693],0.0,0.166641324700693,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Mg-Na-O,0.049202765234375,-2.906428522365301,3.0444,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,,,Bi,B,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.218137403816665
mp-1039737,NaMg30CrO32,2.016268318033144,0.1291269727716485,Octahedron,1,1a,1,[0.004781214255597],0.0,0.004781214255597,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Cr-Mg-Na-O,0.010945483398437,-2.978457580959051,3.7638,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Cr,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.24854124576
mp-1039742,NaMg30BiO32,2.7392304532080685,-0.2684839974897041,Octahedron,1,1a,1,[0.0009752947331220001],0.0,0.0009752947331220001,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Mg-Na-O,0.045958278515625,-2.909673009084051,3.4241,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,,,Bi,B,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.258079566512
mp-1039764,NaMg30CrO32,1.7105563011235838,0.3025231582280565,Octahedron,1,1a,1,[0.001240885120944],0.0,0.001240885120944,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Cr-Mg-Na-O,0.014181679335937,-2.975221385021551,3.6705,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Cr,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.252705396477999
mp-1039781,NaMg30WO32,2.1268064340374875,0.0708238106591155,Octahedron,1,1a,1,[6.834503261731114e-05],0.0,6.834503261731114e-05,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Na-O-W,0.033927380742188,-2.9356158401778023,3.1153,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,W,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.253731155150667
mp-1039782,NaMg30WO32,2.8161846858772286,-0.3262478938847396,Octahedron,1,1a,1,[0.031047417695194004],0.0,0.031047417695194004,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Na-O-W,0.033376873085938,-2.9361663478340523,2.917899999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,W,,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.229332374761333
mp-1039783,NaMg30GaO32,1.7832365557858665,0.2632496656050372,Octahedron,1,1a,1,[0.019727785592541],0.0,0.019727785592541,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Ga-Mg-Na-O,0.013780030039062,-2.973177542169989,4.1836,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,,,Ga,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2567684641203303
mp-1039936,NaCeMg30O32,2.8914813862907667,-0.371471867080749,Octahedron,1,1c,1,[0.0019237558546430001],0.0,0.0019237558546430001,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",r2SCAN,Ce-Mg-Na-O,0.049648922994792,-2.9398817178125,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,,,,,"C, N, O",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,2.225764170036065
mp-1040085,NaLiMg30O31,2.169027178996866,0.0484065057456156,Octahedron,1,1c,1,[0.027247030532955],0.0,0.027247030532955,ABC30D31,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,Li-Mg-Na-O,0.043466067301586,-2.933193537455757,2.542399999999999,4,Orthorhombic,mm2,Pmm2,oxide,"Li, Na",Mg,,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.259538980277148
mp-1040107,NaLiMg30O31,2.049674002816233,0.1095952669491916,Octahedron,1,1b,1,[0.002349548929419],0.0,0.002349548929419,ABC30D31,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,Li-Mg-Na-O,0.044932473174601,-2.93172713158274,2.431199999999999,4,Tetragonal,4mm,P4mm,oxide,"Li, Na",Mg,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2497837972748327
mp-1040115,NaLiMg30O31,2.147875721592374,0.0343011444352038,Square pyramid,1,1c,1,[0.017004893922217],0.0,0.017004893922217,ABC30D31,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,Li-Mg-Na-O,0.04659833142857,-2.9300612733287723,2.3124,4,Orthorhombic,mm2,Pmm2,oxide,"Li, Na",Mg,,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.21022228207746
mp-1040127,NaLiMg30O31,1.9447544653418287,0.1715084477326531,no_data,1,no_data,1,no_data,0.0,no_data,ABC30D31,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,Li-Mg-Na-O,0.046979579999999,-2.929680024757343,2.376299999999999,4,Orthorhombic,mm2,Pmm2,oxide,"Li, Na",Mg,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.256427484057298
mp-1040459,NaFe3P3O13,2.820155478797113,-0.1282452004808711,no_data,1,no_data,1,no_data,0.0,no_data,AB3C3D13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Na-O-P,0.042109616416661,-2.261184048015394,0.0,4,Monoclinic,2/m,P2_1/m,oxide,Na,,Fe,,,,"N, O, P",F,,,,"B $\in$ [-1, -0.1]",Negative B,2.573872113943728
mp-1040460,NaCr2P2O9,1.5434557546015533,0.54079443860415,Octahedron,1,4c,1,[2.6438077330776792],0.0,2.6438077330776792,AB2C2D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Na-O-P,0.001852067142862,-2.51949683861893,0.7364,4,Orthorhombic,mmm,Pnma,oxide,Na,,Cr,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.4915258199028845
mp-10476,NaEr(SO4)2,2.423228851126452,0.107587897637341,End-trigonal-face capped trigonal prism,1,2e,1,[9.823627019209857],1.0,9.823627019209857,ABC2D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Er-Na-O-S,0.0,-2.535072340948275,5.7302,4,Monoclinic,2/m,P2_1/m,sulfate,Na,,,,,,"N, O, S",,,Er,,"B $\in$ [0.1, 0.5]",Positive B,2.5897087815180133
mp-10537,Na2CoPO4F,1.933350214296736,0.3083099199289082,Pentagonal bipyramid,1,8d,1,"[4.335129140401437, 4.152535282252227]",0.0,4.243832211326833,ABCD2E4,1,2,1,"[6.0, 7.0]","[4.0, 5.0]",6.5,6.0,7.0,4.5,4.0,5.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Co-F-Na-O-P,0.0125332275,-2.461070810822386,2.3128,5,Orthorhombic,mmm,Pbcn,phosphate,Na,,Co,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.475659781364916
mp-1076412,K5Na3Nb6(WO12)2,2.823663500402767,0.0031902655085936,no_data,1,no_data,1,no_data,0.0,no_data,A2B3C5D6E24,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.02794870445833,-2.658750792509697,0.0,5,Orthorhombic,mm2,Amm2,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.832874025660515
mp-1076481,K5Na3Nb5(WO8)3,2.8360775545447465,-0.0022772293974043,Cuboctahedron,1,1a,1,"[0.009038245008803, 0.012531071212727, 0.011256651651018001]",0.0,0.010941989290849335,A3B3C5D5E24,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.019438791562494,-2.585916285259698,0.0,5,Triclinic,1,P1,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8299310941281286
mp-1076659,KNaMoWO6,2.731867594783125,0.0298777433869228,Cuboctahedron,1,4d,1,[0.059679016306679],0.0,0.059679016306679,ABCDE6,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-Na-O-W,0.020397973750001,-2.151015016112931,0.209299999999999,5,Tetragonal,4mm,P4mm,oxide,"Na, K",,"Mo, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.813674173187357
mp-1076685,K4Na4MoW7O24,2.760143258223376,0.0230471501322325,Cuboctahedron,1,4d,1,[0.049043208500419],0.0,0.049043208500419,AB4C4D7E24,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-Na-O-W,0.014323819483691,-2.170044589362932,0.0,5,Tetragonal,4mm,P4mm,oxide,"Na, K",,"Mo, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.821680445487998
mp-1076751,K4Na4NbW7O24,2.7862203779020818,0.0129115625825437,Cuboctahedron,1,4d,1,[0.023247332446929003],0.0,0.023247332446929003,AB4C4D7E24,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.022720019413052,-2.246943295612932,0.0,5,Tetragonal,4mm,P4mm,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8199486570550767
mp-1076812,K2Na2Nb(WO4)3,2.7967678988049807,0.0060198801519385,Cuboctahedron,1,2h,1,[0.021181520600299],0.0,0.021181520600299,AB2C2D3E12,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.029603871624996,-2.325379436362931,0.0,5,Orthorhombic,mm2,Pmm2,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.817888215897547
mp-1079568,NaIrO3,0.1687165273719549,1.1327247134542429,Square-face bicapped trigonal prism,1,2c,1,[1.6194219972785442],0.0,1.6194219972785442,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Ir-Na-O,0.0,-1.471872186275862,0.0,3,Orthorhombic,mmm,Cmcm,oxide,Na,,Ir,,,,"N, O",I,,,,B > 1,Positive B,2.470239888868214
mp-1094103,NaMgAl3Si8(HO6)4,2.008136592901702,0.3597577176598369,no_data,1,no_data,1,no_data,0.0,no_data,ABC3D4E8F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-H-Mg-Na-O-Si,0.029508334512207,-2.958265346375105,4.7203,6,Triclinic,1,P1,oxide,Na,Mg,,,Al,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6559890699799413
mp-1094113,NaV2P2O9,1.5488780796097417,0.5396592517554897,Octahedron,1,4c,1,[2.297415378699124],0.0,2.297415378699124,AB2C2D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-O-P-V,0.000567231428561,-2.669754355761788,1.4384,4,Orthorhombic,mmm,Pnma,oxide,Na,,V,,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.4992697045553647
mp-1094147,Na4Mn9O18,2.546376162518829,0.0168473280631111,"Trigonal prism, Tricapped triangular prism (three square-face caps), Square-face capped trigonal prism",3,"2b, 2a",2,"[1.3270130611354731, 1.4793194331114892, 1.2929240793218661, 1.23571242633405]",0.0,1.3337422499757197,A4B9C18,3,3,1,"[6.0, 7.0, 9.0]","[6.0, 7.0, 9.0]",7.333333333333333,6.0,9.0,7.333333333333333,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O,0.009050755060508,-1.959005041351502,0.0,3,Orthorhombic,mm2,Pmc2_1,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.56223061750056
mp-10942,KNaLaNbO5,2.425673690774245,-0.0496106974983749,Square pyramid,1,2c,1,[2.57451005269014],0.0,2.57451005269014,ABCDE5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-La-Na-Nb-O,0.0,-3.040243175403257,3.6387,5,Tetragonal,4/mmm,P4/nmm,oxide,"Na, K",,Nb,,,,"N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3436250587775085
mp-1096979,NaVZnO4,1.5391624189770814,0.6557668574567125,"Trigonal prism, Tridiminished icosahedron, Square pyramid, Octahedron, Trigonal bipyramid",5,"2a, 2b, 6c",3,"[1.524718531653769, 3.66974542119242, 6.79454471048367, 2.145521204961379, 5.646640408195481, 3.1937469616151892]",0.333,3.829152873016985,ABCD4,5,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-O-V-Zn,0.005107662916667,-2.20354042513752,3.3573,4,Hexagonal,6,P6_3,oxide,Na,,"V, Zn",,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.5002457659666746
mp-1097910,NaMn8O16,2.458746137472253,0.051093975394741,Square plane,1,1a,1,"[0.035238720641729004, 0.04005607121822]",0.0,0.0376473959299745,AB8C16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O,6.417380002687878e-05,-1.876217251193104,0.8557999999999991,3,Monoclinic,m,Pc,oxide,Na,,Mn,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.529968137132097
