material_id,chem_formula,R$_0$,B,Sr_chemenv,num_Sr_chemenvs,Sr_wyckoff,num_Sr_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Sr_sites,num_CN_env,num_charge_states,SrX_coordn,SrO_coordn,mean_coordn_Sr-X,min_coordn_Sr-X,max_coordn_Sr-X,mean_coordn_Sr-O,min_coordn_Sr-O,max_coordn_Sr-O,mean_Sr_charge,min_Sr_charge,max_Sr_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SrO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1518052,BaSrCeSnO6,1.290173686101337,1.1160108215246898,"Cube, Cuboctahedron",2,"1e, 1c, 1f, 1g",4,"[2.102593334645823, 2.002359792888621, 1.934805951459548, 1.511246799172977]",0.0,1.887751469541742,ABCDE6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.8387869998227004,GGA,Ba-Ce-O-Sn-Sr,0.012225689124995,-3.11062005875,2.177999999999999,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",None,None,Sn,B,"C, O, S",None,None,Ce,None,B > 1,Positive B
mp-1518078,BaSrSmBiO6,1.9797930854512706,0.6359785214655538,Cube,1,"1d, 1b, 1f, 1c",4,"[2.401010156054324, 2.090506116423085, 2.097356828944408, 1.938162157857172]",0.0,2.1317588148197473,ABCDE6,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.8132790146884674,GGA,Ba-Bi-O-Sm-Sr,0.016381170624999,-2.77940621875,1.8037,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",None,None,Bi,B,"O, S",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-1518084,Sr2LaBiO6,0.11358527585575137,2.0613795009764777,Square-face bicapped trigonal prism,1,4e,1,[2.344484752122324],0.0,2.344484752122324,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.7803570991263244,GGA,Bi-La-O-Sr,0.0,-2.8063323015000012,1.734099999999999,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,Bi,B,"O, S",None,None,La,None,B > 1,Positive B
mp-1518099,BaSrLaSbO6,0.6792225630742298,1.6013804715507767,Square-face bicapped trigonal prism,1,2i,1,[3.846130259844835],0.0,3.846130259844835,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.8246744294799897,GGA,Ba-La-O-Sb-Sr,0.013128400499999,-3.0252036165,3.688399999999999,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",None,None,None,"B, Sb","O, S",None,None,La,None,B > 1,Positive B
mp-1518103,BaSrPrWO6,2.449594116592385,0.30221089687368385,Square-face bicapped trigonal prism,1,2i,1,[3.83052416326853],0.0,3.83052416326853,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.808100400927965,GGA_U,Ba-O-Pr-Sr-W,0.044418244458334005,-3.040154876166667,2.106299999999999,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",W,None,None,B,"O, P, S",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1518170,Sr2LaSbO6,3.4054833888798903,-0.21663526145890785,"Cube, Icosahedron",2,"6d, 2a",2,"[0.8673606318759091, 2.366072881590843]",0.0,1.616716756733376,ABC2D6,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.8912080841642953,GGA,La-O-Sb-Sr,0.03242464775,-3.012333442749999,3.674,4,Cubic,m-3,Pn-3,oxide,None,Sr,None,None,None,Sb,"O, S",None,None,La,None,"B $\in$ [-1, -0.1]",Negative B
mp-1518219,BaSrTbBiO6,2.2271571989314234,0.4711358860555874,Cube,1,"2d, 2c",2,"[1.8010818784908191, 2.387534099188156]",0.0,2.0943079888394873,ABCDE6,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.7746630995701786,GGA,Ba-Bi-O-Sr-Tb,0.0033354239999980003,-2.817214855916667,1.8169,5,Orthorhombic,mmm,Pnnn,oxide,None,"Sr, Ba",None,None,Bi,B,"O, S",None,None,Tb,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1518256,Sr2LaBiO6,2.19094235794313,0.4911061090621754,"Cube, Icosahedron",2,"6d, 2a",2,"[0.37350122719938905, 2.414740496873301]",0.0,1.394120862036345,ABC2D6,2,2,1,"[12.0, 4.0]","[12.0, 4.0]",8.0,4.0,12.0,8.0,4.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.801117258440202,GGA,Bi-La-O-Sr,0.045582293,-2.760750008499999,1.9455,4,Cubic,m-3,Pn-3,oxide,None,Sr,None,None,Bi,B,"O, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1518266,Sr2InBiO6,3.388694200939206,-0.23442577841555873,"Cube, Icosahedron",2,"6d, 2a",2,"[0.5895999847738901, 1.969171044978221]",0.0,1.2793855148760556,ABC2D6,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.8516105234116176,GGA,Bi-In-O-Sr,0.002795937250001,-2.302158729166667,0.6187,4,Cubic,m-3,Pn-3,oxide,None,Sr,None,None,"In, Bi",B,"O, S",I,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1518287,Sr2BiSbO6,3.451075554605493,-0.2505804089287721,"Cube, Icosahedron",2,"6d, 2a",2,"[0.76975923663704, 2.341952320487489]",0.0,1.5558557785622646,ABC2D6,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.8790945900627185,GGA,Bi-O-Sb-Sr,0.027240078249998002,-2.44537260275,1.9364,4,Cubic,m-3,Pn-3,oxide,None,Sr,None,None,Bi,"B, Sb","O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1518293,BaSrDyNbO6,1.3228214605808053,1.0700536119744162,"Cube, Cuboctahedron",2,"1e, 1c, 1f, 1g",4,"[2.202776604578842, 2.136681211660217, 2.055436126041639, 1.5050526849474561]",0.0,1.9749866568070389,ABCDE6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.8076518213198653,GGA,Ba-Dy-Nb-O-Sr,0.00969837575,-3.452736242166666,2.979199999999999,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",Nb,None,None,B,"N, O, S",None,None,Dy,None,B > 1,Positive B
mp-1518321,Sr2NdBiO6,2.2123149650634644,0.47024886959137985,"Cube, Icosahedron",2,"6d, 2a",2,"[0.41201685100192503, 2.28271848580019]",0.0,1.3473676684010574,ABC2D6,2,2,1,"[12.0, 4.0]","[12.0, 4.0]",8.0,4.0,12.0,8.0,4.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.796582863949336,GGA,Bi-Nd-O-Sr,0.043032678250000005,-2.7421432995,1.862,4,Cubic,m-3,Pn-3,oxide,None,Sr,None,None,Bi,B,"N, O, S",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1518348,BaSrBiSbO6,0.6208518815940498,1.6238394609327564,Square-face bicapped trigonal prism,1,2i,1,[3.724526838514636],0.0,3.724526838514636,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.793591227865342,GGA,Ba-Bi-O-Sb-Sr,0.010457700700003,-2.453847309500001,1.781899999999999,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",None,None,Bi,"B, Sb","O, S",None,None,None,None,B > 1,Positive B
mp-1518454,BaSrDyNbO6,2.3091174433427883,0.3975750847615813,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2i,1,[4.96692299758309],0.0,4.96692299758309,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.8063392629280144,GGA,Ba-Dy-Nb-O-Sr,0.008255261249999,-3.454179356666666,3.0423,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",Nb,None,None,B,"N, O, S",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1518566,BaSrBiSbO6,1.9762824117438096,0.6200765245260843,Cube,1,"1d, 1b, 1f, 1c",4,"[2.404717092669557, 2.31412846623207, 2.286547567255378, 2.303405527294422]",0.0,2.3271996633628564,ABCDE6,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.7889305580004824,GGA,Ba-Bi-O-Sb-Sr,0.017982766950003,-2.44632224325,1.8227000000000002,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",None,None,Bi,"B, Sb","O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1518774,Sr2GdNbO6,3.3672534620913526,-0.221554300186863,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D6,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.856031884908118,GGA,Gd-Nb-O-Sr,0.024882544249997002,-3.413976458500001,2.8344,4,Cubic,m-3,Pn-3,oxide,None,Sr,Nb,None,None,None,"N, O, S",None,None,Gd,None,"B $\in$ [-1, -0.1]",Negative B
mp-1518778,BaSrTbWO6,0.500078076003443,1.6262892182870499,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2i,1,[5.000367162675754],1.0,5.000367162675754,ABCDE6,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.850106984950019,GGA_U,Ba-O-Sr-Tb-W,0.02167496781251,-3.132688880666665,2.038,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",W,None,None,B,"O, S",None,None,Tb,None,B > 1,Positive B
mp-1518893,BaSrDySbO6,2.2263692230683216,0.4100862026927907,"Cube, Cuboctahedron",2,"1e, 1b, 1f, 1c",4,"[1.205547342200502, 1.926506762272326, 1.472209352619968, 0.9739293705462441]",0.0,1.3945482069097601,ABCDE6,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.8964455725838127,GGA,Ba-Dy-O-Sb-Sr,0.016323772999999,-3.084911952916665,3.4846999999999992,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",None,None,None,"B, Sb","O, S",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1518907,BaSrDySbO6,1.6656774465446875,0.867298022511263,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2i,1,[5.24050887483263],1.0,5.24050887483263,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.8024746810129106,GGA,Ba-Dy-O-Sb-Sr,0.016178743250000002,-3.085056982666665,3.549699999999999,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",None,None,None,"B, Sb","O, S",None,None,Dy,None,"B $\in$ [0.5, 1]",Positive B
mp-1518927,BaSrCeBiO6,0.15799006709641655,1.9993666924771794,Square-face bicapped trigonal prism,1,2i,1,[3.358333726506263],0.0,3.358333726506263,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.823235627478782,GGA,Ba-Bi-Ce-O-Sr,0.025237119100006002,-2.903019814999999,0.10740000000000001,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",None,None,Bi,B,"C, O, S",None,None,Ce,None,B > 1,Positive B
mp-1518940,BaSrYNbO6,2.1079035698506132,0.5127141360272601,"Cube, Cuboctahedron",2,"1e, 1c, 1f, 1g",4,"[2.24364407169481, 2.171649018585736, 2.071955134959371, 1.561370851064078]",0.0,2.0121547690759987,ABCDE6,2,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.7718080097190767,GGA,Ba-Nb-O-Sr-Y,0.016446211999999003,-3.439182937,2.973799999999999,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba","Y, Nb",None,None,B,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1518971,Sr2CeSnO6,3.3889797276393656,-0.22478801653596955,"Cube, Icosahedron",2,"6d, 2a",2,"[0.775400833265488, 1.958858304019238]",0.0,1.367129568642363,ABC2D6,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",2.8758469024637505,GGA,Ce-O-Sn-Sr,0.021115265249997,-3.108887113999999,2.2874,4,Cubic,m-3,Pn-3,oxide,None,Sr,None,None,Sn,None,"C, O, S",None,None,Ce,None,"B $\in$ [-1, -0.1]",Negative B
mp-1519048,BaSrPrBiO6,2.1219463542125565,0.5580849368873633,Cube,1,"1e, 1c, 1f, 1g",4,"[2.234270717136801, 2.2545422341816552, 2.106727845879465, 2.533687585305696]",0.0,2.2823070956259044,ABCDE6,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.770479587163598,GGA,Ba-Bi-O-Pr-Sr,0.023031964999999002,-2.7335901749166682,1.7972000000000001,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",None,None,Bi,B,"O, P, S",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-1519122,BaSrCeBiO6,2.17522643627201,0.5199243426869784,Cube,1,"1e, 1b, 1c, 1g",4,"[2.142201700769125, 2.350554693453568, 2.343839850002915, 2.126619057876681]",0.0,2.2408038255255724,ABCDE6,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.6881343631232872,GGA,Ba-Bi-Ce-O-Sr,0.042988189850005,-2.8852687442500002,0.0,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",None,None,Bi,B,"C, O, S",None,None,Ce,None,"B $\in$ [0.5, 1]",Positive B
mp-1519152,BaSrYNbO6,2.1781792271765723,0.48438068090591874,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,2i,1,[4.970779906246081],0.0,4.970779906246081,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.79646093197193,GGA,Ba-Nb-O-Sr-Y,0.01450205,-3.441127099,3.0516,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba","Y, Nb",None,None,B,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1519157,SrCaLaBiO6,2.4582677464282887,0.1801018488941335,Square-face bicapped trigonal prism,1,2a,1,[2.003509600496895],0.0,2.003509600496895,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.7518354787589394,GGA,Bi-Ca-La-O-Sr,0.0,-2.841161119,2.0516,5,Monoclinic,m,Pc,oxide,None,"Ca, Sr",None,None,Bi,B,"C, O, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1519230,NaSrCeBiO6,0.10259628920350121,1.9187459052524425,Cube,1,"2d, 2c",2,"[2.375861914572723, 1.4747993518841152]",0.0,1.925330633228419,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.7704499949347303,GGA,Bi-Ce-Na-O-Sr,0.040514371681817006,-2.58245325113793,1.730299999999999,5,Orthorhombic,mmm,Pnnn,oxide,Na,Sr,None,None,Bi,B,"C, N, O, S",None,None,Ce,None,B > 1,Positive B
mp-1519242,SrPrEuNbO6,0.6604229665054357,1.5549639874971812,Square-face bicapped trigonal prism,1,2i,1,[2.516027168152541],0.0,2.516027168152541,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.724206805383164,GGA,Eu-Nb-O-Pr-Sr,0.027694683592265002,-3.368672098666667,0.1748,5,Triclinic,-1,P-1,oxide,None,Sr,Nb,None,None,None,"N, O, P, S",None,None,"Pr, Eu",None,B > 1,Positive B
mp-1519244,KSrNdWO6,2.367759397748041,0.34077206048224407,Cuboctahedron,1,"2d, 2a",2,"[1.603356072881812, 1.597742750232376]",0.0,1.600549411557094,ABCDE6,1,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.924605931690141,GGA_U,K-Nd-O-Sr-W,0.037862122416664,-2.871091192975,2.825799999999999,5,Orthorhombic,mmm,Pnnn,oxide,K,Sr,W,None,None,None,"N, O, S",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1519269,BaSrNdBiO6,0.2898854953355894,1.899001263758788,Square-face bicapped trigonal prism,1,2i,1,[3.151181638768937],0.0,3.151181638768937,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.8294407221061,GGA,Ba-Bi-Nd-O-Sr,0.011443133500000001,-2.763111185750001,1.7161,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",None,None,Bi,B,"N, O, S",None,None,Nd,None,B > 1,Positive B
mp-1519309,BaSrPrNbO6,0.48994050281795537,1.7326296767218767,Square-face bicapped trigonal prism,1,2i,1,[3.556469617985094],0.0,3.556469617985094,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.804872866159776,GGA,Ba-Nb-O-Pr-Sr,0.03396403377083,-3.351806183166667,3.016699999999999,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",Nb,None,None,B,"N, O, P, S",None,None,Pr,None,B > 1,Positive B
mp-1519348,BaSrPrNbO6,1.945834366705613,0.6419610549020535,Cube,1,"1e, 1b, 1f, 1g",4,"[2.374670202897038, 2.419886189840085, 2.26653306674059, 2.6399383744494243]",0.0,2.4252569584817842,ABCDE6,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.787140858929967,GGA,Ba-Nb-O-Pr-Sr,0.043686541770831006,-3.342083675166667,2.961999999999999,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",Nb,None,None,B,"N, O, P, S",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-1519366,BaSrPrSbO6,1.3905048055375748,1.0811792141009864,Square-face bicapped trigonal prism,1,2i,1,[4.072397200501943],0.0,4.072397200501943,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.822778832287775,GGA,Ba-O-Pr-Sb-Sr,0.0,-2.988876333166666,3.6275,5,Triclinic,-1,P-1,oxide,None,"Sr, Ba",None,None,None,"B, Sb","O, P, S",None,None,Pr,None,B > 1,Positive B
mp-1519376,BaSrNdBiO6,1.9523372009839732,0.673947542859411,Cube,1,"1e, 1c, 1f, 1g",4,"[2.215714320658607, 2.13448760026075, 2.191130087721532, 2.415977764618408]",0.0,2.2393274433148243,ABCDE6,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.8244581188077285,GGA,Ba-Bi-Nd-O-Sr,0.023089685500000002,-2.75146463375,1.7882,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",None,None,Bi,B,"N, O, S",None,None,Nd,None,"B $\in$ [0.5, 1]",Positive B
mp-1519448,BaSrYWO6,1.4130795819902287,0.9986340234986428,"Cube, Cuboctahedron",2,"1e, 1b, 1f, 1g",4,"[2.304796778613951, 2.035011975411916, 2.283485974027475, 1.445289254790735]",0.0,2.017145995711019,ABCDE6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.7988115328829988,GGA_U,Ba-O-Sr-W-Y,0.020981959541686003,-3.124584572,1.861699999999999,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba","Y, W",None,None,B,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1519455,BaSrPrSbO6,2.120079314118058,0.5334386408129228,Cube,1,"1e, 1c, 1f, 1g",4,"[2.176203639694082, 2.301335187795384, 2.265226053607996, 2.479635230208923]",0.0,2.3056000278265962,ABCDE6,1,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.810357232303283,GGA,Ba-O-Pr-Sb-Sr,0.005945890249999,-2.982930442916667,3.5434,5,Orthorhombic,222,P222,oxide,None,"Sr, Ba",None,None,None,"B, Sb","O, P, S",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-1519537,BaSrCe2O6,0.026314541139158043,2.0968672981353,Square-face bicapped trigonal prism,1,2e,1,[2.900006881883467],0.0,2.900006881883467,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.8251585792214824,GGA,Ba-Ce-O-Sr,0.015708765999995,-3.590532670999999,2.179699999999999,4,Monoclinic,2/m,P2_1/m,oxide,None,"Sr, Ba",None,None,None,B,"C, O, S",None,None,Ce,None,B > 1,Positive B
mp-1519555,Sr2CeZrO6,3.3988940387445417,-0.21484604493653764,"Cube, Icosahedron",2,"6d, 2a",2,"[0.508320445736805, 2.11272576141176]",0.0,1.3105231035742826,ABC2D6,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.880818974197565,GGA,Ce-O-Sr-Zr,0.048360557999995,-3.495383159499998,2.3352999999999993,4,Cubic,m-3,Pn-3,oxide,None,Sr,Zr,None,None,None,"C, O, S",None,None,Ce,None,"B $\in$ [-1, -0.1]",Negative B
mp-1519604,Sr2EuWO6,0.4075923063531663,1.7932516012217588,Square-face bicapped trigonal prism,1,4e,1,[2.8850121412294962],0.0,2.8850121412294962,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.7237436001779347,GGA_U,Eu-O-Sr-W,0.038190942499991005,-2.9907515225,0.008399999999999,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,W,None,None,None,"O, S",None,None,Eu,None,B > 1,Positive B
mp-1519713,KSrPrWO6,2.2251072168966304,0.43026177554656597,"Cube, Icosahedron",2,"2d, 2a",2,"[2.234405390998464, 1.768366430442327]",0.0,2.0013859107203955,ABCDE6,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.927746087276017,GGA_U,K-O-Pr-Sr-W,0.040829817958334,-2.851047782891667,2.8314,5,Orthorhombic,mmm,Pnnn,oxide,K,Sr,W,None,None,None,"O, P, S",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
