material_id,chem_formula,R$_0$,B,Ba_chemenv,num_Ba_chemenvs,Ba_wyckoff,num_Ba_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ba_sites,num_CN_env,num_charge_states,BaX_coordn,BaO_coordn,mean_coordn_Ba-X,min_coordn_Ba-X,max_coordn_Ba-X,mean_coordn_Ba-O,min_coordn_Ba-O,max_coordn_Ba-O,mean_Ba_charge,min_Ba_charge,max_Ba_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_BaO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-703429,Ba3Y4O9,2.6415988120877834,0.12880590073129936,"Octahedron, Square-face bicapped square antiprism",2,1a,1,"[7.432894297235422, 5.727056327475609, 5.567430847122821]",1.0,6.2424604906112835,A3B4C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.7685819251567816,GGA,Ba-O-Y,0.025340262499998004,-3.5164848690625,3.373,3,Triclinic,1,P1,oxide,None,Ba,Y,None,None,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-704632,Ba2Sm2Fe4O11,1.2830053265513626,0.9382241018924884,Cuboctahedron,1,2f,1,[0.6869665412073681],0.0,0.6869665412073681,A2B2C4D11,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.97744859935078,GGA_U,Ba-Fe-O-Sm,0.030562272406024004,-2.534275642368422,0.0,4,Orthorhombic,mmm,Cmmm,oxide,None,Ba,Fe,None,None,B,"O, S",F,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-704634,Ba2Nd2Fe4O11,1.3256760265249667,0.9144084627027823,Cuboctahedron,1,2f,1,[0.635518015986221],0.0,0.635518015986221,A2B2C4D11,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.9787138885414612,GGA_U,Ba-Fe-Nd-O,0.0,-2.561513236842106,0.0,4,Orthorhombic,mmm,Cmmm,oxide,None,Ba,Fe,None,None,B,"N, O",F,None,Nd,None,"B $\in$ [0.5, 1]",Positive B
mp-705895,BaNb2Fe2(PO4)6,2.295863450605549,0.4088895460474132,Cuboctahedron,1,2b,1,[4.642512790738987],0.0,4.642512790738987,AB2C2D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.7451672956838125,GGA_U,Ba-Fe-Nb-O-P,0.0,-2.759227433510204,2.445799999999999,5,Monoclinic,2/m,P2_1/c,phosphate,None,Ba,"Fe, Nb",None,None,B,"N, O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-706400,BaP2(HO2)4,2.713907059944329,0.11830192686914501,Square-face bicapped square antiprism,1,4d,1,[5.494944832792616],1.0,5.494944832792616,AB2C4D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.8460429257224704,GGA,Ba-H-O-P,0.0,-2.323708426285714,5.801,4,Orthorhombic,mmm,Pccn,oxide,None,Ba,None,None,None,B,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-706815,KBa7Al15Si17O64,2.583274327541903,0.2532443897195621,"Pentagonal prism, Tricapped octahedron (cap faces are aligned)",2,1a,1,"[3.437242191553523, 7.477901411709747, 7.280835265895839, 3.547507568125239, 3.885952986906339, 7.358187594991867, 3.504231019689958]",0.429,5.213122576981788,AB7C15D17E64,2,3,1,"[10.0, 8.0, 9.0]","[10.0, 8.0, 9.0]",9.0,8.0,10.0,9.0,8.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.9852668875224997,GGA,Al-Ba-K-O-Si,0.022759083076923002,-3.405372870838943,4.1533,5,Triclinic,1,P1,oxide,K,Ba,None,None,Al,"B, Si","O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-720079,Ba2Na7Ti16Bi7O48,2.5913520773081777,0.14890992275210505,Cuboctahedron,1,1a,1,"[0.36112674956218604, 0.41195359741602505]",0.0,0.3865401734891055,A2B7C7D16E48,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.830749558037265,GGA,Ba-Bi-Na-O-Ti,0.022475904449993003,-2.908128610162356,2.4513,5,Triclinic,1,P1,oxide,Na,Ba,Ti,None,Bi,B,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-720941,KBaCr2(PO4)3,1.993538487500885,0.6479751020982149,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D3E12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.97076930762338,GGA_U,Ba-Cr-K-O-P,0.020019118157902003,-2.781122590456766,2.7328,5,Monoclinic,2,P2_1,phosphate,K,Ba,Cr,None,None,B,"C, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-722278,BaSiP4(HO7)2,2.433472364484585,0.36152479453110953,Bicapped square prism (opposite faces),1,1a,1,[2.251382759288931],0.0,2.251382759288931,ABC2D4E14,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",3.0081370968418555,GGA,Ba-H-O-P-Si,0.0,-2.675550258230518,5.748299999999999,5,Triclinic,-1,P-1,oxide,None,Ba,None,None,None,"B, Si","H, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-723021,Ba(HO)2,2.6884427529475934,0.1142226920768284,"Square-face capped trigonal prism, Square antiprism, Square-face monocapped antiprism",3,"8d, 4c",2,"[1.690923705866292, 1.585703434752531, 1.8740329118514092]",0.0,1.716886684156744,AB2C2,3,3,1,"[4.0, 5.0, 7.0]","[4.0, 5.0, 7.0]",5.333333333333333,4.0,7.0,5.333333333333333,4.0,7.0,2.0,2.0,2.0,1.3333333333333333,1,2,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.7825636039665573,GGA,Ba-H-O,0.024363666000000003,-2.032849905000001,3.489,3,Orthorhombic,mmm,Pnma,oxide,None,Ba,None,None,None,B,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-7249,Ba3Nb2ZnO9,2.918034781240633,0.011698736366746851,Cuboctahedron,1,"2d, 1a",2,"[0.060194792549042, 0.03525003389628]",0.0,0.047722413222661006,AB2C3D9,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.939357848150715,GGA,Ba-Nb-O-Zn,0.0,-3.071309408333333,2.7287,4,Trigonal,-3m,P-3m1,oxide,None,Ba,"Zn, Nb",None,None,B,"N, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-726803,BaMn2P2O9,1.4213769947732775,1.0229064356433497,Bicapped square prism (adjacent faces),1,1a,1,[4.470480413410273],0.0,4.470480413410273,AB2C2D9,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9741040352040207,GGA_U,Ba-Mn-O-P,0.027480509484128002,-2.6565620421534133,1.1844000000000001,4,Monoclinic,2,C2,oxide,None,Ba,Mn,None,None,B,"O, P",None,None,None,None,B > 1,Positive B
mp-727115,Ba5P3O13,2.210147607530153,0.4631972205593259,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps)",2,"6h, 4f",2,"[2.950697312811629, 3.870865001742359]",0.0,3.410781157276994,A3B5C13,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.5,1,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals",2.964486770972247,GGA,Ba-O-P,0.020868681190473002,-3.19320424042517,0.0,3,Hexagonal,6/m,P6_3/m,oxide,None,Ba,None,None,None,B,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-728780,Ba2V3P6HO22,2.128148829922546,0.5403180833534451,Bicapped octahedron (cap faces with one edge in common),1,2i,1,[4.519078318704721],0.0,4.519078318704721,AB2C3D6E22,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.874492449987561,GGA_U,Ba-H-O-P-V,0.0,-2.829187570856091,0.375999999999999,5,Triclinic,-1,P-1,oxide,None,Ba,V,None,None,B,"H, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-7339,BaSiO3,2.666649205577511,0.2964564298749496,Hexagonal bipyramid,1,4a,1,[5.52156307983761],1.0,5.52156307983761,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.9187283716951775,GGA,Ba-O-Si,0.022031850500000002,-3.3819813555,4.5344999999999995,3,Orthorhombic,222,P2_12_12_1,oxide,None,Ba,None,None,None,"B, Si","O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-733968,BaCaP2(HO4)2,2.778915613570134,0.0690307189246961,Bicapped square prism (adjacent faces),1,4e,1,[7.097251483561484],1.0,7.097251483561484,ABC2D2E8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.8947625737581166,GGA,Ba-Ca-H-O-P,0.0,-2.8055404440561222,5.327,5,Monoclinic,2/m,P2_1/c,oxide,None,"Ca, Ba",None,None,None,B,"H, C, O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-735530,Ba2Fe3P6HO22,2.3086489124551646,0.39946213743501574,Bicapped octahedron (cap faces with one edge in common),1,2i,1,[4.567325810389542],0.0,4.567325810389542,AB2C3D6E22,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.859866423487524,GGA_U,Ba-Fe-H-O-P,0.0,-2.628824755267857,2.5383,5,Triclinic,-1,P-1,oxide,None,Ba,Fe,None,None,B,"H, O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-738639,Ba14Ir8(PdO11)3,2.7117908854184996,0.11929262117216381,no_data,1,no_data,1,no_data,0.0,no_data,A3B8C14D33,4,4,1,"[10.0, 11.0, 8.0, 9.0]","[10.0, 11.0, 8.0, 9.0]",9.5,8.0,11.0,9.5,8.0,11.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.895041788462874,GGA,Ba-Ir-O-Pd,0.0,-2.116267523074712,0.0,4,Monoclinic,2,C2,oxide,None,Ba,"Pd, Ir",None,None,B,"O, P",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-752404,Ba2Sb2O7,2.049354526728021,0.5157461884991903,"Cube, Hexagonal bipyramid",2,"2a, 2c",2,"[0.35149706470228703, 3.5551032764198203]",0.0,1.9533001705610538,A2B2C7,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.784337618016714,GGA,Ba-O-Sb,0.037441791818188006,-2.463259181363635,1.291199999999999,3,Orthorhombic,mmm,Imma,oxide,None,Ba,None,None,None,"B, Sb","O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-752684,BaTm2O4,2.031710750532767,0.5688280765491343,Square-face bicapped trigonal prism,1,2c,1,[1.086972473547148],0.0,1.086972473547148,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.8381703313251485,GGA,Ba-O-Tm,0.041630642976189,-3.694447708571431,2.8878999999999992,3,Orthorhombic,mmm,Cmcm,oxide,None,Ba,None,None,None,B,O,None,None,Tm,None,"B $\in$ [0.5, 1]",Positive B
mp-752730,Ba2GeO4,1.8636692174097953,0.7691323702667482,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,4e,1,"[3.090720126405152, 5.625641865984061]",0.5,4.358180996194607,AB2C4,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.9114921943929515,r2SCAN,Ba-Ge-O,0.004625264166667,-2.851950579642856,4.214300000000001,3,Monoclinic,2/m,P2_1/c,oxide,None,Ba,None,None,None,"B, Ge",O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-752827,Ba2In2O5,1.8289518441105241,0.7682518356867807,"Bicapped octahedron (cap faces with one atom in common), Cube",2,"2e, 2c",2,"[5.856573828178249, 1.865739690219246]",0.5,3.8611567591987472,A2B2C5,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.903066149411966,GGA,Ba-In-O,0.040701398333334006,-2.381690497592592,0.918,3,Monoclinic,2/m,C2/c,oxide,None,Ba,None,None,In,B,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-752852,BaTi8O16,3.120932018135497,-0.05409874625184674,Bicapped square prism (opposite faces),1,1a,1,[0.998826836520573],0.0,0.998826836520573,AB8C16,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",3.032240538153128,GGA,Ba-O-Ti,0.0011290395999660001,-3.484021402266667,0.0,3,Triclinic,1,P1,oxide,None,Ba,Ti,None,None,B,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-752906,Ba4Pb3O10,2.0708892251538593,0.576586891772512,"Cuboctahedron, Tricapped triangular prism (three square-face caps)",2,1a,1,"[3.575123163165101, 0.13958246985119302, 3.540356666349405, 0.11694467430039202]",0.0,1.8430017434165227,A3B4C10,2,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",3.036303289777662,GGA,Ba-O-Pb,0.014855932352928002,-2.201131159411764,0.0,3,Triclinic,1,P1,oxide,None,Ba,None,None,Pb,B,"O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-753124,Ba5Bi3O11,2.0462113449676873,0.6485541795933126,"Square pyramid, Bicapped square prism (adjacent faces)",2,"1b, 4f",2,"[4.522067676245321, 5.652818256787107]",0.5,5.087442966516214,A3B5C11,2,2,1,"[10.0, 5.0]","[10.0, 5.0]",7.5,5.0,10.0,7.5,5.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",3.0322529347439255,GGA,Ba-Bi-O,0.047786221052627004,-2.309896726052632,0.0,3,Orthorhombic,mm2,Amm2,oxide,None,Ba,None,None,Bi,B,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-753330,Ba2MnO4,3.2398383010681693,-0.2707381812534175,Tricapped triangular prism (three square-face caps),1,2e,1,[4.407610337154582],0.0,4.407610337154582,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.819104004686715,GGA_U,Ba-Mn-O,0.021058589761906003,-2.5779185925615753,0.0,3,Tetragonal,4/mmm,I4/mmm,permanganate,None,Ba,Mn,None,None,B,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-753413,Ba2B2O5,2.3681290901131318,0.35719371349882645,"Cube, Octahedron",2,2i,1,"[3.689139868584647, 5.314909759540034]",0.5,4.50202481406234,A2B2C5,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.777875021339846,r2SCAN,B-Ba-O,0.004688978333334,-3.136878469814813,3.8041,3,Triclinic,-1,P-1,diborate,None,Ba,None,None,None,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-754128,Ba3Hf2O7,2.971679579172748,-0.025390197180507314,"Tricapped triangular prism (three square-face caps), Cuboctahedron",2,"1b, 2e",2,"[0.00034917600673000005, 3.954900907873494]",0.0,1.977625041940112,A2B3C7,2,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9113974436240415,r2SCAN,Ba-Hf-O,0.0,-3.6430178729166682,3.5653,3,Tetragonal,4/mmm,I4/mmm,oxide,None,Ba,Hf,None,None,B,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-754272,Cs2Ba2O3,2.9198442318605977,-0.41925869903102714,Tetrahedron,1,4e,1,[1.436506359207776],0.0,1.436506359207776,A2B2C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.5986645754511586,GGA,Ba-Cs-O,0.02439436285714,-2.094935703472907,1.9378000000000002,3,Monoclinic,2/m,P2_1/c,oxide,Cs,Ba,None,None,None,B,"C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-754363,Ba2HfO4,3.167829924730713,-0.1647641613276835,Tricapped triangular prism (three square-face caps),1,2e,1,[3.955855874066401],0.0,3.955855874066401,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.888555909835046,r2SCAN,Ba-Hf-O,0.0,-3.536360435714286,3.437,3,Tetragonal,4/mmm,I4/mmm,oxide,None,Ba,Hf,None,None,B,"H, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-754370,Ba3GeO5,2.3051647146484,0.4425731962113931,"Square-face bicapped square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,"4h, 2a",2,"[2.534400239786817, 2.639102926053909]",0.0,2.586751582920363,AB3C5,2,2,1,"[10.0, 8.0]","[10.0, 8.0]",9.0,8.0,10.0,9.0,8.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.909511654824382,r2SCAN,Ba-Ge-O,0.001832288333332,-2.851691801944447,2.7592,3,Tetragonal,4/mmm,I4/mcm,oxide,None,Ba,None,None,None,"B, Ge",O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-754684,Ba4IrO6,1.6639010258027789,0.8796239424966394,"Square antiprism, Trigonal prism",2,"6e, 2a",2,"[3.015966064021771, 2.7259944607274873]",0.0,2.870980262374629,AB4C6,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.7868124643584675,r2SCAN,Ba-Ir-O,0.0,-2.48381873045454,0.0,3,Trigonal,-3m,R-3c,oxide,None,Ba,Ir,None,None,B,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-754967,BaTeO4,2.799354464536628,-0.03419902144398871,Octahedron,1,4c,1,[3.928607260386273],0.0,3.928607260386273,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.7260721745280008,r2SCAN,Ba-O-Te,0.0,-2.25012785236111,2.1894,3,Orthorhombic,mmm,Pbcn,oxide,None,Ba,None,None,None,"B, Te",O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-755117,Ba2IrO4,3.0436127593922566,-0.13899318589179085,Tricapped triangular prism (three square-face caps),1,2e,1,[3.841396851176563],0.0,3.841396851176563,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.8148931748201105,r2SCAN,Ba-Ir-O,0.01947380196429,-2.259269779999999,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,None,Ba,Ir,None,None,B,O,I,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-755315,BaTl2O4,2.1800661552340443,0.44625098640456207,Square-face bicapped trigonal prism,1,2c,1,[0.9707502672083931],0.0,0.9707502672083931,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.8085218123989812,GGA,Ba-O-Tl,0.023397684642856003,-1.6431717595238111,0.009199999999999,3,Orthorhombic,mmm,Cmcm,oxide,None,Ba,None,None,Tl,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-755363,Ba3SiO,2.749763340829598,0.01881735261190825,"Square pyramid, See-saw",2,"8d, 4c",2,"[3.5208892964983303, 2.9162207428203812]",0.0,3.2185550196593558,ABC3,2,2,1,"[2.0, 2.0]","[2.0, 2.0]",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.7674445704345367,r2SCAN,Ba-O-Si,0.0,-1.316792708000001,0.421699999999999,3,Orthorhombic,mmm,Pnma,oxide,None,Ba,None,None,None,"B, Si","O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-755895,Ba3Zr2O7,3.0226619102889893,-0.040287057283017194,"Tricapped triangular prism (three square-face caps), Cuboctahedron",2,"2e, 1a",2,"[5.371247605662081e-05, 3.859422131127537]",0.0,1.929737921801797,A2B3C7,2,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9337110724874447,r2SCAN,Ba-O-Zr,0.0,-3.519513482083334,2.6976,3,Tetragonal,4/mmm,I4/mmm,oxide,None,Ba,Zr,None,None,B,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-756180,Ba2Hf7O16,2.7523186558398494,-0.022494739714172235,Cube,1,2c,1,[2.9244409669554763],0.0,2.9244409669554763,A2B7C16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.707016356654863,GGA,Ba-Hf-O,0.044685671299991,-3.881886813599999,4.0367,3,Trigonal,-3,R-3,oxide,None,Ba,Hf,None,None,B,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-756819,BaV8O16,3.7573830534527226,-0.5720258217287355,Cube,1,1a,1,[1.291509557362202],0.0,1.291509557362202,AB8C16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.96193059167343,GGA_U,Ba-O-V,0.034601903825016,-2.579505936400002,0.0,3,Triclinic,1,P1,oxide,None,Ba,V,None,None,B,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-756876,K3BaPCO7,1.8276838085524019,0.8034932484866097,Pentagonal bipyramid,1,2e,1,[3.557105471143747],0.0,3.557105471143747,ABCD3E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.707392601905165,GGA,Ba-C-K-O-P,0.026238372115382002,-2.5848623387609893,4.0584,5,Monoclinic,2/m,P2_1/m,oxide,K,Ba,None,None,None,B,"C, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-756942,Ba3(BrO)2,2.2140878504655244,0.43091810753340204,"Trigonal bipyramid, Triangular non-coplanar",2,4c,1,"[16.822481833876292, 5.674301961013779, 6.873811740032199]",1.0,9.790198511640757,A2B2C3,2,3,1,"[2.0, 2.0, 4.0]","[2.0, 2.0, 4.0]",2.6666666666666665,2.0,4.0,2.6666666666666665,2.0,4.0,2.0,2.0,2.0,2.0,2,2,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",2.5307317665670275,GGA,Ba-Br-O,0.037058570357141,-2.749880861785714,2.5078,3,Orthorhombic,mmm,Pnma,hypobromite,None,Ba,None,None,None,B,O,Br,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-757206,BaTi6O12,0.6158602988804904,1.7024939412535882,Cube,1,2e,1,[0.993869422757185],0.0,0.993869422757185,AB6C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9865934209219582,r2SCAN,Ba-O-Ti,0.0026256142548650003,-3.473723413947367,0.0,3,Tetragonal,4/m,I4/m,oxide,None,Ba,Ti,None,None,B,O,None,None,None,None,B > 1,Positive B
