material_id,chem_formula,R$_0$,B,Cs_chemenv,num_Cs_chemenvs,Cs_wyckoff,num_Cs_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Cs_sites,num_CN_env,num_charge_states,CsX_coordn,CsO_coordn,mean_coordn_Cs-X,min_coordn_Cs-X,max_coordn_Cs-X,mean_coordn_Cs-O,min_coordn_Cs-O,max_coordn_Cs-O,mean_Cs_charge,min_Cs_charge,max_Cs_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CsO_BondL
mp-1203081,Cs2Te4O9,3.473685193583999,-0.0982292448774894,"Anticuboctahedron, Triangular cupola",2,"4d, 4c",2,"[7.136229962003441, 10.015151696091149]",1.0,8.575690829047295,A2B4C9,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Cs-O-Te,0.0,-1.675637743231801,2.405899999999999,3,Tetragonal,-42m,I-42d,oxide,Cs,,,,,Te,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.295540089826594
mp-1203289,CsGeSbO5,2.9417625836123475,0.1351954894597618,"Trigonal-face bicapped square antiprism, Hendecahedron, Bicapped square prism (opposite faces), Triangular cupola",4,"4f, 4c, 4e",3,"[6.778960099387215, 11.883975568253456, 15.125292605831875, 7.872945827130417]",1.0,10.41529352515074,ABCD5,4,4,1,"[10.0, 11.0, 5.0, 8.0]","[10.0, 11.0, 5.0, 8.0]",8.5,5.0,11.0,8.5,5.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Cs-Ge-O-Sb,0.0,-2.086506780972522,1.6920000000000002,4,Tetragonal,422,I4_122,oxide,Cs,,,,,"Ge, Sb","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.2754473816461416
mp-1203303,CsCoPO4,2.7737965330218537,0.2864192180309278,"Bicapped square prism (adjacent faces), Pentagonal-face capped pentagonal antiprism",2,4e,1,"[13.999951489375647, 7.02648303835167]",1.0,10.513217263863659,ABCD4,2,2,1,"[10.0, 5.0]","[10.0, 5.0]",7.5,5.0,10.0,7.5,5.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Cs-O-P,0.00035829875,-2.36294339507829,3.0972,4,Monoclinic,2/m,P2_1/c,phosphate,Cs,,Co,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.314704489055491
mp-1204133,Cs2Th(Si2O5)3,3.3671199821601165,0.0054896543680358,"Diminished icosahedron, Bicapped square prism (adjacent faces)",2,4a,1,"[16.907787702388006, 11.67877118766905]",1.0,14.293279445028528,AB2C6D15,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",SCAN,Cs-O-Si-Th,6.932583333352227e-05,-3.308288258721264,4.8223,4,Orthorhombic,mm2,Pca2_1,oxide,Cs,,,,,Si,"C, O, S",,,,Th,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.380052016927424
mp-1205112,CsNa2H3(SO4)3,3.486515800019002,-0.035239974593703,Hexagonal antiprism,1,4a,1,[5.344763272306883],1.0,5.344763272306883,AB2C3D3E12,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-H-Na-O-S,0.0,-1.922407415769703,5.364800000000001,5,Cubic,23,P2_13,sulfate,"Na, Cs",,,,,,"H, C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.374649284168323
mp-1205381,Cs4FeO3,2.7389950110686216,0.2849691231266193,"See-saw, Tetrahedron",2,4i,1,"[3.39392015365947, 3.887249251017261, 7.77539148128781, 7.6296910892379355]",0.5,5.671562993800619,AB3C4,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Cs-Fe-O,0.0,-1.370976541077587,0.390299999999999,3,Triclinic,-1,P-1,oxide,Cs,,Fe,,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0765696478968536
mp-1213076,CsLu(MoO4)2,3.774395573125599,-0.1440129593014012,Cuboctahedron,1,1a,1,[4.070226526455038],0.0,4.070226526455038,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Lu-Mo-O,0.0,-2.58630772802682,3.6904,4,Trigonal,-3m,P-3m1,oxide,Cs,,Mo,,,,"C, O",,,Lu,,"B $\in$ [-1, -0.1]",Negative B,3.37421075736949
mp-1213079,CsRbSO4,3.290344241455601,0.0375058842582204,"Cuboctahedron, Bicapped square prism (adjacent faces)",2,"1a, 1c",2,"[5.375935424861837, 9.315055407770313]",1.0,7.345495416316075,ABCD4,2,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-O-Rb-S,0.016396287857142,-2.244935552807881,4.8535,4,Trigonal,3m,P3m1,sulfate,"Rb, Cs",,,,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.390329289681918
mp-1213137,CsK2LaV2O8,1.8429130369632087,0.6145700286317565,Hendecahedron,1,2e,1,[6.575821272390614],1.0,6.575821272390614,ABC2D2E8,1,1,1,[11.0],[11.0],11.0,11.0,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-K-La-O-V,0.0,-2.716559512082512,3.7121,5,Monoclinic,2/m,P2_1/m,oxide,"K, Cs",,V,,,,"C, O",,,La,,"B $\in$ [0.5, 1]",Positive B,3.268897420512708
mp-1213157,CsSc(WO4)2,3.69003546703624,-0.1215479570031682,Cuboctahedron,1,1a,1,[4.182192505007906],0.0,4.182192505007906,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-O-Sc-W,0.0,-2.597089624554597,4.1422,4,Trigonal,-3m,P-3m1,oxide,Cs,,"Sc, W",,,,"C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,3.352279982911441
mp-1213159,CsSc(SO4)2,2.8637442823762824,0.1963920959637399,Cuboctahedron,1,1b,1,[10.47008668104567],1.0,10.47008668104567,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cs-O-S-Sc,0.0,-2.512870539971264,4.1888,4,Trigonal,32,P321,sulfate,Cs,,Sc,,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.409477732472199
mp-1213172,CsTm(MoO4)2,2.734182620087989,0.2230013782047506,Square-face bicapped trigonal prism,1,2g,1,[4.686960385195021],0.0,4.686960385195021,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-O-Tm,0.00182086666668,-2.548589990804599,3.5623,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,3.229980713084612
mp-1213174,CsSc(WO4)2,4.013880106180958,-0.2177742212168546,Pentagonal antiprism,1,1c,1,[5.374366532484788],1.0,5.374366532484788,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-O-Sc-W,0.003174215833332,-2.593915408721264,4.1966,4,Monoclinic,2/m,C2/m,oxide,Cs,,"Sc, W",,,,"C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,3.4185526425483403
mp-1213184,CsSm(MoO4)2,2.784348492410968,0.1947406593451647,Square antiprism,1,2g,1,[4.167365441286449],0.0,4.167365441286449,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cs-Mo-O-Sm,0.0004477375,-2.5361107558046,3.6407,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,3.217310022797095
mp-1213193,CsEr(WO4)2,3.828580559011307,-0.1464393335231866,Cuboctahedron,1,1a,1,[4.068577664261822],0.0,4.068577664261822,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Er-O-W,0.0,-2.64690820663793,4.7027,4,Trigonal,-3m,P-3m1,oxide,Cs,,W,,,,"C, O",,,Er,,"B $\in$ [-1, -0.1]",Negative B,3.4216517398382504
mp-1213213,CsTm(WO4)2,3.760471792778621,-0.1408792492084468,Cuboctahedron,1,1a,1,[4.085590944828268],0.0,4.085590944828268,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cs-O-Tm-W,0.0,-2.653592392471267,4.7348,4,Trigonal,-3m,P-3m1,oxide,Cs,,W,,,,"C, O",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,3.368996176174343
mp-1213231,CsY(MoO4)2,3.8170292012330136,-0.1271826095224151,Cuboctahedron,1,1a,1,[4.392259662719702],0.0,4.392259662719702,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-Mo-O-Y,0.0,-2.559740210804598,3.9764,4,Trigonal,-3m,P-3m1,oxide,Cs,,"Y, Mo",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,3.463611905386434
mp-1213270,CsNd(MoO4)2,2.9511589802528126,0.2025349637015237,Bicapped square prism (adjacent faces),1,2f,1,[6.9796272687142835],1.0,6.9796272687142835,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-Nd-O,0.0,-2.529240501846266,3.6679,4,Monoclinic,2/m,P2/c,oxide,Cs,,Mo,,,,"C, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,3.3932637516326922
mp-1213277,CsEr(MoO4)2,2.759638273008697,0.2177758246691223,Square-face bicapped trigonal prism,1,2g,1,[4.632557785202217],0.0,4.632557785202217,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Er-Mo-O,0.030156379999999,-2.547169370804598,3.5742000000000003,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Er,,"B $\in$ [0.1, 0.5]",Positive B,3.2438132671114106
mp-1213293,CsTb(MoO4)2,2.840276616171773,0.2215408375317894,Square-face bicapped trigonal prism,1,2g,1,[4.370073336521147],0.0,4.370073336521147,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-O-Tb,0.0,-2.545005700943488,3.6397,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,3.3328212944743543
mp-1213306,CsSm(MoO4)2,2.903288994677308,0.2123242651293337,Bicapped square prism (adjacent faces),1,2f,1,[7.018365317563189],1.0,7.018365317563189,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-O-Sm,0.0,-2.5365584933045997,3.6731,4,Monoclinic,2/m,P2/c,oxide,Cs,,Mo,,,,"C, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,3.367656999439574
mp-1213316,CsNd(MoO4)2,2.854177753890696,0.1975443974955289,Square antiprism,1,2g,1,[3.575134668524227],0.0,3.575134668524227,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-Nd-O,8.743583333448161e-05,-2.529153066012932,3.6571,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,3.293376987251592
mp-1213321,CsIn(MoO4)2,3.100794821248346,0.0569833620710071,Pentagonal-face capped pentagonal antiprism,1,4c,1,[10.389122780760102],1.0,10.389122780760102,ABC2D8,1,1,1,[11.0],[11.0],11.0,11.0,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Cs-In-Mo-O,0.002944348385413,-2.067613580943487,3.688599999999999,4,Orthorhombic,mmm,Pnma,oxide,Cs,,Mo,,In,,"C, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2641422447837596
mp-1213334,CsLu(MoO4)2,2.725002826229813,0.2421374771246795,Dodecahedron with triangular faces,1,2g,1,[4.985791153477604],0.0,4.985791153477604,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Lu-Mo-O,0.039123073333332,-2.547184654693487,3.5298,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,3.2633442497887026
mp-1213346,CsTm(MoO4)2,4.225482930766529,-0.2568666237213124,Bicapped square prism (adjacent faces),1,2f,1,[7.334629796819625],1.0,7.334629796819625,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-O-Tm,0.0,-2.550410857471266,3.584699999999999,4,Monoclinic,2/m,P2/c,oxide,Cs,,Mo,,,,"C, O",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,3.390876237849364
mp-1213347,CsHo(MoO4)2,2.837587047954763,0.2254310931865837,Bicapped square prism (adjacent faces),1,2f,1,[7.172069808865955],1.0,7.172069808865955,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Ho-Mo-O,0.0,-2.552484682054598,3.540899999999999,4,Monoclinic,2/m,P2/c,oxide,Cs,,Mo,,,,"H, C, O",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,3.3285723908371816
mp-1213354,CsEr(MoO4)2,2.848709391569977,0.2156182053334787,Bicapped square prism (adjacent faces),1,2f,1,[7.018841820233339],1.0,7.018841820233339,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Er-Mo-O,0.029796254583333,-2.547529496221264,3.632399999999999,4,Monoclinic,2/m,P2/c,oxide,Cs,,Mo,,,,"C, O",,,Er,,"B $\in$ [0.1, 0.5]",Positive B,3.3143860001105816
mp-1213374,CsEu(MoO4)2,2.7991463370484646,0.193537493338796,Square antiprism,1,2g,1,[3.7208473285064443],0.0,3.7208473285064443,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Eu-Mo-O,0.009714284062496,-2.353069434137932,0.0,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,3.2294359690852277
mp-1213392,CsGd(MoO4)2,2.7998890134097048,0.2093982651293044,Square antiprism,1,2g,1,[4.004297466562415],0.0,4.004297466562415,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Gd-Mo-O,0.0,-2.529492260387931,3.082,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,3.26544239244886
mp-1213413,CsHo(MoO4)2,2.783672332436,0.2376490234332917,Dodecahedron with triangular faces,1,2g,1,[4.774565172228274],0.0,4.774565172228274,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Ho-Mo-O,0.005926630416666,-2.5465580516379323,3.6087,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"H, C, O",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,3.3120315022607674
mp-1213518,CsSi2Mo3P6O25,4.299269830383726,-0.3075880911024702,Square cupola,1,2c,1,[12.33354414645307],1.0,12.33354414645307,AB2C3D6E25,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Cs-Mo-O-P-Si,0.0,-2.665774613581414,1.3245,5,Trigonal,-3m,P-31c,oxide,Cs,,Mo,,,Si,"C, O, P, S",,,,,"B $\in$ [-1, -0.1]",Negative B,3.497168389158299
mp-1213520,CsNb3(PO5)3,4.107972847095265,-0.2092766410246074,Anticuboctahedron,1,4g,1,[12.826978423945759],1.0,12.826978423945759,AB3C3D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cs-Nb-O-P,0.0,-2.905110817776534,0.0,4,Orthorhombic,mmm,Pnnm,oxide,Cs,,Nb,,,,"C, N, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,3.4918397023864856
mp-1213543,CsH3(SO4)2,3.559499415157783,-0.0303462555220447,Square-face bicapped square antiprism,1,4e,1,[8.549329495012623],1.0,8.549329495012623,AB2C3D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-H-O-S,0.0,-1.767625006136083,5.6517,4,Monoclinic,2/m,P2_1/c,sulfate,Cs,,,,,,"H, C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.40522763586794
mp-1213568,CsTl3O5,2.396623806468249,0.3943813715526053,Square-face capped trigonal prism,1,4c,1,[3.136069268503871],0.0,3.136069268503871,AB3C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Cs-O-Tl,0.0,-0.95085764777778,0.3555,3,Orthorhombic,mmm,Pnma,oxide,Cs,,,,Tl,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1680193454675245
mp-1213663,CsLu(SO4)2,3.162248279788909,0.1138636279289547,Bicapped square prism (opposite faces),1,2f,1,[7.086082075992358],1.0,7.086082075992358,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Cs-Lu-O-S,0.044623741458335,-2.513599215943486,5.3528,4,Monoclinic,2/m,P2/c,sulfate,Cs,,,,,,"C, O, S",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,3.3500767581453674
mp-1213682,CsEr(MoO4)2,3.8080205694970295,-0.1465344501327708,Cuboctahedron,1,1a,1,[4.090880127983979],0.0,4.090880127983979,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Er-Mo-O,0.0,-2.577325750804598,4.012399999999999,4,Trigonal,-3m,P-3m1,oxide,Cs,,Mo,,,,"C, O",,,Er,,"B $\in$ [-1, -0.1]",Negative B,3.400828477458905
mp-1213684,CsCr(SO4)2,2.7707510865871763,0.2245978657175501,Cuboctahedron,1,2a,1,[11.810806249892899],1.0,11.810806249892899,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Cs-O-S,0.0,-2.098771688721264,2.7386,4,Trigonal,32,P321,sulfate,Cs,,Cr,,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.3948666247516406
mp-1213686,CsCr(MoO4)2,3.446247535170925,-0.0245407748816561,Cuboctahedron,1,2a,1,[5.3499164308434715],1.0,5.3499164308434715,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Cs-Mo-O,0.0,-2.163446979554597,3.1264,4,Trigonal,-3m,P-3m1,oxide,Cs,,"Cr, Mo",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.3780536928986202
mp-1213687,CsCoPO4,1.0030110317457968,1.1055929976187433,Metabidiminished icosahedron,1,4a,1,[7.02670223806324],1.0,7.02670223806324,ABCD4,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Cs-O-P,0.001826435357142,-2.361475258471147,3.0688,4,Orthorhombic,mm2,Pna2_1,phosphate,Cs,,Co,,,,"C, O, P",,,,,B > 1,Positive B,3.404345788652877
mp-1213695,Cs4Rb2Fe2O5,3.5440993496359625,-0.1614750389040332,Trigonal bipyramid,1,"4g, 4i",2,"[10.410628162795652, 5.65232396172959]",1.0,8.031476062262621,A2B2C4D5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cs-Fe-O-Rb,0.0,-1.417694804893899,1.4865,4,Monoclinic,2/m,C2/m,oxide,"Rb, Cs",,Fe,,,,"C, O",F,,,,"B $\in$ [-1, -0.1]",Negative B,3.2145618125426565
mp-1213696,CsCoPO4,2.7166765646525066,0.267069343546447,"Square-face capped square prism, Metabidiminished icosahedron",2,2a,1,"[6.281015398952055, 7.146018460182645]",1.0,6.71351692956735,ABCD4,2,2,1,"[10.0, 5.0]","[10.0, 5.0]",7.5,5.0,10.0,7.5,5.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-Cs-O-P,0.0,-2.36330169382829,3.146,4,Monoclinic,2,P2_1,phosphate,Cs,,Co,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.217393320667075
mp-1213697,CsBi(MoO4)2,2.913076455080504,0.1669466943226956,Square antiprism,1,2g,1,[3.724376703221359],0.0,3.724376703221359,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Cs-Mo-O,0.0,-2.023952513721266,2.8514,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,Bi,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.2842474589448956
mp-1213715,Cs2Ti4O9,3.572098169830342,-0.2119155846407003,"Cube, Trigonal prism",2,2i,1,"[3.255611552998876, 5.196845020169706]",0.5,4.226228286584291,A2B4C9,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Ti,0.0,-3.084995661777778,3.0106,3,Monoclinic,2/m,C2/m,oxide,Cs,,Ti,,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,3.126459820525121
mp-1213716,Cs2LaNb2O7,3.375675443406648,-0.0169666459152714,Face-capped octahedron,1,4g,1,[7.166249342909799],1.0,7.166249342909799,AB2C2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Cs-La-Nb-O,0.002529038670177,-2.970836197442529,0.0,4,Orthorhombic,mmm,Cmcm,oxide,Cs,,Nb,,,,"C, N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1061870148320847
mp-1213723,Cs3IO5,1.9635782316852044,0.6267338806313181,"Square pyramid, Bicapped square prism (adjacent faces)",2,"4d, 4c",2,"[4.59637844911276, 4.6911923688188875, 0.826944346503052]",0.0,3.3715050548115664,AB3C5,2,2,1,"[10.0, 5.0]","[10.0, 5.0]",7.5,5.0,10.0,7.5,5.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",GGA,Cs-I-O,0.0,-1.487624494885058,1.411099999999999,3,Orthorhombic,mmm,Pnna,hypoiodite,Cs,,,,,,"C, O",I,,,,"B $\in$ [0.5, 1]",Positive B,3.282412124647102
