material_id,chem_formula,R$_0$,B,Cs_chemenv,num_Cs_chemenvs,Cs_wyckoff,num_Cs_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Cs_sites,num_CN_env,num_charge_states,CsX_coordn,CsO_coordn,mean_coordn_Cs-X,min_coordn_Cs-X,max_coordn_Cs-X,mean_coordn_Cs-O,min_coordn_Cs-O,max_coordn_Cs-O,mean_Cs_charge,min_Cs_charge,max_Cs_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CsO_BondL
mp-17621,CsReO4,2.31897620465504,0.4555588574709257,Square-face bicapped square antiprism,1,4c,1,[4.643130508794974],0.0,4.643130508794974,ABC4,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Re,0.0,-2.355085149525862,4.2585,3,Orthorhombic,mmm,Pnma,oxide,Cs,,Re,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.247119920597426
mp-18182,CsNa3TiO4,2.075718838512862,0.5999199287030411,Cube,1,2i,1,"[1.571963716901388, 1.464662699433564]",0.0,1.5183132081674762,ABC3D4,1,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cs-Na-O-Ti,0.0,-2.395163036069604,3.4808,4,Triclinic,-1,P-1,oxide,"Na, Cs",,Ti,,,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,3.217593262755507
mp-18315,Cs6Si2O7,3.083269540580246,0.0647151459314141,"Square-face capped trigonal prism, Trigonal prism, Pentagonal pyramid",3,4e,1,"[10.544479101988141, 9.487948340611986, 7.854183031533332]",1.0,9.295536824711153,A2B6C7,3,3,1,"[5.0, 6.0, 7.0]","[5.0, 6.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-O-Si,0.0,-2.382873220862069,3.162099999999999,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,Si,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1429254837630216
mp-18398,CsV3(TeO6)2,3.1282284401318714,0.0313250243700434,Truncated tetrahedron,1,2b,1,[6.490684929500852],1.0,6.490684929500852,AB2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Cs-O-Te-V,0.022071431388886,-2.061867867110472,2.3111,4,Hexagonal,6,P6_3,oxide,Cs,,V,,,Te,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.195535781512664
mp-18545,CsV3(SeO6)2,3.077139711151554,0.0797810828571157,no_data,1,no_data,1,no_data,0.0,no_data,AB2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-O-Se-V,0.0,-1.989104371630149,2.3398,4,Hexagonal,6,P6_3,oxide,Cs,,V,,,,"C, O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2485588913188077
mp-18698,CsPr(CO3)2,3.109756043190377,0.071673589777106,"Square-face bicapped trigonal prism, Bicapped square prism (adjacent faces)",2,2i,1,"[8.05399477113139, 10.80151754633695]",1.0,9.42775615873417,ABC2D6,2,2,1,"[10.0, 5.0]","[10.0, 5.0]",7.5,5.0,10.0,7.5,5.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Cs-O-Pr,0.0,-2.536712728882185,4.6025,4,Triclinic,-1,P-1,carbonate,Cs,,,,,,"C, O, P",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.236618125069242
mp-18722,Cs2LiMnO4,3.230507129042131,-0.0278488870587692,"Hexagonal bipyramid, Bicapped square prism (adjacent faces)",2,4a,1,"[8.9391132004083, 8.133383183846735]",1.0,8.536248192127518,ABC2D4,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-Li-Mn-O,0.0,-1.88183337694684,1.818,4,Orthorhombic,mm2,Cmc2_1,permanganate,"Li, Cs",,Mn,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1653763868621874
mp-19447,Cs2NaVO4,1.679046430203312,0.749318945045071,"Bicapped square prism (adjacent faces), Pentagonal bipyramid",2,2e,1,"[6.556190434733717, 7.744294619737784]",1.0,7.150242527235751,ABC2D4,2,2,1,"[10.0, 7.0]","[10.0, 7.0]",8.5,7.0,10.0,8.5,7.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-Na-O-V,0.0,-2.289819043836207,3.9493,4,Monoclinic,2/m,P2_1/m,oxide,"Na, Cs",,V,,,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,3.3061893000354097
mp-19476,CsFe2P5O16,4.102388037675591,-0.400569728825183,Trigonal-face bicapped square antiprism,1,2a,1,[7.549748190424989],1.0,7.549748190424989,AB2C5D16,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cs-Fe-O-P,0.0,-2.51631894511956,0.510599999999999,4,Monoclinic,m,Pc,oxide,Cs,,Fe,,,,"C, O, P",F,,,,"B $\in$ [-1, -0.1]",Negative B,3.3168863246899862
mp-21283,Cs2PbO3,4.663276290488298,-0.6581618920662412,End-trigonal-face capped trigonal prism,1,4g,1,[9.614485677716536],1.0,9.614485677716536,AB2C3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Cs-O-Pb,0.0,-1.536935591551725,1.3724,3,Orthorhombic,mmm,Cmcm,oxide,Cs,,,,Pb,,"C, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,3.2389936897866725
mp-2212807,Cs3IO5,2.324153344024338,0.418575094154593,"Pentagonal bipyramid, Bicapped square prism (adjacent faces)",2,"4c, 8e",2,"[6.099507963937818, 4.616551607871667]",0.5,5.358029785904742,AB3C5,2,2,1,"[5.0, 8.0]","[5.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",r2SCAN,Cs-I-O,0.0,-1.277203908888888,2.0299,3,Orthorhombic,mmm,Cmcm,hypoiodite,Cs,,,,,,"C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1598676344753716
mp-23489,CsIO4,2.1148867794875508,0.5525663041884135,Square-face bicapped square antiprism,1,4c,1,[4.640247179219465],0.0,4.640247179219465,ABC4,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",r2SCAN,Cs-I-O,0.0,-1.167899420359194,2.5553,3,Orthorhombic,mmm,Pnma,periodate,Cs,,,,,,"C, O",I,,,,"B $\in$ [0.5, 1]",Positive B,3.2602367352241712
mp-23871,CsMnP3HO10,3.3537713680030827,-0.011689638653612,Anticuboctahedron,1,1b,1,[10.080778379807017],1.0,10.080778379807017,ABCD3E10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-H-Mn-O-P,0.0,-2.486231428922798,2.8052,5,Monoclinic,2,C2,oxide,Cs,,Mn,,,,"H, C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.3292999318042495
mp-23980,Cs3H(SeO4)2,2.8876288089569258,0.1977868135041043,"Pentagonal antiprism, Metabidiminished icosahedron",2,"1a, 2i",2,"[7.34827500054399, 3.506232290453921]",0.5,5.427253645498956,AB2C3D8,2,2,1,"[10.0, 6.0]","[10.0, 6.0]",8.0,6.0,10.0,8.0,6.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-H-O-Se,0.002825851071428,-1.6609773817787872,3.753,4,Monoclinic,2/m,C2/m,oxide,Cs,,,,,,"H, C, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.3154564896166168
mp-24141,CsHSeO4,3.385014651726403,0.007696940593115,Tricapped octahedron (all 3 cap faces share one atom),1,4e,1,[8.153606501263539],1.0,8.153606501263539,ABCD4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-H-O-Se,0.0,-1.510668858321274,3.6444,4,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,,"H, C, O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.3077646022206424
mp-27250,CsTcO4,2.4052519843945515,0.4072501558493754,Square-face bicapped square antiprism,1,4c,1,[4.663056911543171],0.0,4.663056911543171,ABC4,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Tc,0.0,-1.903444780833335,3.414399999999999,3,Orthorhombic,mmm,Pnma,oxide,Cs,,Tc,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.2364478384976914
mp-2747986,CsU2O6,3.308054640390958,0.0838973069493573,Cuboctahedron,1,2e,1,[7.964817451016771],1.0,7.964817451016771,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",r2SCAN,Cs-O-U,0.0,-3.311726471111111,0.3349,3,Orthorhombic,mmm,Imma,oxide,Cs,,,,,,"C, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.463203394835881
mp-2751042,Cs3ReO5,4.519051017590687,-0.6606228054370594,"Pentagonal bipyramid, Bicapped square prism (adjacent faces)",2,"4c, 8e",2,"[6.690661898845514, 4.963601910638522]",0.5,5.827131904742018,AB3C5,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Re,0.0,-1.932496481388887,2.3753,3,Orthorhombic,mmm,Cmcm,oxide,Cs,,Re,,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,3.1768783509552416
mp-27556,CsNbO3,3.094565832318486,0.0346380031171556,"Square-face capped trigonal prism, Trigonal prism",2,4e,1,"[7.369779049043676, 8.698322203499815]",1.0,8.034050626271746,ABC3,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-Nb-O,0.0,-2.832048803681034,3.3517,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,Nb,,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.13643947365731
mp-28381,Cs3InO3,2.775869292411924,0.242622735557367,"Trigonal prism, Trigonal bipyramid",2,4e,1,"[4.003783194834372, 5.426854890227785, 6.41822785322359]",0.667,5.282955312761916,AB3C3,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",r2SCAN,Cs-In-O,0.0,-1.527273732499999,2.1174,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,In,,"C, O",I,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1085979053225543
mp-28543,Cs4ZrO4,2.4513127243942376,0.4504052469323992,"Tetrahedron, Square pyramid, Octahedron, Trigonal bipyramid",4,4e,1,"[2.896261909629065, 10.764922781234757, 2.980353761390444, 2.416265899665349]",0.25,4.764451087979904,AB4C4,4,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Zr,0.0,-2.211937476111112,2.7365,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,Zr,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.10169207227355
mp-29505,Cs3BiO3,2.2682249389412887,0.5338722016205792,"Triangular non-coplanar, Octahedron",2,4a,1,"[6.418330226598577, 9.168938571103102, 2.445466802639157]",0.667,6.010911866780279,AB3C3,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Bi-Cs-O,0.0,-1.473977568571427,3.0476,3,Cubic,23,P2_13,oxide,Cs,,,,Bi,B,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,3.0982812892641416
mp-2991,Cs2UO4,3.185706461217079,0.0073405900488357,Tricapped octahedron (all 3 cap faces share one atom),1,2e,1,[6.073638616891952],1.0,6.073638616891952,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",r2SCAN,Cs-O-U,0.0,-3.018815749901478,1.8211,3,Tetragonal,4/mmm,I4/mmm,oxide,Cs,,,,,,"C, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.175822641839999
mp-29970,Cs3Sb5O14,2.8371879792178034,0.1755569171047457,"Square-face capped square prism, Tricapped triangular prism (three square-face caps)",2,"4g, 4h",2,"[6.366674973637972, 5.023660419185308, 4.357490280083618]",0.667,5.249275224302299,A3B5C14,2,2,1,"[1.0, 9.0]","[1.0, 9.0]",5.0,1.0,9.0,5.0,1.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Cs-O-Sb,0.0,-1.957637219952978,1.187,3,Orthorhombic,mmm,Pbam,oxide,Cs,,,,,Sb,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.246759635597724
mp-30300,Cs3As5O9,3.225245446814673,0.0580258678577661,Square-face capped trigonal prism,1,3c,1,[9.809100791103377],1.0,9.809100791103377,A3B5C9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,As-Cs-O,0.0,-1.8080240271450312,3.1425,3,Trigonal,3m,P31m,oxide,Cs,,,,,As,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.240757314712676
mp-31378,Cs2Cr4O13,3.1140925246620434,0.0998813067043027,"Pentagonal-face bicapped pentagonal prism, Pentagonal-face capped pentagonal antiprism",2,4e,1,"[7.306436382225642, 5.307300629151547]",1.0,6.306868505688595,A2B4C13,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Cs-O,0.006022385236829,-1.770825199832124,1.7647,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,Cr,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.3369777071833653
mp-3977,CsB3O5,3.603790606703845,-0.1026354261187521,Tridiminished icosahedron,1,4a,1,[10.262712935972202],1.0,10.262712935972202,AB3C5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,B-Cs-O,0.0,-2.60002365111111,5.304,3,Orthorhombic,222,P2_12_12_1,oxide,Cs,,,,,B,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,3.2866075620466875
mp-504601,Cs2ZnO2,2.1160246054825875,0.6499458429661258,"Tetrahedron, Trigonal prism",2,4e,1,"[7.313257766636502, 5.584026915175977, 3.851492820356608, 5.517635315017246]",0.75,5.566603204296584,AB2C2,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Zn,0.0,-1.432009865749998,1.979,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,Zn,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,3.0984479029327674
mp-504849,Cs2Li2SiO4,3.072823017126617,0.0936968491126669,"Bicapped octahedron (cap faces with one atom in common), Trigonal prism",2,2i,1,"[6.422628591732252, 5.524299960537255]",1.0,5.973464276134754,AB2C2D4,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-Li-O-Si,0.0,-2.468895151775222,3.8531,4,Triclinic,-1,P-1,silicate,"Li, Cs",,,,,Si,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.149729875991517
mp-504852,Cs2Na3InO4,3.376346674735313,-0.0542366326690033,"Square-face capped trigonal prism, Octahedron",2,4e,1,"[4.130084886917952, 8.80684949611029]",0.5,6.4684671915141205,AB2C3D4,2,2,1,"[2.0, 5.0]","[2.0, 5.0]",3.5,2.0,5.0,3.5,2.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Cs-In-Na-O,0.0,-1.613931031761493,2.428599999999999,4,Monoclinic,2/m,P2_1/c,oxide,"Na, Cs",,,,In,,"C, N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2285251481734583
mp-504924,Cs2Te2O5,3.0405064738086707,0.0999855745848041,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,8c,1,"[5.782214298489909, 4.829198835843827]",0.5,5.305706567166868,A2B2C5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-O-Te,0.0,-1.743757562932632,2.8746,3,Orthorhombic,mmm,Pbca,oxide,Cs,,,,,Te,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2518864860565206
mp-505147,Cs6Fe2O5,2.19806881195003,0.695984506941992,"Tetrahedron, Trigonal bipyramid",2,"4g, 4h, 4i",3,"[11.051761324252366, 5.87089728487968, 2.941848773846564]",0.667,6.621502460992869,A2B5C6,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cs-Fe-O,0.0,-1.402424795225465,0.0,3,Monoclinic,2/m,C2/m,oxide,Cs,,Fe,,,,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,3.1854555687075155
mp-505300,Cs2MnO4,1.7842237247957058,0.6794721376738554,"Square-face monocapped antiprism, Hendecahedron",2,4c,1,"[8.097452504519925, 4.94138928149683]",0.5,6.519420893008378,AB2C4,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-Mn-O,0.0,-1.7285986863916252,0.6356,3,Orthorhombic,mmm,Pnma,permanganate,Cs,,Mn,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,3.23766269710468
mp-505396,CsNa3PbO4,3.024679744550138,0.1530920892776296,Cube,1,2i,1,"[0.33895179819367904, 0.6259566348539051]",0.0,0.48245421652379206,ABC3D4,1,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Cs-Na-O-Pb,0.0,-1.591488129032566,1.5078,4,Triclinic,-1,P-1,oxide,"Na, Cs",,,,Pb,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.304489583749044
mp-505734,Cs2SiO3,3.0592806761325044,0.0400116065043829,"Face-capped octahedron, Square pyramid, Square-face capped trigonal prism, Trigonal prism",4,4e,1,"[2.730845148276684, 12.651382327728896, 9.398468480124917, 7.952859749771655, 11.011387923039722, 8.854899041464236]",0.833,8.766640445067685,AB2C3,4,4,1,"[4.0, 5.0, 6.0, 7.0]","[4.0, 5.0, 6.0, 7.0]",5.5,4.0,7.0,5.5,4.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-O-Si,0.0,-2.605466210162837,3.6834,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,Si,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1156002495748822
mp-505782,Cs2SO4,0.5174927724469167,1.235011039090328,"Tricapped octahedron (all 3 cap faces share one atom), Hendecahedron",2,4c,1,"[8.944484489829179, 5.02050864739026]",1.0,6.98249656860972,AB2C4,2,2,1,"[11.0, 9.0]","[11.0, 9.0]",10.0,9.0,11.0,10.0,9.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,Cs-O-S,0.0,-2.053225829687499,5.0111,3,Orthorhombic,mmm,Pnma,sulfate,Cs,,,,,,"C, O, S",,,,,B > 1,Positive B,3.2513530967938804
mp-505784,CsAl(MoO4)2,3.284979718115875,0.0269320889876956,Cuboctahedron,1,1a,1,[6.006478103075419],1.0,6.006478103075419,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Cs-Mo-O,0.0,-2.384979827471265,3.8773,4,Trigonal,-3m,P-3m1,oxide,Cs,,Mo,,Al,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.359816269748231
mp-510535,CsB5O8,3.32043942677952,-0.0097437395569579,Tricapped octahedron (all 3 cap faces are sharingone edge of a face),1,4e,1,[7.612987149876704],1.0,7.612987149876704,AB5C8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-O,0.005068083749998,-2.596004275267859,5.9825,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,B,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2811488635986996
mp-532541,CsBaIn2(PO4)3,2.600575229434742,0.2515123484040863,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D3E12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Cs-In-O-P,0.004744096798224,-2.701399297732477,3.5777,5,Cubic,23,P2_13,phosphate,Cs,Ba,,,In,B,"C, O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1742053916920066
mp-540686,CsPr(SO4)2,2.835878427699715,0.2490970290303819,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D8,1,1,1,[14.0],[14.0],14.0,14.0,14.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Cs-O-Pr-S,0.0,-2.548668057610153,5.4295,4,Orthorhombic,mmm,Pnna,sulfate,Cs,,,,,,"C, O, P, S",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,3.407148551257044
mp-540690,CsV2O5,2.881694894747292,0.1517945274896068,Tricapped triangular prism (three square-face caps),1,4e,1,[4.014415207944463],0.0,4.014415207944463,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-V,0.011047263124992,-2.454590289956897,0.089399999999999,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,V,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1331031428435465
mp-540707,Cs2Sn(GeO3)3,3.288768798411798,0.0104178719377921,Anticuboctahedron,1,4f,1,[8.685694592104927],1.0,8.685694592104927,AB2C3D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Cs-Ge-O-Sn,0.0,-2.16407378662069,2.6155,4,Hexagonal,6/m,P6_3/m,oxide,Cs,,,,Sn,Ge,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2417456451120237
mp-540730,Cs2CoO3,3.1861040452352585,0.0267402074487106,Pentagonal bipyramid,1,4f,1,"[6.36271096739133, 6.655073630205523]",1.0,6.508892298798426,AB2C3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Cs-O,0.035288386083332,-1.3731041444683911,0.4238,3,Orthorhombic,mmm,Cmce,oxide,Cs,,Co,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1902642862556623
mp-540796,Cs2Sn2O3,2.791410106538336,0.2487888017662518,"End-trigonal-face capped trigonal prism, Triangular non-coplanar",2,4c,1,"[13.524642605294613, 19.503237287269663]",1.0,16.513939946282136,A2B2C3,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Cs-O-Sn,0.0,-1.579010648571428,2.5267,3,Orthorhombic,mmm,Pnma,oxide,Cs,,,,Sn,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1398238597360293
