material_id,chem_formula,R$_0$,B,Li_chemenv,num_Li_chemenvs,Li_wyckoff,num_Li_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Li_sites,num_CN_env,num_charge_states,mean_coordn_Li-X,min_coordn_Li-X,max_coordn_Li-X,mean_coordn_Li-O,min_coordn_Li-O,max_coordn_Li-O,mean_Li_charge,min_Li_charge,max_Li_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_LiO_BondL,LiX_coordn,LiO_coordn,elements
mp-1003313,Li2Mn3O6,1.3582552485405437,0.436879045813087,Octahedron,1,4i,1,[0.9311349939444932],0.0,0.9311349939444932,A2B3C6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-Mn-O,0.0441862390909104,-2.0585488314054343,0.0164999999999997,3,Monoclinic,2/m,C2/m,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.120180221045548,[6.0],[6.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1003315,LiMn4O8,1.657176696655577,0.318627068830151,Square pyramid,1,4e,1,[1.7180693005979144],0.0,1.7180693005979144,AB4C8,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-Mn-O,0.0342450278269232,-1.9205061278890367,0.1379999999999999,3,Monoclinic,2/m,P2_1/c,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1795433469743526,[5.0],[5.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1003549,LiMn16O32,2.029248995539276,-0.0346065613139619,Angular,1,1a,1,[0.015407750497848226],0.0,0.015407750497848226,AB16C32,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-Mn-O,0.0217666152908275,-1.8337334881679568,0.0,3,Monoclinic,m,Pm,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.00509644755141,[2.0],[2.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1003637,LiMn3O6,3.625707620830714,-0.826184168264021,Octahedron,1,1a,1,[2.6976029083487467],0.0,2.6976029083487467,AB3C6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-Mn-O,0.0293789975083287,-1.965899671212644,0.0,3,Monoclinic,m,Cm,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [-1, -0.1]",Negative B,2.178222282746687,[6.0],[6.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1004762,LiMn4O8,1.953974913191528,0.0888310762068092,Octahedron,1,2a,1,[2.490332029801988],0.0,2.490332029801988,AB4C8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-Mn-O,0.0454957899423078,-1.9092553657736528,0.0019,3,Orthorhombic,mm2,Cmc2_1,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.15150348811493,[6.0],[6.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1012668,LiMo2P2O9,0.8121772490662866,0.9367303750177914,Square pyramid,1,4c,1,[3.7069041720030107],0.0,3.7069041720030107,AB2C2D9,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-Mo-O-P,0.02099336660714,-2.438792741258503,1.5289,4,Orthorhombic,mmm,Pnma,oxide,Li,,Mo,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.381018517536108,[5.0],[5.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1012789,LiCr3P3O13,4.267514506194854,-1.2534162177333916,Square pyramid,1,2e,1,[2.657320913336039],0.0,2.657320913336039,AB3C3D13,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Cr-Li-O-P,0.0363211235000004,-2.5177782829880955,0.0,4,Monoclinic,2/m,P2_1/m,oxide,Li,,Cr,,,,"C, O, P",,,,,B < -1,Negative B,2.257238543298439,[5.0],[5.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1013762,LiTi2P2O9,3.703546046384485,-0.7344126419395872,Trigonal prism,1,4c,1,[6.730750828459832],1.0,6.730750828459832,AB2C2D9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Li-O-P-Ti,0.0499601135050919,-2.9949358449489805,0.0425000000000004,4,Orthorhombic,mmm,Pnma,oxide,Li,,Ti,,,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.392017700408935,[6.0],[6.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1013850,LiV2P2O9,2.910341263215068,-0.403201756747809,Square pyramid,1,4c,1,[2.9784662411955036],0.0,2.9784662411955036,AB2C2D9,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-O-P-V,0.0106995098214373,-2.667572343222789,1.0916,4,Orthorhombic,mmm,Pnma,oxide,Li,,V,,,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.2981024004345008,[5.0],[5.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1013878,LiV3P3O13,4.3287694401485615,-1.2837877958899957,Square pyramid,1,2e,1,[2.7039350651156244],0.0,2.7039350651156244,AB3C3D13,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-O-P-V,0.0151655153750063,-2.6689726409880947,0.0,4,Monoclinic,2/m,P2_1/m,oxide,Li,,V,,,,"O, P",,,,,B < -1,Negative B,2.2696295458554285,[5.0],[5.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1013912,LiCo3P3O13,3.092061811140084,-0.5700680466878002,Square pyramid,1,2e,1,[2.4683543750703416],0.0,2.4683543750703416,AB3C3D13,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Co-Li-O-P,0.0499998276249984,-2.0431359332380943,0.0,4,Monoclinic,2/m,P2_1/m,oxide,Li,,Co,,,,"C, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.194751047009016,[5.0],[5.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1013917,LiMn3P3O13,3.2246617102840616,-0.6216947902178832,Square pyramid,1,2e,1,[2.700072253528944],0.0,2.700072253528944,AB3C3D13,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-Mn-O-P,0.0213927700833496,-2.3927290076777497,0.0,4,Monoclinic,2/m,P2_1/m,oxide,Li,,Mn,,,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.249125940986328,[5.0],[5.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1013922,LiCr2P2O9,2.4042434804015533,-0.0944447401376147,Square pyramid,1,4c,1,[2.964782890295704],0.0,2.964782890295704,AB2C2D9,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Cr-Li-O-P,0.0223107333928496,-2.514986746258503,0.6364999999999998,4,Orthorhombic,mmm,Pnma,oxide,Li,,Cr,,,,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.285642728135437,[5.0],[5.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1016165,LiMn8O16,1.9580496066449435,0.0701112675211403,Angular,1,2a,1,[0.06665749930805126],0.0,0.06665749930805126,AB8C16,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA_U,Li-Mn-O,0.0258479754366778,-1.8640591594712643,0.0,3,Monoclinic,m,Pc,oxide,Li,,Mn,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0068684363009304,[2.0],[2.0],"Alkali Metals, Nonmetals, Transition Metals"
mp-1019555,BaNaLi3(BO2)6,1.62333560358142,0.2650670185233458,Tetrahedron,1,6f,1,[5.759465561653643],1.0,5.759465561653643,ABC3D6E12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Ba-Li-Na-O,0.0,-2.842712531581708,5.2185,5,Trigonal,-3,R-3,metaborate,"Li, Na",Ba,,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9951954242198395,[4.0],[4.0],"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals"
mp-1019606,Cs2Li2B2P4O15,1.6727322655052554,0.2396183104363721,Tetrahedron,1,2i,1,"[0.9916858891309699, 2.3451073145072914]",0.0,1.6683966018191305,A2B2C2D4E15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Cs-Li-O-P,0.0,-2.754547059415271,5.4224000000000006,5,Triclinic,-1,P-1,oxide,"Li, Cs",,,,,B,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0173704119499654,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals"
mp-1019607,Cs2Li5(BO2)7,2.0044084638704702,-0.0119516800708984,"Trigonal bipyramid, Tetrahedron",2,"2b, 4c",2,"[0.49604491692701025, 3.986142351311957, 3.6138708875228214]",0.0,2.698686051920596,A2B5C7D14,2,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Cs-Li-O,0.0039074516170636,-2.708917817862274,3.9805,4,Orthorhombic,mm2,Ama2,metaborate,"Li, Cs",,,,,B,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9907839814150927,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals"
mp-1019609,Cs2Sr2Li3B3(PO4)6,1.9646819754701303,-0.0051974188076621,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D3E6F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Cs-Li-O-P-Sr,0.0,-2.899681087804188,5.6029,6,Cubic,23,P2_13,phosphate,"Li, Cs",Sr,,,,B,"C, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9574146032828512,[4.0],[4.0],"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals"
mp-1019615,Cs3Li4(BO2)7,1.5116405373533055,0.3557772797253473,"See-saw, Trigonal bipyramid",2,6c,1,"[3.907155972359122, 3.586375690760222]",0.0,3.7467658315596717,A3B4C7D14,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Cs-Li-O,0.0,-2.692236314219006,4.5217,4,Trigonal,32,P3_121,metaborate,"Li, Cs",,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0744971760677435,"[4.0, 5.0]","[4.0, 5.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1019708,CsBaLiP2O7,1.5048905628202367,0.3540796450987317,Tetrahedron,1,4e,1,[0.8435767961833037],0.0,0.8435767961833037,ABCD2E7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Ba-Cs-Li-O-P,0.0,-2.938007998314518,4.8878,5,Monoclinic,2/m,P2_1/c,oxide,"Li, Cs",Ba,,,,B,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.000944127553073,[4.0],[4.0],"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals"
mp-1019716,CsLi4(BO2)5,1.8902401090886145,0.1087096929917682,"See-saw, Trigonal bipyramid, Tetrahedron, Square pyramid",4,4e,1,"[5.3150734158189605, 5.505062185780206, 1.0923443769575536, 5.661344267573844]",0.75,4.393456061532641,AB4C5D10,4,2,1,4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Cs-Li-O,0.002744449694445,-2.722434192941092,4.4885,4,Monoclinic,2/m,P2_1/c,metaborate,"Li, Cs",,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.057001096855989,"[4.0, 5.0]","[4.0, 5.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1019778,K2Li3B(P2O7)2,1.6566615908491165,0.2725674278278689,"Tetrahedron, Trigonal prism",2,"4d, 8g",2,"[0.9615267926276174, 3.3404813917831713]",0.0,2.1510040922053943,AB2C3D4E14,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-K-Li-O-P,0.0,-2.73806579582242,5.5903,5,Orthorhombic,mmm,Cmce,oxide,"Li, K",,,,,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1037612957704823,"[4.0, 6.0]","[4.0, 6.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1019782,K2LiB(PO4)2,2.376763761993144,-0.3169773312842767,Tetrahedron,1,4e,1,[0.6666076376567582],0.0,0.6666076376567582,ABC2D2E8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,R2SCAN,B-K-Li-O-P,0.0,-2.7371523697346936,5.3944,5,Monoclinic,2/m,P2_1/c,phosphate,"Li, K",,,,,B,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.936559257626758,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals"
mp-1020009,Li2Ca2Si2O7,3.3971717678566327,-0.9788139693596668,Tetrahedron,1,12c,1,[1.0397084292925622],0.0,1.0397084292925622,A2B2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Ca-Li-O-Si,0.0100060007051281,-3.190276335961538,4.7378,4,Hexagonal,622,P6_122,oxide,Li,Ca,,,,Si,"C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.009950484050527,[4.0],[4.0],"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals"
mp-1020011,Li14P2(N2O)3,1.9584866982810865,0.0576391211338473,Tetrahedron,1,"2c, 6g",2,"[2.9737829125871325, 3.008336269154265, 0.09110377954303717]",0.0,2.0244076537614784,A2B3C6D14,1,3,1,4.0,4.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,1.6666666666666667,1,2,"O2-, N3-",GGA,Li-N-O-P,0.0,-1.3139039055380954,3.6017999999999994,4,Trigonal,-3,P-3,oxide,Li,,,,,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.067325621923145,[4.0],"[0, 1.0, 3.0]","Alkali Metals, Nonmetals"
mp-1020012,Li2Ge4O9,1.792824684111117,0.1800124077125469,"See-saw, Square pyramid",2,4a,1,"[1.3447555368476856, 4.267432648945042]",0.0,2.806094092896364,A2B4C9,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Ge-Li-O,0.0456155703333331,-2.1746445836111112,2.7381,3,Orthorhombic,mm2,Pca2_1,oxide,Li,,,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0729746316257804,"[4.0, 5.0]","[4.0, 5.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1020013,Li2S2O7,1.6426237666301646,0.2783430553610003,Trigonal bipyramid,1,8d,1,[1.0775406225537199],0.0,1.0775406225537199,A2B2C7,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Li-O-S,0.0,-2.093021597878787,5.5360000000000005,3,Orthorhombic,mmm,Pnma,oxide,Li,,,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.086542419041816,[5.0],[5.0],"Alkali Metals, Nonmetals"
mp-1020014,Li3B11O18,2.0569529805657063,0.0504886262599536,"Trigonal bipyramid, Square pyramid",2,4e,1,"[6.649899650786327, 5.908867973601876, 7.682146751349145]",1.0,6.746971458579115,A3B11C18,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O,0.0,-2.815171240807292,5.5447,3,Monoclinic,2/m,P2_1/c,oxide,Li,,,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.13637939353484,"[4.0, 5.0]","[4.0, 5.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1020015,Li2B3PO8,1.8543464382014272,0.1302462667551891,"See-saw, Tetrahedron, Trigonal bipyramid, Trigonal prism",4,2i,1,"[6.656223558091788, 3.1004122017385622, 6.8667512841441845, 2.248314521820956, 8.429417274464326, 0.9158516877189903, 5.784948969679086, 4.0273322425222915]",0.5,4.753656467522523,AB2C3D8,4,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O-P,0.0,-2.790220125539965,5.4366,4,Triclinic,-1,P-1,oxide,Li,,,,,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0389664532922973,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals"
mp-1020022,Li3B(PO4)2,1.6298088514605265,0.3067233422420374,"See-saw, Tetrahedron, Square pyramid",3,2i,1,"[4.261416792859362, 1.5295696955000266, 3.246640926696106]",0.0,3.012542471685165,AB2C3D8,3,2,1,4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O-P,0.0131996221428556,-2.7423063059608834,6.1272,4,Triclinic,-1,P-1,phosphate,Li,,,,,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.083673657372618,"[4.0, 5.0]","[4.0, 5.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1020023,Li3AlSiO5,1.693170434176033,0.2241264561960581,Tetrahedron,1,4a,1,"[0.16089279608511858, 0.20142184589140016, 0.41426645476431895]",0.0,0.25886036558027925,ABC3D5,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Al-Li-O-Si,0.0,-2.972560550750001,4.4558,4,Orthorhombic,mm2,Pna2_1,oxide,Li,,,,Al,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.009007878897974,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals"
mp-1020024,Li6B4O9,2.025023949235682,0.0275989270279601,"Trigonal bipyramid, Tetrahedron",2,4e,1,"[1.928418119187045, 5.347714682380923, 2.292119092118028, 1.5971581889712336, 0.6722901425309373, 0.3536060027326357]",0.167,2.031884371320134,A4B6C9,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O,0.0070382422368417,-2.6731314741666656,4.8958,3,Monoclinic,2/m,P2_1/c,oxide,Li,,,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.04969840317518,"[4.0, 5.0]","[4.0, 5.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1020025,LiB3O5,1.7600487983432411,0.2106358845772279,"Tetrahedron, Octahedron",2,4c,1,"[5.316201564631872, 1.570417803964398, 3.2991291483589453, 1.4028362318568603]",0.25,2.8971461872030186,AB3C5,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O,0.0450898102777781,-2.769920368425925,5.8696,3,Orthorhombic,mmm,Pnma,oxide,Li,,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1384532449232365,"[4.0, 6.0]","[4.0, 6.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1020026,LiBeBO3,1.7009025966077054,0.2198842419507637,Tetrahedron,1,2i,1,[0.5150145842222315],0.0,0.5150145842222315,ABCD3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Be-Li-O,0.0133947354166616,-2.8561755325,6.0842,4,Triclinic,-1,P-1,orthoborate,Li,Be,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.001812824897597,[4.0],[4.0],"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals"
mp-1020030,LiAl(GeO3)2,1.9879406866799287,0.0811121121889793,Trigonal bipyramid,1,4e,1,[4.475580835911326],0.0,4.475580835911326,ABC2D6,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Al-Ge-Li-O,0.0424963765000008,-2.5016620248333323,3.383,4,Monoclinic,2/m,P2_1/c,oxide,Li,,,,Al,Ge,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1239747070049235,[5.0],[5.0],"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals"
mp-1020060,LiB(S2O7)2,1.8630060763356504,0.1721581230784768,Octahedron,1,4a,1,"[0.6045881154556573, 0.23736851051919927]",0.0,0.42097831298742827,ABC4D14,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O-S,0.0,-1.904968649624999,5.51,4,Orthorhombic,222,P2_12_12_1,oxide,Li,,,,,B,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1735958679983054,[6.0],[6.0],"Alkali Metals, Metalloids, Nonmetals"
mp-1020109,LiMg3P3O11,0.9731076131788904,0.7719492099935553,Tetrahedron,1,4c,1,[6.999037391081599],1.0,6.999037391081599,AB3C3D11,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Li-Mg-O-P,0.0,-2.970339676097882,5.3095,4,Orthorhombic,mmm,Pnma,oxide,Li,Mg,,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0564461347775005,[4.0],[4.0],"Alkali Metals, Alkaline Earth Metals, Nonmetals"
mp-1020146,Na2LiB5(PO7)2,1.5774738587738866,0.3016798829296598,Tetrahedron,1,2e,1,[2.6597427723759908],0.0,2.6597427723759908,AB2C2D5E14,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-Na-O-P,0.0,-2.778149989842124,5.2247,5,Monoclinic,2/m,P2_1/m,oxide,"Li, Na",,,,,B,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.00452288063168,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals"
mp-1020163,Na3Li2Al(SiO4)2,1.3125191492517203,0.528624319021801,Tetrahedron,1,8g,1,[1.3602502601046678],0.0,1.3602502601046678,AB2C2D3E8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,Al-Li-Na-O-Si,0.0072236424218878,-2.8220662283315363,4.051,5,Orthorhombic,mmm,Cmce,silicate,"Li, Na",,,,Al,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0406107138552327,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals"
mp-1020620,Rb5Li6(BO2)11,1.7079721743061071,0.2055181787608784,"See-saw, Trigonal bipyramid",2,2c,1,"[3.1798066876201396, 5.018009714274753, 3.413027806448062]",0.333,3.8702814027809853,A5B6C11D22,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O-Rb,0.0052579215530341,-2.687881786666665,4.1483,4,Monoclinic,2,C2,metaborate,"Li, Rb",,,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.030130619025264,"[4.0, 5.0]","[4.0, 5.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1020646,NaLi2B(PO4)2,1.8276771056840395,0.1202411271714046,Tetrahedron,1,2i,1,"[1.5471697025976845, 2.4740119240472316]",0.0,2.010590813322458,ABC2D2E8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-Na-O-P,0.0,-2.734278997249882,5.8333,5,Triclinic,-1,P-1,phosphate,"Li, Na",,,,,B,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.992316843744483,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals"
mp-1020647,Sr2LiBeB3O8,0.7854759133585935,0.8595917342927993,Tetrahedron,1,4e,1,[5.701048382937958],1.0,5.701048382937958,ABC2D3E8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,R2SCAN,B-Be-Li-O-Sr,0.0,-3.0829029833889168,4.7198,5,Monoclinic,2/m,P2_1/c,oxide,Li,"Be, Sr",,,,B,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.987997702157881,[4.0],[4.0],"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals"
mp-1020664,Rb2Li5(BO2)7,1.9601736727778043,0.0216368708556222,"Octahedron, Tetrahedron, Square pyramid",3,"2b, 4c",2,"[0.3138425461997024, 4.905025422560641, 4.119279395063684]",0.0,3.1127157879413425,A2B5C7D14,3,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O-Rb,0.0078603321726244,-2.707885808422619,4.2037,4,Orthorhombic,mm2,Ama2,metaborate,"Li, Rb",,,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9936385931465184,[4.0],[4.0],"Alkali Metals, Metalloids, Nonmetals"
mp-1020705,Rb2Li3B(P2O7)2,1.601188742553992,0.3117263649762836,"Tetrahedron, Trigonal prism",2,"4d, 8g",2,"[3.5292016292183703, 1.2492838981286785]",0.0,2.3892427636735243,AB2C3D4E14,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O-P-Rb,0.0,-2.7360844082390856,5.5484,5,Orthorhombic,mmm,Cmce,oxide,"Li, Rb",,,,,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1200214302654063,"[4.0, 6.0]","[4.0, 6.0]","Alkali Metals, Metalloids, Nonmetals"
mp-1020725,Sr4Li2B12O23,1.3688150827729917,0.4268874780033016,Square pyramid,1,4e,1,[3.9113358341631614],0.0,3.9113358341631614,A2B4C12D23,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,GGA,B-Li-O-Sr,0.0047199554471681,-3.017301845955284,4.6951,4,Monoclinic,2/m,P2_1/c,oxide,Li,Sr,,,,B,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.09001285278004,[5.0],[5.0],"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals"
