CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
1.0,1,1,1.969924513946367,-0.2275836930861945,5.0
2.0,2,1,1.9396450935177365,0.6201255051568397,4.5
3.0,2,2,1.9177274714784576,0.8411868499761331,5.75
4.0,94,94,2.004689069803269,0.49120188137146414,6.0
5.0,48,48,2.053477115308274,0.8388634808545582,5.989583333333333
6.0,790,697,1.9643123005892449,0.4984355876601522,5.633354430379748
7.0,10,9,1.9612001397919492,0.25388652583222904,5.558
