CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
1.0,5,1,1.0,5.0
3.0,6,1,1.0,6.0
4.0,6,94,1.0,6.0
5.0,6,47,1.0,6.0
6.0,2,3,0.005272407732864675,0.01054481546572935
6.0,3,22,0.03866432337434095,0.11599297012302284
6.0,4,28,0.0492091388400703,0.1968365553602812
6.0,5,29,0.050966608084358524,0.2548330404217926
6.0,6,487,0.8558875219683656,5.135325131810194
7.0,6,2,1.0,6.0
