material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,W_wyckoff,num_W_chemenvs,CN,element,charge_range,is_single_charge
mp-1228190,Ca3Mn2WO9,1.9514760566403897,0.4455048308662299,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-1228204,Ba3CaTiWO9,1.959848713724957,1.334433105139556,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1228249,Ba3Sm2WO9,1.970104202903051,-0.8983791952910465,[6.0],6.0,6.0,6.0,Octahedron,2j,1,6.0,W,0.0,True
mp-1228348,Ba3Dy2WO9,1.9697494533201985,-1.3995053446331434,[6.0],6.0,6.0,6.0,Octahedron,2j,1,6.0,W,0.0,True
mp-1228418,Ba3Tb2WO9,1.9755523963648176,0.5083251791887042,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1228476,Ba3In2WO9,1.961794032214356,3.0594539375866767,[6.0],6.0,6.0,6.0,Octahedron,2j,1,6.0,W,0.0,True
mp-1228484,Ba2La2Ni(WO6)2,1.947867302271845,0.9188269736393916,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,W,0.0,True
mp-1228581,Ba4Na2W2O11,1.9619561363893687,0.3636298366566995,"[5.0, 6.0]",6.0,6.0,6.0,"Trigonal bipyramid, Octahedron","1a, 1b",2,5.0,W,0.0,True
mp-1228581,Ba4Na2W2O11,1.9619561363893687,0.3636298366566995,"[5.0, 6.0]",6.0,6.0,6.0,"Trigonal bipyramid, Octahedron","1a, 1b",2,6.0,W,0.0,True
mp-1228597,Ba5Fe3W2O15,1.966767916091772,-0.0810645793665627,[6.0],6.0,6.0,6.0,Octahedron,4h,1,6.0,W,0.0,True
mp-1228775,Ba3WO6,1.9724464327505624,0.2310221772650544,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1228911,Ba10Ru3W(Cl2O9)2,1.9837617191560724,1.1882789310731112,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1235457,Rb2LiNd2(WO4)4,1.9599246397506955,0.4858474062067241,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1235457,Rb2LiNd2(WO4)4,1.9599246397506955,0.4858474062067241,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1235802,LiEr2Tl2(WO4)4,1.960599470542496,0.4535393380339608,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1235802,LiEr2Tl2(WO4)4,1.960599470542496,0.4535393380339608,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1236612,Rb2LiPr2(WO4)4,1.960024222407812,0.4963998623314022,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1236612,Rb2LiPr2(WO4)4,1.960024222407812,0.4963998623314022,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1237121,Na4NiH38(W3O20)2,1.962320034903564,0.2559229150868139,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1247867,Ba11W4O23,1.97611459923304,0.4116787240890749,"[4.0, 5.0, 6.0, 7.0]",6.0,6.0,6.0,"Octahedron, Tetrahedron, Square pyramid, Pentagonal bipyramid",1a,4,4.0,W,0.0,True
mp-1247867,Ba11W4O23,1.97611459923304,0.4116787240890749,"[4.0, 5.0, 6.0, 7.0]",6.0,6.0,6.0,"Octahedron, Tetrahedron, Square pyramid, Pentagonal bipyramid",1a,4,5.0,W,0.0,True
mp-1247867,Ba11W4O23,1.97611459923304,0.4116787240890749,"[4.0, 5.0, 6.0, 7.0]",6.0,6.0,6.0,"Octahedron, Tetrahedron, Square pyramid, Pentagonal bipyramid",1a,4,6.0,W,0.0,True
mp-1247867,Ba11W4O23,1.97611459923304,0.4116787240890749,"[4.0, 5.0, 6.0, 7.0]",6.0,6.0,6.0,"Octahedron, Tetrahedron, Square pyramid, Pentagonal bipyramid",1a,4,7.0,W,0.0,True
mp-1254576,AlNi(WO4)2,1.9721956420920856,0.2360890056696421,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1254576,AlNi(WO4)2,1.9721956420920856,0.2360890056696421,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1272359,Ca2CrWO6,2.007181332139755,-0.3340528423647684,[6.0],6.0,6.0,6.0,Octahedron,2h,1,6.0,W,0.0,True
mp-1272760,Sr2FeWO6,1.9548537377941944,-0.294606058685157,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1274301,Ca2VWO6,1.9577952959905889,0.0205082772278616,[6.0],6.0,6.0,6.0,Octahedron,2h,1,6.0,W,0.0,True
mp-1275109,Ca3Mn2(WO6)2,1.9549139414643928,0.5617503988102984,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1275487,Ca2FeWO6,1.956614209406856,0.1161141053452957,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,W,0.0,True
mp-1275790,Ca3Fe2(WO6)2,1.954877352008518,0.2763768668031968,[6.0],6.0,6.0,6.0,Octahedron,"1a, 1b",1,6.0,W,0.0,True
mp-1275809,LiFeWClO4,2.002913472917588,0.4560508189058906,[4.0],6.0,6.0,6.0,Tetrahedron,"1a, 1b",1,4.0,W,0.0,True
mp-1278154,Sr2FeWO6,1.9541542037390525,-0.1027859483865227,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-1282800,Ca2CrWO6,2.0122909564332327,-0.5985556022814755,[6.0],6.0,6.0,6.0,Octahedron,2d,1,6.0,W,0.0,True
mp-1296431,Ca2VWO6,1.9591687730281,0.0295834251746073,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-1306034,Li2V3WO8,2.0240361191635547,-1.85602404824164,[6.0],6.0,6.0,6.0,Octahedron,1d,1,6.0,W,0.0,True
mp-1309047,Li2V3WO8,2.0242302535651127,-1.682417424020628,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,W,0.0,True
mp-1347979,Ca2MoWO6,2.0164394695509564,-0.6385439326944244,[6.0],6.0,6.0,6.0,Octahedron,2d,1,6.0,W,0.0,True
mp-1367763,Mg2MoWO6,2.014368107137135,0.5256342939763851,[6.0],6.0,6.0,6.0,Octahedron,2d,1,6.0,W,0.0,True
mp-1367801,Ca2TiWO6,2.0853801168982544,-0.0460450429829222,[6.0],4.0,4.0,4.0,Octahedron,2d,1,6.0,W,0.0,True
mp-1376266,YAg(WO4)2,2.0265224547888683,1.0838539564589802,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-1445093,Ca2CrWO6,2.008532428049346,0.42798601795907,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1516254,BaNaBiWO6,1.962504231692888,0.2115944270702497,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1516632,BaNaSmWO6,1.9599173632716167,0.1242030657019479,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-1516849,BaNaGdWO6,1.959879400344679,-0.1196735968097113,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-1516962,KSrSmWO6,1.9587343665575303,0.331095289557991,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1517013,NaLi(WO3)4,1.980017832858224,-0.1882643989991234,[6.0],5.5,5.5,5.5,Octahedron,4f,1,6.0,W,0.0,True
mp-1518103,BaSrPrWO6,2.0296303752885247,0.0055386814544387,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1g, 1d",1,6.0,W,1.0,False
mp-1518103,BaSrPrWO6,2.0296303752885247,0.0055386814544387,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1g, 1d",1,6.0,W,1.0,False
mp-1518179,BaNaNdWO6,1.962304393151955,0.1385931930059502,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1518778,BaSrTbWO6,2.018939530221496,0.0081029455744924,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1c, 1f",1,6.0,W,1.0,False
mp-1518778,BaSrTbWO6,2.018939530221496,0.0081029455744924,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1c, 1f",1,6.0,W,1.0,False
mp-1519011,BaNaPrWO6,1.966010415337356,0.1266156349864558,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-1519244,KSrNdWO6,1.9614857135248136,0.2871177977702249,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-1519258,NaEu(WO3)2,1.9035599504800265,0.4589047160211878,[6.0],4.0,4.0,4.0,Octahedron,4b,1,6.0,W,0.0,True
mp-1519448,BaSrYWO6,2.0625971286892497,-0.2368746813941082,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,W,0.0,True
mp-1519604,Sr2EuWO6,1.9782890445114216,0.0527353941541802,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1519664,BaNaLaWO6,1.9596547933689483,0.0553007642459811,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-1519713,KSrPrWO6,1.9608037630345136,-0.9069535156932778,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-1520675,BaSrSmWO6,1.9296820800105985,0.5125657789003311,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,W,0.0,True
mp-1520996,BaCaEuWO6,1.9666904175323328,0.108006520250998,[6.0],6.0,6.0,6.0,Octahedron,"1g, 1d",1,6.0,W,0.0,True
mp-1521005,BaSrCaWO6,1.9628989763790343,0.0754412194551287,[6.0],6.0,6.0,6.0,Octahedron,"1g, 1d",1,6.0,W,0.0,True
mp-1521012,BaSrCaWO6,1.9626414884570609,0.1019330490459102,[6.0],6.0,6.0,6.0,Octahedron,4u,1,6.0,W,0.0,True
mp-1522331,BaSrDyWO6,2.054353405649432,-0.1782799292272408,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,W,0.0,True
mp-1522333,NaSrPrWO6,1.9638463480184936,0.0321722312295536,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-1523102,BaSrNdWO6,1.9634873478550487,0.3548959287430577,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,W,0.0,True
mp-1539190,Cs2Hf(WO4)3,1.9431522879691665,0.3500653456340484,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-1540169,CsSbWO6,1.941845636493448,0.3038521849789849,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1543124,RbSbWO6,1.939671226657252,0.2478780220892035,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-1581389,AlCr(WO4)2,1.992513483580992,0.2877386656275765,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1581389,AlCr(WO4)2,1.992513483580992,0.2877386656275765,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,1a,1,6.0,W,1.0,False
mp-1638691,CaLaFeWO6,1.696080742641633,0.7956961792897139,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1638941,VWO4,2.0231396936365846,0.3454614992679546,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-1640734,YFe(WO4)2,1.9715516370958064,0.3005937830860382,"[6.0, 6.0]",5.5,5.0,6.0,no_data,no_data,1,6.0,W,1.0,False
mp-1640734,YFe(WO4)2,1.9715516370958064,0.3005937830860382,"[6.0, 6.0]",5.5,5.0,6.0,no_data,no_data,1,6.0,W,1.0,False
mp-1642031,VWO4,2.0244368406132187,0.3714600339655571,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-16772,LaCu(WO4)2,1.980419276328022,0.611982245148296,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-16808,La2(WO4)3,2.06034592690244,0.74139670006966,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,4.0,W,0.0,True
mp-16808,La2(WO4)3,2.06034592690244,0.74139670006966,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,5.0,W,0.0,True
mp-16928,Ba6Lu2(WO6)3,1.9686069508022084,1.155774567924442,[6.0],6.0,6.0,6.0,Octahedron,"1a, 2c",1,6.0,W,0.0,True
mp-17019,Ca2YAs(WO6)2,2.735906934596116,2.19826275941345,[4.0],6.0,6.0,6.0,Octahedron,4e,1,4.0,W,0.0,True
mp-17170,HoCu(WO4)2,2.0280074808184274,1.012023953213849,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-17192,YCu(WO4)2,2.028385839856015,0.8942546965871518,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-17194,ErCu(WO4)2,2.026486312818082,1.012164144569455,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-17201,Er2WO6,1.937893717128213,1.218645187925982,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-17290,LiSbWO6,1.9816108605203029,0.6567842060324433,[6.0],6.0,6.0,6.0,Octahedron,4c,1,6.0,W,0.0,True
mp-17335,ErAg(WO4)2,1.959372465557926,0.5919979511138678,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-17426,Er2WO6,1.924877334061644,0.6145967046637443,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,W,0.0,True
mp-17475,TmCu(WO4)2,2.026728999456554,1.0051846421354325,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-17510,LiGa(WO4)2,2.0048920537039185,0.6826521044234496,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-17630,LuCu(WO4)2,2.025847066002948,1.0004242647612926,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-17636,K3Na(WO4)2,1.8693086707155493,0.1617115806607517,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,W,0.0,True
mp-17950,Nd2(WO4)3,2.0712266527806062,0.6855426932598103,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,4.0,W,0.0,True
mp-17950,Nd2(WO4)3,2.0712266527806062,0.6855426932598103,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,5.0,W,0.0,True
mp-17982,SmCu(WO4)2,1.979055590063772,0.5948102766479165,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-18041,SmTl(WO4)2,2.0179747072404304,1.0730886925257532,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-18057,Nd2WO6,1.931291624616526,0.642420179645467,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,W,0.0,True
mp-18311,BaTeW2O9,1.9620492039014508,0.418824239909449,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-18371,Cs2W3SeO12,1.9604655976939216,0.2672343650999548,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-18405,CrWO4,2.0140466363781147,0.3075852983479846,[6.0],6.0,6.0,6.0,Octahedron,"1a, 1b, 2c",1,6.0,W,0.0,True
mp-18538,TbCu(WO4)2,1.980265005690254,0.6688967501742061,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-18539,Rb(WO3)3,1.9276797424196408,0.8003188451339515,[6.0],5.67,5.67,5.67,no_data,no_data,1,6.0,W,0.0,True
mp-18605,RbLa(WO4)2,1.95965892543496,0.5620955562210137,[6.0],6.0,6.0,6.0,Octahedron,"2i, 2h",1,6.0,W,0.0,True
mp-18719,KLu(WO4)2,1.9878555650410363,0.9526994236182708,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-18757,Sr2CdWO6,1.920845608541761,0.0569410792644459,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-18764,Ba2SrWO6,1.966761422444025,0.009754518612371,[6.0],6.0,6.0,6.0,Octahedron,1b,1,6.0,W,0.0,True
mp-18785,CrWO4,1.853054993804968,0.6528137097360662,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,W,0.0,True
mp-18851,NaCr(WO4)2,2.009164229731764,0.721785911174704,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-18867,Ba3W2O9,1.9478160185020112,1.4585509055472905,[6.0],6.0,6.0,6.0,Octahedron,4c,1,6.0,W,0.0,True
mp-18875,MgWO4,2.012684843575866,1.377380937562022,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,W,0.0,True
mp-18918,ZnWO4,2.015033456408647,1.3925452436804686,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,W,0.0,True
mp-18932,LiPr(WO4)2,1.974503636481149,0.674587683520138,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-18933,Li2WO4,2.0024640808763725,0.894568727255925,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,W,0.0,True
mp-18944,Na5Y(WO4)4,2.104894999622545,0.6891070693759401,[4.0],6.0,6.0,6.0,Tetrahedron,8f,1,4.0,W,0.0,True
mp-19014,Sr2CdWO6,1.9260101537237788,0.0638500519970408,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-19037,K2W2O7,2.0124312055634155,1.6158778797379114,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-19066,W3O8,1.926977116767928,0.2419951685502425,"[7.0, 6.0]",5.5,5.0,6.0,"Octahedron, Pentagonal bipyramid","2a, 4i",2,7.0,W,1.0,False
mp-19066,W3O8,1.926977116767928,0.2419951685502425,"[7.0, 6.0]",5.5,5.0,6.0,"Octahedron, Pentagonal bipyramid","2a, 4i",2,6.0,W,1.0,False
mp-19092,CoWO4,2.019464255633204,1.164166300695982,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-19108,Ca2MnWO6,1.9581982658190784,-0.0002054506972282,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,W,0.0,True
mp-19114,Ca2NiWO6,1.956227094429467,0.0619218997228722,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,W,0.0,True
mp-19132,HgWO4,2.0647917395017403,1.8090383827372083,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,W,0.0,True
mp-19144,Rb2W2O7,2.033921773680995,2.380077832021448,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-19161,Ca2CoWO6,1.956101672393815,0.0232652914975727,[6.0],6.0,6.0,6.0,Octahedron,2d,1,6.0,W,0.0,True
mp-19234,Ba2WO3F4,1.9224052724333744,0.8848794970753806,[4.0],6.0,6.0,6.0,Octahedron,2a,1,4.0,W,0.0,True
mp-19260,Li2WO4,2.0188572248307137,1.5517984407253609,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,W,0.0,True
mp-19266,Sr2FeWO6,1.9570509944807792,-0.0031098063214516,[6.0],6.0,6.0,6.0,Octahedron,"1c, 1f",1,6.0,W,0.0,True
mp-19315,Sr2MnWO6,1.959865334770164,0.0418496558429246,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,W,0.0,True
mp-19324,Ca2MgWO6,1.9564340787702927,0.04517661821388,[6.0],6.0,6.0,6.0,Octahedron,2b,1,6.0,W,0.0,True
mp-19334,Na4WO5,1.9540113939773616,1.167616069604828,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-19341,Tl2WO4,1.7721227116802722,-0.0467549500387402,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,W,0.0,True
mp-19387,CdWO4,2.017841434334903,1.4396971966127032,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,W,0.0,True
mp-19407,MnWO4,2.017084721963996,1.3611995908338324,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,W,0.0,True
mp-19421,FeWO4,2.011702167120688,1.3041409170756924,[6.0],6.0,6.0,6.0,Octahedron,2f,1,6.0,W,0.0,True
mp-19461,Na5Nd(WO4)4,2.077710572287178,0.6252353250322665,[4.0],6.0,6.0,6.0,Tetrahedron,8f,1,4.0,W,0.0,True
mp-19462,KP2WO8,1.8910207135439367,0.6590410865689875,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,W,0.0,True
mp-19463,Na5Tb(WO4)4,2.043969807406824,0.5862299770752094,[4.0],6.0,6.0,6.0,Tetrahedron,8f,1,4.0,W,0.0,True
mp-19522,P2W2O11,1.922820492034032,0.3309238253895563,[6.0],6.0,6.0,6.0,Octahedron,4c,1,6.0,W,0.0,True
mp-19617,Rb(WO3)3,1.9503048060628567,-0.0169061010228571,"[6.0, 6.0]",5.5,5.0,6.0,no_data,no_data,1,6.0,W,1.0,False
mp-19617,Rb(WO3)3,1.9503048060628567,-0.0169061010228571,"[6.0, 6.0]",5.5,5.0,6.0,no_data,no_data,1,6.0,W,1.0,False
mp-1983109,ErBiW2O9,1.938264720857696,0.2864036426569714,"[5.0, 6.0]",6.0,6.0,6.0,"Trigonal bipyramid, Octahedron","2b, 2a",2,5.0,W,0.0,True
mp-1983109,ErBiW2O9,1.938264720857696,0.2864036426569714,"[5.0, 6.0]",6.0,6.0,6.0,"Trigonal bipyramid, Octahedron","2b, 2a",2,6.0,W,0.0,True
mp-20156,NaNdMnWO6,1.966459911606656,1.404364516720644,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-20678,NaIn(WO4)2,2.003057192506935,0.6608586385650117,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-21179,NiWO4,2.00599761228632,1.2602014353894118,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,W,0.0,True
mp-21634,Na2W2O7,2.0175107560123884,0.5351927991980737,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron","4e, 4f",2,4.0,W,0.0,True
mp-21634,Na2W2O7,2.0175107560123884,0.5351927991980737,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron","4e, 4f",2,6.0,W,0.0,True
mp-21896,Na2W2O7,1.9538350438804293,0.4631585483176993,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-21913,NaPWO6,1.9654298716850367,0.5744592517194153,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-22076,NaFe(WO4)2,2.01209518140468,0.7370210902311835,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,W,0.0,True
mp-2211172,Ba3WO6,1.9418875736320047,0.9000990240355599,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,W,0.0,True
mp-2228678,MgFe2W2(ClO4)2,2.003381707202542,0.4599965139907493,[4.0],6.0,6.0,6.0,Tetrahedron,2g,1,4.0,W,0.0,True
mp-22681,Pb2WO5,1.7656917737436473,-0.1345869540144692,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,W,0.0,True
mp-22748,NaLaMnWO6,1.9653721546679488,1.2751918195141323,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-23136,KBi(WO4)2,2.0038899399329138,0.9654977522667724,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,W,0.0,True
mp-23480,Bi2WO6,2.0322402278798624,1.0797491700294326,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,W,0.0,True
mp-2526683,WO3,1.941745559951462,0.3062304374369048,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Square pyramid",1a,2,5.0,W,0.0,True
mp-2526683,WO3,1.941745559951462,0.3062304374369048,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Square pyramid",1a,2,6.0,W,0.0,True
mp-27130,Li2W2O7,1.9682404792446195,0.5177032436195799,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-27248,Na2W4O13,1.9833874482060088,0.5646319008821475,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,W,0.0,True
mp-2740498,Na2W2O7,1.9369636369640288,0.4832130136768243,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,W,0.0,True
mp-27479,Pr2W2O9,1.9379042321840885,0.7899093744572129,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,W,0.0,True
mp-2767055,Rb(WO3)3,1.911723301927512,0.0779355993726026,[6.0],5.67,5.67,5.67,Octahedron,6g,1,6.0,W,0.0,True
mp-2767409,PWO5,1.8916033265244,0.3349888708600143,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,W,0.0,True
mp-27732,W10O29,1.933877655130929,0.1471146400782625,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,2n,1,6.0,W,1.0,False
mp-27732,W10O29,1.933877655130929,0.1471146400782625,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,2n,1,6.0,W,1.0,False
mp-27738,P2W3O13,1.943674168765543,0.1921749951217719,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4c,1,6.0,W,1.0,False
mp-27738,P2W3O13,1.943674168765543,0.1921749951217719,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4c,1,6.0,W,1.0,False
mp-28000,P(WO4)2,1.9553191435675448,0.1568921382586856,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4a,1,6.0,W,1.0,False
mp-28000,P(WO4)2,1.9553191435675448,0.1568921382586856,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4a,1,6.0,W,1.0,False
mp-28031,P2W5O19,1.9448160410950497,0.0964694157390869,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,2a,1,6.0,W,1.0,False
mp-28031,P2W5O19,1.9448160410950497,0.0964694157390869,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,2a,1,6.0,W,1.0,False
mp-28403,Ba2WO5,1.9533417727219504,1.1295292793008769,[6.0],6.0,6.0,6.0,Octahedron,4c,1,6.0,W,0.0,True
mp-2896839,Zn2Mo(WO4)2,1.979279856413895,0.1402568891047638,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,W,0.0,True
mp-29182,P2W7O25,1.9295681113228809,0.2924346522141993,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"4e, 2c",1,6.0,W,1.0,False
mp-29182,P2W7O25,1.9295681113228809,0.2924346522141993,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"4e, 2c",1,6.0,W,1.0,False
mp-29318,PW3O11,1.9279263794535235,0.2836666822373898,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4a,1,6.0,W,1.0,False
mp-29318,PW3O11,1.9279263794535235,0.2836666822373898,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4a,1,6.0,W,1.0,False
