material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Te_wyckoff,num_Te_chemenvs,CN,element,charge_range,is_single_charge
mp-754249,Li3ZrNb(TeO6)2,1.9474415191671213,0.6054556233624384,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-754339,LiSbTe2WO12,1.940048230940666,0.153069248770012,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-754519,LiNb(TeO4)3,1.952999127615675,0.6338468367675842,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,Te,0.0,True
mp-754751,Li3Nb3TeO12,1.9567129616735213,-1.1818938181062228,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-754967,BaTeO4,1.950940325197984,0.6277421263588239,[6.0],6.0,6.0,6.0,Octahedron,4c,1,6.0,Te,0.0,True
mp-755674,Li4V(TeO4)3,1.9800862236780208,0.9113471874605152,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,1.0,False
mp-755674,Li4V(TeO4)3,1.9800862236780208,0.9113471874605152,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,1.0,False
mp-755720,Li4Fe(TeO4)3,2.0047503991932207,0.2945445475013442,[6.0],6.0,6.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,0.0,True
mp-755844,NiTe(PO4)2,2.0428366176695145,0.3791874272336908,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-755913,Li4FeSb(TeO6)2,1.9581018479907268,0.611061380231557,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-755915,Li4Nb3TeO12,2.058975951582963,1.7045393975102543,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
