material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Te_wyckoff,num_Te_chemenvs,CN,element,charge_range,is_single_charge
mp-756141,FeTe(PO4)2,2.036178658091448,0.407433896646587,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Te,0.0,True
mp-756432,Li2Ti(TeO4)3,1.966885949088168,0.485530198588632,[6.0],6.0,6.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,0.0,True
mp-756502,LiV(TeO4)3,1.963936796229092,0.5249390225654744,[6.0],6.0,6.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,0.0,True
mp-756613,LiNbTe2WO12,1.9341732910828244,0.2188087365354336,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-756755,Li3Nb3TeO12,1.9580648147271456,0.0088980810524109,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-757190,Li4Cr3Ni3(TeO8)2,1.985111297520856,0.2555133667036077,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-757279,Li4Co3Ni3(TeO8)2,1.9754250167621303,0.2181574500139688,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-757393,Li4Mn3Cu3(TeO8)2,1.979449252296541,-0.1826813679761398,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-757691,Li4Mn3Fe3(TeO8)2,2.3444353465052594,-0.7510630052038794,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-757744,Li4Cu3Ni3(TeO8)2,1.9776461352528223,-0.4811153080707189,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-758389,LiNb(TeO4)3,1.966365955048876,0.6229193616945535,[6.0],6.0,6.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,0.0,True
mp-758894,Li2Ti(TeO4)3,1.96647550038344,0.4618500784945947,[6.0],6.0,6.0,6.0,Octahedron,"1a, 1b, 1c, 1d, 2e",1,6.0,Te,0.0,True
mp-759207,LiSb(TeO4)3,1.955337396952605,0.4864653861418455,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-759431,Fe3Co2Te(PO4)6,1.8638896903890616,0.5465683085182245,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-761280,LiV(TeO4)3,1.9510775946150485,0.2332111583125345,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-761825,LiSb(TeO4)3,1.9686534433715,0.5467280463101905,[6.0],6.0,6.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,0.0,True
mp-761922,LiNb(TeO4)3,1.954823685882679,0.4370583834926188,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-763178,Li4Ti3Ni3(TeO8)2,1.534023962723257,1.4119332143002556,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Te,0.0,True
mp-764607,LiV(TeO4)3,1.9628734410937505,0.4595346985511129,[6.0],6.0,6.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,0.0,True
mp-765052,Li4Co3Cu3(TeO8)2,1.9873066693994552,0.0840717501702159,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-765473,CoTe2O5,2.121570471605483,1.1283480786612867,[5.0],4.0,4.0,4.0,See-saw,8d,1,5.0,Te,0.0,True
mp-768313,Dy2TeO6,1.922906002492314,0.2859120324345202,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Te,0.0,True
mp-768762,Ho2TeO6,1.922094403919651,0.2830141464347208,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Te,0.0,True
mp-768941,Sr3TeO6,1.9343644940369085,0.040445697107934,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,Te,0.0,True
mp-769077,Mg2Te3O8,1.9467180389959524,1.3160667500693275,"[4.0, 5.0]",4.0,4.0,4.0,See-saw,"2e, 4f",1,4.0,Te,0.0,True
mp-769077,Mg2Te3O8,1.9467180389959524,1.3160667500693275,"[4.0, 5.0]",4.0,4.0,4.0,See-saw,"2e, 4f",1,5.0,Te,0.0,True
mp-769563,Li4V3Cr3(TeO8)2,1.28937801909469,2.24867320106125,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-769585,Li4Mn3Co3(TeO8)2,1.983037582918726,0.0235679857519699,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-770549,Li4Cr3Cu3(TeO8)2,1.988787307669452,0.1953694075151704,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-770951,Li4Mn3Ni3(TeO8)2,1.974282372347822,0.5631627458684634,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-771238,Y2TeO6,1.9732287356761349,0.7406958409719777,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,Te,0.0,True
mp-772004,Li3Co3TeO8,1.9543542739377733,0.3339901064813512,[6.0],6.0,6.0,6.0,Octahedron,1c,1,6.0,Te,0.0,True
mp-772169,Li4Fe3Ni3(TeO8)2,1.9745025181326208,0.1358660655500312,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-772619,Li8Te2O9,1.8393829213799608,1.3605900409303782,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Te,0.0,True
mp-772900,Sm2TeO6,1.9263441223025903,0.3006574574371279,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Te,0.0,True
mp-773518,Li4Cr3Fe3(TeO8)2,2.036724525301305,0.1505403457769615,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-773785,K2TeO4,1.9089389136691304,0.210628658553995,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Te,0.0,True
mp-774557,Er2TeO6,1.9213054953864936,0.2834829412682405,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Te,0.0,True
mp-774910,LiSb(TeO4)3,1.917328665703388,0.5049883683387517,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-774923,Fe3Ni2Te(PO4)6,1.9840356756862223,0.2043135058068008,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-774933,Li4NbFe(TeO6)2,1.921107494263067,0.4641081593666457,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-775136,Li4Cr3Co3(TeO8)2,1.993391634187792,0.6767128131040273,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-776005,Li4FeBi(TeO6)2,1.959002905235553,0.3706578714937684,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-776747,V3Fe2Te(PO4)6,1.9869011916224768,0.4179101362544392,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-777144,Ti3Cu2Te(PO4)6,1.8511128124222749,0.7041094500756273,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-777779,Li4Mn(TeO4)3,2.038112634386915,-0.0345163466474471,[6.0],6.0,6.0,6.0,Octahedron,"1a, 1b, 1c",1,6.0,Te,0.0,True
mp-777916,Li4Fe3Cu3(TeO8)2,1.9933220227198327,0.0777571791427511,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-779552,ZnTe2O5,2.038891696050751,0.6387871468218702,"[3.0, 4.0, 5.0]",4.0,4.0,4.0,"See-saw, Square pyramid, Triangular non-coplanar","4c, 8d",3,3.0,Te,0.0,True
mp-779552,ZnTe2O5,2.038891696050751,0.6387871468218702,"[3.0, 4.0, 5.0]",4.0,4.0,4.0,"See-saw, Square pyramid, Triangular non-coplanar","4c, 8d",3,4.0,Te,0.0,True
mp-779552,ZnTe2O5,2.038891696050751,0.6387871468218702,"[3.0, 4.0, 5.0]",4.0,4.0,4.0,"See-saw, Square pyramid, Triangular non-coplanar","4c, 8d",3,5.0,Te,0.0,True
mp-779698,ZnTe2O5,2.073061159162783,0.814054637809112,[4.0],4.0,4.0,4.0,See-saw,16k,1,4.0,Te,0.0,True
mp-780172,Tm2TeO6,1.920160894112812,0.2786921618354349,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Te,0.0,True
mp-781050,Li4CrSb(TeO6)2,1.954344425313969,0.5705916739708498,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True
mp-781595,CoTe2O5,2.036072775235635,0.6020444305421246,"[3.0, 4.0, 5.0]",4.0,4.0,4.0,"See-saw, Square pyramid, Triangular non-coplanar","4c, 8d",3,3.0,Te,0.0,True
mp-781595,CoTe2O5,2.036072775235635,0.6020444305421246,"[3.0, 4.0, 5.0]",4.0,4.0,4.0,"See-saw, Square pyramid, Triangular non-coplanar","4c, 8d",3,4.0,Te,0.0,True
mp-781595,CoTe2O5,2.036072775235635,0.6020444305421246,"[3.0, 4.0, 5.0]",4.0,4.0,4.0,"See-saw, Square pyramid, Triangular non-coplanar","4c, 8d",3,5.0,Te,0.0,True
mp-782065,LiTePO5,3.154813170355473,-1.8773942363610967,[6.0],4.0,4.0,4.0,Square pyramid,4c,1,6.0,Te,0.0,True
mp-849223,LiNb(TeO4)3,1.9682527444514952,0.3968922246915834,[6.0],6.0,6.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,0.0,True
mp-849732,LiSb(TeO4)3,1.9711941449345285,0.390239052145748,[6.0],6.0,6.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,0.0,True
mp-850190,Li4Ti(TeO4)3,1.975363435249461,0.9782602695631308,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,1.0,False
mp-850190,Li4Ti(TeO4)3,1.975363435249461,0.9782602695631308,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,"1d, 1b, 1c",1,6.0,Te,1.0,False
mp-863010,K2TeH6SeO10,1.9574179010244963,0.0419259730482443,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,Te,0.0,True
mp-863374,BiTeO4,2.028587718174265,0.0177728077166903,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron",2a,2,5.0,Te,0.0,True
mp-863374,BiTeO4,2.028587718174265,0.0177728077166903,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron",2a,2,6.0,Te,0.0,True
mp-863436,CoTe2O5,2.080625635596429,0.8839855020622102,[4.0],4.0,4.0,4.0,See-saw,16k,1,4.0,Te,0.0,True
mp-865532,BaMgTe2O7,2.030148568735658,-0.1297722742591144,"[4.0, 6.0]",5.0,5.0,5.0,"See-saw, Octahedron",2b,2,4.0,Te,0.0,True
mp-865532,BaMgTe2O7,2.030148568735658,-0.1297722742591144,"[4.0, 6.0]",5.0,5.0,5.0,"See-saw, Octahedron",2b,2,6.0,Te,0.0,True
mp-865750,Li2TeO3,1.9061354509970496,0.1505784367180317,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Te,0.0,True
mp-9239,NaLaMgTeO6,1.9496069336627984,0.8758168912705759,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,Te,0.0,True
mp-950214,Cd2TeCl2O3,1.8032847191864487,-0.3554179240519298,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Te,0.0,True
mp-972117,SrTeO3,1.936758382710548,0.2299586074518105,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Te,0.0,True
