material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Te_wyckoff,num_Te_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-10349,Na2SnTeO6,1.955879087327788,-0.0496629690546183,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,Te,0.0,True,6.0,6.0,1.9515039991529692,1.9592841756807482,1.9558752507002823,0.0032483165913844234,0.007780176527778959,32.210865729881,14.10388737018513,6.0007317534877185,51.92533274833894,6.0,1.0,1,Octahedron
mp-10349,Na2SnTeO6,1.955879087327788,-0.0496629690546183,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,Te,0.0,True,7.0,6.0,1.9515039991529697,1.9592841756807482,1.9558752507002826,0.003248316591384296,0.007780176527778515,52.23869648475873,34.44057300200817,11.790336962201257,110.72373033254571,6.0,1.0,2,Octahedron
mp-1040443,KBaBiTeO6,1.972140046166404,0.7146922413935453,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,Te,0.0,True,6.0,6.0,1.9463268314045037,1.9974012781971673,1.9725381411040848,0.015300634237154206,0.0510744467926636,107.2989115733773,34.71014302471217,87.56103670577107,179.02281313910177,6.0,1.0,1,Octahedron
mp-1040443,KBaBiTeO6,1.972140046166404,0.7146922413935453,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,Te,0.0,True,7.0,6.0,1.9463268314045026,1.997401278197164,1.9725381411040843,0.015300634237153816,0.05107444679266138,107.29891157337731,34.710143024712174,87.56103670577107,179.02281313910177,6.0,1.0,2,Octahedron
mp-10447,Rb2TeMo2(PO7)2,2.018157797031734,1.8786275852660763,[4.0],4.0,4.0,4.0,See-saw,4c,1,4.0,Te,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-10448,Tl2TeMo2(PO7)2,1.987646267206348,1.7587373924992185,[4.0],4.0,4.0,4.0,See-saw,4c,1,4.0,Te,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-1046497,Mg4Co5(TeO6)3,1.960641816793375,0.0937238611306418,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,18.0,6.0,1.9357031093703898,2.0114601717109846,1.9620185889403015,0.02417812030353428,0.07575706234059476,106.85864157841002,33.928160081711155,83.58685091984383,176.42168277124088,6.0,1.0,1,Octahedron
mp-1046497,Mg4Co5(TeO6)3,1.960641816793375,0.0937238611306418,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,19.0,6.0,1.9333041743985895,1.9833802715176112,1.9590010949284056,0.020464704778197416,0.05007609711902172,41.39074555504679,20.275468787569103,11.148313014889172,69.2276883836252,6.0,1.0,2,Octahedron
mp-1046497,Mg4Co5(TeO6)3,1.960641816793375,0.0937238611306418,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,20.0,6.0,1.9333041743985893,1.983380271517611,1.9590010949284054,0.020464704778197267,0.05007609711902172,46.080255649105375,18.51836100505219,18.903728765854435,75.24232357608,6.0,1.0,3,Octahedron
mp-1046497,Mg4Co5(TeO6)3,1.960641816793375,0.0937238611306418,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,21.0,6.0,1.9357031093703907,2.0114601717109846,1.9620185889403021,0.024178120303534032,0.07575706234059387,106.85864157841002,33.92816008171118,83.58685091984383,176.42168277124088,6.0,1.0,4,Octahedron
mp-1046497,Mg4Co5(TeO6)3,1.960641816793375,0.0937238611306418,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,22.0,6.0,1.9359905076651827,2.0111836958928047,1.962011274215314,0.02404074266589004,0.075193188227622,106.86013627082927,33.93033918462857,83.57930781913849,176.43877965727236,6.0,1.0,5,Octahedron
mp-1046497,Mg4Co5(TeO6)3,1.960641816793375,0.0937238611306418,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,23.0,6.0,1.9359905076651818,2.0111836958928033,1.9620112742153137,0.024040742665889646,0.07519318822762155,106.86013627082924,33.93033918462856,83.57930781913853,176.43877965727225,6.0,1.0,6,Octahedron
mp-1046508,Mg4Ni5(TeO6)3,1.9575076724441096,0.1670150933575038,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,18.0,6.0,1.9223686128698363,1.9905554824016456,1.9575548227260375,0.022275830169321283,0.0681868695318093,106.82215014033508,33.89528203801437,82.6886469299719,175.37946547900611,6.0,1.0,1,Octahedron
mp-1046508,Mg4Ni5(TeO6)3,1.9575076724441096,0.1670150933575038,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,19.0,6.0,1.9300787214118806,1.9851762487286646,1.9593911352594715,0.022631331748639818,0.05509752731678397,45.55493644652587,18.129708563655246,19.13669414185165,74.24324740530567,6.0,1.0,2,Octahedron
mp-1046508,Mg4Ni5(TeO6)3,1.9575076724441096,0.1670150933575038,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,20.0,6.0,1.9300787214118793,1.9851762487286653,1.959391135259471,0.022631331748640536,0.055097527316785966,41.40779007300399,20.130406547242195,11.27265490432206,68.96922323973125,6.0,1.0,3,Octahedron
mp-1046508,Mg4Ni5(TeO6)3,1.9575076724441096,0.1670150933575038,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,21.0,6.0,1.9223686128698365,1.9905554824016458,1.9575548227260373,0.022275830169321297,0.0681868695318093,106.8221501403351,33.89528203801435,82.68864692997188,175.3794654790062,6.0,1.0,4,Octahedron
mp-1046508,Mg4Ni5(TeO6)3,1.9575076724441096,0.1670150933575038,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,22.0,6.0,1.9223686128698378,1.990555482401648,1.9575548227260378,0.022275830169321376,0.06818686953181019,106.82215014033508,33.89528203801436,82.68864692997188,175.3794654790062,6.0,1.0,5,Octahedron
mp-1046508,Mg4Ni5(TeO6)3,1.9575076724441096,0.1670150933575038,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,23.0,6.0,1.922368612869837,1.9905554824016471,1.9575548227260373,0.02227583016932148,0.06818686953181019,106.82215014033513,33.89528203801436,82.6886469299719,175.3794654790062,6.0,1.0,6,Octahedron
mp-1046528,Zn4Co5(TeO6)3,1.9663098415055944,0.1644952737598623,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,18.0,6.0,1.9458210050817897,2.009930753093948,1.968055642323014,0.020810389971084274,0.06410974801215819,106.81520017011157,33.88989598707931,82.73868893986136,176.14165781807606,6.0,1.0,1,Octahedron
mp-1046528,Zn4Co5(TeO6)3,1.9663098415055944,0.1644952737598623,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,19.0,6.0,1.939630852123829,1.9791981407581676,1.9647654032112334,0.017837959379919277,0.03956728863433856,41.476849352819954,20.298601703651492,11.318362596745677,69.40556611261711,6.0,1.0,2,Octahedron
mp-1046528,Zn4Co5(TeO6)3,1.9663098415055944,0.1644952737598623,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,20.0,6.0,1.9396308521238306,1.9791981407581676,1.9647654032112334,0.017837959379918666,0.039567288634337006,46.41207394514342,18.73981856582193,18.955257681352947,75.93836650233882,6.0,1.0,3,Octahedron
mp-1046528,Zn4Co5(TeO6)3,1.9663098415055944,0.1644952737598623,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,21.0,6.0,1.94582100508179,2.0099307530939483,1.9680556423230147,0.020810389971084302,0.06410974801215841,106.81520017011157,33.88989598707932,82.73868893986138,176.14165781807606,6.0,1.0,4,Octahedron
mp-1046528,Zn4Co5(TeO6)3,1.9663098415055944,0.1644952737598623,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,22.0,6.0,1.9458210050817888,2.009930753093949,1.968055642323015,0.02081038997108477,0.0641097480121604,106.81520017011158,33.88989598707933,82.73868893986136,176.14165781807606,6.0,1.0,5,Octahedron
mp-1046528,Zn4Co5(TeO6)3,1.9663098415055944,0.1644952737598623,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,23.0,6.0,1.945821005081789,2.0099307530939496,1.9680556423230147,0.020810389971085082,0.06410974801216063,106.81520017011157,33.88989598707931,82.73868893986136,176.14165781807606,6.0,1.0,6,Octahedron
mp-1046551,Zn4Ni5(TeO6)3,1.9652978314247656,0.2825696809355356,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,18.0,6.0,1.9245120786274117,2.0006677216705744,1.9663071753643069,0.028936809530061062,0.07615564304316269,106.77048551366417,33.84281700521472,82.14969321875098,175.5396988237984,6.0,1.0,1,Octahedron
mp-1046551,Zn4Ni5(TeO6)3,1.9652978314247656,0.2825696809355356,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,19.0,6.0,1.9328339447249268,1.9886667672741076,1.9666303203429443,0.024263112750180792,0.05583282254918087,41.355748242936606,19.955300739724034,11.48225352359473,68.62411669082888,6.0,1.0,2,Octahedron
mp-1046551,Zn4Ni5(TeO6)3,1.9652978314247656,0.2825696809355356,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,20.0,6.0,1.9328339447249259,1.9886667672741085,1.9666303203429436,0.02426311275018114,0.05583282254918265,45.99328720093931,18.421812718132475,19.152268824530832,75.06355995585723,6.0,1.0,3,Octahedron
mp-1046551,Zn4Ni5(TeO6)3,1.9652978314247656,0.2825696809355356,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,21.0,6.0,1.924512078627412,2.0006677216705735,1.9663071753643069,0.028936809530060965,0.07615564304316158,106.77048551366418,33.842817005214734,82.149693218751,175.53969882379846,6.0,1.0,4,Octahedron
mp-1046551,Zn4Ni5(TeO6)3,1.9652978314247656,0.2825696809355356,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,22.0,6.0,1.9245120786274112,2.0006677216705744,1.9663071753643073,0.02893680953006154,0.07615564304316313,106.77048551366417,33.84281700521471,82.14969321875101,175.5396988237984,6.0,1.0,5,Octahedron
mp-1046551,Zn4Ni5(TeO6)3,1.9652978314247656,0.2825696809355356,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,23.0,6.0,1.9245120786274106,2.0006677216705735,1.9663071753643069,0.02893680953006155,0.07615564304316291,106.77048551366418,33.842817005214734,82.14969321875095,175.53969882379846,6.0,1.0,6,Octahedron
mp-1046588,Mg4Mn5(TeO6)3,1.9602752497174247,0.2087982904556423,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,18.0,6.0,1.9242954425894063,1.9979550312266612,1.9625248212427644,0.024827034528325995,0.07365958863725486,107.20978079451837,34.549065744511715,85.27026806485743,177.79011273453983,6.0,1.0,1,Octahedron
mp-1046588,Mg4Mn5(TeO6)3,1.9602752497174247,0.2087982904556423,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,19.0,6.0,1.9405064936429492,1.972092669788986,1.9582502296335698,0.013186779055236892,0.03158617614603676,40.68187037352697,19.658613503722087,10.757481611576887,68.28112131038183,6.0,1.0,2,Octahedron
mp-1046588,Mg4Mn5(TeO6)3,1.9602752497174247,0.2087982904556423,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,20.0,6.0,1.9405064936429488,1.9720926697889871,1.9582502296335706,0.013186779055237404,0.031586176146038314,46.9861530610878,19.07702486687405,18.445825101819167,76.79174769216336,6.0,1.0,3,Octahedron
mp-1046588,Mg4Mn5(TeO6)3,1.9602752497174247,0.2087982904556423,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,21.0,6.0,1.9242954425894077,1.9979550312266625,1.9625248212427648,0.024827034528326047,0.07365958863725486,107.20978079451838,34.54906574451171,85.2702680648574,177.79011273453966,6.0,1.0,4,Octahedron
mp-1046588,Mg4Mn5(TeO6)3,1.9602752497174247,0.2087982904556423,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,22.0,6.0,1.9242954425894068,1.9979550312266632,1.9625248212427648,0.024827034528326308,0.07365958863725641,107.20978079451838,34.54906574451173,85.27026806485738,177.79011273453983,6.0,1.0,5,Octahedron
mp-1046588,Mg4Mn5(TeO6)3,1.9602752497174247,0.2087982904556423,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,23.0,6.0,1.9242954425894074,1.997955031226662,1.9625248212427646,0.024827034528325593,0.07365958863725464,107.20978079451838,34.549065744511736,85.27026806485748,177.79011273453983,6.0,1.0,6,Octahedron
mp-1046628,Mn5Zn4(TeO6)3,1.965916108129348,0.3254376348641593,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,18.0,6.0,1.9280474389958804,2.0126519422325795,1.9708838905390251,0.03580866715267275,0.0846045032366991,107.37328410152399,34.89030338905184,85.0338834728004,178.6228122085604,6.0,1.0,1,Octahedron
mp-1046628,Mn5Zn4(TeO6)3,1.965916108129348,0.3254376348641593,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,19.0,6.0,1.9308754057144317,1.9970244472389338,1.9598353700198636,0.027625020641459618,0.06614904152450207,47.322110840786145,19.296357647407895,18.964603123323066,77.4387279746619,6.0,1.0,2,Octahedron
mp-1046628,Mn5Zn4(TeO6)3,1.965916108129348,0.3254376348641593,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,20.0,6.0,1.9308754057144315,1.9970244472389342,1.9598353700198639,0.027625020641459854,0.06614904152450274,41.144981010204084,20.100954578202792,10.151460286535503,69.52629287135453,6.0,1.0,3,Octahedron
mp-1046628,Mn5Zn4(TeO6)3,1.965916108129348,0.3254376348641593,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,21.0,6.0,1.9280474389958808,2.0126519422325817,1.9708838905390251,0.03580866715267358,0.08460450323670088,107.373284101524,34.89030338905185,85.03388347280037,178.6228122085604,6.0,1.0,4,Octahedron
mp-1046628,Mn5Zn4(TeO6)3,1.965916108129348,0.3254376348641593,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,22.0,6.0,1.9280474389958808,2.0126519422325804,1.9708838905390251,0.0358086671526739,0.08460450323669955,107.37328410152405,34.89030338905192,85.03388347280033,178.62281220856065,6.0,1.0,5,Octahedron
mp-1046628,Mn5Zn4(TeO6)3,1.965916108129348,0.3254376348641593,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2a",1,6.0,Te,0.0,True,23.0,6.0,1.9280474389958795,2.0126519422325826,1.9708838905390256,0.03580866715267401,0.0846045032367031,107.373284101524,34.89030338905188,85.03388347280033,178.62281220856065,6.0,1.0,6,Octahedron
mp-1105362,MnTeMoO6,1.921739154985569,0.8431943975025693,[6.0],4.0,4.0,4.0,See-saw,2c,1,6.0,Te,0.0,True,2.0,6.0,1.9217149025724638,2.8718619021362537,2.3113575114650238,0.4062758845492839,0.9501469995637899,59.30822400676121,20.290835280898275,31.5257389623049,95.39960904033263,6.0,1.0,1,See-saw
mp-1105362,MnTeMoO6,1.921739154985569,0.8431943975025693,[6.0],4.0,4.0,4.0,See-saw,2c,1,6.0,Te,0.0,True,3.0,6.0,1.9217149025724636,2.8718619021362537,2.311357511465023,0.406275884549284,0.9501469995637901,59.3082240067612,20.290835280898275,31.525738962304914,95.39960904033263,6.0,1.0,2,See-saw
mp-1105700,TePb2O5,1.944048640862831,0.5691236266234142,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,Te,0.0,True,0.0,6.0,1.9009968660314442,2.0200589019168866,1.9463801227929391,0.05256373614714219,0.1190620358854424,66.92627663678459,36.64919752671848,12.218363976618447,124.98743040278873,6.0,1.0,1,Octahedron
mp-1105700,TePb2O5,1.944048640862831,0.5691236266234142,[6.0],6.0,6.0,6.0,Octahedron,2a,1,6.0,Te,0.0,True,1.0,6.0,1.9010020510488157,2.0200589022456947,1.9463818508018214,0.05256224433419261,0.11905685119687903,29.78939325567425,9.23430453127158,14.739255295049526,46.95709655077205,6.0,1.0,2,Octahedron
mp-1106129,Bi4Te2Br2O9,1.938635136761495,0.7092014527011535,"[4.0, 5.0]",4.0,4.0,4.0,"Square non-coplanar, Square pyramid","1a, 1b",2,4.0,Te,0.0,True,4.0,4.0,2.022087244475554,2.0220872444755544,2.0220872444755544,3.1401849173675503e-16,4.440892098500626e-16,95.23129884909969,23.113221328912346,78.88778331236021,127.91832992257862,4.0,1.0,1,"Square non-coplanar, Square pyramid"
mp-1106129,Bi4Te2Br2O9,1.938635136761495,0.7092014527011535,"[4.0, 5.0]",4.0,4.0,4.0,"Square non-coplanar, Square pyramid","1a, 1b",2,5.0,Te,0.0,True,5.0,5.0,1.8753272993329992,2.1613408838850217,2.104138166974617,0.11440543382080892,0.2860135845520224,48.9993800965059,29.832607209459763,6.858375628102922,85.92681797991376,4.0,0.8,1,"Square non-coplanar, Square pyramid"
mp-1173529,Nd2TeMo6H38O43,1.9617247185039008,-0.0018430944465329,[6.0],6.0,6.0,6.0,Octahedron,1a,1,6.0,Te,0.0,True,2.0,6.0,1.959133083999713,1.9644108237741436,1.961701338869105,0.0018888030923488656,0.005277739774430579,107.898460040106,35.99012918646987,85.4663036481867,179.61244739367342,6.0,1.0,1,Octahedron
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,3.0,Te,0.0,True,10.0,3.0,1.88499631087126,1.9192603705552183,1.9073036536743235,0.01578729529805468,0.03426405968395829,70.36592316731345,28.370023218311267,30.261216809808513,91.4166360482814,3.0,1.0,1,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,3.0,Te,0.0,True,13.0,3.0,1.8849963108712624,1.9192603705552216,1.9073036536743257,0.015787295298054567,0.03426405968395918,70.36592316731348,28.37002321831125,30.261216809808566,91.41663604828142,3.0,1.0,2,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,3.0,Te,0.0,True,10.0,3.0,1.88499631087126,1.9192603705552183,1.9073036536743235,0.01578729529805468,0.03426405968395829,70.36592316731345,28.370023218311267,30.261216809808513,91.4166360482814,3.0,1.0,1,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,3.0,Te,0.0,True,13.0,3.0,1.8849963108712624,1.9192603705552216,1.9073036536743257,0.015787295298054567,0.03426405968395918,70.36592316731348,28.37002321831125,30.261216809808566,91.41663604828142,3.0,1.0,2,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,11.0,4.0,1.884179987481347,3.1995191284730766,2.2305259385373835,0.559631694019161,1.3153391409917297,60.17042527820195,28.71463051506526,20.01082394462686,91.30140524669052,4.0,1.0,1,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,12.0,4.0,1.8841799874813474,3.1995191284730757,2.230525938537384,0.5596316940191602,1.3153391409917283,60.170425278201975,28.714630515065267,20.010823944626843,91.30140524669056,4.0,1.0,2,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,16.0,4.0,1.88769763009692,2.1790074227943355,2.0348715871612835,0.12627862536324147,0.2913097926974155,87.89829716089638,35.52689114541242,11.95585869525872,114.89736260898577,4.0,1.0,3,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,17.0,4.0,1.886875897557881,2.1621208516500263,2.024787451991988,0.12588905109702675,0.27524495409214533,88.30148325952085,35.67855688401112,11.958892014236373,115.5932552636262,4.0,1.0,4,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,18.0,4.0,1.88687589755788,2.162120851650026,2.024787451991987,0.12588905109702694,0.2752449540921458,88.30148325952082,35.67855688401114,11.958892014236312,115.5932552636262,4.0,1.0,5,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,19.0,4.0,1.8876976300969215,2.1790074227943355,2.0348715871612826,0.12627862536324094,0.29130979269741397,87.89829716089639,35.52689114541242,11.955858695258751,114.8973626089858,4.0,1.0,6,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,20.0,4.0,1.8935186616957873,2.8761706399479166,2.1635273480751485,0.4126289219742326,0.9826519782521292,106.26928509618794,18.291447389231866,87.31512547064004,136.28133139091253,4.0,1.0,7,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,21.0,4.0,1.8951750609692453,2.8864685603999427,2.1625015140871007,0.41888207847349024,0.9912934994306974,106.52682309100771,17.473579089880875,88.24849695847057,134.7109880054289,4.0,1.0,8,"See-saw, Triangular non-coplanar"
mp-1173612,Pr5Te7WCl3O23,1.9454789841435407,0.3825594438706707,"[3.0, 3.0, 4.0, 4.0]",4.0,4.0,4.0,"See-saw, Triangular non-coplanar",2c,2,4.0,Te,0.0,True,22.0,4.0,1.895175060969249,2.8864685603999405,2.1625015140871,0.4188820784734894,0.9912934994306914,106.52682309100771,17.473579089880865,88.24849695847062,134.71098800542887,4.0,1.0,9,"See-saw, Triangular non-coplanar"
