CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
1.0,40,3,1.9002239224111648,1.9002239224111648,0.0,1.0
2.0,34,9,2.137757188976742,2.160789820774315,0.023032631797573137,1.0
3.0,538,225,1.8789294184687284,1.9272560483360865,0.0564802825237706,0.8868092691622104
4.0,785,227,1.883867042919336,2.0691920439549047,0.2464845880183081,0.9188988095238095
5.0,446,99,1.8882316884480033,2.2164579211023834,0.3670075854019181,0.9635922330097088
6.0,936,250,1.9204402085988581,2.0158761454724363,0.087023043321914,0.9924812030075187
7.0,8,1,1.915615037158818,2.4030102294418985,0.42946487550496226,1.0
