CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
1.0,12,2,1.936406078447875,1.936406078447875,0.0,1.0
2.0,34,8,2.090626925939198,2.112366142759283,0.02173921682008496,1.0
3.0,289,62,1.989587480655811,2.0394191897902503,0.05026598713841883,0.9095607235142118
4.0,286,67,1.9798549038741637,2.140622667463652,0.1899239782587109,1.0
5.0,114,43,1.9998480843682722,2.265367026364662,0.2851721764002612,1.0
6.0,1767,465,1.9829803292097525,2.0375316686643266,0.047988830620704005,0.9971526195899773
7.0,16,5,2.0429805118618476,2.2557217024221035,0.18150876194457552,1.0
8.0,4,1,2.072613072785771,2.4517370336578304,0.293527727758519,1.0
