material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Sb_wyckoff,num_Sb_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1219056,Sn2Sb2Pb4O13,1.9478945911507268,0.3881564313579505,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Sb,0.0,True,3.0,6.0,2.0045646759518685,2.0437667201046983,2.01889674353548,0.014393172266462216,0.039202044152829796,107.91248894420696,36.027503069131505,85.64758253342255,179.59055913208255,6.0,1.0,2,Octahedron
mp-1219197,Sm2FeSbO7,1.960937612681448,0.2852517720335568,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True,6.0,6.0,1.9998282061398827,2.0411417287792832,2.013599380359042,0.019475381337754942,0.04131352263940058,57.29579276584993,29.305169380957974,18.10743596277275,104.02814850952029,6.0,1.0,1,Octahedron
mp-1219197,Sm2FeSbO7,1.960937612681448,0.2852517720335568,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True,7.0,6.0,1.9998294358582145,2.041141728759428,2.0136020225775537,0.019473513121000544,0.04131229290121352,57.94058513671803,30.106693998140297,17.628004976356962,106.17188321426505,6.0,1.0,2,Octahedron
mp-1219206,Sm2MnSbO7,1.9423132780705292,0.3912459088000984,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,6.0,6.0,1.9956489663605843,2.0523253243616475,2.014541085764606,0.026717491333937637,0.05667635800106319,54.35569544634032,24.611722986157165,25.458535000414614,103.28697413111469,6.0,1.0,1,Octahedron
mp-1219206,Sm2MnSbO7,1.9423132780705292,0.3912459088000984,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,7.0,6.0,1.9956489662330263,2.052325324569978,2.014541085801769,0.02671749145497206,0.05667635833695184,58.09918040914784,30.453523779824096,17.268250381612145,107.06937947876617,6.0,1.0,2,Octahedron
mp-1219278,ScSb3Pb4O13,1.931525388740121,0.4737611894816821,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True,1.0,6.0,1.9730123253947691,2.049191277603992,2.0189737970131816,0.03228477357424369,0.07617895220922266,59.83217505771726,31.90818756041225,17.195800288571363,94.40293224477595,6.0,1.0,1,Octahedron
mp-1219278,ScSb3Pb4O13,1.931525388740121,0.4737611894816821,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True,2.0,6.0,1.973012259561111,2.049191258666397,2.018973809349717,0.03228482709984122,0.07617899910528614,59.832178823351526,31.908188905503945,17.195802418417824,94.40293396398324,6.0,1.0,2,Octahedron
mp-1219278,ScSb3Pb4O13,1.931525388740121,0.4737611894816821,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True,3.0,6.0,1.973012325394768,2.049191277603992,2.018973797013181,0.032284773574244356,0.07617895220922377,59.832175057717265,31.908187560412262,17.195800288571338,94.40293224477597,6.0,1.0,3,Octahedron
mp-1219325,ScMn2SbO6,1.9229178104750553,0.5084683817609172,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True,6.0,6.0,1.9828149817496117,2.047701683067033,2.0111146394298145,0.01910221875147401,0.06488670131742147,54.97953282530165,16.359621467261164,35.14857336276452,75.71559010132955,6.0,1.0,1,Octahedron
mp-1219325,ScMn2SbO6,1.9229178104750553,0.5084683817609172,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True,7.0,6.0,1.9911129377929708,2.050748082694484,2.020762280519035,0.01727390658325337,0.05963514490151334,107.37492254978274,35.07654613679318,81.282026036731,177.76381911761223,6.0,1.0,2,Octahedron
mp-1219543,Sb3RhPb4O13,1.9695873900068193,0.3057009684037336,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True,0.0,6.0,1.9935163960735136,2.047290257113155,2.0260160796349136,0.021267755938312698,0.053773861039641435,59.93833702875548,31.6772905508841,17.4394408409569,93.77112740593408,6.0,1.0,1,Octahedron
mp-1219543,Sb3RhPb4O13,1.9695873900068193,0.3057009684037336,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True,1.0,6.0,1.993516396269498,2.0472901855667573,2.026016088572113,0.021267761912931928,0.0537737892972594,59.93833869341154,31.677291956776447,17.439441418767686,93.7711363284033,6.0,1.0,2,Octahedron
mp-1219543,Sb3RhPb4O13,1.9695873900068193,0.3057009684037336,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True,2.0,6.0,1.9935163960735132,2.047290257113155,2.0260160796349136,0.021267755938312746,0.05377386103964188,59.93833702875549,31.677290550884106,17.439440840956923,93.77112740593407,6.0,1.0,3,Octahedron
mp-1219570,RbSbWO6,1.9592099035602717,0.2082275444927773,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,2.0,6.0,1.985602231501034,2.0056936115837516,1.9973389035783002,0.008543260596103016,0.020091380082717603,59.158818152660295,29.727909314022522,19.697044073656084,105.80710730445134,6.0,1.0,1,Octahedron
mp-1219570,RbSbWO6,1.9592099035602717,0.2082275444927773,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,3.0,6.0,1.985602231515977,2.005695254966516,1.9973409660613157,0.00854475171419157,0.020093023450539205,56.433150008461865,25.306180389024046,25.925564117155883,106.00961866029483,6.0,1.0,2,Octahedron
mp-1219606,RbSbMoO6,1.9507509982651317,0.2657561183151643,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,2.0,6.0,1.9844355910500036,2.0080064686961943,1.9994165505606596,0.01063110621762743,0.023570877646190702,59.72488008289239,33.12581826366689,14.21174886380644,95.95212331895178,6.0,1.0,1,Octahedron
mp-1219606,RbSbMoO6,1.9507509982651317,0.2657561183151643,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,3.0,6.0,1.984435591034717,2.008006468693285,1.9994154297300526,0.010630432419999555,0.023570877658568135,64.63028432719219,37.42544310522658,10.647267000964804,115.91828955232283,6.0,1.0,2,Octahedron
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,5.0,Sb,0.0,True,24.0,5.0,1.9299383823165144,2.1237368151290483,1.9816403599864447,0.07236987151381358,0.19379843281253395,80.45526712076789,42.023435001777884,21.082697440097668,174.83816635251532,5.0,1.0,1,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,5.0,Sb,0.0,True,25.0,5.0,1.9299383823165153,2.123736815129048,1.9816403599864452,0.07236987151381329,0.19379843281253262,85.732987071803,38.6399378619869,21.082697440097668,174.83816635251551,5.0,1.0,2,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,12.0,6.0,1.966888128576734,2.0315038821416684,2.0053209789920707,0.023723598845106535,0.06461575356493454,107.3544189790116,34.967267304261696,82.83342422877094,179.37701485665775,6.0,1.0,1,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,13.0,6.0,1.9593713286976704,2.0981653092986994,2.008830739985805,0.04391411290723016,0.138793980601029,106.91048479357211,34.243471529687795,79.18779185543062,178.03670316553692,6.0,1.0,2,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,14.0,6.0,1.959371328697672,2.0981653092987,2.008830739985805,0.043914112907230116,0.13879398060102788,106.91048479357215,34.24347152968787,79.18779185543055,178.03670316553726,6.0,1.0,3,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,15.0,6.0,1.9668881285767321,2.0315038821416693,2.0053209789920707,0.023723598845107295,0.0646157535649372,107.35441897901154,34.967267304261554,82.83342422877097,179.3770148566566,6.0,1.0,4,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,16.0,6.0,1.9651580287782227,2.124806431751397,2.017175679239647,0.05760512329310317,0.15964840297317417,68.4130401152461,30.674126135843135,17.919431618150735,123.75936104415022,6.0,1.0,5,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,17.0,6.0,1.9691264825778472,2.141785872627244,2.023905500992614,0.05778792461070496,0.17265939004939668,62.73020320110354,27.34806298262154,17.939259210968324,98.0768285751729,6.0,1.0,6,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,18.0,6.0,1.9691264825778496,2.1417858726272425,2.0239055009926146,0.05778792461070368,0.1726593900493929,68.33896971710855,30.464209328493883,17.939259210968302,123.60524494197378,6.0,1.0,7,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,19.0,6.0,1.9651580287782224,2.124806431751397,2.0171756792396467,0.05760512329310323,0.1596484029731744,62.67706216666085,27.46133863025083,17.919431618150714,97.82265727100297,6.0,1.0,8,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,20.0,6.0,1.9654187241108292,2.033978813517942,2.0067898974749054,0.02563296799891499,0.068560089407113,96.70340244383993,34.855577484563305,27.69189957117442,174.65675519565937,6.0,1.0,9,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,21.0,6.0,1.956471846041159,2.10648999402496,2.009880933192399,0.04790745578436485,0.15001814798380098,96.28759914534871,34.558064453221434,27.964107673943865,173.59026851807187,6.0,1.0,10,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,22.0,6.0,1.9564718460411588,2.106489994024959,2.009880933192399,0.047907455784364325,0.1500181479838003,96.28759914534875,34.558064453221434,27.96410767394388,173.59026851807187,6.0,1.0,11,"Trigonal bipyramid, Octahedron"
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True,23.0,6.0,1.9654187241108292,2.0339788135179426,2.0067898974749054,0.02563296799891513,0.06856008940711344,96.70340244383992,34.85557748456333,27.691899571174325,174.65675519565937,6.0,1.0,12,"Trigonal bipyramid, Octahedron"
mp-1219879,Pr2Mn3Sb3O14,1.9361958696969357,0.3685835532346732,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True,5.0,6.0,1.95703741394042,2.0268817739200227,2.0036003205934887,0.0329249470461404,0.06984435997960259,61.26229076047878,31.211478047093998,20.798262708554592,96.29102741277909,6.0,1.0,1,Octahedron
mp-1219879,Pr2Mn3Sb3O14,1.9361958696969357,0.3685835532346732,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True,6.0,6.0,1.9906340882970401,2.019598172635879,2.0082881522945333,0.012646862926701412,0.028964084338839013,60.85786267028195,32.23708228128233,17.141052116659036,95.70741970188695,6.0,1.0,2,Octahedron
mp-1219879,Pr2Mn3Sb3O14,1.9361958696969357,0.3685835532346732,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True,7.0,6.0,1.990634088297041,2.019598172635879,2.0082881522945337,0.012646862926701242,0.028964084338838125,60.857862670281946,32.23708228128233,17.141052116659015,95.70741970188695,6.0,1.0,3,Octahedron
mp-1220084,NdTiCdSbO7,1.4142854591917462,3.243303604877435,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True,6.0,6.0,1.9866496785621897,2.0439293195051564,2.005743376619146,0.02700153916721783,0.05727964094296678,59.50047014065165,29.929571875191726,18.842472978349548,106.65437562436418,6.0,1.0,1,Octahedron
mp-1220084,NdTiCdSbO7,1.4142854591917462,3.243303604877435,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True,7.0,6.0,1.9866511317978541,2.0439293194974844,2.005743931755345,0.027001146614842972,0.05727818769963022,58.5597203151905,28.78736427396641,19.197527447649993,103.57235037379264,6.0,1.0,2,Octahedron
mp-1220223,Ni8B3SbO15,1.9453231140462617,0.4453567242395617,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Sb,0.0,True,22.0,6.0,1.9546360625154076,2.0762317227492857,2.031925532588129,0.05348924622570448,0.12159566023387813,58.829381951686166,27.50741826045306,15.622526538765301,99.01542675320107,6.0,1.0,1,Octahedron
mp-1220223,Ni8B3SbO15,1.9453231140462617,0.4453567242395617,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Sb,0.0,True,23.0,6.0,1.9546360625154076,2.076231722749289,2.031925532588129,0.05348924622570397,0.12159566023388124,58.82938195168616,27.507418260453054,15.622526538765301,99.01542675320107,6.0,1.0,2,Octahedron
mp-1220485,Nd2Mn3Sb3O14,1.93619815077866,0.3594970828839465,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True,5.0,6.0,1.9571035808686164,2.0248717039146653,2.0022823295659826,0.03194619956942986,0.06776812304604896,61.40385682569767,31.183180274638897,21.04741836652735,96.31793623432362,6.0,1.0,1,Octahedron
mp-1220485,Nd2Mn3Sb3O14,1.93619815077866,0.3594970828839465,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True,6.0,6.0,1.9888398485666345,2.017210838108934,2.0062390593448534,0.01244219095455954,0.028370989542299663,60.99320187920218,32.25125429502963,17.181968868464573,96.01816956344375,6.0,1.0,2,Octahedron
mp-1220485,Nd2Mn3Sb3O14,1.93619815077866,0.3594970828839465,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True,7.0,6.0,1.9888398485666334,2.0172108381089333,2.006239059344853,0.01244219095455977,0.028370989542299885,60.993201879202175,32.25125429502964,17.18196886846453,96.01816956344373,6.0,1.0,3,Octahedron
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,6.0,Sb,1.0,False,2.0,6.0,1.9416556443191582,2.057199600418897,1.9840741402465845,0.03780696644898546,0.11554395609973889,71.86966525049857,30.77622073140311,7.84223247463812,101.61690243962717,6.0,1.0,1,"Square pyramid, Octahedron"
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,6.0,Sb,1.0,False,3.0,6.0,1.9416556443191568,2.057199600418896,1.984074140246584,0.037806966448985346,0.11554395609973933,82.79366203041731,34.37161045056454,19.5733825038886,168.3059152228673,6.0,1.0,2,"Square pyramid, Octahedron"
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,6.0,Sb,1.0,False,4.0,6.0,2.0220884018660987,3.060030166836447,2.359555228340421,0.3689179066964247,1.0379417649703484,68.79347940674798,26.256229365271388,35.63870624826486,117.55044858499566,6.0,1.0,3,"Square pyramid, Octahedron"
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,6.0,Sb,1.0,False,5.0,6.0,2.0283730970313956,3.094674482994722,2.3614119123451154,0.3707584930050221,1.0663013859633264,88.47697965217087,33.82828776804248,33.31683522838118,149.7647820621491,6.0,1.0,4,"Square pyramid, Octahedron"
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,6.0,Sb,1.0,False,6.0,6.0,2.0220884018660974,3.060030166836447,2.359555228340421,0.3689179066964249,1.0379417649703497,85.9725645562846,34.648749463924126,38.724375300198176,153.70212957795638,6.0,1.0,5,"Square pyramid, Octahedron"
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,6.0,Sb,1.0,False,7.0,6.0,2.028373097031396,3.09467448299472,2.3614119123451154,0.3707584930050215,1.0663013859633241,89.23216693637657,32.350941212666775,32.64713118195792,142.82507443680277,6.0,1.0,6,"Square pyramid, Octahedron"
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,5.0,Sb,1.0,False,,,,,,,,,,,,,,0,"Square pyramid, Octahedron"
mp-1220709,Nb3Sb3O13,2.011392328895397,-0.0086843939771052,"[3.0, 6.0]",5.0,5.0,5.0,"Triangular non-coplanar, Octahedron","2b, 1a",2,3.0,Sb,0.0,True,,,,,,,,,,,,,,0,"Triangular non-coplanar, Octahedron"
mp-1220709,Nb3Sb3O13,2.011392328895397,-0.0086843939771052,"[3.0, 6.0]",5.0,5.0,5.0,"Triangular non-coplanar, Octahedron","2b, 1a",2,6.0,Sb,0.0,True,3.0,6.0,1.970704814508942,2.0230601158905426,2.0007348759724684,0.021914736369743625,0.052355301381600494,67.18350371965917,39.26498808669809,10.354374695680777,112.08616854781295,6.0,1.0,1,"Triangular non-coplanar, Octahedron"
mp-1220803,NaLaScSbO6,2.0039861440591116,0.0076013447761162,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,6.0,6.0,1.9972347146659872,2.018316371238738,2.005397955818399,0.006981285774417732,0.02108165657275074,99.3309205360087,38.199156903090895,28.5322938212498,177.816535451685,6.0,1.0,1,Octahedron
mp-1220803,NaLaScSbO6,2.0039861440591116,0.0076013447761162,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,7.0,6.0,1.997234714665988,2.0183163712387384,2.0053979558183994,0.0069812857744176015,0.021081656572750518,53.74946667504812,24.285635097193854,17.805463788054055,88.15318511748404,6.0,1.0,2,Octahedron
mp-1220901,NaSm3Ti2(SbO7)2,1.9733975496994816,0.1886932454707119,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True,6.0,6.0,1.9907585324195918,2.0281606555854976,2.007981798697511,0.015411712888149487,0.037402123165905854,60.748973435470674,32.431718618469255,16.89734281787577,96.07008109793088,6.0,1.0,1,Octahedron
mp-1220901,NaSm3Ti2(SbO7)2,1.9733975496994816,0.1886932454707119,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True,7.0,6.0,1.9907585324195916,2.028160655585497,2.007981798697511,0.015411712888149527,0.03740212316590563,60.74897343547068,32.431718618469255,16.897342817875725,96.07008109793088,6.0,1.0,2,Octahedron
mp-1220989,NaNd3Ti2(SbO7)2,1.9783884236085885,0.1784731657143682,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True,6.0,6.0,1.9942556731294225,2.0317635306540303,2.011097514339041,0.01554944973193503,0.037507857524607724,58.65526961855278,29.959233441355163,19.016473826018757,106.41271443327581,6.0,1.0,1,Octahedron
mp-1220989,NaNd3Ti2(SbO7)2,1.9783884236085885,0.1784731657143682,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True,7.0,6.0,1.994255673129422,2.0317635306540294,2.0110975143390406,0.01554944973193479,0.03750785752460728,58.65526961855279,29.959233441355167,19.016473826018775,106.41271443327582,6.0,1.0,2,Octahedron
mp-1221026,NaGd3Ti2(SbO7)2,1.970794785368288,0.189588378746146,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Sb,0.0,True,6.0,6.0,1.9882104564880199,2.025885961740372,2.005542654816557,0.015527631397703192,0.03767550525235208,60.96714666728064,32.56382868029331,16.95393989602724,96.36578553059509,6.0,1.0,1,no_data
mp-1221026,NaGd3Ti2(SbO7)2,1.970794785368288,0.189588378746146,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Sb,0.0,True,7.0,6.0,1.9882104564880194,2.025885961740372,2.005542654816557,0.015527631397703152,0.037675505252352526,60.96714666728064,32.56382868029332,16.95393989602724,96.3657855305951,6.0,1.0,2,no_data
mp-1221081,NaDy3Ti2(SbO7)2,1.9611212450665791,0.1967644319390563,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True,6.0,6.0,1.979003363648924,2.0188691819672857,1.99718501375993,0.01646251484048095,0.03986581831836178,61.45854949790714,32.73007661165499,17.290287690406526,97.226547387842,6.0,1.0,1,Octahedron
mp-1221081,NaDy3Ti2(SbO7)2,1.9611212450665791,0.1967644319390563,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True,7.0,6.0,1.9790033636489237,2.0188691819672857,1.99718501375993,0.016462514840480964,0.039865818318362,61.45854949790712,32.730076611654994,17.290287690406526,97.226547387842,6.0,1.0,2,Octahedron
mp-1221170,Na4Ni3(SbO5)2,1.9020833318528496,0.7394559193280501,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Sb,0.0,True,14.0,6.0,1.999286430680156,2.0975505982333256,2.038069334873022,0.04269998407875632,0.09826416755316947,107.2611504584808,34.78501157814313,80.93255303467876,178.8347923315901,6.0,1.0,1,Octahedron
mp-1221170,Na4Ni3(SbO5)2,1.9020833318528496,0.7394559193280501,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Sb,0.0,True,15.0,6.0,1.9992019031806783,2.0974128505537957,2.038026380405656,0.04263965792000682,0.09821094737311742,33.93731352131837,14.470095505812967,12.176401027590218,57.097067653463576,6.0,1.0,2,Octahedron
mp-1221170,Na4Ni3(SbO5)2,1.9020833318528496,0.7394559193280501,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Sb,0.0,True,16.0,6.0,1.9996391770976458,2.0978139548283172,2.0381794280107055,0.042757144731032794,0.0981747777306714,107.25841384828091,34.779709610957156,80.92047743653535,178.82835480252373,6.0,1.0,3,Octahedron
mp-1221170,Na4Ni3(SbO5)2,1.9020833318528496,0.7394559193280501,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Sb,0.0,True,17.0,6.0,1.9996366184508327,2.0977150195146175,2.0381662820623894,0.042707852411122606,0.09807840106378474,58.81623892037426,23.796809008390948,24.763624759399736,94.26986053585625,6.0,1.0,4,Octahedron
mp-1221839,Mn3In2Sb3O14,1.948416950679095,0.22674731586096,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,10.0,6.0,1.9602698147861335,2.009132892811807,1.9920351912146081,0.021903088472576084,0.04886307802567336,29.382866457733385,8.930541497915984,16.906595379528657,41.93170395842508,6.0,1.0,1,Octahedron
mp-1221839,Mn3In2Sb3O14,1.948416950679095,0.22674731586096,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,11.0,6.0,1.9609928717559615,2.009355459626462,1.992476194062388,0.02209279839604,0.04836258787050052,59.98117438302032,28.73302109409506,14.343100662260376,98.98384712096014,6.0,1.0,2,Octahedron
mp-1221839,Mn3In2Sb3O14,1.948416950679095,0.22674731586096,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,12.0,6.0,1.9809863151570355,2.0051095364981384,1.9897591835146577,0.010815632787858836,0.024123221341102896,57.138637117092195,28.88136196881565,18.69106322918626,103.30562987897235,6.0,1.0,3,Octahedron
mp-1221839,Mn3In2Sb3O14,1.948416950679095,0.22674731586096,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,13.0,6.0,1.9798533670505043,2.002708960924019,1.9883912571746416,0.010106952749144521,0.02285559387351488,57.142008161795836,28.8838758425014,18.698287160113278,103.26613995762962,6.0,1.0,4,Octahedron
mp-1221839,Mn3In2Sb3O14,1.948416950679095,0.22674731586096,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,14.0,6.0,1.978758750449807,2.005813007149245,1.9886861875772388,0.012055196064023296,0.027054256699438062,99.44883034539521,39.81975415548718,30.573947966219176,179.98023782043225,6.0,1.0,5,Octahedron
mp-1221839,Mn3In2Sb3O14,1.948416950679095,0.22674731586096,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,15.0,6.0,1.9792813021980817,2.0051488860193056,1.9891135280616663,0.01138758132026104,0.025867583821223894,99.43731295650745,39.78884194699073,30.670728883365257,179.94286826398672,6.0,1.0,6,Octahedron
mp-1221942,Mn2Bi3Sb3O14,1.953378430322817,0.3173612587685731,[6.0],5.0,5.0,5.0,Octahedron,3d,1,6.0,Sb,0.0,True,5.0,6.0,1.979954921633905,2.0284414827141766,2.0122649941353346,0.022845542764963606,0.048486561080271606,57.59459691750832,28.52931756536975,19.364756475808637,102.1542984432559,6.0,1.0,1,Octahedron
mp-1221942,Mn2Bi3Sb3O14,1.953378430322817,0.3173612587685731,[6.0],5.0,5.0,5.0,Octahedron,3d,1,6.0,Sb,0.0,True,6.0,6.0,1.9798945907945298,2.0284352561530485,2.0122622174694618,0.02285180827394881,0.04854066535851875,57.59508703433539,28.529702915033436,19.364902428709687,102.15536334666447,6.0,1.0,2,Octahedron
mp-1221942,Mn2Bi3Sb3O14,1.953378430322817,0.3173612587685731,[6.0],5.0,5.0,5.0,Octahedron,3d,1,6.0,Sb,0.0,True,7.0,6.0,1.9799372961459183,2.0284331514650766,2.012268886464675,0.022856161861126656,0.04849585531915834,58.26090222200638,28.66347099101625,16.418596073076504,109.03822842218611,6.0,1.0,3,Octahedron
mp-1222032,Mn2InSbO6,1.9351234727059912,0.4779310424242727,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True,6.0,6.0,1.9963439001567571,2.055637929296651,2.026550805463142,0.0172504074585216,0.05929402913989401,107.71628042549874,35.74437465795091,83.08827715731731,179.72838268444724,6.0,1.0,1,Octahedron
