CN,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,fraction_within_cn
1.0,5.0,8,1,1.9158814313916546,1.9158814313916546,0.0,0.6666666666666666
1.0,3.0,4,1,1.9774553725603157,1.9774553725603157,0.0,0.3333333333333333
2.0,3.0,22,7,2.171961302647705,2.205207917928048,0.033246615280342826,0.6470588235294118
2.0,5.0,12,1,1.955069631425019,1.957629850811341,0.0025602193863218524,0.35294117647058826
3.0,3.0,286,60,1.989675824726187,2.039896843107681,0.050658689469103006,0.9896193771626297
3.0,4.2,2,1,1.9782794396477157,1.978279565159084,8.881084370189009e-08,0.006920415224913495
3.0,5.0,1,1,,,,0.0034602076124567475
4.0,3.0,286,67,1.9798549038741637,2.140622667463652,0.1899239782587109,1.0
5.0,3.0,103,33,2.002560441322585,2.2752987912061533,0.2923946507200922,0.9035087719298246
5.0,5.0,6,5,1.9229979706627491,1.9839670225224009,0.08053540400505022,0.05263157894736842
5.0,3.67,3,3,,,,0.02631578947368421
5.0,4.5,2,2,,,,0.017543859649122806
6.0,5.0,1546,411,1.972505874885366,2.013966367025553,0.03496162147836735,0.8749292586304471
6.0,3.0,124,39,2.0949372716407364,2.2726419114458705,0.16554794852721702,0.07017543859649122
6.0,4.5,32,4,2.0205686379746135,2.091062381393595,0.06661559439073195,0.018109790605546124
6.0,3.67,30,3,2.0245133866431684,2.252454097242372,0.24230164288473213,0.01697792869269949
6.0,3.5,20,5,1.9735064506416458,2.0230568437260406,0.0384472875409866,0.011318619128466326
6.0,4.0,12,2,2.0709414350456012,2.1754263736487354,0.08972703482603976,0.006791171477079796
6.0,4.2,3,1,1.9771922609241133,1.9779490635523975,0.0010701503165003515,0.001697792869269949
7.0,3.0,8,2,2.095314221754747,2.3875810195497547,0.20989468430676878,0.5
7.0,5.0,8,3,1.9732022320046483,2.079909279585235,0.14366086546165122,0.5
8.0,3.0,4,1,2.072613072785771,2.4517370336578304,0.293527727758519,1.0
