material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Sb_wyckoff,num_Sb_chemenvs,CN,element,charge_range,is_single_charge
mp-1212288,HoSbO4,1.917837258017856,0.3810034185560678,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Sb,0.0,True
mp-1212301,Ho3SbO7,1.975721742855794,0.1482237103479936,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1212828,Er3SbO7,1.9483049748637633,0.1273199190882379,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1212841,Dy3SbO7,1.973778847270891,0.1550413118786337,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1213234,DySbO4,1.918011081258627,0.3845266418999014,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Sb,0.0,True
mp-1213308,ErSbO4,1.918815229612372,0.3730663983998221,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Sb,0.0,True
mp-1213459,FeSb(P2O7)2,1.959559902458184,0.0892011107713219,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True
mp-1213602,GdSbO4,1.942083707001114,0.5543585958908254,[6.0],5.0,5.0,5.0,"Trigonal prism, Octahedron",2i,2,6.0,Sb,0.0,True
mp-1214039,Ca3Pr2Sb3O14,1.9399797313620104,0.3944517836483366,[6.0],5.0,5.0,5.0,Octahedron,"2e, 1c",1,6.0,Sb,0.0,True
mp-1214487,Ba3ZnSb2O9,1.798598034388623,1.2554836911524108,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Sb,0.0,True
mp-1214658,Ba6Na2V2Sb2O17,1.827454449196288,1.0853565552179585,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Sb,0.0,True
mp-12156,K3Sb5O14,1.953198836337136,0.3961982889896193,[6.0],5.0,5.0,5.0,Octahedron,"4g, 4h, 8i",1,6.0,Sb,0.0,True
