material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Sb_wyckoff,num_Sb_chemenvs,CN,element,charge_range,is_single_charge
mp-1215826,Zr2Sb2Pb4O13,1.914872760781187,0.5514765195244816,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1215862,Zn7(SbO6)2,1.9419287592753591,0.5169230854362035,[6.0],5.0,5.0,5.0,Octahedron,"1h, 2i, 1c",1,6.0,Sb,0.0,True
mp-1216023,Zn3Ni4(SbO6)2,1.9303470257190347,0.5381873085253794,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Sb,0.0,True
mp-1216036,Zn3Co4(SbO6)2,1.908828436824776,0.5175425191428676,[6.0],5.0,5.0,5.0,Octahedron,"1h, 2i, 1c",1,6.0,Sb,0.0,True
mp-1216107,Y2MnSbO7,1.9410714637145077,0.3544208671502212,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1216121,Y2FeSbO7,1.9752264842338612,0.1440365840954279,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1216129,Y2Mn3Sb3O14,1.9176301822800763,0.4177365696340743,[6.0],5.0,5.0,5.0,Octahedron,"4e, 2c",1,6.0,Sb,0.0,True
mp-1216201,Y2CrSbO7,1.9473132550926628,0.1469200483888405,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1216224,Y3Mn2Sb3O14,1.937306838844051,0.3379451140591161,[6.0],5.0,5.0,5.0,Octahedron,3e,1,6.0,Sb,0.0,True
mp-1216305,VSb(SeO3)4,1.9559856550606451,0.1449414499660492,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1216623,TlSbWO6,1.9921545261313789,0.0355583644048943,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1216807,Tm2Mn3Sb3O14,1.9253586492714312,0.363464882644939,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True
mp-1216833,TiNbSbO6,2.129799644855856,0.3487307198383242,[4.0],3.0,3.0,3.0,See-saw,2i,1,4.0,Sb,0.0,True
mp-1216957,TlGeSbO5,1.9610936225174376,0.2907455225199087,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True
mp-1217219,Ti2Sb2Pb4O13,1.9596400491916763,0.2914873701079142,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Sb,0.0,True
mp-1217713,Tb2MnSbO7,1.946020831104678,0.3320886072973175,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1217731,Tb2CrSbO7,1.9623163590682395,0.2174203215800525,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1217838,TaTiSbO6,1.9835536019851947,0.8564475401670535,[4.0],3.0,3.0,3.0,See-saw,2i,1,4.0,Sb,0.0,True
mp-1217944,TaSb3O8,2.2601140031547606,-0.3221196073070727,"[5.0, 6.0]",3.67,3.67,3.67,"Square pyramid, Octahedron",2a,2,5.0,Sb,0.0,True
mp-1217944,TaSb3O8,2.2601140031547606,-0.3221196073070727,"[5.0, 6.0]",3.67,3.67,3.67,"Square pyramid, Octahedron",2a,2,6.0,Sb,0.0,True
mp-1218515,SrCa3La2(SbO6)2,2.03599270558916,-0.075275397945216,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1218557,Sr3CoSb2O9,1.8407039765211728,0.8567937278584244,[6.0],5.0,5.0,5.0,Octahedron,"1b, 1c, 2j",1,6.0,Sb,0.0,True
mp-1218732,Sr7Cu2HgBiSbO15,2.083751103252385,-0.4897114352415753,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True
mp-1218763,Sr2MnSbO6,2.0685937249591717,-0.3150425866948009,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1218841,Sr2Fe3Sb(PO4)6,1.9304649976982176,0.3523188868887962,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1219056,Sn2Sb2Pb4O13,1.9478945911507268,0.3881564313579505,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Sb,0.0,True
mp-1219197,Sm2FeSbO7,1.960937612681448,0.2852517720335568,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1219206,Sm2MnSbO7,1.9423132780705292,0.3912459088000984,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1219278,ScSb3Pb4O13,1.931525388740121,0.4737611894816821,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True
mp-1219325,ScMn2SbO6,1.9229178104750553,0.5084683817609172,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1219543,Sb3RhPb4O13,1.9695873900068193,0.3057009684037336,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True
mp-1219570,RbSbWO6,1.9592099035602717,0.2082275444927773,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1219606,RbSbMoO6,1.9507509982651317,0.2657561183151643,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,5.0,Sb,0.0,True
mp-1219676,Rb5TiSb7O22,1.985427376971308,0.1329967928588037,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",2a,2,6.0,Sb,0.0,True
mp-1219865,Pr2FeSbO7,1.9670396833682589,0.2909873946815859,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1219879,Pr2Mn3Sb3O14,1.9361958696969357,0.3685835532346732,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True
mp-1220084,NdTiCdSbO7,1.4142854591917462,3.243303604877435,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1220223,Ni8B3SbO15,1.9453231140462617,0.4453567242395617,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Sb,0.0,True
mp-1220431,Nd2FeSbO7,1.971629437273334,0.2552003098842082,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1220485,Nd2Mn3Sb3O14,1.93619815077866,0.3594970828839465,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,6.0,Sb,1.0,False
mp-1220489,NbSb3O8,2.1626958819831112,-0.1419112544298905,"[6.0, 5.0]",4.5,4.0,5.0,"Square pyramid, Octahedron",2a,2,5.0,Sb,1.0,False
mp-1220709,Nb3Sb3O13,2.011392328895397,-0.0086843939771052,"[3.0, 6.0]",5.0,5.0,5.0,"Triangular non-coplanar, Octahedron","2b, 1a",2,3.0,Sb,0.0,True
mp-1220709,Nb3Sb3O13,2.011392328895397,-0.0086843939771052,"[3.0, 6.0]",5.0,5.0,5.0,"Triangular non-coplanar, Octahedron","2b, 1a",2,6.0,Sb,0.0,True
mp-1220803,NaLaScSbO6,2.0039861440591116,0.0076013447761162,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1220901,NaSm3Ti2(SbO7)2,1.9733975496994816,0.1886932454707119,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True
mp-1220989,NaNd3Ti2(SbO7)2,1.9783884236085885,0.1784731657143682,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True
mp-1221026,NaGd3Ti2(SbO7)2,1.970794785368288,0.189588378746146,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Sb,0.0,True
mp-1221081,NaDy3Ti2(SbO7)2,1.9611212450665791,0.1967644319390563,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True
mp-1221170,Na4Ni3(SbO5)2,1.9020833318528496,0.7394559193280501,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Sb,0.0,True
mp-1221839,Mn3In2Sb3O14,1.948416950679095,0.22674731586096,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1221942,Mn2Bi3Sb3O14,1.953378430322817,0.3173612587685731,[6.0],5.0,5.0,5.0,Octahedron,3d,1,6.0,Sb,0.0,True
mp-1222032,Mn2InSbO6,1.9351234727059912,0.4779310424242727,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1222433,Lu2Mn3Sb3O14,1.9514151291823676,0.2401780843332224,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True
mp-1222546,LiCuSbO4,2.0102400693937374,0.0977787704221532,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1222859,Li2La3Nd(SbO6)2,2.011236031677669,0.0068242304042532,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1223180,LaCoSbPbO6,1.999238751992848,0.1252692287876052,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True
mp-1223347,KSbWO6,1.9888995500488371,0.0341267016659031,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1223385,KSb5O13,1.91835196037252,0.3787138490811262,[6.0],5.0,5.0,5.0,Octahedron,"2a, 4f",1,6.0,Sb,0.0,True
mp-1223391,KNiSbO4,1.8940425248606323,0.8133264542620685,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1223746,InSb3Pb4O13,1.9396540983943915,0.4361927896189395,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True
mp-1224132,Ho2Mn3Sb3O14,1.9530158943470763,0.247566006204896,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True
mp-1224479,GdYScSbO7,1.9619094518222275,0.2001941084715069,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1224490,Hf2Sb2Pb4O13,1.9066945571880456,0.5702497382553691,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1224537,GdTiCdSbO7,1.4570444812957122,2.9843918014231363,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1224682,Gd2GaSbO7,1.9583599480137777,0.2674111053632557,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1224711,Gd2MnSbO7,1.937803673612137,0.3869845951846585,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1224730,Gd2CrSbO7,1.950980581863352,0.1612708271013703,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1224759,Gd2FeSbO7,1.9559274040043215,0.2148013858164339,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1224786,GaSbO4,1.929948623872945,0.3075984278820097,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1224890,FeSb3Pb4O13,1.9473988383504537,0.3861237179935521,[6.0],5.0,5.0,5.0,Octahedron,"8b, 4b",1,6.0,Sb,0.0,True
mp-1224914,GaSb3Pb4O13,1.957200654314756,0.334041876210176,[6.0],5.0,5.0,5.0,Octahedron,3b,1,6.0,Sb,0.0,True
mp-1224921,Fe2Sb3PbO8,2.011189855481343,0.3318109964359345,[3.0],3.0,3.0,3.0,Triangular non-coplanar,2b,1,3.0,Sb,0.0,True
mp-1224998,GaBi3Sb2O11,1.966241078145385,0.298453312734555,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1225008,Gd2InSbO7,1.9465100571567897,0.1949822732201,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1225088,FeSbO4,1.9431728048172905,0.242208534483779,[6.0],5.0,5.0,5.0,Octahedron,"1b, 1a",1,6.0,Sb,0.0,True
mp-1225126,Gd2Mn3Sb3O14,1.9314712523996505,0.3281491283000292,[6.0],5.0,5.0,5.0,Octahedron,"2e, 1d",1,6.0,Sb,0.0,True
mp-1225159,Er2CrSbO7,1.964171144402056,0.1773386562517772,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1225344,Dy2MnSbO7,1.947218332231395,0.3320638958350441,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1225368,Dy2Mn3Sb3O14,1.956861672198692,0.2350759756774349,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1a",1,6.0,Sb,0.0,True
mp-1225440,Eu2FeSbO7,1.9621714314681769,0.2646317857298386,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1225478,Eu2MnSbO7,1.9991690339524404,0.0601081138481654,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1225509,Dy2CrSbO7,1.97084816009923,0.1705529304776763,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1225637,Er2FeSbO7,1.963184154235406,0.1990805229964393,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1225740,Er2Mn3Sb3O14,1.9237405957707905,0.3640943135819744,[6.0],5.0,5.0,5.0,Octahedron,"2e, 1d",1,6.0,Sb,0.0,True
mp-1225841,CsUSbO6,1.960791735554989,0.2824670031147266,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1225851,Cu2Bi3Sb3O14,1.9509520339972992,0.3175611040725895,[6.0],5.0,5.0,5.0,Octahedron,3d,1,6.0,Sb,0.0,True
mp-1225901,Eu2Mn3Sb3O14,1.9589840153022464,0.1833626411289668,[6.0],5.0,5.0,5.0,Octahedron,"2f, 1b",1,6.0,Sb,0.0,True
mp-1225923,CsSbTeO6,1.9135105284237792,0.4978917926146714,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1225944,CsSbWO6,1.95849086855875,0.2334075611871503,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1226238,Co7(SbO6)2,1.9561619833495256,0.4073398094843721,[6.0],5.0,5.0,5.0,Octahedron,"1b, 2i, 1c",1,6.0,Sb,0.0,True
mp-1226278,CrSb3Pb4O13,1.9524446550619732,0.3589350194304387,[6.0],5.0,5.0,5.0,Octahedron,"4b, 2b",1,6.0,Sb,0.0,True
mp-1226307,CrCo4SbO8,1.9363168887507043,0.5076517847803581,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1226548,CsSiSbO5,1.969435215748033,0.1889111348875615,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Sb,0.0,True
mp-1226658,K19Ti3Sb29O88,1.9659541504718017,0.2938718401661019,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",1a,2,5.0,Sb,0.0,True
mp-1226658,K19Ti3Sb29O88,1.9659541504718017,0.2938718401661019,"[5.0, 6.0]",5.0,5.0,5.0,"Trigonal bipyramid, Octahedron",1a,2,6.0,Sb,0.0,True
mp-1227469,Ca2LaSbO6,2.034308978552288,-0.0731437429910743,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1227483,Ca2MnSbO6,2.127871849981364,-0.6157852209535828,[6.0],5.0,5.0,5.0,Octahedron,4b,1,6.0,Sb,0.0,True
mp-1227556,BiSbWO6,1.7675871795135103,0.9024150842263928,[5.0],3.0,3.0,3.0,Square pyramid,2c,1,5.0,Sb,0.0,True
mp-1227588,Ca4Mn3SbO12,1.9700074695084815,0.1993765938293965,[6.0],5.0,5.0,5.0,Octahedron,1c,1,6.0,Sb,0.0,True
mp-1227674,Bi3Sb5Pb4O21,2.005633743600819,0.0701952605525134,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1227677,BaSrBiSbO6,2.0630146881800444,-0.1698797152364018,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1227760,Ca2Dy3Sb3O14,1.9858420174991056,0.1169429366664574,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2a, 2c",1,6.0,Sb,0.0,True
mp-1227913,BaNaSr3(SbO4)3,1.8375111177203771,1.05745503619129,[6.0],5.0,5.0,5.0,Octahedron,"2a, 4c",1,6.0,Sb,0.0,True
mp-1227969,Ca3Mn2SbO9,2.0175575084133883,-0.0592504910317104,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Sb,0.0,True
mp-1228129,Ba4InSbO8,2.1426082132607354,-0.6383604157381557,[6.0],5.0,5.0,5.0,Octahedron,1c,1,6.0,Sb,0.0,True
mp-1228276,Ba3NiSbRuO9,1.8022211956889809,1.1198588212984208,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Sb,0.0,True
mp-1228279,Ba3NaSr(SbO4)3,1.8100635932689773,1.2228857372998212,[6.0],5.0,5.0,5.0,Octahedron,"2g, 4l",1,6.0,Sb,0.0,True
mp-1228553,Ba2NaSr2(SbO4)3,1.7945827058145256,1.3055076767669007,[6.0],5.0,5.0,5.0,Octahedron,"2b, 4c",1,6.0,Sb,0.0,True
mp-1228577,Ba2NaSr2(SbO4)3,1.814853398218316,1.1544645530682152,[6.0],5.0,5.0,5.0,Octahedron,"2b, 4h",1,6.0,Sb,0.0,True
mp-1228624,Ba3Ti4Sb4O21,1.980405088601603,0.1524137045963859,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Sb,0.0,True
mp-1228843,AlSb3Pb4O13,1.9635503172654445,0.2855545036843652,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Sb,0.0,True
mp-1229110,AlBi3Sb2O11,1.9665290182175053,0.2828372586232212,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1236840,DySbO4,1.7953441702020343,1.117602755185479,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1236862,TbSbO4,1.7877937826227577,1.1635677607057773,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1237008,ErSbO4,1.8023438696005,1.0730318355997128,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1237257,LuSbO4,1.917302702744354,0.4271461861231427,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1238219,HoSbO4,1.8004191136651122,1.0865609372939786,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1238251,TmSbO4,1.8078256468836291,1.0348086117111863,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1247909,Ba10Pr5Sn2(SbO10)3,1.9465776331546192,0.3922757556418453,[6.0],5.0,5.0,5.0,Octahedron,"1e, 2i",1,6.0,Sb,0.0,True
mp-1275082,Ca2CrSbO6,1.8291874688756689,0.9651201566823496,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Sb,0.0,True
mp-1275116,Co5SbO8,1.9860818287727555,0.186253951623914,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1275686,Li5Fe3(SbO5)2,2.175211307089961,-0.1089775085085024,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1276416,MnSbO4,1.926478089809808,0.4791880911021486,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1280914,MnSbO4,1.9186870595306271,0.537742250669892,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True
mp-12878,Sr2YSbO6,2.0187189733409108,0.0085150517083008,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1290409,Li4Mn3SbO8,1.9856507986629404,0.2829327055461446,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1302740,Li4Ni3SbO8,1.933543011226891,0.4640112478300792,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1304822,Li5Fe3(SbO5)2,2.219310483022629,-0.1669640997416545,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1305992,Li4Ni3SbO8,1.959120344038637,0.3242999358022388,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True
mp-1306001,Li4Ni3SbO8,1.971078202709064,0.2623160878808491,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1306566,Li5Fe3(SbO5)2,2.146987633481509,-0.0699728701539696,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1311728,Li4Ni3SbO8,1.9929673045054104,0.1406530967541031,[6.0],5.0,5.0,5.0,Octahedron,"1h, 1a",1,6.0,Sb,0.0,True
mp-1315046,Li4Mn3SbO8,1.9830251936691423,0.2819533669937054,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-1318211,Li5Fe3(SbO5)2,2.1995791304481456,-0.1431032077683957,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Sb,0.0,True
mp-13194,PrSbO4,1.708588096286134,1.631901935789307,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-13195,NdSbO4,1.7317219651951572,1.4998047357293207,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-13196,SmSbO4,1.7593125848578033,1.3384018197760583,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1370909,Ca2SbMoO6,1.64356319304332,2.131058671444915,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1372141,Ca2FeSbO6,1.838547032622062,0.9484242177578878,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1372414,Ca2VSbO6,1.852589315135324,0.8267666888770199,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-1374044,Ca2AgSbO6,1.930438880273376,0.5276677052782353,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-14352,KGeSbO5,1.9576472302502408,0.2946926990394888,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True
mp-14368,SbAsO5,1.933939012235908,0.2042752377573507,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True
mp-1445115,ReSbO6,1.9527255753291075,0.212323224280693,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
mp-14721,KSiSbO5,1.9603216362007132,0.241676968739735,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True
mp-14730,NaSiSbO5,1.9661993940955105,0.1836047252311487,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True
mp-1517320,SrCaPrSbO6,2.0857645621273484,-0.3057477864880293,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,Sb,0.0,True
mp-1517990,BaSrLaSbO6,2.0286394300412733,0.0007299382722514,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1517996,BaCaSmSbO6,2.028633655300924,-0.0068859872616677,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1518099,BaSrLaSbO6,2.0371963353178857,-0.024877640606468,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,Sb,0.0,True
mp-1518167,BaCaSmSbO6,2.0215023341988294,0.0500062492277105,[6.0],5.0,5.0,5.0,Octahedron,"1f, 1c",1,6.0,Sb,0.0,True
mp-1518348,BaSrBiSbO6,2.0400382305960134,-0.0223067589078071,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,Sb,0.0,True
mp-1518566,BaSrBiSbO6,2.0296568249880385,0.0007801366626727,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1518893,BaSrDySbO6,1.9703512000179495,0.2575863658640025,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1518907,BaSrDySbO6,1.9848629422648891,0.1928794176631746,[6.0],5.0,5.0,5.0,Octahedron,"1f, 1c",1,6.0,Sb,0.0,True
mp-1519366,BaSrPrSbO6,2.0068241638833304,0.1110151231137633,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,Sb,0.0,True
mp-1519455,BaSrPrSbO6,2.0036327500124904,0.1045007400642445,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1520009,SrCaLaSbO6,2.0863392267838132,-0.313108908512643,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,Sb,0.0,True
mp-1520387,BaSrTbSbO6,1.997724249137245,0.1280060760698567,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1520523,BaSrTbSbO6,1.98103604653017,0.2054364403146438,[6.0],5.0,5.0,5.0,Octahedron,"1f, 1c",1,6.0,Sb,0.0,True
mp-1521131,BaCaGdSbO6,2.0245406275557376,-0.0063569500675546,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1521197,BaCaGdSbO6,2.021865799064251,0.0160589358117507,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,Sb,0.0,True
mp-1521613,BaSrYSbO6,1.9994960968693245,0.1124702975161859,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1521724,KSrPrSbO6,1.9936431505078545,0.0756759878334038,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True
mp-1522118,BaSrNdSbO6,2.004984194654121,0.0981319979635727,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1522133,BaSrNdSbO6,2.007439635169342,0.0966030445475113,[6.0],5.0,5.0,5.0,Octahedron,"1g, 1d",1,6.0,Sb,0.0,True
mp-1522804,BaSrSmSbO6,2.0066260682470185,0.0911830481043117,[6.0],5.0,5.0,5.0,Octahedron,"1f, 1c",1,6.0,Sb,0.0,True
mp-1522867,BaSrSmSbO6,1.983833109910335,0.2084000939601447,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1523308,BaSrGdSbO6,2.023656272816312,-0.0230074395992173,[6.0],5.0,5.0,5.0,Octahedron,4u,1,6.0,Sb,0.0,True
mp-1540169,CsSbWO6,1.957661717679032,0.2379277438155037,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Sb,0.0,True
mp-1543124,RbSbWO6,1.9587164264406305,0.2078034215680314,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True
