CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
0.0,4,4,2.8150285409672344,-0.8030309783755907,3.0
1.0,2,2,2.0752479926676477,-0.10021802145797151,4.0
2.0,8,8,2.6349239151216737,-0.6761982159249676,3.25
3.0,71,62,2.0011823737620067,0.36530423561632325,3.045070422535211
4.0,69,67,1.9686141804594472,0.5637828950788912,3.0
5.0,43,43,1.9762207101712566,0.4681869496806479,3.3490697674418604
6.0,476,468,1.9371792422434868,0.3890038809899281,4.78405462184874
7.0,5,5,2.0001526814087898,0.5567969011524923,4.2
8.0,1,1,1.9733324607809464,0.4553341469504035,3.0
