CN,geometry_type,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean,fraction_within_cn
1.0,Octahedron,8,1,1.9158814313916546,1.9158814313916546,0.0,1.0,0.6666666666666666
1.0,"Square pyramid, See-saw",4,1,1.9774553725603157,1.9774553725603157,0.0,1.0,0.3333333333333333
2.0,no_data,12,1,1.955069631425019,1.957629850811341,0.0025602193863218524,1.0,0.35294117647058826
2.0,"See-saw, Triangular non-coplanar",8,2,1.9828199832181725,2.0109449499922043,0.02812496677403155,1.0,0.23529411764705882
2.0,Square pyramid,8,2,2.4519551374553608,2.486647050625568,0.0346919131702072,1.0,0.23529411764705882
2.0,See-saw,4,1,1.99025627189146,2.0308555884046964,0.040599316513236616,1.0,0.11764705882352941
2.0,"See-saw, Pentagonal plane",1,1,,,,,0.029411764705882353
2.0,"Square non-coplanar, See-saw, Triangular non-coplanar, Trigonal prism, Square pyramid, Octahedron",1,1,,,,,0.029411764705882353
3.0,Triangular non-coplanar,118,22,1.9603034157247166,1.9952785626665188,0.033597450080607515,0.7839506172839507,0.4083044982698962
3.0,"Square pyramid, See-saw, Triangular non-coplanar",65,6,1.9845830165083616,2.020512540648812,0.03221662010349586,1.0,0.22491349480968859
3.0,"See-saw, Triangular non-coplanar",45,12,2.0101393585243574,2.0462170817955525,0.040393352726773774,1.0,0.15570934256055363
3.0,"See-saw, Pentagonal plane",17,2,1.9842249722698142,2.0622720037832227,0.09339375357906127,1.0,0.058823529411764705
3.0,"Square pyramid, See-saw",13,3,2.231819190659028,2.459756507808018,0.2069036320273152,1.0,0.04498269896193772
3.0,See-saw,8,2,1.9905360189969747,2.0873539309133293,0.12044324897174746,1.0,0.02768166089965398
3.0,"Square non-coplanar, See-saw, Triangular non-coplanar, Trigonal prism, Square pyramid, Octahedron",8,1,1.9714546047404822,2.043719949087736,0.09022655829041623,1.0,0.02768166089965398
3.0,"See-saw, Octahedron",7,7,,,,,0.02422145328719723
3.0,"Triangular non-coplanar, Octahedron",3,2,1.9782794396477157,1.978279565159084,8.881084370189009e-08,1.0,0.010380622837370242
3.0,Square pyramid,1,1,,,,,0.0034602076124567475
3.0,"Square pyramid, Octahedron",1,1,,,,,0.0034602076124567475
3.0,"Square pyramid, See-saw, Trigonal bipyramid, Octahedron",1,1,,,,,0.0034602076124567475
3.0,"Square pyramid, Triangular non-coplanar",1,1,,,,,0.0034602076124567475
3.0,no_data,1,1,,,,,0.0034602076124567475
4.0,"See-saw, Triangular non-coplanar",105,13,1.9764371125633926,2.171565187800447,0.2615288015653618,1.0,0.36713286713286714
4.0,"See-saw, Octahedron",66,11,1.9697442524691282,2.0849478225535365,0.11517193229638598,1.0,0.23076923076923078
4.0,See-saw,40,24,1.9689462877725865,2.0987420136830215,0.1205913385297043,1.0,0.13986013986013987
4.0,"Square pyramid, See-saw, Triangular non-coplanar",38,6,1.989228621486307,2.138770292030437,0.15645018408986017,1.0,0.13286713286713286
4.0,"Square non-coplanar, See-saw, Triangular non-coplanar, Trigonal prism, Square pyramid, Octahedron",16,1,2.0371967761525216,2.264644158548836,0.24998330333033472,1.0,0.055944055944055944
4.0,"Square pyramid, See-saw",12,8,1.9874248387662543,2.0958624104897474,0.12885079069465932,1.0,0.04195804195804196
4.0,no_data,6,1,1.9668273665435605,2.082079113396356,0.11507069606813454,1.0,0.02097902097902098
4.0,"See-saw, Pentagonal plane",1,1,,,,,0.0034965034965034965
4.0,Square non-coplanar,1,1,,,,,0.0034965034965034965
4.0,"Square pyramid, See-saw, Trigonal bipyramid, Octahedron",1,1,,,,,0.0034965034965034965
5.0,"Square pyramid, See-saw",37,5,2.0029916170898154,2.2686023038975276,0.2806820741740211,1.0,0.32456140350877194
5.0,Square pyramid,32,14,2.0092885206954616,2.2364129350413418,0.2439357035992426,1.0,0.2807017543859649
5.0,"Square pyramid, See-saw, Triangular non-coplanar",14,4,2.020357290003877,2.3131087931671455,0.3486841693353953,1.0,0.12280701754385964
5.0,"Square pyramid, Triangular non-coplanar",8,1,1.976874111770368,2.329582080449419,0.3619389635624126,1.0,0.07017543859649122
5.0,"Square pyramid, Octahedron",7,7,,,,,0.06140350877192982
5.0,"Square pyramid, Pentagonal plane",4,1,1.9415407754429896,2.3027925597708596,0.3194812613543575,1.0,0.03508771929824561
5.0,"Trigonal bipyramid, Octahedron",4,3,1.9229979706627491,1.9839670225224009,0.08053540400505022,1.0,0.03508771929824561
5.0,Octahedron,3,3,,,,,0.02631578947368421
5.0,"See-saw, Pentagonal plane",1,1,,,,,0.008771929824561403
5.0,Square antiprism,1,1,,,,,0.008771929824561403
5.0,"Square non-coplanar, See-saw, Triangular non-coplanar, Trigonal prism, Square pyramid, Octahedron",1,1,,,,,0.008771929824561403
5.0,"Square pyramid, See-saw, Trigonal bipyramid, Octahedron",1,1,2.039433785897005,2.2982797542837234,0.32739003714747295,1.0,0.008771929824561403
5.0,"Square pyramid, Square-face capped trigonal prism",1,1,,,,,0.008771929824561403
6.0,Octahedron,1602,433,1.9823879384928562,2.0284336330212422,0.03854187861478448,0.9981226533166458,0.9066213921901528
6.0,"Trigonal bipyramid, Octahedron",60,3,1.9609338938433372,2.0296776972898587,0.07311606338299546,1.0,0.03395585738539898
6.0,"Square pyramid, Octahedron",43,6,2.018740105843791,2.2528108700266274,0.24448751008380887,1.0,0.024335031126202604
6.0,no_data,20,6,1.984581759412865,2.0141866131472077,0.022158499299766703,1.0,0.011318619128466326
