material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Sc_wyckoff,num_Sc_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,10.0,6.0,2.0159972244715543,2.2691876021720923,2.1352619515277267,0.10388212060694917,0.253190377700538,65.49892525679165,31.64428169187088,8.943562551749766,116.99492295649372,6.0,1.0,1,Octahedron
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,11.0,6.0,2.015781360974867,2.2904414767631276,2.139141671635114,0.10895275179977186,0.27466011578826066,54.48049282663567,28.134608630926184,16.045089705777716,97.49250427649531,6.0,1.0,2,Octahedron
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,12.0,6.0,2.014594024502301,2.2689432993605063,2.1350559935082765,0.10369401572338525,0.25434927485820547,105.85262646067093,32.58260015490442,79.74713981733463,170.1669510336158,6.0,1.0,3,Octahedron
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,13.0,6.0,2.015786612706321,2.267166874697556,2.1342023730524784,0.1018460308305557,0.2513802619912351,105.85800873219556,32.61537758035466,79.8636387498889,170.3873369761998,6.0,1.0,4,Octahedron
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,14.0,6.0,2.014287550097287,2.2727090080666312,2.1368244200233515,0.10291766810270955,0.258421457969344,97.38049228580599,34.35609089439096,33.42491813120326,171.05768535518567,6.0,1.0,5,Octahedron
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,15.0,6.0,2.0142875501279507,2.2727090771702803,2.1368242752134856,0.10291771158138115,0.25842152704232957,105.90197361343574,32.726463968392665,79.59584297937683,171.05768535568492,6.0,1.0,6,Octahedron
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,16.0,6.0,2.015780751296349,2.267173808111256,2.1342015722714445,0.10184979893216714,0.25139305681490676,105.85796839911168,32.615319446839166,79.86349217578056,170.3869953690976,6.0,1.0,7,Octahedron
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,17.0,6.0,2.01459402453044,2.268943299388314,2.135055866336584,0.10369404631825137,0.25434927485787373,54.53591690139743,28.14947829337363,16.15411329124598,97.63646888324192,6.0,1.0,8,Octahedron
mp-1178101,Li10Sc9Fe(SiO3)20,1.6976842921068402,0.6241054168298574,[6.0],3.0,3.0,3.0,Octahedron,"2c, 1a",1,6.0,Sc,0.0,True,18.0,6.0,2.015781419371809,2.2904414072389336,2.1391416651731983,0.1089527002571526,0.27465998786712476,65.58757976961182,31.687451172004447,9.139205522041598,117.00970936340205,6.0,1.0,9,Octahedron
mp-1178124,La3ScO6,2.0648978384817704,-0.2135497984520287,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Sc,0.0,True,6.0,4.0,1.9817276302014974,2.031903166943749,1.9976966521694415,0.01994616747365689,0.05017553674225139,26.942751117622606,7.4718080076458175,16.90260691279237,33.72126562848297,3.0,0.75,1,Tetrahedron
mp-1178124,La3ScO6,2.0648978384817704,-0.2135497984520287,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Sc,0.0,True,7.0,4.0,1.9817276302014977,2.0319031669437484,1.9976966521694413,0.019946167473656705,0.050175536742250726,108.65379495632628,10.687741866493779,94.81336698586881,121.74476433444082,3.0,0.75,2,Tetrahedron
mp-1178539,Cs3ScO3,1.772826304608655,0.8101008442925636,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Sc,0.0,True,12.0,4.0,1.9566215692950681,2.055447854539517,2.008250840182346,0.045683113667498734,0.09882628524444881,96.20972082599371,23.612388813757704,61.13447300544681,117.84135631566328,2.0,0.5,1,Tetrahedron
mp-1178539,Cs3ScO3,1.772826304608655,0.8101008442925636,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Sc,0.0,True,13.0,4.0,1.9566215692950681,2.055447854539518,2.0082508401823453,0.04568311366749887,0.0988262852444497,49.515512147585675,19.105522357620394,12.476726364858576,75.04541448090073,2.0,0.5,2,Tetrahedron
mp-1178539,Cs3ScO3,1.772826304608655,0.8101008442925636,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Sc,0.0,True,14.0,4.0,1.9566215692950693,2.0554478545395187,2.0082508401823453,0.04568311366749842,0.09882628524444947,96.20972082599366,23.612388813757697,61.134473005446765,117.84135631566325,2.0,0.5,3,Tetrahedron
mp-1178539,Cs3ScO3,1.772826304608655,0.8101008442925636,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Sc,0.0,True,15.0,4.0,1.9566215692950688,2.05544785453952,2.0082508401823453,0.045683113667498935,0.09882628524445125,49.51551214758567,19.105522357620412,12.476726364858546,75.04541448090076,2.0,0.5,4,Tetrahedron
mp-1180540,LiSc(SiO3)2,1.6220482771932976,0.7804510643180664,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Sc,0.0,True,4.0,6.0,2.0178085041032845,2.2466529651103446,2.1292367201689504,0.09182924355301236,0.22884446100706013,57.99875711954587,22.951689049154552,22.98434228714458,90.66670132844904,6.0,1.0,1,Octahedron
mp-1180540,LiSc(SiO3)2,1.6220482771932976,0.7804510643180664,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Sc,0.0,True,5.0,6.0,2.0178085041032823,2.2466529651103433,2.129209955217247,0.09179983807955173,0.22884446100706102,74.32945817260669,34.56436521294609,22.430961015917894,169.13255583944098,6.0,1.0,2,Octahedron
mp-1180540,LiSc(SiO3)2,1.6220482771932976,0.7804510643180664,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Sc,0.0,True,6.0,6.0,2.0178085041032823,2.2466529651103433,2.1292099552172474,0.09179983807955157,0.22884446100706102,74.32945817260666,34.56436521294608,22.430961015917894,169.13255583944087,6.0,1.0,3,Octahedron
mp-1180540,LiSc(SiO3)2,1.6220482771932976,0.7804510643180664,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Sc,0.0,True,7.0,6.0,2.017808504103282,2.2466529651103446,2.1292367201689504,0.09182924355301272,0.2288444610070628,57.99875711954585,22.951689049154542,22.98434228714458,90.66670132844898,6.0,1.0,4,Octahedron
mp-1189528,Ca2ScSbO6,2.168199118104408,-0.0750793784101138,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Sc,0.0,True,4.0,6.0,2.1082869669107254,2.121824101048594,2.1160456097604876,0.0057011256386788065,0.013537134137868723,107.99999991950544,36.03759583792085,87.64415013514159,180.0,6.0,1.0,1,Octahedron
mp-1189528,Ca2ScSbO6,2.168199118104408,-0.0750793784101138,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Sc,0.0,True,5.0,6.0,2.1082869669107254,2.121824101048593,2.1160456097604876,0.005701125638679009,0.013537134137867834,58.501800966511254,31.6055226818858,12.556399121788756,106.21859409957405,6.0,1.0,2,Octahedron
mp-1192501,BaScZn3GaO7,1.1808661077722449,1.407977226103568,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Sc,0.0,True,2.0,6.0,2.0806762650398074,2.2372780345367294,2.1589771608854305,0.07830084911106046,0.15660176949692195,107.7992886402831,35.63123619593633,88.4903134624025,179.0053138328089,6.0,1.0,1,Octahedron
mp-1192501,BaScZn3GaO7,1.1808661077722449,1.407977226103568,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Sc,0.0,True,3.0,6.0,2.0806762650398074,2.2372780345367294,2.15897716088543,0.07830084911106062,0.15660176949692195,107.7992886402831,35.63123619593633,88.4903134624025,179.0053138328089,6.0,1.0,2,Octahedron
mp-1194561,NaSc(SeO3)2,1.926678351667928,0.284058762053642,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sc,0.0,True,4.0,6.0,2.076284492881722,2.1457885134548573,2.1258193976561075,0.02376021170523928,0.06950402057313543,70.6618877230292,26.838498542243485,26.326051434629495,112.88592480174185,6.0,1.0,1,Octahedron
mp-1194561,NaSc(SeO3)2,1.926678351667928,0.284058762053642,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sc,0.0,True,5.0,6.0,2.0762844928817206,2.145788513454859,2.1258193976561075,0.02376021170524022,0.06950402057313854,75.97883654439029,41.089259407639425,12.270791970911715,176.2048217552211,6.0,1.0,2,Octahedron
mp-1194561,NaSc(SeO3)2,1.926678351667928,0.284058762053642,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sc,0.0,True,6.0,6.0,2.076284492881722,2.145788513454857,2.1258193976561075,0.02376021170523909,0.06950402057313498,70.6618877230292,26.83849854224349,26.32605143462948,112.88592480174187,6.0,1.0,3,Octahedron
mp-1194561,NaSc(SeO3)2,1.926678351667928,0.284058762053642,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sc,0.0,True,7.0,6.0,2.0762844928817215,2.1457885134548573,2.1258193976561084,0.0237602117052394,0.06950402057313587,75.97883654439028,41.08925940763944,12.270791970911654,176.2048217552211,6.0,1.0,4,Octahedron
mp-1194629,CsSc(SeO3)2,1.6935840903606034,0.6260344857672703,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sc,0.0,True,4.0,6.0,2.063702331710572,2.182281030047759,2.13402579464986,0.04248361161591676,0.11857869833718704,80.38762742531354,35.07604412265667,24.82217785091024,176.89001776086965,6.0,1.0,1,Octahedron
mp-1194629,CsSc(SeO3)2,1.6935840903606034,0.6260344857672703,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sc,0.0,True,5.0,6.0,2.063702331710571,2.1822810300477604,2.1340257946498595,0.04248361161591751,0.11857869833718926,72.35391942813288,28.47316958193249,24.822177850910254,121.92126681013096,6.0,1.0,2,Octahedron
mp-1194629,CsSc(SeO3)2,1.6935840903606034,0.6260344857672703,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sc,0.0,True,6.0,6.0,2.06370233171057,2.1822810300477595,2.1340257946498586,0.042483611615917356,0.1185786983371897,80.38762742531354,35.07604412265672,24.82217785091027,176.89001776086988,6.0,1.0,3,Octahedron
mp-1194629,CsSc(SeO3)2,1.6935840903606034,0.6260344857672703,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sc,0.0,True,7.0,6.0,2.063702331710571,2.182281030047759,2.1340257946498595,0.042483611615917044,0.11857869833718793,72.3539194281329,28.473169581932478,24.82217785091027,121.92126681013093,6.0,1.0,4,Octahedron
mp-1194740,LiSc(GeO3)2,1.6382334455654717,0.7555049002222377,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Sc,0.0,True,4.0,6.0,2.004436600287456,2.249335159576067,2.134350455615911,0.08970885196618104,0.24489855928861104,95.03932684607636,36.42460756054488,29.791199306026293,168.655270517424,6.0,1.0,1,Octahedron
mp-1194740,LiSc(GeO3)2,1.6382334455654717,0.7555049002222377,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Sc,0.0,True,5.0,6.0,2.0044366002874545,2.2493351595760687,2.134350455615911,0.08970885196618157,0.24489855928861415,57.14052077432416,23.052653107993986,22.162949677775213,92.41979351814435,6.0,1.0,2,Octahedron
mp-1194740,LiSc(GeO3)2,1.6382334455654717,0.7555049002222377,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Sc,0.0,True,6.0,6.0,2.0044366002874545,2.249335159576068,2.134350455615911,0.08970885196618143,0.2448985592886137,95.03932684607638,36.4246075605449,29.79119930602628,168.6552705174241,6.0,1.0,3,Octahedron
mp-1194740,LiSc(GeO3)2,1.6382334455654717,0.7555049002222377,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Sc,0.0,True,7.0,6.0,2.0044366002874554,2.2493351595760673,2.134350455615911,0.08970885196618084,0.24489855928861193,57.14052077432417,23.05265310799399,22.16294967777523,92.41979351814436,6.0,1.0,4,Octahedron
mp-1194798,Sc2Se3O10,2.1497377420619586,0.05112921175311,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Sc,0.0,True,0.0,7.0,2.0394957267382305,2.2813653573760213,2.193221880544049,0.0799918962891339,0.24186963063779077,85.93168673224747,33.69661250762063,16.523210850283434,169.41671087341075,7.0,1.0,1,Pentagonal bipyramid
mp-1194798,Sc2Se3O10,2.1497377420619586,0.05112921175311,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Sc,0.0,True,1.0,7.0,2.039495726738232,2.2813653573760218,2.1932218805440495,0.07999189628913361,0.24186963063778988,74.34297541920867,30.80145184155061,14.766536628374986,155.5498865391574,7.0,1.0,2,Pentagonal bipyramid
mp-1194798,Sc2Se3O10,2.1497377420619586,0.05112921175311,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Sc,0.0,True,2.0,7.0,2.03949572673823,2.281365357376021,2.1932218805440495,0.07999189628913382,0.24186963063779077,85.93168673224748,33.69661250762065,16.52321085028348,169.41671087341086,7.0,1.0,3,Pentagonal bipyramid
mp-1194798,Sc2Se3O10,2.1497377420619586,0.05112921175311,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Sc,0.0,True,3.0,7.0,2.0394957267382305,2.2813653573760204,2.193221880544049,0.07999189628913367,0.24186963063778988,74.34297541920866,30.801451841550602,14.766536628374986,155.54988653915737,7.0,1.0,4,Pentagonal bipyramid
mp-1194798,Sc2Se3O10,2.1497377420619586,0.05112921175311,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Sc,0.0,True,4.0,7.0,2.113388874417417,2.6253090552842404,2.2091594891106134,0.171066604853454,0.5119201808668232,94.14903927768069,34.76481009598016,8.768834091601693,174.4381942754257,7.0,1.0,5,Pentagonal bipyramid
mp-1194798,Sc2Se3O10,2.1497377420619586,0.05112921175311,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Sc,0.0,True,5.0,7.0,2.113388874417417,2.6253090552842395,2.2091594891106134,0.17106660485345385,0.5119201808668223,63.55386131665721,31.31535286318921,13.000453654553228,124.54783603002167,7.0,1.0,6,Pentagonal bipyramid
mp-1194798,Sc2Se3O10,2.1497377420619586,0.05112921175311,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Sc,0.0,True,6.0,7.0,2.1133888744174167,2.6253090552842395,2.2091594891106134,0.17106660485345376,0.5119201808668228,94.14903927768067,34.76481009598015,8.768834091601653,174.4381942754256,7.0,1.0,7,Pentagonal bipyramid
mp-1194798,Sc2Se3O10,2.1497377420619586,0.05112921175311,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4e,1,7.0,Sc,0.0,True,7.0,7.0,2.1133888744174185,2.62530905528424,2.2091594891106143,0.17106660485345357,0.5119201808668215,63.5538613166572,31.31535286318921,13.000453654553228,124.54783603002161,7.0,1.0,8,Pentagonal bipyramid
mp-1194834,BaSc2Si3O10,1.829055992564996,0.4409912107686428,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Sc,0.0,True,2.0,6.0,2.0525646133445994,2.2594013176040373,2.1438681915978375,0.0725179793779709,0.2068367042594379,82.38753252371203,34.8513440636859,16.014055123853637,162.4817406095488,6.0,1.0,1,Octahedron
mp-1194834,BaSc2Si3O10,1.829055992564996,0.4409912107686428,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Sc,0.0,True,3.0,6.0,2.0525646133445985,2.2594013176040373,2.143868191597837,0.07251797937797147,0.2068367042594388,81.86628795353242,33.70441242581237,26.383736608388954,162.48174060954875,6.0,1.0,2,Octahedron
mp-1194834,BaSc2Si3O10,1.829055992564996,0.4409912107686428,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Sc,0.0,True,4.0,6.0,2.052564613344599,2.2594013176040373,2.143868191597837,0.07251797937797122,0.20683670425943834,82.38753252371201,34.85134406368589,16.014055123853637,162.48174060954875,6.0,1.0,3,Octahedron
mp-1194834,BaSc2Si3O10,1.829055992564996,0.4409912107686428,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Sc,0.0,True,5.0,6.0,2.0525646133446,2.259401317604037,2.1438681915978375,0.07251797937797115,0.206836704259437,81.86628795353242,33.704412425812365,26.383736608388954,162.48174060954875,6.0,1.0,4,Octahedron
mp-1195246,Sc2Te(SeO5)2,2.12162879154537,0.0504666874457386,"[6.0, 7.0]",3.0,3.0,3.0,"Octahedron, Pentagonal bipyramid",4e,2,6.0,Sc,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Pentagonal bipyramid"
mp-1195246,Sc2Te(SeO5)2,2.12162879154537,0.0504666874457386,"[6.0, 7.0]",3.0,3.0,3.0,"Octahedron, Pentagonal bipyramid",4e,2,7.0,Sc,0.0,True,0.0,7.0,1.997168821495026,2.340914847456561,2.203796414641564,0.12471665582711312,0.34374602596153503,86.4717301344744,33.31836686469704,22.54823981063911,169.68531161212817,7.0,1.0,1,"Octahedron, Pentagonal bipyramid"
mp-1195246,Sc2Te(SeO5)2,2.12162879154537,0.0504666874457386,"[6.0, 7.0]",3.0,3.0,3.0,"Octahedron, Pentagonal bipyramid",4e,2,7.0,Sc,0.0,True,1.0,7.0,1.997168821495027,2.3409148474565606,2.203796414641564,0.12471665582711287,0.3437460259615337,74.57223919186066,30.86891611258402,14.796850993440621,157.84215788615816,7.0,1.0,2,"Octahedron, Pentagonal bipyramid"
mp-1195246,Sc2Te(SeO5)2,2.12162879154537,0.0504666874457386,"[6.0, 7.0]",3.0,3.0,3.0,"Octahedron, Pentagonal bipyramid",4e,2,7.0,Sc,0.0,True,2.0,7.0,1.9971688214950263,2.340914847456561,2.2037964146415634,0.12471665582711286,0.3437460259615348,86.4717301344744,33.31836686469704,22.54823981063916,169.68531161212823,7.0,1.0,3,"Octahedron, Pentagonal bipyramid"
mp-1195246,Sc2Te(SeO5)2,2.12162879154537,0.0504666874457386,"[6.0, 7.0]",3.0,3.0,3.0,"Octahedron, Pentagonal bipyramid",4e,2,7.0,Sc,0.0,True,3.0,7.0,1.997168821495025,2.340914847456562,2.2037964146415634,0.12471665582711326,0.343746025961537,74.57223919186065,30.86891611258401,14.796850993440621,157.84215788615805,7.0,1.0,4,"Octahedron, Pentagonal bipyramid"
