CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
2.0,3,2,1.0,3.0
4.0,3,9,1.0,3.0
5.0,3,7,1.0,3.0
6.0,2,2,0.00510204081632653,0.01020408163265306
6.0,3,390,0.9948979591836735,2.9846938775510203
7.0,3,23,1.0,3.0
8.0,3,12,1.0,3.0
