model_name,target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_ionic_radius
ratio_radius_only,beta0_over_beta,ionic_radius,11,0.8222793003088169,0.05721257572522913,0.06326402703885776,-1.425379615320463,0.04402570828890658,-56.72964490112963,-55.93385435553289,-1.0147422777297526
