target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_beta,coef_beta_x_Z,coef_beta_x_CN,coef_Z,coef_CN,model_name
beta0,beta + beta_x_Z + beta_x_CN + Z + CN,11,0.9680127770546525,0.20043475630042043,0.2760656948426187,-1.3180758924993459,0.8383349465583169,-16.316561169518522,-13.929189532728298,-0.29106864383606446,-0.8732059315081924,0.2759300621204784,0.0,0.41626166971348644,M7_interaction_beta_betaZ_betaCN_Z_CN
