target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_beta,coef_beta_x_Z,coef_beta_x_CN,coef_beta_x_radius,coef_Z,coef_CN,coef_ionic_radius,model_name
beta0,beta + beta_x_Z + beta_x_CN + beta_x_radius + Z + CN + ionic_radius,11,0.9983203041571056,0.04714679916703761,0.06326150179876702,0.16843999275517652,0.04402219370818944,-44.730523068287106,-41.54736088590014,-0.15236401567735544,-0.4570920470320729,0.13476933455313234,-1.779477258732303,0.0,0.11879060073308154,-0.9081151279208729,M11_interaction_beta_betaZ_betaCN_betaR_Z_CN_R
