CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
4.0,2,3,0.3333333333333333,0.6666666666666666
4.0,3,3,0.3333333333333333,1.0
4.0,4,3,0.3333333333333333,1.3333333333333333
5.0,2,1,0.14285714285714285,0.2857142857142857
5.0,3,4,0.5714285714285714,1.7142857142857142
5.0,4,2,0.2857142857142857,1.1428571428571428
6.0,2,1,0.02127659574468085,0.0425531914893617
6.0,3,2,0.0425531914893617,0.1276595744680851
6.0,4,44,0.9361702127659575,3.74468085106383
