material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Pt_wyckoff,num_Pt_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1214448,Ba8Sc3(Pt2O9)2,2.0301782631458773,0.0024398182217213,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Square plane","1a, 3c",2,4.0,Pt,0.0,True,13.0,4.0,2.030881343697,2.0308813436970006,2.0308813436970006,2.220446049250313e-16,4.440892098500626e-16,120.0,42.42640687119285,90.0,180.0,4.0,1.0,3,"Octahedron, Square plane"
mp-1214448,Ba8Sc3(Pt2O9)2,2.0301782631458773,0.0024398182217213,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Square plane","1a, 3c",2,6.0,Pt,0.0,True,14.0,6.0,2.031866328474,2.0318663284740004,2.0318663284740004,3.1401849173675503e-16,4.440892098500626e-16,72.0,36.0,0.0,90.0,6.0,1.0,1,"Octahedron, Square plane"
mp-1214674,Ba2Tm2CuPtO8,1.9001947387896043,0.411919125926256,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,20.0,6.0,2.0399379000233715,2.0966942431796487,2.0640314459624496,0.018631914047896988,0.0567563431562772,51.690488869696715,23.001282067887004,16.403965705936645,85.57170114518604,6.0,1.0,1,Octahedron
mp-1214674,Ba2Tm2CuPtO8,1.9001947387896043,0.411919125926256,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,21.0,6.0,2.039937900023372,2.09669424317965,2.0640314459624496,0.018631914047896988,0.05675634315627809,51.69048886969666,23.001282067886997,16.403965705936578,85.57170114518597,6.0,1.0,2,Octahedron
mp-1214674,Ba2Tm2CuPtO8,1.9001947387896043,0.411919125926256,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,22.0,6.0,2.0399379000233724,2.096694243179649,2.0640314459624505,0.018631914047896988,0.056756343156276756,106.81507635169979,34.04810554380203,82.57565366505766,176.52926987275558,6.0,1.0,3,Octahedron
mp-1214674,Ba2Tm2CuPtO8,1.9001947387896043,0.411919125926256,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,23.0,6.0,2.0399379000233737,2.0966942431796483,2.06403144596245,0.018631914047896346,0.056756343156274536,106.81507635169977,34.048105543802,82.57565366505769,176.52926987275546,6.0,1.0,4,Octahedron
mp-1214783,Ba2Ho2CuPtO8,1.8483564563663843,0.549775999311876,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,20.0,6.0,2.035461196972271,2.108193403295649,2.067331119181353,0.02280177003700815,0.07273220632337773,51.97303404682946,23.22370051376437,16.400399463434933,85.81179548760524,6.0,1.0,1,Octahedron
mp-1214783,Ba2Ho2CuPtO8,1.8483564563663843,0.549775999311876,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,21.0,6.0,2.035461196972269,2.1081934032956493,2.0673311191813526,0.02280177003700876,0.0727322063233804,51.97303404682945,23.22370051376437,16.400399463434958,85.81179548760522,6.0,1.0,2,Octahedron
mp-1214783,Ba2Ho2CuPtO8,1.8483564563663843,0.549775999311876,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,22.0,6.0,2.0354611969722693,2.1081934032956493,2.067331119181353,0.022801770037008652,0.07273220632337996,106.89206792053675,34.13634292684427,83.82675727182522,177.06621095134668,6.0,1.0,3,Octahedron
mp-1214783,Ba2Ho2CuPtO8,1.8483564563663843,0.549775999311876,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,23.0,6.0,2.03546119697227,2.108193403295649,2.0673311191813535,0.022801770037008364,0.07273220632337907,106.89206792053673,34.136342926844264,83.8267572718252,177.06621095134668,6.0,1.0,4,Octahedron
mp-1214824,Ba2Er2CuPtO8,1.8907884693427528,0.433238670234472,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,20.0,6.0,2.037653626326675,2.0964691541717815,2.0632869779183314,0.019281482121414763,0.05881552784510635,51.785940890449886,23.090895991522242,16.395288608271635,85.6001963960806,6.0,1.0,1,Octahedron
mp-1214824,Ba2Er2CuPtO8,1.8907884693427528,0.433238670234472,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,21.0,6.0,2.0376536263266702,2.096469154171784,2.0632869779183314,0.019281482121416962,0.0588155278451139,51.785940890449886,23.09089599152224,16.395288608271635,85.6001963960806,6.0,1.0,2,Octahedron
mp-1214824,Ba2Er2CuPtO8,1.8907884693427528,0.433238670234472,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,22.0,6.0,2.0376536263266725,2.09646915417178,2.0632869779183305,0.019281482121414967,0.058815527845107685,106.84192016281607,34.07135169678471,83.18180522280228,176.75417929724733,6.0,1.0,3,Octahedron
mp-1214824,Ba2Er2CuPtO8,1.8907884693427528,0.433238670234472,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,23.0,6.0,2.0376536263266694,2.0964691541717833,2.0632869779183305,0.01928148212141694,0.0588155278451139,106.84192016281604,34.07135169678466,83.1818052228023,176.7541792972471,6.0,1.0,4,Octahedron
mp-1214855,Ba2Lu2CuPtO8,1.893762099136672,0.4234711102755488,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,20.0,6.0,2.0377266088916315,2.0918268992933107,2.0627987825815084,0.016748914861981084,0.054100290401679185,51.53334897746542,22.854889627953114,16.38003454520575,85.49901552032618,6.0,1.0,1,Octahedron
mp-1214855,Ba2Lu2CuPtO8,1.893762099136672,0.4234711102755488,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,21.0,6.0,2.037726608891631,2.0918268992933116,2.0627987825815084,0.016748914861981396,0.05410029040168052,51.53334897746541,22.85488962795312,16.380034545205724,85.49901552032615,6.0,1.0,2,Octahedron
mp-1214855,Ba2Lu2CuPtO8,1.893762099136672,0.4234711102755488,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,22.0,6.0,2.0377266088916324,2.09182689929331,2.0627987825815084,0.016748914861980678,0.05410029040167741,106.76247632651032,34.00565045541879,81.78433825074269,176.5228404297776,6.0,1.0,3,Octahedron
mp-1214855,Ba2Lu2CuPtO8,1.893762099136672,0.4234711102755488,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Pt,0.0,True,23.0,6.0,2.0377266088916315,2.09182689929331,2.062798782581508,0.01674891486198085,0.0541002904016783,106.76247632651031,34.00565045541879,81.78433825074265,176.5228404297776,6.0,1.0,4,Octahedron
mp-1221329,Na2Nd2PtO6,2.0216323909527323,0.0939455829618623,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Pt,0.0,True,8.0,6.0,2.0360207948641085,2.081939409217644,2.0597723173224125,0.018233531678696,0.0459186143535355,56.954377697389646,25.966216221042387,9.91265551015604,91.0105270150309,6.0,1.0,1,Octahedron
mp-1221329,Na2Nd2PtO6,2.0216323909527323,0.0939455829618623,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Pt,0.0,True,9.0,6.0,2.036020794864109,2.0819394092176444,2.059772317322414,0.01823353167869611,0.0459186143535355,56.95437769738965,25.96621622104237,9.912655510156114,91.01052701503089,6.0,1.0,2,Octahedron
