material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Pt_wyckoff,num_Pt_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1197023,Pt(SO4)2,1.9936368661199448,0.2380219699427241,[5.0],4.0,4.0,4.0,Square pyramid,4e,1,5.0,Pt,0.0,True,,,,,,,,,,,,,,0,Square pyramid
mp-1200998,Ba2H8PtO8,2.0337369153335496,0.0249635181087983,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Pt,0.0,True,40.0,6.0,2.0384616151268857,2.052308844179423,2.044199346644296,0.005896631447442293,0.013847229052537102,57.541955199989495,32.878617195903594,9.751522613015405,96.10686020585806,6.0,1.0,1,Octahedron
mp-1200998,Ba2H8PtO8,2.0337369153335496,0.0249635181087983,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Pt,0.0,True,41.0,6.0,2.0384616151268857,2.0523088441794233,2.0441993466442967,0.0058966314474423395,0.013847229052537546,59.37518157219973,34.16671727177761,8.148613215003566,103.01948846287982,6.0,1.0,2,Octahedron
mp-1200998,Ba2H8PtO8,2.0337369153335496,0.0249635181087983,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Pt,0.0,True,42.0,6.0,2.0384616151268857,2.0523088441794233,2.044199346644296,0.005896631447442161,0.013847229052537546,54.51072801077448,28.918483895760517,15.631208893606939,89.22036649044968,6.0,1.0,3,Octahedron
mp-1200998,Ba2H8PtO8,2.0337369153335496,0.0249635181087983,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Pt,0.0,True,43.0,6.0,2.038461615126885,2.052308844179423,2.044199346644296,0.005896631447442496,0.01384722905253799,47.506484957582146,20.651151076114214,20.660357739556904,83.7071947957714,6.0,1.0,4,Octahedron
mp-1202747,Sr2H8PtO8,2.041029289319306,0.0121467596143789,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,20.0,6.0,2.0427129916191373,2.051374293534378,2.0460403072653723,0.003810037878897584,0.008661301915240838,58.96317906235235,25.131583711089036,25.40318520942072,97.92158336874222,6.0,1.0,1,Octahedron
mp-1202747,Sr2H8PtO8,2.041029289319306,0.0121467596143789,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,21.0,6.0,2.042712991619137,2.0513742935343777,2.0460403072653723,0.0038100378788976097,0.008661301915240838,56.500103113860995,21.675251030695314,15.811550310690247,92.90931840832162,6.0,1.0,2,Octahedron
mp-1204209,CsHPt2(SO4)4,1.5955021324697884,0.9381823477218032,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Pt,0.0,True,8.0,5.0,2.027604187323344,2.1960764051446993,2.072965782043372,0.06201711874587618,0.16847221782135513,62.1223829615627,23.109089462681386,18.969077746325954,93.52306386241638,5.0,1.0,1,Square pyramid
mp-1204209,CsHPt2(SO4)4,1.5955021324697884,0.9381823477218032,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Pt,0.0,True,9.0,5.0,2.0276041873233437,2.1960764051446993,2.0729657820433722,0.06201711874587625,0.16847221782135557,107.74946980682903,35.45860960666883,86.98948303815793,178.65389374969087,5.0,1.0,2,Square pyramid
mp-1204209,CsHPt2(SO4)4,1.5955021324697884,0.9381823477218032,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Pt,0.0,True,10.0,5.0,2.027604187323345,2.1960764051447,2.0729657820433727,0.062017118745876294,0.16847221782135513,62.1223829615627,23.10908946268139,18.969077746325954,93.52306386241644,5.0,1.0,3,Square pyramid
mp-1204209,CsHPt2(SO4)4,1.5955021324697884,0.9381823477218032,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Pt,0.0,True,11.0,5.0,2.0276041873233455,2.1960764051446993,2.0729657820433727,0.06201711874587595,0.1684722178213538,107.74946980682913,35.45860960666899,86.98948303815793,178.6538937496917,5.0,1.0,4,Square pyramid
mp-1204209,CsHPt2(SO4)4,1.5955021324697884,0.9381823477218032,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Pt,0.0,True,12.0,5.0,2.041157599705212,2.2129466052551128,2.077800135746151,0.0676110712789763,0.17178900554990095,57.68303204253681,20.50843223568252,16.84669455846037,76.90516120806488,5.0,1.0,5,Square pyramid
mp-1204209,CsHPt2(SO4)4,1.5955021324697884,0.9381823477218032,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Pt,0.0,True,13.0,5.0,2.0411575997052114,2.2129466052551123,2.077800135746151,0.06761107127897605,0.17178900554990095,63.148672271952066,25.97787182356402,10.005948824627277,94.07112627469567,5.0,1.0,6,Square pyramid
mp-1204209,CsHPt2(SO4)4,1.5955021324697884,0.9381823477218032,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Pt,0.0,True,14.0,5.0,2.0411575997052114,2.212946605255113,2.077800135746152,0.0676110712789762,0.17178900554990184,57.68303204253681,20.508432235682513,16.846694558460392,76.90516120806488,5.0,1.0,7,Square pyramid
mp-1204209,CsHPt2(SO4)4,1.5955021324697884,0.9381823477218032,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Pt,0.0,True,15.0,5.0,2.0411575997052123,2.212946605255113,2.077800135746151,0.0676110712789764,0.17178900554990095,63.148672271952066,25.97787182356402,10.005948824627277,94.07112627469567,5.0,1.0,8,Square pyramid
mp-1208543,Tb2CoPtO6,2.034860150509225,0.0575424892665605,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0533235252554896,2.063678917494815,2.0583004583918103,0.004237094478846724,0.010355392239325578,68.44009342112456,34.40951506342409,17.67817007667781,126.61764393442476,6.0,1.0,1,Octahedron
mp-1208543,Tb2CoPtO6,2.034860150509225,0.0575424892665605,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0533235252554896,2.063678917494815,2.0583004583918103,0.0042370944788468244,0.010355392239325578,32.95656739361638,10.958810853246685,12.399340638673122,48.97975253719009,6.0,1.0,2,Octahedron
mp-1208902,Sm2ZnPtO6,2.018269534196984,0.0965879321498339,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.049262569818636,2.063803030998151,2.057615599048281,0.006130449222902042,0.01454046117951524,36.68445758769563,20.818507781117457,6.650271961745046,70.950866302845,6.0,1.0,1,Octahedron
mp-1208902,Sm2ZnPtO6,2.018269534196984,0.0965879321498339,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0492625698186364,2.063803030998151,2.057615599048281,0.006130449222901918,0.014540461179514796,59.901688218539746,24.30205681055535,21.877522933351987,93.86065785646844,6.0,1.0,2,Octahedron
mp-1208919,Sm2MgPtO6,2.0174315885680847,0.0879868162398702,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0456529309387546,2.0593914860967506,2.053274092440226,0.005708646235080183,0.013738555157996046,36.59332155460495,20.774863689173298,6.874019002517762,71.02838429750652,6.0,1.0,1,Octahedron
mp-1208919,Sm2MgPtO6,2.0174315885680847,0.0879868162398702,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0456529309387537,2.0593914860967506,2.053274092440226,0.005708646235080757,0.013738555157996934,59.94557141533898,24.36300776790666,21.8450604358188,94.74017644394544,6.0,1.0,2,Octahedron
mp-1208920,Sm2CoPtO6,2.029028831016501,0.0837173592415096,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.055893236865081,2.0690183538220013,2.0631317852536237,0.005442919612291752,0.013125116956920202,36.68990168812892,20.870078900245943,6.486026418233831,71.02357294690509,6.0,1.0,1,Octahedron
mp-1208920,Sm2CoPtO6,2.029028831016501,0.0837173592415096,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0558932368650806,2.069018353822001,2.0631317852536237,0.0054429196122915925,0.013125116956920202,60.083043106230505,24.474879343593667,21.173970951242218,94.7927926398835,6.0,1.0,2,Octahedron
mp-1208922,Sm2NiPtO6,2.0179962013856008,0.0960467786008814,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0488169050898946,2.0620525212280714,2.057120969639364,0.005906254672924705,0.013235616138176809,36.63664726284481,20.84066881924204,6.632085700518809,70.92225444254174,6.0,1.0,1,Octahedron
mp-1208922,Sm2NiPtO6,2.0179962013856008,0.0960467786008814,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.048816905089895,2.0620525212280705,2.057120969639364,0.005906254672924601,0.013235616138175477,60.07415064005637,24.4295128280432,21.535459216287215,94.76263006374559,6.0,1.0,2,Octahedron
mp-1209351,Pr2ZnPtO6,2.0252661565659125,0.0886925659014477,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.053736372875392,2.066704732202254,2.0613959698203006,0.005549138267300995,0.012968359326861911,36.79043650344604,20.839637002708535,7.049842257308117,71.60417184129075,6.0,1.0,1,Octahedron
mp-1209351,Pr2ZnPtO6,2.0252661565659125,0.0886925659014477,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.053736372875392,2.066704732202253,2.061395969820301,0.005549138267300893,0.012968359326861023,59.95204702172057,24.64246444709112,21.39893883026527,95.4248411346169,6.0,1.0,2,Octahedron
mp-1209742,Pr2MgPtO6,2.02051884386509,0.0819480787532237,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0468160578896044,2.058812044869144,2.053902118975611,0.00513339388613127,0.01199598697953963,36.71518620673259,20.779519221290062,7.323809305695406,71.66926389434116,6.0,1.0,1,Octahedron
mp-1209742,Pr2MgPtO6,2.02051884386509,0.0819480787532237,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0468160578896057,2.0588120448691445,2.053902118975611,0.005133393886130964,0.011995986979538742,59.970369816096216,24.734863575366933,21.493226475912845,96.29879968845012,6.0,1.0,2,Octahedron
mp-1209764,Pr2NiPtO6,2.012309058837696,0.1103765430537258,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.047731811775088,2.062338589639655,2.0572721023210145,0.0067503420349663895,0.0146067778645671,36.79520573919351,20.8722490999666,7.1303614720616615,71.60901933103658,6.0,1.0,1,Octahedron
mp-1209764,Pr2NiPtO6,2.012309058837696,0.1103765430537258,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0477318117750887,2.062338589639655,2.0572721023210145,0.006750342034966221,0.014606777864566212,60.110689206860876,24.76714522746714,21.144030606792104,96.21978716221845,6.0,1.0,2,Octahedron
mp-1209786,Nd2MgPtO6,2.026129144146772,0.0663989773881981,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0474345342340388,2.0576727205684797,2.053177062288392,0.004271699742113589,0.010238186334440957,36.686746482909385,20.79083343968484,7.179460299114076,71.4490866721883,6.0,1.0,1,Octahedron
mp-1209786,Nd2MgPtO6,2.026129144146772,0.0663989773881981,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.047434534234039,2.0576727205684797,2.053177062288392,0.004271699742113467,0.010238186334440513,59.990390848066404,24.598656304521743,21.63252713910859,95.77365889402992,6.0,1.0,2,Octahedron
mp-1209897,Ni(PtO2)3,1.9783628154485624,0.1088053747359905,"[4.0, 6.0]",3.33,3.33,3.33,"Octahedron, Square plane","4h, 2c",2,4.0,Pt,0.0,True,2.0,4.0,1.9746154166159215,1.982984360816368,1.9787998887161444,0.004184472100222825,0.008368944200446427,44.016444528184955,19.794308497472695,24.894739006954428,79.65392902553938,4.0,1.0,1,"Octahedron, Square plane"
mp-1209897,Ni(PtO2)3,1.9783628154485624,0.1088053747359905,"[4.0, 6.0]",3.33,3.33,3.33,"Octahedron, Square plane","4h, 2c",2,4.0,Pt,0.0,True,3.0,4.0,1.9746154166159215,1.9829843608163669,1.9787998887161442,0.004184472100222214,0.008368944200445316,53.46697593918875,25.124523796673138,19.763642711750517,100.34607097446063,4.0,1.0,2,"Octahedron, Square plane"
mp-1209897,Ni(PtO2)3,1.9783628154485624,0.1088053747359905,"[4.0, 6.0]",3.33,3.33,3.33,"Octahedron, Square plane","4h, 2c",2,6.0,Pt,0.0,True,4.0,6.0,2.0312849140404654,2.0913667758438854,2.0520024134748582,0.021068591634444453,0.06008186180342001,71.25554352060809,31.957166223940902,0.0,104.34359073706794,6.0,1.0,1,"Octahedron, Square plane"
mp-1209897,Ni(PtO2)3,1.9783628154485624,0.1088053747359905,"[4.0, 6.0]",3.33,3.33,3.33,"Octahedron, Square plane","4h, 2c",2,6.0,Pt,0.0,True,5.0,6.0,2.031284914040465,2.0913667758438867,2.052002413474858,0.021068591634444897,0.06008186180342179,71.2555435206081,31.9571662239409,0.0,104.34359073706794,6.0,1.0,2,"Octahedron, Square plane"
mp-1209897,Ni(PtO2)3,1.9783628154485624,0.1088053747359905,"[4.0, 6.0]",3.33,3.33,3.33,"Octahedron, Square plane","4h, 2c",2,6.0,Pt,0.0,True,6.0,6.0,2.0312849140404645,2.091366775843886,2.052002413474858,0.021068591634444748,0.060081861803421344,80.25411781846621,40.132558042239694,0.0,178.08767428716294,6.0,1.0,3,"Octahedron, Square plane"
mp-1209897,Ni(PtO2)3,1.9783628154485624,0.1088053747359905,"[4.0, 6.0]",3.33,3.33,3.33,"Octahedron, Square plane","4h, 2c",2,6.0,Pt,0.0,True,7.0,6.0,2.0312849140404654,2.091366775843885,2.052002413474858,0.02106859163444416,0.06008186180341957,80.25411781846623,40.13255804223976,0.0,178.08767428716334,6.0,1.0,4,"Octahedron, Square plane"
mp-1209914,Nd2ZnPtO6,2.0461167157243225,0.02871864720274,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0553336842269596,2.062182951741343,2.0578163566277117,0.0030973095811225727,0.006849267514383417,36.8397374259248,20.901841751281207,6.944355209848009,71.46216642975693,6.0,1.0,1,Octahedron
mp-1209914,Nd2ZnPtO6,2.0461167157243225,0.02871864720274,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0553336842269596,2.0621829517413426,2.0578163566277112,0.0030973095811225727,0.006849267514382973,59.98128343984151,24.48042152057916,21.624824441876534,94.80211134146526,6.0,1.0,2,Octahedron
mp-1209936,Nd2NiPtO6,2.0276072703108303,0.0732147994163886,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0510993304653207,2.0612724978971575,2.057431243417048,0.004511161610622189,0.010173167431836827,36.784740139040686,20.89782276339046,6.978662481645638,71.39594881472578,6.0,1.0,1,Octahedron
mp-1209936,Nd2NiPtO6,2.0276072703108303,0.0732147994163886,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.051099330465322,2.0612724978971575,2.057431243417049,0.004511161610621772,0.010173167431835495,60.116688315615974,24.614763610114736,21.308253068129183,95.6158362384967,6.0,1.0,2,Octahedron
mp-1212356,Ho2CoPtO6,2.0298473625015374,0.0763866243684008,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0543763526034513,2.0699604583529347,2.0609620554574017,0.006586953221875323,0.015584105749483435,68.60605843329631,34.6734250207443,17.29346918708356,127.2113439649331,6.0,1.0,1,Octahedron
mp-1212356,Ho2CoPtO6,2.0298473625015374,0.0763866243684008,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0543763526034513,2.0699604583529347,2.0609620554574017,0.0065869532218752495,0.015584105749483435,32.82928017320306,10.937757177802064,12.369526200011743,48.63866558061383,6.0,1.0,2,Octahedron
mp-1212708,Gd2NiPtO6,2.0233159071603337,0.0809140208565537,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.049277394365643,2.06336840269861,2.0562765664054337,0.005753003213269007,0.01409100833296728,68.12392930875238,34.196114524046976,17.953618207099034,125.9527107411323,6.0,1.0,1,Octahedron
mp-1212708,Gd2NiPtO6,2.0233159071603337,0.0809140208565537,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0492773943656424,2.06336840269861,2.056276566405433,0.005753003213269273,0.014091008332967725,33.012155442733985,10.994027391670095,12.368496319630708,49.13044356680409,6.0,1.0,2,Octahedron
mp-1212711,Gd2MgPtO6,1.991582601738144,0.0948313908016749,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.022014321504654,2.0357291762825285,2.030212284690675,0.005911312266286722,0.013714854777874486,36.69517422716605,20.871088685224617,6.756370881855349,70.90023794857095,6.0,1.0,1,Octahedron
mp-1212711,Gd2MgPtO6,1.991582601738144,0.0948313908016749,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.022014321504653,2.035729176282527,2.030212284690674,0.005911312266286789,0.013714854777874042,60.03075950099199,24.393023635231238,21.589675254088018,94.55620504440331,6.0,1.0,2,Octahedron
mp-1212755,Gd2ZnPtO6,1.9904304639176489,0.1111125574699862,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0260857788355855,2.0419683169161122,2.035693862443481,0.00689920605956265,0.015882538080526754,36.86546836059696,20.988963101680064,6.5090400110577455,70.88306781999047,6.0,1.0,1,Octahedron
mp-1212755,Gd2ZnPtO6,1.9904304639176489,0.1111125574699862,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.026085778835586,2.0419683169161127,2.0356938624434817,0.006899206059562512,0.015882538080526754,60.0515076412234,24.412733508955856,21.331026819196573,93.85518889885525,6.0,1.0,2,Octahedron
mp-1213101,Dy2CoPtO6,2.036972866399677,0.0542926674230827,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,6.0,6.0,2.0544026601527614,2.065406485196585,2.0590896954548414,0.004637752045188089,0.011003825043823579,68.61372443874971,34.54713131804558,17.435206166604633,126.98587303046627,6.0,1.0,1,Octahedron
mp-1213101,Dy2CoPtO6,2.036972866399677,0.0542926674230827,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Pt,0.0,True,7.0,6.0,2.0544026601527605,2.0654064851965854,2.059089695454842,0.00463775204518844,0.01100382504382491,32.869068951936335,10.935058514038317,12.409947125192778,48.78806626577383,6.0,1.0,2,Octahedron
mp-1214448,Ba8Sc3(Pt2O9)2,2.0301782631458773,0.0024398182217213,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Square plane","1a, 3c",2,4.0,Pt,0.0,True,11.0,4.0,2.0308813436969997,2.0308813436970006,2.030881343697,3.8459253727671276e-16,8.881784197001252e-16,120.0,42.42640687119285,90.0,180.0,4.0,1.0,1,"Octahedron, Square plane"
mp-1214448,Ba8Sc3(Pt2O9)2,2.0301782631458773,0.0024398182217213,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Square plane","1a, 3c",2,4.0,Pt,0.0,True,12.0,4.0,2.0308813436969997,2.0308813436970006,2.030881343697,3.8459253727671276e-16,8.881784197001252e-16,120.0,42.42640687119285,90.0,180.0,4.0,1.0,2,"Octahedron, Square plane"
