CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
6.0,47,47,3.914893617021277,0.652482269503546,s_avg ≤ 1,2+:0.0213; 3+:0.0426; 4+:0.9362
