CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
4.0,19,19,1.998207897357342,0.0723706157569234,3.1268421052631576
5.0,7,7,2.0828540757068628,0.14612369623881966,3.142857142857143
6.0,56,56,1.9963850310017695,0.12206224967703729,3.8208928571428573
