material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,P_wyckoff,num_P_chemenvs,CN,element,charge_range,is_single_charge
mp-1199257,Rb3B2P3H2O13,1.68408447465526,0.5665743457107315,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1199340,MgBi4(PO6)2,1.6171093147155748,0.2626058570925263,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,P,0.0,True
mp-1199432,Al2FeP2(HO)18,1.5577500278971332,0.0097841655245294,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1199438,NaFeP2(O3F)2,1.5642095032939107,0.1419355016290481,[3.0],5.0,5.0,5.0,Tetrahedron,4e,1,3.0,P,0.0,True
mp-1199458,Co2BP4H2Pb4ClO18,1.607688502862442,0.2213683615457066,[4.0],5.0,5.0,5.0,"Tetrahedron, Triangular cupola, Tricapped triangular prism (three square-face caps), Square-face bicapped trigonal prism, Tricapped octahedron (all 3 cap faces are sharingone edge of a face)","4c, 12f",5,4.0,P,0.0,True
mp-1199511,RbP2H5O8,1.5067220939818913,-0.2376685060263403,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,P,0.0,True
mp-1199562,Na2TbPWO8,1.593049319439039,0.1698935562363182,[4.0],5.0,5.0,5.0,Tetrahedron,4d,1,4.0,P,0.0,True
mp-1199622,ZrP2H4O9,1.5842262132515967,0.1723986983881926,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1199629,Ba2CdP4(H3O8)2,1.6070001109326788,0.2104446871443683,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1199678,Cs2P4Pd3O14,1.631262762142756,0.3237878704652592,[4.0],5.0,5.0,5.0,"Tetrahedron, Square plane","4b, 2a",2,4.0,P,0.0,True
mp-1199719,Na3Fe2P2O8F3,1.6131439975094692,0.2846293031273891,[4.0],5.0,5.0,5.0,Tetrahedron,"4e, 4f, 8i",1,4.0,P,0.0,True
mp-1199741,Zn3TeP2Pb3O14,1.71055383139257,0.6676321336098338,[4.0],5.0,5.0,5.0,"Square-face capped trigonal prism, Tetrahedron, Square antiprism, Trigonal prism","1b, 2e, 1a",4,4.0,P,0.0,True
mp-1199849,Dy(PO3)3,1.607219928688777,0.2671764684150977,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1199897,CaCoBP2H5O11,1.5936130774379589,0.163319112013779,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1199961,Li2V2(PO4)3,1.57979373581695,0.1554210301444228,[4.0],5.0,5.0,5.0,Tetrahedron,"8d, 4c",1,4.0,P,0.0,True
mp-1199970,KFeCu(PO4)2,1.6513567446971096,0.4400917038698219,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1199973,Co4GeP4(H6O11)2,1.4837308681161931,-0.3506546759183054,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200024,FeBP(HO3)2,1.758041859047874,0.9246472426835431,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,P,0.0,True
mp-1200028,Al3PH29(SO14)2,1.547270423007174,0.0103043901275674,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1200063,K4Fe4(PO4)5,1.5536653798831856,0.0182169612045673,"[4.0, 4.0]",4.5,4.0,5.0,Tetrahedron,"8e, 2a",1,4.0,P,1.0,False
mp-1200063,K4Fe4(PO4)5,1.5536653798831856,0.0182169612045673,"[4.0, 4.0]",4.5,4.0,5.0,Tetrahedron,"8e, 2a",1,4.0,P,1.0,False
mp-1200072,PrP3(H5O7)2,1.6021178006193533,0.2130869038926487,[4.0],5.0,5.0,5.0,"Tetrahedron, Square antiprism",2i,2,4.0,P,0.0,True
mp-1200093,Cs2PH3SeO8,1.751188268091759,0.8547984313144639,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200095,SrNp(PO4)2,1.5610223799167855,0.0745970669946386,[4.0],4.5,4.5,4.5,Tetrahedron,"4f, 4d",1,4.0,P,0.0,True
mp-1200101,Er(PO3)3,1.6062104880802497,0.2651475595538861,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200120,Na2Ta2(P2O7)3,1.6040178585208538,0.2522566652700769,[4.0],5.0,5.0,5.0,Tetrahedron,12i,1,4.0,P,0.0,True
mp-1200123,NaSm(PO3)4,1.6103246263867823,0.2628891272303522,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200136,TiP2O7,1.5683232111287235,0.2249302131782275,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,P,0.0,True
mp-1200142,KPr(PO3)4,1.5918975653107612,0.2699751674391589,[4.0],5.0,5.0,5.0,"Square-face bicapped trigonal prism, Tetrahedron",2a,2,4.0,P,0.0,True
mp-1200186,Tm(PO3)3,1.6061339759404352,0.2618536018528996,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200196,ZnP2(H4O5)2,1.577714137267817,0.1132678003773038,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1200224,CsPSO2,1.652480598132184,0.4160965288337697,[3.0],5.0,5.0,5.0,Tetrahedron,4e,1,3.0,P,0.0,True
mp-1200250,NaLiNiPO4F,1.5226556578462078,-0.1479314337272699,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200251,Cu2PHO5,1.5059090390275658,-0.2274718898872789,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200362,Na5P3(H14O11)2,1.5443227251732474,-0.0044073070125943,"[2.0, 3.0]",3.5,3.0,4.0,"Angular, Triangular non-coplanar",2i,2,2.0,P,1.0,False
mp-1200362,Na5P3(H14O11)2,1.5443227251732474,-0.0044073070125943,"[2.0, 3.0]",3.5,3.0,4.0,"Angular, Triangular non-coplanar",2i,2,3.0,P,1.0,False
mp-1200389,Fe7Sb3P3(ClO6)3,1.5689466659350622,0.0654710477591188,[4.0],5.0,5.0,5.0,Tetrahedron,"8d, 4c",1,4.0,P,0.0,True
mp-1200442,MgP2(H4O5)2,1.5667642714045749,0.0471493700515731,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200443,CaSnP6(HO)12,1.633673797546542,0.2461650990039516,[2.0],5.0,5.0,5.0,Tetrahedron,6f,1,2.0,P,0.0,True
mp-1200445,NiP2(H7O6)2,1.5564906648830843,0.011652655697676,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,P,0.0,True
mp-1200514,CuB2P2(HO2)6,1.629714592597426,0.3697430549482924,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,P,0.0,True
mp-1200525,Cs2Fe2P3O8F7,1.7183471446992873,0.7455900114284252,"[2.0, 3.0]",5.0,5.0,5.0,Tetrahedron,"4b, 2a",1,2.0,P,0.0,True
mp-1200525,Cs2Fe2P3O8F7,1.7183471446992873,0.7455900114284252,"[2.0, 3.0]",5.0,5.0,5.0,Tetrahedron,"4b, 2a",1,3.0,P,0.0,True
mp-1200601,Mo3P2PbO14,1.5385295153868932,-0.028316354039108,[4.0],5.0,5.0,5.0,"Tetrahedron, Dodecahedron with triangular faces - p2345 plane normalized",2e,2,4.0,P,0.0,True
mp-1200615,Li4Zn(PO4)2,1.615205734675709,0.2578699150614876,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,P,0.0,True
mp-1200695,UP2O7,1.5811294319202411,0.2436167565824151,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,P,0.0,True
mp-1200699,P2O3F4,1.569672919653313,0.1849238696423927,[2.0],5.0,5.0,5.0,Tetrahedron,8f,1,2.0,P,0.0,True
mp-1200709,NaTb(PO3)4,1.610042310216783,0.2617297814193406,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200751,MnBP(HO3)2,1.7106829157118106,0.7174595911490363,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,P,0.0,True
mp-1200796,Ba3In2(PO4)4,1.6093091044416925,0.2362754694767867,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1200806,Zn3P2(H2O3)4,1.548269634983281,-0.0433102079042789,[4.0],5.0,5.0,5.0,Tetrahedron,8d,1,4.0,P,0.0,True
mp-1200859,Na2HoPWO8,1.5993882148134966,0.2005082601087639,[4.0],5.0,5.0,5.0,Tetrahedron,4d,1,4.0,P,0.0,True
mp-1201068,CeP5O14,1.6065360794129038,0.2509433406699922,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1201072,Na2FeP2(HO3)2,1.5689571800015367,0.0972562628420263,[3.0],5.0,5.0,5.0,Tetrahedron,4c,1,3.0,P,0.0,True
mp-1201132,SrMn3(PO4)3,1.7434272757524365,0.8304548812021604,[4.0],5.0,5.0,5.0,Tetrahedron,"4g, 2e",1,4.0,P,0.0,True
mp-1201303,MnP3(HO2)6,1.593143071395159,0.1933441513633831,[4.0],5.0,5.0,5.0,Tetrahedron,"4g, 2f",1,4.0,P,0.0,True
mp-1201418,Na2YPWO8,1.590901197656058,0.1570198811205202,[4.0],5.0,5.0,5.0,Tetrahedron,4d,1,4.0,P,0.0,True
mp-1201441,CrP2H15O14,1.57668171327524,0.0940776445733753,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1201463,K4Mn3P6(HO3)8,1.524701687975508,-0.1543384613462994,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1201485,Mn4GeP4(H6O11)2,1.4898427294893926,-0.3080097806105141,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1201488,Na2CaNi2P4(H5O6)4,1.6136855261486829,0.2602135090509272,[4.0],5.0,5.0,5.0,Tetrahedron,4b,1,4.0,P,0.0,True
mp-1201517,Na2ErPWO8,1.604929736692592,0.2307024828552601,[4.0],5.0,5.0,5.0,Tetrahedron,4d,1,4.0,P,0.0,True
mp-1201576,ZnCu2PH7O9,1.5609351655904136,0.020399927102757,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1201606,BP(PbO2)4,1.5432110803118675,-0.0960264372205583,[4.0],5.0,5.0,5.0,"Tetrahedron, Pentagonal pyramid, Square-face capped trigonal prism, Pentagonal bipyramid",4e,4,4.0,P,0.0,True
mp-1201643,Cs3U2PO10,1.3770723123311426,-0.8193552354394221,[4.0],5.0,5.0,5.0,Tetrahedron,2e,1,4.0,P,0.0,True
mp-1201654,CuPHO4,1.5591716731590028,0.0914343964349549,[4.0],5.0,5.0,5.0,Tetrahedron,6f,1,4.0,P,0.0,True
mp-1201658,MnAl2P2H10O13F2,1.554575455102627,0.0167943489341158,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1201699,Na4Mn2P2O7F6,1.6374047687295663,0.3489048021446758,[4.0],5.0,5.0,5.0,Tetrahedron,4g,1,4.0,P,0.0,True
mp-1201746,CoP2H2O7,1.5917026800760887,0.1763680519791698,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1201795,RbFe3P3(O4F3)2,1.7034893421276465,0.6325462911169689,"[2.0, 3.0]",5.0,5.0,5.0,Tetrahedron,"4f, 2e",1,2.0,P,0.0,True
mp-1201795,RbFe3P3(O4F3)2,1.7034893421276465,0.6325462911169689,"[2.0, 3.0]",5.0,5.0,5.0,Tetrahedron,"4f, 2e",1,3.0,P,0.0,True
mp-1201808,Ba2MnP4(H3O8)2,1.6163550062870526,0.2600775551759126,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1201858,Cs2BiPWO8,1.5828996295124402,0.1729644623533929,[4.0],5.0,5.0,5.0,Tetrahedron,4d,1,4.0,P,0.0,True
mp-1201935,K2P2H4O7,1.7069524088092085,0.5350088059543652,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,P,0.0,True
mp-1202099,Al6CuP4(H4O7)4,1.5525528764340444,0.0252738635090271,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1202233,Fe2P3(O3F)3,1.553870424150213,0.1455947011398505,[3.0],5.0,5.0,5.0,Tetrahedron,6h,1,3.0,P,0.0,True
mp-1202277,CeAg(PO3)4,1.617340983328346,0.2875378743409535,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1202294,NiP2H2O7,1.5915436736888984,0.1875622970411269,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1202326,NiP2(PbO4)2,1.6135731872950518,0.2380219308068352,[4.0],5.0,5.0,5.0,"Tetrahedron, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4e,3,4.0,P,0.0,True
mp-1202402,BaP3NO11,1.627163569736822,0.3052874830176199,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1202425,Ho(PO3)3,1.6075989842829177,0.2679948288684362,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1202534,Ca10Ag(PO4)7,1.639790313384648,0.3652884926672788,[4.0],5.0,5.0,5.0,Tetrahedron,"2a, 6b",1,4.0,P,0.0,True
mp-1202567,U(PO3)4,1.6066364056082267,0.2601911344619784,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,P,0.0,True
mp-1202624,Ca5P3O13,1.5611192021497535,0.0271979873731726,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1202678,Cs2U3P6(HO5)4,1.6277997525810686,0.311667920785988,"[3.0, 4.0]",5.0,5.0,5.0,no_data,no_data,1,3.0,P,0.0,True
mp-1202678,Cs2U3P6(HO5)4,1.6277997525810686,0.311667920785988,"[3.0, 4.0]",5.0,5.0,5.0,no_data,no_data,1,4.0,P,0.0,True
mp-1202701,Co3P2(HO)16,1.5786871962307534,0.0844517709802599,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1202801,LiPO3,1.617511631251073,0.2876909077949386,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,P,0.0,True
mp-1202865,Li3V2(PO4)3,1.6174792522394137,0.3082778943910175,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1202942,Mn3P3PbO12,1.740913713794333,0.813548783748482,[4.0],5.0,5.0,5.0,"Bicapped octahedron (cap faces with one atom in common), Tetrahedron","4g, 2e",2,4.0,P,0.0,True
mp-1203004,Li9Mg3P4O16F3,1.6350742311183126,0.350450957518821,[4.0],5.0,5.0,5.0,Tetrahedron,"6c, 2b",1,4.0,P,0.0,True
mp-1203091,CaP2H8(CO3)2,1.3879316202603131,-0.5769253017343483,[3.0],5.0,5.0,5.0,Tetrahedron,4f,1,3.0,P,0.0,True
mp-1203094,MgZn2P2(H6O5)4,1.561782887418144,0.0073333912545902,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1203147,Na3Gd(PO4)2,1.5691960353799324,0.062180687284971,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,P,0.0,True
mp-1203157,Na2NiPO4F,1.6187378746433208,0.3504689779774187,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1203159,Rb3Mn3P3O10F7,1.6287586077352845,0.381396369527847,"[3.0, 4.0]",5.0,5.0,5.0,Tetrahedron,2a,1,3.0,P,0.0,True
mp-1203159,Rb3Mn3P3O10F7,1.6287586077352845,0.381396369527847,"[3.0, 4.0]",5.0,5.0,5.0,Tetrahedron,2a,1,4.0,P,0.0,True
mp-1203235,Cu2PO5,1.4708725630417177,-0.347785740140314,[4.0],5.0,5.0,5.0,Tetrahedron,4g,1,4.0,P,0.0,True
mp-1203303,CsCoPO4,1.5595841051632051,0.02128290679416,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1203311,Nd3PO7,1.6599647606731989,0.4484707852066683,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,P,0.0,True
mp-1203346,PW5O17,1.544446629991279,0.0166301397571176,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,P,0.0,True
mp-1203480,Rb7DyFe6(P4O17)2,1.6286332431902373,0.3301091986126241,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1203519,KMnGa2P3(H2O7)2,1.4904297552802608,-0.278956117493136,[4.0],5.0,5.0,5.0,Tetrahedron,"4f, 2e",1,4.0,P,0.0,True
mp-1203715,Cs2TiP4O13,1.604209212864949,0.2992715171586663,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1203771,Na2Nb2(P2O7)3,1.603783311390704,0.2519002465634595,[4.0],5.0,5.0,5.0,Tetrahedron,12i,1,4.0,P,0.0,True
mp-1203774,Rb2TiV3(PO6)3,1.5534189423214926,0.0127942610857009,[4.0],5.0,5.0,5.0,no_data,no_data,1,4.0,P,0.0,True
mp-1203841,LiVPH4O7,1.476397727305407,-0.353752255969715,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1203857,BaUPO6F,1.6017442767398056,0.2149701605437023,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1203874,NaSnPHO4F,1.6242853075342794,0.2579537094121744,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,P,0.0,True
mp-1204228,NaLiCoPO4F,1.685235278555049,0.5704997464567424,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,P,0.0,True
mp-1204296,BaMn3(PO4)3,1.7539940986111495,0.8790963655194577,[4.0],5.0,5.0,5.0,Tetrahedron,"4g, 2e",1,4.0,P,0.0,True
mp-1204413,Mn3P4H12(NO8)2,1.5806614022129133,0.0997510030375191,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1204451,Ba5P3O13,1.6263431199881466,0.2935106046456102,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,P,0.0,True
mp-1204493,NaSr3GdP3O12F,1.7324221549178822,0.7921187813040517,[4.0],5.0,5.0,5.0,Tetrahedron,6g,1,4.0,P,0.0,True
mp-1204623,NaZn(PO3)3,1.6158845918576517,0.2845253500637626,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,P,0.0,True
mp-1204624,LaP5O14,1.6060749199584716,0.2499606194165656,[4.0],5.0,5.0,5.0,Tetrahedron,"4h, 4e, 4f, 8i",1,4.0,P,0.0,True
mp-1204808,Na2Li2NiP6(H4O5)6,1.606989517143251,0.2198293596480861,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,P,0.0,True
mp-1204868,NaCaMn2P3(HO6)2,1.8286370234241305,1.210088671275805,[4.0],5.0,5.0,5.0,Tetrahedron,"4f, 2e",1,4.0,P,0.0,True
mp-1204876,LiMnP3(H5O7)2,1.6091716172518562,0.2450520381007175,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,P,0.0,True
mp-1204881,CsMnGa2P3(H2O7)2,1.530081827315663,-0.1115421345423861,[4.0],5.0,5.0,5.0,Tetrahedron,"4f, 2e",1,4.0,P,0.0,True
mp-1204941,PH5CO3,1.4780953483876078,-0.2760466342668579,[3.0],5.0,5.0,5.0,Tetrahedron,4e,1,3.0,P,0.0,True
mp-1205078,LiCe(PO3)4,1.6099078080263645,0.2592920372565712,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,P,0.0,True
mp-1205167,Na3LiY3P3CO15F2,1.6201961152377664,0.3786550273234865,[4.0],5.0,5.0,5.0,Tetrahedron,12i,1,4.0,P,0.0,True
mp-1205183,KFe2P3(O4F3)2,1.5649565648056742,0.2220181325027769,"[2.0, 3.0]",5.0,5.0,5.0,Tetrahedron,2i,1,2.0,P,0.0,True
mp-1205183,KFe2P3(O4F3)2,1.5649565648056742,0.2220181325027769,"[2.0, 3.0]",5.0,5.0,5.0,Tetrahedron,2i,1,3.0,P,0.0,True
mp-1205204,Zn2NiP2(H2O3)4,1.5511338886468329,-0.0296446912849152,[4.0],5.0,5.0,5.0,Tetrahedron,8d,1,4.0,P,0.0,True
mp-1205264,Na7Mn5P3H6O15F13,1.5883999461927043,0.1661670526614795,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,P,0.0,True
mp-1205448,FeP2(H4O5)2,1.559340392069403,0.0138657195360904,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1207494,ZnAgPO4,1.5621557688176864,0.0232565831474671,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1207884,ZnFePO5,1.603430690730531,0.2086772091327408,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1208280,TiAgPO5,1.5521511651574778,0.0752959707547712,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,P,0.0,True
mp-1208325,TlCu(PO3)3,1.6192578482921465,0.28134275408725,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1208411,Ti3TlSi2P6O25,1.5885141900851714,0.1935304757027729,[4.0],5.0,5.0,5.0,Tetrahedron,12i,1,4.0,P,0.0,True
mp-1208507,Tl2Mo3P3O17,1.5439405133490494,-0.0191230366984008,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1208509,Ta2Mn(P2O7)3,1.5935308384002358,0.2254134846377383,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1208610,Sr5P3O13,1.468650868322966,-0.3268478368328621,[4.0],5.0,5.0,5.0,Tetrahedron,6h,1,4.0,P,0.0,True
mp-1208633,SrLiPO4,1.534372953020238,-0.0742538541775268,[4.0],5.0,5.0,5.0,Tetrahedron,2b,1,4.0,P,0.0,True
mp-1208648,Tl3Mo4(P2O11)2,1.6286380734260877,0.3300367275976553,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,P,0.0,True
mp-1208663,SrP2PdO7,1.6289866425334256,0.3228186331741111,[4.0],5.0,5.0,5.0,"Tetrahedron, Square plane","4a, 4c",2,4.0,P,0.0,True
mp-1208687,Tb3PO7,1.6608442044512368,0.463517824605641,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,P,0.0,True
mp-1208696,SrCa4P3O12F,1.5396920623685386,-0.0625986636839388,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,P,0.0,True
mp-1208698,Sm(PO3)3,1.586993343900159,0.2548063808433883,[4.0],5.0,5.0,5.0,Tetrahedron,"2a, 4c",1,4.0,P,0.0,True
mp-1209257,ScP2H5O9,1.5641064204013448,0.0443133303210848,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1209312,RbTi3Si2P6O25,1.5895568279748775,0.201450701373201,[4.0],5.0,5.0,5.0,no_data,no_data,1,4.0,P,0.0,True
mp-1209324,RbBePO4,1.597214487267456,0.2290548244967139,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,P,0.0,True
mp-1209356,RbP4(WO4)8,1.5824558775826023,0.1948225349867329,[4.0],5.0,5.0,5.0,Tetrahedron,4j,1,4.0,P,0.0,True
mp-1209357,Rb3Y(PO4)2,1.640560706055482,0.4494090298818204,[4.0],5.0,5.0,5.0,Tetrahedron,2d,1,4.0,P,0.0,True
mp-1209375,Rb3Dy(PO4)2,1.6458488136254943,0.3944845647613338,[4.0],5.0,5.0,5.0,Tetrahedron,2d,1,4.0,P,0.0,True
mp-1209385,RbAg(PO3)2,1.6209232138021563,0.3523595674204812,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1209402,Rb3Ho(PO4)2,1.6831636746505148,0.5665111424564435,[4.0],5.0,5.0,5.0,Tetrahedron,2d,1,4.0,P,0.0,True
mp-1209409,RbNaTi2(PO5)2,1.5780306851182666,0.1158497686315125,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,P,0.0,True
mp-1209420,Rb3Tm(PO4)2,1.6280779617513277,0.3216935033755159,[4.0],5.0,5.0,5.0,Tetrahedron,2d,1,4.0,P,0.0,True
mp-1209435,RbMo3(PO7)2,1.546196290042691,0.0042903512234457,[4.0],5.0,5.0,5.0,Tetrahedron,2e,1,4.0,P,0.0,True
mp-1209446,Sm3PO7,1.670553983708512,0.5012979780082715,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,P,0.0,True
mp-1209633,Rb2Ti2(PO4)3,1.5612687192965284,0.0524171108148781,[4.0],5.0,5.0,5.0,Tetrahedron,12b,1,4.0,P,0.0,True
mp-1209774,PHPbO4,1.61723979848846,0.2691096372157128,[4.0],5.0,5.0,5.0,"Tetrahedron, Octahedron","2f, 2e",2,4.0,P,0.0,True
mp-1210057,P3Pb5BrO12,1.4950923002670078,-0.3135993622265011,[4.0],5.0,5.0,5.0,"Tetrahedron, Square antiprism, Tricapped triangular prism (three square-face caps)","6h, 4f",3,4.0,P,0.0,True
mp-1210121,NaTh2(PO4)3,1.6057599867054322,0.2375629220412288,[4.0],5.0,5.0,5.0,Tetrahedron,"4f, 2e",1,4.0,P,0.0,True
mp-1210177,NaMn3Ag(PO4)3,1.5582513598019347,-0.0049163308178269,[4.0],5.0,5.0,5.0,Tetrahedron,"4f, 2e",1,4.0,P,0.0,True
mp-1210199,NaCaAlPHO5F2,1.5590784827262074,0.022820509191,[4.0],5.0,5.0,5.0,Tetrahedron,2e,1,4.0,P,0.0,True
mp-1210232,NaMo3(PO7)2,1.544556761223616,0.0094155162509749,[4.0],5.0,5.0,5.0,Tetrahedron,2e,1,4.0,P,0.0,True
mp-1210272,NaP3PbO9,1.6295383479034,0.310140199337001,[4.0],5.0,5.0,5.0,"Tetrahedron, Octahedron",4a,2,4.0,P,0.0,True
mp-1210317,Rb2Mo3P3O17,1.541886652769103,-0.0293502809795914,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1210360,Na3Sb3(PO7)2,1.6511455804482484,0.5061833352221371,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,P,0.0,True
mp-1210390,Na2TmMoPO8,1.6223944812081528,0.3079858945372576,[4.0],5.0,5.0,5.0,Tetrahedron,4d,1,4.0,P,0.0,True
mp-1210392,Na2ZnFe2(PO4)3,1.5606989459833305,0.0220958736196351,"[4.0, 4.0]",4.5,4.0,5.0,Tetrahedron,"4f, 2e",1,4.0,P,1.0,False
mp-1210392,Na2ZnFe2(PO4)3,1.5606989459833305,0.0220958736196351,"[4.0, 4.0]",4.5,4.0,5.0,Tetrahedron,"4f, 2e",1,4.0,P,1.0,False
mp-1210393,NaCo(PO3)3,1.627041438382506,0.315681610110639,[4.0],5.0,5.0,5.0,Tetrahedron,24e,1,4.0,P,0.0,True
mp-1210398,NiAg(PO3)3,1.615598145419563,0.2794946496927034,[4.0],5.0,5.0,5.0,Tetrahedron,8f,1,4.0,P,0.0,True
